scenario_type,parameter,state_count,storage_policy,storage_policy_candidate_count,level,seed,alternation_round,task_candidate_budget,task_candidates_checked,unique_tasks_visited,local_task_moves_accepted,full_task_audit_passed,incumbent_schedule_before_sha256,candidate_schedule_sha256,storage_trajectory_sha256,joint_score_before,joint_score_candidate,improvement,accepted,incumbent_schedule_after_sha256,neighborhood_rebuilt_from_previous_storage,search_signal,settlement_price,settlement_price_sha256
carbon_constraint,carbon_reduction,21,balanced,3,0.1,,6,600,600,600,131,True,62876089ea7d4b5d0093e71b04876325d9eb5d60176bf8559ae0e03a7bdcc204,f01eb25e1ad4d7611f5c31c874d2a473f9be9bfc7b3c57d29dfd481a163126e9,32f2a5a6aff8ad57e1858ecc7258f56d782d206585be2b54f56dc3d51ef10a85,1039.4381866228289,1023.6597425603405,15.778444062488347,True,f01eb25e1ad4d7611f5c31c874d2a473f9be9bfc7b3c57d29dfd481a163126e9,True,SearchSignal_CNY_per_MWh = settlement_price + 200*carbon + 5*purchase - 5*curtailment,ElectricityPrice_CNY_per_MWh unchanged in formal variant,bfb3ea477abdff79335c7bd46cbb45656b7888a9943803711ca0eac87e7888cd
carbon_constraint,carbon_reduction,21,renewable_max,3,0.1,,7,600,600,600,136,True,f01eb25e1ad4d7611f5c31c874d2a473f9be9bfc7b3c57d29dfd481a163126e9,31eed762b50bd37b1a9be0b86eeba781eec4d5a6abf9909689e662eadb5485e4,a2ccdfcf2b08d03d59d801269e009a23150cfb56c2166c94b80deea87d2b2c14,1023.6597425603405,983.230556776103,40.429185784237575,True,31eed762b50bd37b1a9be0b86eeba781eec4d5a6abf9909689e662eadb5485e4,True,SearchSignal_CNY_per_MWh = settlement_price + 200*carbon + 5*purchase - 5*curtailment,ElectricityPrice_CNY_per_MWh unchanged in formal variant,bfb3ea477abdff79335c7bd46cbb45656b7888a9943803711ca0eac87e7888cd
carbon_constraint,carbon_reduction,21,renewable_max,3,0.1,,8,600,600,600,129,True,31eed762b50bd37b1a9be0b86eeba781eec4d5a6abf9909689e662eadb5485e4,959b54f601047846ef06aa652275035fd62daf5bfd748b13ccdc698bb605a5a1,674cae5535387a9f983202ad0cef008ea0e3b4e584fca04cdfbbab33b4dcfde7,983.230556776103,962.7173188634528,20.513237912650197,True,959b54f601047846ef06aa652275035fd62daf5bfd748b13ccdc698bb605a5a1,True,SearchSignal_CNY_per_MWh = settlement_price + 200*carbon + 5*purchase - 5*curtailment,ElectricityPrice_CNY_per_MWh unchanged in formal variant,bfb3ea477abdff79335c7bd46cbb45656b7888a9943803711ca0eac87e7888cd
carbon_constraint,carbon_reduction,21,balanced,3,0.2,,1,600,600,600,154,True,15a813da95bb928ebcad749613c5244fae1f40eb0831119be5fd9bf87ecb0e15,5ad8268b24d4ed3c3175bd6c3681af5c01306a0cd74c9461064ecf39d9bb1e54,51410afc5dc5fc03c7af312bb152d433ecf7be1634086b671227490e21ade828,1321.6975009962327,1311.9534737479205,9.74402724831225,True,5ad8268b24d4ed3c3175bd6c3681af5c01306a0cd74c9461064ecf39d9bb1e54,True,SearchSignal_CNY_per_MWh = settlement_price + 200*carbon + 5*purchase - 5*curtailment,ElectricityPrice_CNY_per_MWh unchanged in formal variant,bfb3ea477abdff79335c7bd46cbb45656b7888a9943803711ca0eac87e7888cd
carbon_constraint,carbon_reduction,21,balanced,3,0.2,,2,600,600,600,134,True,5ad8268b24d4ed3c3175bd6c3681af5c01306a0cd74c9461064ecf39d9bb1e54,9803a1db87c503c1274c680117459222caa6855d01deb9f5278c2d93fae75c8d,a394b7f1fc570c4c613e601998d314dfc18ce1b773aac3a231fcab46dd52f875,1311.9534737479205,1284.234936364129,27.7185373837915,True,9803a1db87c503c1274c680117459222caa6855d01deb9f5278c2d93fae75c8d,True,SearchSignal_CNY_per_MWh = settlement_price + 200*carbon + 5*purchase - 5*curtailment,ElectricityPrice_CNY_per_MWh unchanged in formal variant,bfb3ea477abdff79335c7bd46cbb45656b7888a9943803711ca0eac87e7888cd
carbon_constraint,carbon_reduction,21,balanced,3,0.2,,3,600,600,600,164,True,9803a1db87c503c1274c680117459222caa6855d01deb9f5278c2d93fae75c8d,efc1abdbcc529921ded3907e19d086fd8ebc2db40943a1535d85a23a9c49f502,558d57f9e039ea1759d4a8558c71eaab119550ae6656061a23d17eac50cbb94c,1284.234936364129,1246.453690834831,37.781245529298076,True,efc1abdbcc529921ded3907e19d086fd8ebc2db40943a1535d85a23a9c49f502,True,SearchSignal_CNY_per_MWh = settlement_price + 200*carbon + 5*purchase - 5*curtailment,ElectricityPrice_CNY_per_MWh unchanged in formal variant,bfb3ea477abdff79335c7bd46cbb45656b7888a9943803711ca0eac87e7888cd
carbon_constraint,carbon_reduction,21,balanced,3,0.2,,4,600,600,600,141,True,efc1abdbcc529921ded3907e19d086fd8ebc2db40943a1535d85a23a9c49f502,fb4f2163db58d4ed0a599a899865b928d22f51d0ac1b67cf048a754f9144bd55,34c0cce80c6b39fae6e9f1e42199550a056439b28c145aef1e29248cdad7dd12,1246.453690834831,1203.3636101269767,43.09008070785421,True,fb4f2163db58d4ed0a599a899865b928d22f51d0ac1b67cf048a754f9144bd55,True,SearchSignal_CNY_per_MWh = settlement_price + 200*carbon + 5*purchase - 5*curtailment,ElectricityPrice_CNY_per_MWh unchanged in formal variant,bfb3ea477abdff79335c7bd46cbb45656b7888a9943803711ca0eac87e7888cd
carbon_constraint,carbon_reduction,21,balanced,3,0.2,,5,600,600,600,132,True,fb4f2163db58d4ed0a599a899865b928d22f51d0ac1b67cf048a754f9144bd55,ecdc9fbbb87d6fc488815bf872defe0eb5b66f2d246a76b7bb0237a3456725c8,d7d34fd2c69e10a89711aeca2025a0e8a20713574f3735710ddb03423f0cae60,1203.3636101269767,1159.714154173757,43.649455953219785,True,ecdc9fbbb87d6fc488815bf872defe0eb5b66f2d246a76b7bb0237a3456725c8,True,SearchSignal_CNY_per_MWh = settlement_price + 200*carbon + 5*purchase - 5*curtailment,ElectricityPrice_CNY_per_MWh unchanged in formal variant,bfb3ea477abdff79335c7bd46cbb45656b7888a9943803711ca0eac87e7888cd
carbon_constraint,carbon_reduction,21,balanced,3,0.2,,6,600,600,600,134,True,ecdc9fbbb87d6fc488815bf872defe0eb5b66f2d246a76b7bb0237a3456725c8,1e07a12c5ebd3f80415661dc5942a68d0b88392f99638fd5727fa3827c725e93,d138bb7e221f76a92a21fa46e0bf7beae4d59c6c517cb29078601536d38a2a68,1159.714154173757,1138.7082891651228,21.005865008634146,True,1e07a12c5ebd3f80415661dc5942a68d0b88392f99638fd5727fa3827c725e93,True,SearchSignal_CNY_per_MWh = settlement_price + 200*carbon + 5*purchase - 5*curtailment,ElectricityPrice_CNY_per_MWh unchanged in formal variant,bfb3ea477abdff79335c7bd46cbb45656b7888a9943803711ca0eac87e7888cd
carbon_constraint,carbon_reduction,21,balanced,3,0.2,,7,600,600,600,142,True,1e07a12c5ebd3f80415661dc5942a68d0b88392f99638fd5727fa3827c725e93,9a5c563fcee90928b68edb4f2b903e616a49fbf2b9a1d90450454d8756480179,ea3023ea9030d5fbc2f88c0866174c58075bd37581a1aa3c36e99e8a7bb43a51,1138.7082891651228,1086.231006519359,52.47728264576381,True,9a5c563fcee90928b68edb4f2b903e616a49fbf2b9a1d90450454d8756480179,True,SearchSignal_CNY_per_MWh = settlement_price + 200*carbon + 5*purchase - 5*curtailment,ElectricityPrice_CNY_per_MWh unchanged in formal variant,bfb3ea477abdff79335c7bd46cbb45656b7888a9943803711ca0eac87e7888cd
carbon_constraint,carbon_reduction,21,balanced,3,0.2,,8,600,600,600,108,True,9a5c563fcee90928b68edb4f2b903e616a49fbf2b9a1d90450454d8756480179,49d43522b56a89e20309437b24f430d09967f275d5b07329dd4acfbfe45825fe,91aa1b24c336492a4632c99b70744cda11b2a01a175a72bec5136b52c0f7be62,1086.231006519359,1045.076465743212,41.15454077614686,True,49d43522b56a89e20309437b24f430d09967f275d5b07329dd4acfbfe45825fe,True,SearchSignal_CNY_per_MWh = settlement_price + 200*carbon + 5*purchase - 5*curtailment,ElectricityPrice_CNY_per_MWh unchanged in formal variant,bfb3ea477abdff79335c7bd46cbb45656b7888a9943803711ca0eac87e7888cd
carbon_constraint,carbon_reduction,21,balanced,3,0.3,,1,600,600,600,181,True,15a813da95bb928ebcad749613c5244fae1f40eb0831119be5fd9bf87ecb0e15,6a2c9215b2389ccb0f399f53d6659be282a9a84d0ea4c044986f2bd9d21b6c04,0d8de9304604c75bcd78bef705cd58ec03da391dd7d653598100477889ca08fb,1499.7636591753476,1482.3916555810297,17.372003594317903,True,6a2c9215b2389ccb0f399f53d6659be282a9a84d0ea4c044986f2bd9d21b6c04,True,SearchSignal_CNY_per_MWh = settlement_price + 200*carbon + 5*purchase - 5*curtailment,ElectricityPrice_CNY_per_MWh unchanged in formal variant,bfb3ea477abdff79335c7bd46cbb45656b7888a9943803711ca0eac87e7888cd
carbon_constraint,carbon_reduction,21,balanced,3,0.3,,2,600,600,600,164,True,6a2c9215b2389ccb0f399f53d6659be282a9a84d0ea4c044986f2bd9d21b6c04,a941f626a89b4a9a97163ccd14972bac41edf550135bc8c2328484041eb3c0dc,7b4c1cc5f4ad05f0163d0dab9988b45d26c2dbdf6b7901b05615fa3da9055463,1482.3916555810297,1453.2348313631942,29.156824217835492,True,a941f626a89b4a9a97163ccd14972bac41edf550135bc8c2328484041eb3c0dc,True,SearchSignal_CNY_per_MWh = settlement_price + 200*carbon + 5*purchase - 5*curtailment,ElectricityPrice_CNY_per_MWh unchanged in formal variant,bfb3ea477abdff79335c7bd46cbb45656b7888a9943803711ca0eac87e7888cd
carbon_constraint,carbon_reduction,21,balanced,3,0.3,,3,600,600,600,148,True,a941f626a89b4a9a97163ccd14972bac41edf550135bc8c2328484041eb3c0dc,5877cad21d93d6578cc18112f9f0c8d4d13428238c44c82b08c20bd0a3e5a060,acad35f01992ab26a2c3808dd9a28a886488b6057791a1769a26fd260c694066,1453.2348313631942,1421.352840373781,31.881990989413225,True,5877cad21d93d6578cc18112f9f0c8d4d13428238c44c82b08c20bd0a3e5a060,True,SearchSignal_CNY_per_MWh = settlement_price + 200*carbon + 5*purchase - 5*curtailment,ElectricityPrice_CNY_per_MWh unchanged in formal variant,bfb3ea477abdff79335c7bd46cbb45656b7888a9943803711ca0eac87e7888cd
carbon_constraint,carbon_reduction,21,balanced,3,0.3,,4,600,600,600,142,True,5877cad21d93d6578cc18112f9f0c8d4d13428238c44c82b08c20bd0a3e5a060,75efc3f3185947557a20e7282edc84bf48d13115445943439a920eb036c3134d,63d767451d7d63981a2364b60c3d7eb974f405613d206a229afc184ac1faffc2,1421.352840373781,1403.650324763687,17.702515610093997,True,75efc3f3185947557a20e7282edc84bf48d13115445943439a920eb036c3134d,True,SearchSignal_CNY_per_MWh = settlement_price + 200*carbon + 5*purchase - 5*curtailment,ElectricityPrice_CNY_per_MWh unchanged in formal variant,bfb3ea477abdff79335c7bd46cbb45656b7888a9943803711ca0eac87e7888cd
carbon_constraint,carbon_reduction,21,balanced,3,0.3,,5,600,600,600,152,True,75efc3f3185947557a20e7282edc84bf48d13115445943439a920eb036c3134d,c38e50f0c3540bb94d2ee5474b01d8071c1f8d4b8110b8ef9108eedb4f83396e,64f13dbfdb7990839cf8b4792a84112d9f100f379c2de4caa4be99cf3cbb2fdb,1403.650324763687,1357.8769600664925,45.77336469719444,True,c38e50f0c3540bb94d2ee5474b01d8071c1f8d4b8110b8ef9108eedb4f83396e,True,SearchSignal_CNY_per_MWh = settlement_price + 200*carbon + 5*purchase - 5*curtailment,ElectricityPrice_CNY_per_MWh unchanged in formal variant,bfb3ea477abdff79335c7bd46cbb45656b7888a9943803711ca0eac87e7888cd
carbon_constraint,carbon_reduction,21,balanced,3,0.3,,6,600,600,600,129,True,c38e50f0c3540bb94d2ee5474b01d8071c1f8d4b8110b8ef9108eedb4f83396e,68055a6677796dd0b9852ddce016b227b2fc0d4e9efb47fe2c2ad67369b52388,878917715e285538c85f79218c316870fceecce70022bfccc148a520b76d361a,1357.8769600664925,1342.2365166337627,15.640443432729853,True,68055a6677796dd0b9852ddce016b227b2fc0d4e9efb47fe2c2ad67369b52388,True,SearchSignal_CNY_per_MWh = settlement_price + 200*carbon + 5*purchase - 5*curtailment,ElectricityPrice_CNY_per_MWh unchanged in formal variant,bfb3ea477abdff79335c7bd46cbb45656b7888a9943803711ca0eac87e7888cd
carbon_constraint,carbon_reduction,21,balanced,3,0.3,,7,600,600,600,124,True,68055a6677796dd0b9852ddce016b227b2fc0d4e9efb47fe2c2ad67369b52388,91343659256964899e49bf76c86d0489de62ba016f7877a1cef8bf00b0dd932e,a0f72a459bab7eab3b3fb74995b9edf25a204c23aa719071c6bbc8cc3cbde963,1342.2365166337627,1290.3486962608436,51.88782037291912,True,91343659256964899e49bf76c86d0489de62ba016f7877a1cef8bf00b0dd932e,True,SearchSignal_CNY_per_MWh = settlement_price + 200*carbon + 5*purchase - 5*curtailment,ElectricityPrice_CNY_per_MWh unchanged in formal variant,bfb3ea477abdff79335c7bd46cbb45656b7888a9943803711ca0eac87e7888cd
carbon_constraint,carbon_reduction,21,balanced,3,0.3,,8,600,600,600,120,True,91343659256964899e49bf76c86d0489de62ba016f7877a1cef8bf00b0dd932e,bfd85388f88aec2855aabf63e29b2bfc26e38c4a4633fe4d3ea9c38172782837,8370ef0f3731743a24c6dfa3dff6aa690d092c3025a43ee24d64ef0ced7aa161,1290.3486962608436,1279.4458210730793,10.902875187764266,True,bfd85388f88aec2855aabf63e29b2bfc26e38c4a4633fe4d3ea9c38172782837,True,SearchSignal_CNY_per_MWh = settlement_price + 200*carbon + 5*purchase - 5*curtailment,ElectricityPrice_CNY_per_MWh unchanged in formal variant,bfb3ea477abdff79335c7bd46cbb45656b7888a9943803711ca0eac87e7888cd
price_spread,price_scale,21,balanced,3,0.75,,1,600,600,600,124,True,15a813da95bb928ebcad749613c5244fae1f40eb0831119be5fd9bf87ecb0e15,fee088d7a08e793ab3ad3151ef5905f1f5afb95cb00f9de1008b4bb6ad2fb736,ff153a6b117afd0c006c7889a30400a84eb475da151bf9d2bf6762a0a18ec4e8,0.0,0.0011510868161630674,-0.0011510868161630674,False,15a813da95bb928ebcad749613c5244fae1f40eb0831119be5fd9bf87ecb0e15,True,SearchSignal_CNY_per_MWh = settlement_price + 200*carbon + 5*purchase - 5*curtailment,ElectricityPrice_CNY_per_MWh unchanged in formal variant,bfb3ea477abdff79335c7bd46cbb45656b7888a9943803711ca0eac87e7888cd
price_spread,price_scale,21,balanced,3,0.75,,2,600,600,600,104,True,15a813da95bb928ebcad749613c5244fae1f40eb0831119be5fd9bf87ecb0e15,50e26e379b738713a924d635921565ab93cde7f56f466174426244b7dbd6a386,1fbd2770a9f701bc0b8117f6e2ddfecaa74d90ea3d824541cd56bada89167064,0.0,0.0013909803248484422,-0.0013909803248484422,False,15a813da95bb928ebcad749613c5244fae1f40eb0831119be5fd9bf87ecb0e15,True,SearchSignal_CNY_per_MWh = settlement_price + 200*carbon + 5*purchase - 5*curtailment,ElectricityPrice_CNY_per_MWh unchanged in formal variant,bfb3ea477abdff79335c7bd46cbb45656b7888a9943803711ca0eac87e7888cd
price_spread,price_scale,21,balanced,3,1.0,,1,600,600,600,129,True,15a813da95bb928ebcad749613c5244fae1f40eb0831119be5fd9bf87ecb0e15,8b9bd596c79132cfaafbc67dbedcaa641c793f5b18a100af9dc802c5169c622f,628ed77f3f18df4f0b5e5f158d4410db09846dbc4313341b5516739b988c58ec,0.0,0.0005003319393223619,-0.0005003319393223619,False,15a813da95bb928ebcad749613c5244fae1f40eb0831119be5fd9bf87ecb0e15,True,SearchSignal_CNY_per_MWh = settlement_price + 200*carbon + 5*purchase - 5*curtailment,ElectricityPrice_CNY_per_MWh unchanged in formal variant,bfb3ea477abdff79335c7bd46cbb45656b7888a9943803711ca0eac87e7888cd
price_spread,price_scale,21,balanced,3,1.0,,2,600,600,600,98,True,15a813da95bb928ebcad749613c5244fae1f40eb0831119be5fd9bf87ecb0e15,aaf7c6d4f737732e6b7864e35116a9e11b53e6c9b8f9c5692462b8ba2b980922,12e74d7168d830a1474f2bad4e4b507382483f249a288302db295ee09c5cab74,0.0,-0.00022432980522628897,0.00022432980522628897,True,aaf7c6d4f737732e6b7864e35116a9e11b53e6c9b8f9c5692462b8ba2b980922,True,SearchSignal_CNY_per_MWh = settlement_price + 200*carbon + 5*purchase - 5*curtailment,ElectricityPrice_CNY_per_MWh unchanged in formal variant,bfb3ea477abdff79335c7bd46cbb45656b7888a9943803711ca0eac87e7888cd
