cost_CNY,carbon_tCO2,renewable_utilization,renewable_used_MWh,network_latency_ms,service_objective,service_quality,migration_count,schedule_sha256,full_task_audit_passed,max_constraint_residual,balanced_full_score,Scheme,scheme,PassID,base_candidate_count,attempted,feasible,no_change,accepted,rejected,objective_before,objective_after,relative_improvement,accepted_rate,attempted_candidates,feasible_candidates,accepted_improvements,checked_candidates,task_coverage_rate,alternative_task_coverage_rate,context_full_recompute_residual,context_full_recompute_relative_residual,termination_reason,converged_by_this_pass,max_auxiliary_relative_change
-419680013.6301972,0.0,0.6790845106043804,7843947.87885516,5.16819428087031,5.174713345633464,0.16195083788094616,226,cdf6d422a1bc48d595b148723e873522bf4fcf2717e04635729ee3432743143a,True,0.0,-0.3184446760142535,carbon_direct,carbon_direct,5,120000,120000,65732,50000,0,120000,0.0,0.0,0.0,0.0,600000,328675,18,600000,1.0,0.99024,5.960464477539063e-08,5.394573676653636e-13,pass_completed,True,0.0
-419680013.6301972,0.0,0.6790845106043804,7843947.87885516,5.16819428087031,5.174713345633464,0.16195083788094616,226,cdf6d422a1bc48d595b148723e873522bf4fcf2717e04635729ee3432743143a,True,0.0,-0.3184446760142535,carbon_direct,carbon_direct,6,120000,120000,65732,50000,0,120000,0.0,0.0,0.0,0.0,720000,394407,18,720000,1.0,0.99024,5.960464477539063e-08,5.394573676653636e-13,pass_completed,True,0.0
-439654869.4191069,27.688368800917342,0.6861533698968451,7925598.6351118535,10.869923178937174,241.2704901232955,0.004127617851811351,4951,d125ce0967acc175359056ea39ed64885eaf29e17a31e141eefdd98d73578713,True,0.0,-102.3830486027954,cost_min,cost_min,1,120000,120000,57414,50000,5771,114229,-419658147.7075976,-439654869.4191069,0.04548277092422499,0.048091666666666665,120000,57414,5771,120000,1.0,0.99024,1.6689300537109375e-06,7.994929265793384e-14,pass_completed,False,
-440181570.3183735,21.113155745827324,0.6863598518246983,7927983.660031012,10.934275850312556,238.97067319454126,0.0041671758748174715,4983,2e54ef80abf05cef643884169b1d38101c0f767472221217383c5590b7196e11,True,0.0,-105.91759907465429,cost_min,cost_min,2,120000,120000,56559,49792,467,119533,-439654869.4191069,-440181570.3183735,0.001196553728693479,0.0038916666666666665,240000,113973,6238,240000,1.0,0.99024,1.6093254089355469e-06,6.225440007572464e-14,pass_completed,False,0.2374720266970792
-440250105.7154199,21.57560084582731,0.6863840985862953,7928263.7287577,10.937372818527022,239.25036005396998,0.004162324667381807,4988,56a8546f557ebb485cb871cede63f2e367b8cdb7155104b6733652b142431203,True,0.0,-106.29772030112711,cost_min,cost_min,3,120000,120000,56197,49960,88,119912,-440181570.3183735,-440250105.7154199,0.00015567377760197258,0.0007333333333333333,360000,170170,6326,360000,1.0,0.99024,2.205371856689453e-06,9.117601852901638e-14,pass_completed,False,0.021433706681194098
-440256257.5536081,21.57560084582731,0.6863858151723551,7928283.556645647,10.93922465649216,240.33291611451614,0.004143653572418131,4992,f0bb7ca76a41c0f868cbfaf0ab5000126611f999bfafd6744f8038e841a37d7b,True,0.0,-106.25833098182805,cost_min,cost_min,4,120000,120000,55668,49991,21,119979,-440250105.7154199,-440256257.5536081,1.3973312321362992e-05,0.000175,480000,225838,6347,480000,1.0,0.99024,2.086162567138672e-06,8.78663485640897e-14,main_objective_and_accepted_rate_stable,True,0.0045044019689351525
-440258679.2308112,21.57560084582731,0.6863874145112338,7928302.030238563,10.939967561324945,241.029919335449,0.004131720585395967,4990,ecb360af044daff8e7335aea78a087a6e1251a4b3973105b751ca2e1964a2924,True,0.0,-106.23297694942778,cost_min,cost_min,5,120000,120000,55626,49995,7,119993,-440256257.5536081,-440258679.2308112,5.500577994941928e-06,5.833333333333333e-05,600000,281464,6354,600000,1.0,0.99024,2.0265579223632812e-06,7.972730929203256e-14,pass_completed,True,0.00289177054390005
-440260315.3597216,21.57560084582731,0.6863880571513107,7928309.453225231,10.939897389718139,240.93234857264162,0.00413338689885757,4990,d6a80e6770d8da163e04103300ec4d0f0f2b1bcbdff2652f41f69a2f2d08d2a0,True,0.0,-106.24967228667221,cost_min,cost_min,6,120000,120000,55647,49998,4,119996,-440258679.2308112,-440260315.3597216,3.716276151498007e-06,3.3333333333333335e-05,720000,337111,6358,720000,1.0,0.99024,2.086162567138672e-06,8.800725876474878e-14,pass_completed,True,0.0004048076814546283
-438711854.4009919,76.8802920864868,0.6866111702780617,7930886.581270407,17.820579639646706,409.0294664316532,0.002438849111754478,17592,96551f1c41f2ac2cfaa3f167cf8e2a882300c491feb2c2cfd6f17deb9239114c,True,1.3642420526593924e-12,-91.94270566111437,renewable_max,renewable_max,1,120000,120000,53667,50000,18951,101049,-7843873.5942076165,-7930886.581270407,0.01097140731633717,0.157925,120000,53667,18951,120000,1.0,0.99024,6.556510925292969e-07,1.2071297502904316e-13,pass_completed,False,
-439372187.2988232,26.654388886627586,0.6868416397108322,7933548.6803024,18.035313390581926,415.4022311822394,0.0024015241156629336,17817,a836a6062b0d21bd0be1a1c9531164b7854aca31a615cbe3eabe59c55832d97f,True,1.3642420526593924e-12,-96.1000300129786,renewable_max,renewable_max,2,120000,120000,52329,49765,727,119273,-7930886.581270407,-7933548.6803024,0.0003355495931603356,0.006058333333333333,240000,105996,19678,240000,1.0,0.99024,7.748603820800781e-07,1.4092549754415783e-13,pass_completed,False,0.6533001089974707
-439402956.53157604,35.06560467941311,0.6868570460488866,7933726.635344543,18.033113914529704,417.15313338398903,0.002391468388404261,17809,57eb8ace333973dff65731863be3006e97f2fcd63ef98a3a445f440a99e5d79b,True,1.3642420526593924e-12,-96.08769081822092,renewable_max,renewable_max,3,120000,120000,51522,49943,112,119888,-7933548.6803024,-7933726.635344543,2.2430195836296653e-05,0.0009333333333333333,360000,157518,19790,360000,1.0,0.99024,5.364418029785156e-07,1.2630202498821183e-13,pass_completed,False,0.2398708326773478
-439413815.56989354,26.081684127415812,0.6868588017032324,7933746.914501211,18.027623257668857,417.22521397120136,0.0023910562218490707,17805,d418bcc4c8d647e6c17dfcac92d815516f7bd8ec6a6bafd4f1ac1d5fb9a6f2b6,True,1.3642420526593924e-12,-96.2546929678312,renewable_max,renewable_max,4,120000,120000,51276,49989,19,119981,-7933726.635344543,-7933746.914501211,2.5560629657905615e-06,0.00015833333333333332,480000,208794,19809,480000,1.0,0.99024,5.960464477539062e-07,1.4247071365915681e-13,main_objective_and_accepted_rate_stable,True,0.2562032120687121
-439413815.56989354,26.081684127415812,0.6868588017032324,7933746.914501211,18.027623257668857,417.22521397120136,0.0023910562218490707,17805,d418bcc4c8d647e6c17dfcac92d815516f7bd8ec6a6bafd4f1ac1d5fb9a6f2b6,True,1.3642420526593924e-12,-96.2546929678312,renewable_max,renewable_max,5,120000,120000,51150,50000,0,120000,-7933746.914501211,-7933746.914501211,0.0,0.0,600000,259944,19809,600000,1.0,0.99024,5.960464477539062e-07,1.4247071365915681e-13,pass_completed,True,0.0
-439413815.56989354,26.081684127415812,0.6868588017032324,7933746.914501211,18.027623257668857,417.22521397120136,0.0023910562218490707,17805,d418bcc4c8d647e6c17dfcac92d815516f7bd8ec6a6bafd4f1ac1d5fb9a6f2b6,True,1.3642420526593924e-12,-96.2546929678312,renewable_max,renewable_max,6,120000,120000,51150,50000,0,120000,-7933746.914501211,-7933746.914501211,0.0,0.0,720000,311094,19809,720000,1.0,0.99024,5.960464477539062e-07,1.4247071365915681e-13,pass_completed,True,0.0
-419658299.24503124,14.391601534493985,0.6790781141784537,7843873.99522095,5.158915329865025,5.159275930728239,0.16235674635245081,207,d668fb71802aad39febba34308e1946365a2ddb47d9b183563c87656ec457944,True,0.0,-0.0007373114742933562,service_first,service_first,1,120000,120000,65778,50000,2,119998,5.159384110987204,5.159275930728239,2.0967669132023073e-05,1.6666666666666667e-05,120000,65778,2,120000,1.0,0.99024,1.1368683772161603e-13,1.7215175765463614e-16,pass_completed,False,
-419658299.24503124,14.391601534493985,0.6790781141784537,7843873.99522095,5.158915329865025,5.159275930728239,0.16235674635245081,207,d668fb71802aad39febba34308e1946365a2ddb47d9b183563c87656ec457944,True,0.0,-0.0007373114742933562,service_first,service_first,2,120000,120000,65778,50000,0,120000,5.159275930728239,5.159275930728239,0.0,0.0,240000,131556,2,240000,1.0,0.99024,1.1368683772161603e-13,1.7215175765463614e-16,zero_acceptance_full_pass,True,0.0
-419658299.24503124,14.391601534493985,0.6790781141784537,7843873.99522095,5.158915329865025,5.159275930728239,0.16235674635245081,207,d668fb71802aad39febba34308e1946365a2ddb47d9b183563c87656ec457944,True,0.0,-0.0007373114742933562,service_first,service_first,3,120000,120000,65778,50000,0,120000,5.159275930728239,5.159275930728239,0.0,0.0,360000,197334,2,360000,1.0,0.99024,1.1368683772161603e-13,1.7215175765463614e-16,pass_completed,True,0.0
-419658299.24503124,14.391601534493985,0.6790781141784537,7843873.99522095,5.158915329865025,5.159275930728239,0.16235674635245081,207,d668fb71802aad39febba34308e1946365a2ddb47d9b183563c87656ec457944,True,0.0,-0.0007373114742933562,service_first,service_first,4,120000,120000,65778,50000,0,120000,5.159275930728239,5.159275930728239,0.0,0.0,480000,263112,2,480000,1.0,0.99024,1.1368683772161603e-13,1.7215175765463614e-16,pass_completed,True,0.0
-419658299.24503124,14.391601534493985,0.6790781141784537,7843873.99522095,5.158915329865025,5.159275930728239,0.16235674635245081,207,d668fb71802aad39febba34308e1946365a2ddb47d9b183563c87656ec457944,True,0.0,-0.0007373114742933562,service_first,service_first,5,120000,120000,65778,50000,0,120000,5.159275930728239,5.159275930728239,0.0,0.0,600000,328890,2,600000,1.0,0.99024,1.1368683772161603e-13,1.7215175765463614e-16,pass_completed,True,0.0
-419658299.24503124,14.391601534493985,0.6790781141784537,7843873.99522095,5.158915329865025,5.159275930728239,0.16235674635245081,207,d668fb71802aad39febba34308e1946365a2ddb47d9b183563c87656ec457944,True,0.0,-0.0007373114742933562,service_first,service_first,6,120000,120000,65778,50000,0,120000,5.159275930728239,5.159275930728239,0.0,0.0,720000,394668,2,720000,1.0,0.99024,1.1368683772161603e-13,1.7215175765463614e-16,pass_completed,True,0.0
