Hour,Region,TaskType,Prediction_GPU,Actual_GPU,FeatureUsesTestTruth,SelectedModel,SelectedCandidateID
2381,RegionA,BatchInference,18.096309563461496,43.0,False,Huber,"Huber(epsilon=1.75,alpha=0.01)"
2382,RegionA,BatchInference,17.612850243401574,19.0,False,Huber,"Huber(epsilon=1.75,alpha=0.01)"
2383,RegionA,BatchInference,17.288800045455837,25.0,False,Huber,"Huber(epsilon=1.75,alpha=0.01)"
2384,RegionA,BatchInference,17.579085315650307,0.0,False,Huber,"Huber(epsilon=1.75,alpha=0.01)"
2385,RegionA,BatchInference,17.348434272841953,0.0,False,Huber,"Huber(epsilon=1.75,alpha=0.01)"
2386,RegionA,BatchInference,17.430664806477218,15.0,False,Huber,"Huber(epsilon=1.75,alpha=0.01)"
2387,RegionA,BatchInference,16.964081436110902,16.0,False,Huber,"Huber(epsilon=1.75,alpha=0.01)"
2388,RegionA,BatchInference,17.200824670717456,85.0,False,Huber,"Huber(epsilon=1.75,alpha=0.01)"
2389,RegionA,BatchInference,17.576228265505314,21.0,False,Huber,"Huber(epsilon=1.75,alpha=0.01)"
2390,RegionA,BatchInference,17.387561470810446,16.0,False,Huber,"Huber(epsilon=1.75,alpha=0.01)"
2391,RegionA,BatchInference,17.82067465789418,34.0,False,Huber,"Huber(epsilon=1.75,alpha=0.01)"
2392,RegionA,BatchInference,18.104346592699695,53.0,False,Huber,"Huber(epsilon=1.75,alpha=0.01)"
2393,RegionA,BatchInference,18.047864739637202,15.0,False,Huber,"Huber(epsilon=1.75,alpha=0.01)"
2394,RegionA,BatchInference,18.26441821433047,16.0,False,Huber,"Huber(epsilon=1.75,alpha=0.01)"
2395,RegionA,BatchInference,18.23369203755056,19.0,False,Huber,"Huber(epsilon=1.75,alpha=0.01)"
2396,RegionA,BatchInference,18.69548404965836,6.0,False,Huber,"Huber(epsilon=1.75,alpha=0.01)"
2397,RegionA,BatchInference,18.03988661986613,46.0,False,Huber,"Huber(epsilon=1.75,alpha=0.01)"
2398,RegionA,BatchInference,18.184402324873144,0.0,False,Huber,"Huber(epsilon=1.75,alpha=0.01)"
2399,RegionA,BatchInference,18.079641763072143,0.0,False,Huber,"Huber(epsilon=1.75,alpha=0.01)"
2376,RegionA,AITraining,12.59604416306641,0.0,False,Huber,"Huber(epsilon=1.75,alpha=0.0001)"
2377,RegionA,AITraining,12.216271532600718,0.0,False,Huber,"Huber(epsilon=1.75,alpha=0.0001)"
2378,RegionA,AITraining,13.61299447149089,0.0,False,Huber,"Huber(epsilon=1.75,alpha=0.0001)"
2379,RegionA,AITraining,15.263239929111737,0.0,False,Huber,"Huber(epsilon=1.75,alpha=0.0001)"
2380,RegionA,AITraining,18.324050163510226,122.0,False,Huber,"Huber(epsilon=1.75,alpha=0.0001)"
2381,RegionA,AITraining,19.26302093162585,0.0,False,Huber,"Huber(epsilon=1.75,alpha=0.0001)"
2382,RegionA,AITraining,16.834373875182315,0.0,False,Huber,"Huber(epsilon=1.75,alpha=0.0001)"
2383,RegionA,AITraining,16.323297055806023,0.0,False,Huber,"Huber(epsilon=1.75,alpha=0.0001)"
2384,RegionA,AITraining,16.088371524407805,0.0,False,Huber,"Huber(epsilon=1.75,alpha=0.0001)"
2385,RegionA,AITraining,16.614159520051846,0.0,False,Huber,"Huber(epsilon=1.75,alpha=0.0001)"
2386,RegionA,AITraining,17.27886020813085,0.0,False,Huber,"Huber(epsilon=1.75,alpha=0.0001)"
2387,RegionA,AITraining,17.17962100801956,0.0,False,Huber,"Huber(epsilon=1.75,alpha=0.0001)"
2388,RegionA,AITraining,16.47492324699303,103.0,False,Huber,"Huber(epsilon=1.75,alpha=0.0001)"
2389,RegionA,AITraining,16.659271281510083,0.0,False,Huber,"Huber(epsilon=1.75,alpha=0.0001)"
2390,RegionA,AITraining,16.09759648886473,0.0,False,Huber,"Huber(epsilon=1.75,alpha=0.0001)"
2391,RegionA,AITraining,15.50424436005257,101.0,False,Huber,"Huber(epsilon=1.75,alpha=0.0001)"
2392,RegionA,AITraining,13.981751829417838,0.0,False,Huber,"Huber(epsilon=1.75,alpha=0.0001)"
2393,RegionA,AITraining,14.439582584110045,0.0,False,Huber,"Huber(epsilon=1.75,alpha=0.0001)"
2394,RegionA,AITraining,14.337324980742242,0.0,False,Huber,"Huber(epsilon=1.75,alpha=0.0001)"
2395,RegionA,AITraining,13.393057676679595,0.0,False,Huber,"Huber(epsilon=1.75,alpha=0.0001)"
2396,RegionA,AITraining,13.117033898828156,95.0,False,Huber,"Huber(epsilon=1.75,alpha=0.0001)"
2397,RegionA,AITraining,12.992077932803344,158.0,False,Huber,"Huber(epsilon=1.75,alpha=0.0001)"
2398,RegionA,AITraining,14.301274609067837,0.0,False,Huber,"Huber(epsilon=1.75,alpha=0.0001)"
2399,RegionA,AITraining,13.8403613460625,0.0,False,Huber,"Huber(epsilon=1.75,alpha=0.0001)"
2376,RegionB,RealTimeInference,8.568483480005291,11.0,False,Huber,"Huber(epsilon=1.75,alpha=0.001)"
2377,RegionB,RealTimeInference,8.006758952591616,6.0,False,Huber,"Huber(epsilon=1.75,alpha=0.001)"
2378,RegionB,RealTimeInference,7.579732680657559,5.0,False,Huber,"Huber(epsilon=1.75,alpha=0.001)"
2379,RegionB,RealTimeInference,7.4104775369696,1.0,False,Huber,"Huber(epsilon=1.75,alpha=0.001)"
2380,RegionB,RealTimeInference,7.582835477212145,9.0,False,Huber,"Huber(epsilon=1.75,alpha=0.001)"
2381,RegionB,RealTimeInference,7.548564573807046,7.0,False,Huber,"Huber(epsilon=1.75,alpha=0.001)"
2382,RegionB,RealTimeInference,7.500814968539462,7.0,False,Huber,"Huber(epsilon=1.75,alpha=0.001)"
2383,RegionB,RealTimeInference,7.497850710483636,9.0,False,Huber,"Huber(epsilon=1.75,alpha=0.001)"
2384,RegionB,RealTimeInference,7.5389843726631485,7.0,False,Huber,"Huber(epsilon=1.75,alpha=0.001)"
2385,RegionB,RealTimeInference,7.486439493355944,12.0,False,Huber,"Huber(epsilon=1.75,alpha=0.001)"
2386,RegionB,RealTimeInference,7.444104932097225,18.0,False,Huber,"Huber(epsilon=1.75,alpha=0.001)"
2387,RegionB,RealTimeInference,7.695958695948957,15.0,False,Huber,"Huber(epsilon=1.75,alpha=0.001)"
2388,RegionB,RealTimeInference,7.402049600307545,1.0,False,Huber,"Huber(epsilon=1.75,alpha=0.001)"
2389,RegionB,RealTimeInference,7.439696073156839,0.0,False,Huber,"Huber(epsilon=1.75,alpha=0.001)"
2390,RegionB,RealTimeInference,7.7936495474594905,8.0,False,Huber,"Huber(epsilon=1.75,alpha=0.001)"
2391,RegionB,RealTimeInference,7.721226580441894,8.0,False,Huber,"Huber(epsilon=1.75,alpha=0.001)"
2392,RegionB,RealTimeInference,7.831097755361362,3.0,False,Huber,"Huber(epsilon=1.75,alpha=0.001)"
2393,RegionB,RealTimeInference,7.7700089422460135,13.0,False,Huber,"Huber(epsilon=1.75,alpha=0.001)"
2394,RegionB,RealTimeInference,8.005345292198731,17.0,False,Huber,"Huber(epsilon=1.75,alpha=0.001)"
2395,RegionB,RealTimeInference,7.831131851902,4.0,False,Huber,"Huber(epsilon=1.75,alpha=0.001)"
2396,RegionB,RealTimeInference,7.664559341663626,14.0,False,Huber,"Huber(epsilon=1.75,alpha=0.001)"
2397,RegionB,RealTimeInference,7.585121654373281,7.0,False,Huber,"Huber(epsilon=1.75,alpha=0.001)"
2398,RegionB,RealTimeInference,7.660420658197718,7.0,False,Huber,"Huber(epsilon=1.75,alpha=0.001)"
2399,RegionB,RealTimeInference,7.838801524737086,1.0,False,Huber,"Huber(epsilon=1.75,alpha=0.001)"
2376,RegionB,BatchInference,17.984465433599254,26.0,False,Huber,"Huber(epsilon=1.75,alpha=0.0001)"
2377,RegionB,BatchInference,18.983985305384156,4.0,False,Huber,"Huber(epsilon=1.75,alpha=0.0001)"
2378,RegionB,BatchInference,17.67685480954826,18.0,False,Huber,"Huber(epsilon=1.75,alpha=0.0001)"
2379,RegionB,BatchInference,18.361022902866388,15.0,False,Huber,"Huber(epsilon=1.75,alpha=0.0001)"
2380,RegionB,BatchInference,17.89729562428836,19.0,False,Huber,"Huber(epsilon=1.75,alpha=0.0001)"
2381,RegionB,BatchInference,17.715037033733754,4.0,False,Huber,"Huber(epsilon=1.75,alpha=0.0001)"
2382,RegionB,BatchInference,18.400661349166374,8.0,False,Huber,"Huber(epsilon=1.75,alpha=0.0001)"
2383,RegionB,BatchInference,17.36185725599392,33.0,False,Huber,"Huber(epsilon=1.75,alpha=0.0001)"
2384,RegionB,BatchInference,16.991558749029345,0.0,False,Huber,"Huber(epsilon=1.75,alpha=0.0001)"
2385,RegionB,BatchInference,17.561913169297895,33.0,False,Huber,"Huber(epsilon=1.75,alpha=0.0001)"
2386,RegionB,BatchInference,16.537169398015617,51.0,False,Huber,"Huber(epsilon=1.75,alpha=0.0001)"
2387,RegionB,BatchInference,16.423084048678568,33.0,False,Huber,"Huber(epsilon=1.75,alpha=0.0001)"
2388,RegionB,BatchInference,16.0606686928088,10.0,False,Huber,"Huber(epsilon=1.75,alpha=0.0001)"
2389,RegionB,BatchInference,15.936329193163136,13.0,False,Huber,"Huber(epsilon=1.75,alpha=0.0001)"
2390,RegionB,BatchInference,16.059485713742703,30.0,False,Huber,"Huber(epsilon=1.75,alpha=0.0001)"
2391,RegionB,BatchInference,16.18601252202562,29.0,False,Huber,"Huber(epsilon=1.75,alpha=0.0001)"
2392,RegionB,BatchInference,15.965440456789594,8.0,False,Huber,"Huber(epsilon=1.75,alpha=0.0001)"
2393,RegionB,BatchInference,16.511483421051015,0.0,False,Huber,"Huber(epsilon=1.75,alpha=0.0001)"
2394,RegionB,BatchInference,16.30692599910446,61.0,False,Huber,"Huber(epsilon=1.75,alpha=0.0001)"
2395,RegionB,BatchInference,16.792229154970254,0.0,False,Huber,"Huber(epsilon=1.75,alpha=0.0001)"
2396,RegionB,BatchInference,16.082981184297083,17.0,False,Huber,"Huber(epsilon=1.75,alpha=0.0001)"
2397,RegionB,BatchInference,17.381725189673535,19.0,False,Huber,"Huber(epsilon=1.75,alpha=0.0001)"
2398,RegionB,BatchInference,17.75933632983539,21.0,False,Huber,"Huber(epsilon=1.75,alpha=0.0001)"
2399,RegionB,BatchInference,17.92698641101381,75.0,False,Huber,"Huber(epsilon=1.75,alpha=0.0001)"
2376,RegionB,AITraining,18.677710498343004,0.0,False,Huber,"Huber(epsilon=1.75,alpha=0.0001)"
2377,RegionB,AITraining,15.681613249617325,0.0,False,Huber,"Huber(epsilon=1.75,alpha=0.0001)"
2378,RegionB,AITraining,15.689165654262652,0.0,False,Huber,"Huber(epsilon=1.75,alpha=0.0001)"
2379,RegionB,AITraining,17.226862112840845,0.0,False,Huber,"Huber(epsilon=1.75,alpha=0.0001)"
2380,RegionB,AITraining,18.532936533752668,142.0,False,Huber,"Huber(epsilon=1.75,alpha=0.0001)"
2381,RegionB,AITraining,16.683095409162195,71.0,False,Huber,"Huber(epsilon=1.75,alpha=0.0001)"
2382,RegionB,AITraining,15.100432514354502,0.0,False,Huber,"Huber(epsilon=1.75,alpha=0.0001)"
2383,RegionB,AITraining,17.90786949197744,0.0,False,Huber,"Huber(epsilon=1.75,alpha=0.0001)"
2384,RegionB,AITraining,15.52211212086879,78.0,False,Huber,"Huber(epsilon=1.75,alpha=0.0001)"
2385,RegionB,AITraining,9.64192319183379,0.0,False,Huber,"Huber(epsilon=1.75,alpha=0.0001)"
2386,RegionB,AITraining,14.948628885140318,113.0,False,Huber,"Huber(epsilon=1.75,alpha=0.0001)"
2387,RegionB,AITraining,13.368259248980372,0.0,False,Huber,"Huber(epsilon=1.75,alpha=0.0001)"
2388,RegionB,AITraining,15.12293359210088,0.0,False,Huber,"Huber(epsilon=1.75,alpha=0.0001)"
2389,RegionB,AITraining,13.253437769581918,59.0,False,Huber,"Huber(epsilon=1.75,alpha=0.0001)"
2390,RegionB,AITraining,15.928998842588555,0.0,False,Huber,"Huber(epsilon=1.75,alpha=0.0001)"
2391,RegionB,AITraining,13.763183102028538,54.0,False,Huber,"Huber(epsilon=1.75,alpha=0.0001)"
2392,RegionB,AITraining,14.288874392987161,0.0,False,Huber,"Huber(epsilon=1.75,alpha=0.0001)"
2393,RegionB,AITraining,13.212256282647957,0.0,False,Huber,"Huber(epsilon=1.75,alpha=0.0001)"
2394,RegionB,AITraining,19.00165348291334,0.0,False,Huber,"Huber(epsilon=1.75,alpha=0.0001)"
2395,RegionB,AITraining,16.34970217294686,110.0,False,Huber,"Huber(epsilon=1.75,alpha=0.0001)"
2396,RegionB,AITraining,17.677089445745388,51.0,False,Huber,"Huber(epsilon=1.75,alpha=0.0001)"
2397,RegionB,AITraining,16.9132289688735,0.0,False,Huber,"Huber(epsilon=1.75,alpha=0.0001)"
2398,RegionB,AITraining,16.624268504009585,44.0,False,Huber,"Huber(epsilon=1.75,alpha=0.0001)"
2399,RegionB,AITraining,13.091415817001407,0.0,False,Huber,"Huber(epsilon=1.75,alpha=0.0001)"
2376,RegionC,RealTimeInference,7.011900761709832,7.0,False,Huber,"Huber(epsilon=1.75,alpha=0.01)"
2377,RegionC,RealTimeInference,6.71404184843126,4.0,False,Huber,"Huber(epsilon=1.75,alpha=0.01)"
2378,RegionC,RealTimeInference,6.454218871007449,0.0,False,Huber,"Huber(epsilon=1.75,alpha=0.01)"
2379,RegionC,RealTimeInference,6.833106726602988,0.0,False,Huber,"Huber(epsilon=1.75,alpha=0.01)"
2380,RegionC,RealTimeInference,7.099797291650987,12.0,False,Huber,"Huber(epsilon=1.75,alpha=0.01)"
2381,RegionC,RealTimeInference,7.008942056828125,12.0,False,Huber,"Huber(epsilon=1.75,alpha=0.01)"
2382,RegionC,RealTimeInference,7.028972158933912,13.0,False,Huber,"Huber(epsilon=1.75,alpha=0.01)"
2383,RegionC,RealTimeInference,6.683647709603347,2.0,False,Huber,"Huber(epsilon=1.75,alpha=0.01)"
2384,RegionC,RealTimeInference,7.3672599239972945,6.0,False,Huber,"Huber(epsilon=1.75,alpha=0.01)"
2385,RegionC,RealTimeInference,7.411175920519067,5.0,False,Huber,"Huber(epsilon=1.75,alpha=0.01)"
2386,RegionC,RealTimeInference,7.572001890437168,5.0,False,Huber,"Huber(epsilon=1.75,alpha=0.01)"
2387,RegionC,RealTimeInference,7.312283243813061,25.0,False,Huber,"Huber(epsilon=1.75,alpha=0.01)"
2388,RegionC,RealTimeInference,7.369342915615358,0.0,False,Huber,"Huber(epsilon=1.75,alpha=0.01)"
2389,RegionC,RealTimeInference,8.032372111575249,7.0,False,Huber,"Huber(epsilon=1.75,alpha=0.01)"
2390,RegionC,RealTimeInference,7.947851852023842,7.0,False,Huber,"Huber(epsilon=1.75,alpha=0.01)"
2391,RegionC,RealTimeInference,7.1844383926979205,8.0,False,Huber,"Huber(epsilon=1.75,alpha=0.01)"
2392,RegionC,RealTimeInference,7.513051741135634,2.0,False,Huber,"Huber(epsilon=1.75,alpha=0.01)"
2393,RegionC,RealTimeInference,7.450747084186522,4.0,False,Huber,"Huber(epsilon=1.75,alpha=0.01)"
2394,RegionC,RealTimeInference,7.080711119315568,0.0,False,Huber,"Huber(epsilon=1.75,alpha=0.01)"
2395,RegionC,RealTimeInference,6.94958487099404,5.0,False,Huber,"Huber(epsilon=1.75,alpha=0.01)"
2396,RegionC,RealTimeInference,6.808001891945791,7.0,False,Huber,"Huber(epsilon=1.75,alpha=0.01)"
2397,RegionC,RealTimeInference,6.966009601231092,0.0,False,Huber,"Huber(epsilon=1.75,alpha=0.01)"
2398,RegionC,RealTimeInference,6.830169825809015,12.0,False,Huber,"Huber(epsilon=1.75,alpha=0.01)"
2399,RegionC,RealTimeInference,6.931777300704147,13.0,False,Huber,"Huber(epsilon=1.75,alpha=0.01)"
2376,RegionC,BatchInference,12.095448072632651,0.0,False,Huber,"Huber(epsilon=1.75,alpha=0.01)"
2377,RegionC,BatchInference,12.191825462370812,0.0,False,Huber,"Huber(epsilon=1.75,alpha=0.01)"
2378,RegionC,BatchInference,11.920586392493675,21.0,False,Huber,"Huber(epsilon=1.75,alpha=0.01)"
2379,RegionC,BatchInference,12.275102497317532,28.0,False,Huber,"Huber(epsilon=1.75,alpha=0.01)"
2380,RegionC,BatchInference,11.889906415470767,22.0,False,Huber,"Huber(epsilon=1.75,alpha=0.01)"
2381,RegionC,BatchInference,12.083766054801456,37.0,False,Huber,"Huber(epsilon=1.75,alpha=0.01)"
2382,RegionC,BatchInference,11.948178214839187,19.0,False,Huber,"Huber(epsilon=1.75,alpha=0.01)"
2383,RegionC,BatchInference,12.47694040419467,0.0,False,Huber,"Huber(epsilon=1.75,alpha=0.01)"
2384,RegionC,BatchInference,12.4738926845713,17.0,False,Huber,"Huber(epsilon=1.75,alpha=0.01)"
2385,RegionC,BatchInference,12.438912402832418,35.0,False,Huber,"Huber(epsilon=1.75,alpha=0.01)"
2386,RegionC,BatchInference,12.972651741591285,14.0,False,Huber,"Huber(epsilon=1.75,alpha=0.01)"
2387,RegionC,BatchInference,12.691015471789585,0.0,False,Huber,"Huber(epsilon=1.75,alpha=0.01)"
2388,RegionC,BatchInference,12.986507560966354,18.0,False,Huber,"Huber(epsilon=1.75,alpha=0.01)"
2389,RegionC,BatchInference,12.79064740645258,6.0,False,Huber,"Huber(epsilon=1.75,alpha=0.01)"
2390,RegionC,BatchInference,12.954765527034336,0.0,False,Huber,"Huber(epsilon=1.75,alpha=0.01)"
2391,RegionC,BatchInference,12.754175728482073,0.0,False,Huber,"Huber(epsilon=1.75,alpha=0.01)"
2392,RegionC,BatchInference,13.021858167721156,14.0,False,Huber,"Huber(epsilon=1.75,alpha=0.01)"
2393,RegionC,BatchInference,13.655120282735993,18.0,False,Huber,"Huber(epsilon=1.75,alpha=0.01)"
2394,RegionC,BatchInference,12.559534708058221,0.0,False,Huber,"Huber(epsilon=1.75,alpha=0.01)"
2395,RegionC,BatchInference,12.751662445523706,8.0,False,Huber,"Huber(epsilon=1.75,alpha=0.01)"
2396,RegionC,BatchInference,12.984177096521284,25.0,False,Huber,"Huber(epsilon=1.75,alpha=0.01)"
2397,RegionC,BatchInference,12.634532345611607,16.0,False,Huber,"Huber(epsilon=1.75,alpha=0.01)"
2398,RegionC,BatchInference,12.332740892895854,0.0,False,Huber,"Huber(epsilon=1.75,alpha=0.01)"
2399,RegionC,BatchInference,12.178881903160615,11.0,False,Huber,"Huber(epsilon=1.75,alpha=0.01)"
2376,RegionC,AITraining,14.721339419809958,0.0,False,Huber,"Huber(epsilon=1.75,alpha=0.0001)"
2377,RegionC,AITraining,14.260228380324644,110.0,False,Huber,"Huber(epsilon=1.75,alpha=0.0001)"
2378,RegionC,AITraining,11.938739483924063,17.0,False,Huber,"Huber(epsilon=1.75,alpha=0.0001)"
2379,RegionC,AITraining,14.330512249786118,0.0,False,Huber,"Huber(epsilon=1.75,alpha=0.0001)"
2380,RegionC,AITraining,12.354778782311273,0.0,False,Huber,"Huber(epsilon=1.75,alpha=0.0001)"
2381,RegionC,AITraining,14.029254064621691,68.0,False,Huber,"Huber(epsilon=1.75,alpha=0.0001)"
2382,RegionC,AITraining,14.249207737910215,67.0,False,Huber,"Huber(epsilon=1.75,alpha=0.0001)"
2383,RegionC,AITraining,14.005623738678004,0.0,False,Huber,"Huber(epsilon=1.75,alpha=0.0001)"
2384,RegionC,AITraining,13.03552725776106,0.0,False,Huber,"Huber(epsilon=1.75,alpha=0.0001)"
2385,RegionC,AITraining,13.073907453512735,0.0,False,Huber,"Huber(epsilon=1.75,alpha=0.0001)"
2386,RegionC,AITraining,13.846190272721177,0.0,False,Huber,"Huber(epsilon=1.75,alpha=0.0001)"
2387,RegionC,AITraining,14.530796744091003,91.0,False,Huber,"Huber(epsilon=1.75,alpha=0.0001)"
2388,RegionC,AITraining,12.29001133438471,0.0,False,Huber,"Huber(epsilon=1.75,alpha=0.0001)"
2389,RegionC,AITraining,13.989378271169057,0.0,False,Huber,"Huber(epsilon=1.75,alpha=0.0001)"
2390,RegionC,AITraining,13.828017816784216,0.0,False,Huber,"Huber(epsilon=1.75,alpha=0.0001)"
2391,RegionC,AITraining,13.322278089990974,0.0,False,Huber,"Huber(epsilon=1.75,alpha=0.0001)"
2392,RegionC,AITraining,15.221211977791034,18.0,False,Huber,"Huber(epsilon=1.75,alpha=0.0001)"
2393,RegionC,AITraining,15.338864631872255,0.0,False,Huber,"Huber(epsilon=1.75,alpha=0.0001)"
2394,RegionC,AITraining,15.474928833937547,0.0,False,Huber,"Huber(epsilon=1.75,alpha=0.0001)"
2395,RegionC,AITraining,13.289535258443655,0.0,False,Huber,"Huber(epsilon=1.75,alpha=0.0001)"
2396,RegionC,AITraining,15.09767386424502,0.0,False,Huber,"Huber(epsilon=1.75,alpha=0.0001)"
2397,RegionC,AITraining,13.241840903219156,0.0,False,Huber,"Huber(epsilon=1.75,alpha=0.0001)"
2398,RegionC,AITraining,15.015635754127782,16.0,False,Huber,"Huber(epsilon=1.75,alpha=0.0001)"
2399,RegionC,AITraining,15.739103479949543,37.0,False,Huber,"Huber(epsilon=1.75,alpha=0.0001)"
2376,RegionD,RealTimeInference,0.0,0.0,False,Huber,"Huber(epsilon=1.75,alpha=0.01)"
2377,RegionD,RealTimeInference,0.0,0.0,False,Huber,"Huber(epsilon=1.75,alpha=0.01)"
2378,RegionD,RealTimeInference,0.0,0.0,False,Huber,"Huber(epsilon=1.75,alpha=0.01)"
2379,RegionD,RealTimeInference,7.73736289721481e-09,6.0,False,Huber,"Huber(epsilon=1.75,alpha=0.01)"
2380,RegionD,RealTimeInference,7.372098027678707e-08,0.0,False,Huber,"Huber(epsilon=1.75,alpha=0.01)"
2381,RegionD,RealTimeInference,3.489892435179748e-08,0.0,False,Huber,"Huber(epsilon=1.75,alpha=0.01)"
2382,RegionD,RealTimeInference,1.1875469164125136e-07,7.0,False,Huber,"Huber(epsilon=1.75,alpha=0.01)"
2383,RegionD,RealTimeInference,5.633995978909543e-08,0.0,False,Huber,"Huber(epsilon=1.75,alpha=0.01)"
2384,RegionD,RealTimeInference,6.297726469880488e-08,0.0,False,Huber,"Huber(epsilon=1.75,alpha=0.01)"
2385,RegionD,RealTimeInference,1.0344080007198097e-07,0.0,False,Huber,"Huber(epsilon=1.75,alpha=0.01)"
2386,RegionD,RealTimeInference,7.75696303734682e-08,4.0,False,Huber,"Huber(epsilon=1.75,alpha=0.01)"
2387,RegionD,RealTimeInference,6.293335858220297e-08,0.0,False,Huber,"Huber(epsilon=1.75,alpha=0.01)"
2388,RegionD,RealTimeInference,9.149825649616291e-08,0.0,False,Huber,"Huber(epsilon=1.75,alpha=0.01)"
2389,RegionD,RealTimeInference,4.3913969727436864e-08,0.0,False,Huber,"Huber(epsilon=1.75,alpha=0.01)"
2390,RegionD,RealTimeInference,3.880512665938306e-08,0.0,False,Huber,"Huber(epsilon=1.75,alpha=0.01)"
2391,RegionD,RealTimeInference,1.7421291386781678e-08,2.0,False,Huber,"Huber(epsilon=1.75,alpha=0.01)"
2392,RegionD,RealTimeInference,3.645157074062427e-09,0.0,False,Huber,"Huber(epsilon=1.75,alpha=0.01)"
2393,RegionD,RealTimeInference,0.0,0.0,False,Huber,"Huber(epsilon=1.75,alpha=0.01)"
2394,RegionD,RealTimeInference,0.0,0.0,False,Huber,"Huber(epsilon=1.75,alpha=0.01)"
2395,RegionD,RealTimeInference,0.0,3.0,False,Huber,"Huber(epsilon=1.75,alpha=0.01)"
2396,RegionD,RealTimeInference,0.0,0.0,False,Huber,"Huber(epsilon=1.75,alpha=0.01)"
2397,RegionD,RealTimeInference,0.0,0.0,False,Huber,"Huber(epsilon=1.75,alpha=0.01)"
2398,RegionD,RealTimeInference,0.0,8.0,False,Huber,"Huber(epsilon=1.75,alpha=0.01)"
2399,RegionD,RealTimeInference,2.9741941004064572e-09,0.0,False,Huber,"Huber(epsilon=1.75,alpha=0.01)"
2376,RegionD,BatchInference,17.19950391090722,10.0,False,Huber,"Huber(epsilon=1.75,alpha=0.0001)"
2377,RegionD,BatchInference,16.39565211892842,0.0,False,Huber,"Huber(epsilon=1.75,alpha=0.0001)"
2378,RegionD,BatchInference,17.087647852768896,23.0,False,Huber,"Huber(epsilon=1.75,alpha=0.0001)"
