TaskID,BaseCandidateCount,EffectiveAlternativeCandidateCount,HasAlternativeCandidate
320,3,2,True
321,3,2,True
322,3,2,True
323,3,2,True
324,3,2,True
325,3,2,True
326,3,2,True
327,3,2,True
328,3,2,True
329,3,2,True
330,3,2,True
331,3,2,True
332,3,2,True
333,3,2,True
334,3,2,True
335,3,2,True
336,3,2,True
337,3,2,True
338,3,2,True
339,3,2,True
340,3,2,True
341,3,2,True
342,3,2,True
343,3,2,True
344,3,2,True
345,3,2,True
346,3,2,True
347,3,2,True
348,3,2,True
349,3,2,True
350,3,2,True
351,3,2,True
352,3,2,True
353,3,2,True
354,3,2,True
355,3,2,True
356,3,2,True
357,3,2,True
358,3,2,True
359,3,2,True
360,3,2,True
361,3,2,True
362,3,2,True
363,3,2,True
364,3,2,True
365,3,2,True
366,3,2,True
367,3,2,True
368,3,2,True
369,3,2,True
370,3,2,True
371,3,2,True
372,3,2,True
373,3,2,True
374,3,2,True
375,3,2,True
376,3,2,True
377,3,2,True
378,3,2,True
379,3,2,True
380,3,2,True
381,3,2,True
382,3,2,True
383,3,2,True
384,3,2,True
385,3,2,True
386,3,2,True
387,3,2,True
388,3,2,True
389,3,2,True
390,3,2,True
391,3,2,True
392,3,2,True
393,3,2,True
394,3,2,True
395,3,2,True
396,3,2,True
397,3,2,True
398,3,2,True
399,3,2,True
400,3,2,True
401,3,2,True
402,3,2,True
403,3,2,True
404,3,2,True
405,3,2,True
406,3,2,True
407,3,2,True
408,3,2,True
409,3,2,True
410,3,2,True
411,3,2,True
412,2,1,True
413,3,2,True
414,3,2,True
415,3,2,True
416,3,2,True
417,3,2,True
418,3,2,True
419,3,2,True
420,3,2,True
421,3,2,True
422,3,2,True
423,3,2,True
424,3,2,True
425,1,0,False
426,3,2,True
427,3,2,True
428,3,2,True
429,3,2,True
430,3,2,True
431,3,2,True
432,3,2,True
433,3,2,True
434,3,2,True
435,3,2,True
436,3,2,True
437,3,2,True
438,3,2,True
439,3,2,True
440,3,2,True
441,3,2,True
442,3,2,True
443,3,2,True
444,3,2,True
445,3,2,True
446,3,2,True
447,3,2,True
448,3,2,True
449,3,2,True
450,3,2,True
451,3,2,True
452,3,2,True
453,3,2,True
454,3,2,True
455,3,2,True
456,3,2,True
457,3,2,True
458,3,2,True
459,3,2,True
460,3,2,True
461,3,2,True
462,3,2,True
463,3,2,True
464,3,2,True
465,3,2,True
466,3,2,True
467,3,2,True
468,3,2,True
469,3,2,True
470,3,2,True
471,3,2,True
472,3,2,True
473,3,2,True
474,3,2,True
475,3,2,True
476,3,2,True
477,3,2,True
478,3,2,True
479,3,2,True
480,3,2,True
481,3,2,True
482,3,2,True
483,3,2,True
484,3,2,True
485,3,2,True
486,3,2,True
487,3,2,True
488,3,2,True
489,3,2,True
490,3,2,True
491,2,1,True
492,3,2,True
493,3,2,True
494,3,2,True
495,3,2,True
496,3,2,True
497,3,2,True
498,3,2,True
499,3,2,True
500,3,2,True
501,3,2,True
502,3,2,True
503,3,2,True
504,3,2,True
505,3,2,True
506,3,2,True
507,3,2,True
508,3,2,True
509,3,2,True
510,3,2,True
511,3,2,True
512,3,2,True
513,3,2,True
514,3,2,True
515,3,2,True
516,3,2,True
517,2,1,True
518,3,2,True
519,3,2,True
520,3,2,True
521,3,2,True
522,3,2,True
523,3,2,True
524,3,2,True
525,3,2,True
526,3,2,True
527,3,2,True
528,3,2,True
529,3,2,True
530,1,0,False
531,3,2,True
532,3,2,True
533,3,2,True
534,3,2,True
535,3,2,True
536,3,2,True
537,2,1,True
538,3,2,True
539,3,2,True
540,3,2,True
541,3,2,True
542,3,2,True
543,3,2,True
544,3,2,True
545,3,2,True
546,3,2,True
547,3,2,True
548,3,2,True
549,3,2,True
550,3,2,True
551,3,2,True
552,3,2,True
553,3,2,True
554,3,2,True
555,3,2,True
556,3,2,True
557,3,2,True
558,3,2,True
559,3,2,True
560,3,2,True
561,3,2,True
562,3,2,True
563,3,2,True
564,3,2,True
565,3,2,True
566,3,2,True
567,3,2,True
568,3,2,True
569,3,2,True
570,3,2,True
571,3,2,True
572,3,2,True
573,3,2,True
574,3,2,True
575,3,2,True
576,3,2,True
577,3,2,True
578,3,2,True
579,3,2,True
580,3,2,True
581,3,2,True
582,3,2,True
583,3,2,True
584,3,2,True
585,3,2,True
586,3,2,True
587,3,2,True
588,3,2,True
589,3,2,True
590,3,2,True
591,3,2,True
592,3,2,True
593,3,2,True
594,3,2,True
595,3,2,True
596,2,1,True
597,3,2,True
598,3,2,True
599,3,2,True
600,3,2,True
601,3,2,True
602,3,2,True
603,3,2,True
604,3,2,True
605,3,2,True
606,3,2,True
607,3,2,True
608,3,2,True
609,3,2,True
610,3,2,True
611,3,2,True
612,3,2,True
613,3,2,True
614,3,2,True
615,3,2,True
616,3,2,True
617,3,2,True
618,3,2,True
619,3,2,True
620,3,2,True
621,3,2,True
622,2,1,True
623,3,2,True
624,3,2,True
625,3,2,True
626,3,2,True
627,3,2,True
628,3,2,True
629,3,2,True
630,3,2,True
631,3,2,True
632,3,2,True
633,3,2,True
634,3,2,True
635,3,2,True
636,3,2,True
637,3,2,True
638,3,2,True
639,3,2,True
640,3,2,True
641,3,2,True
642,3,2,True
643,3,2,True
644,3,2,True
645,3,2,True
646,3,2,True
647,3,2,True
648,1,0,False
649,3,2,True
650,3,2,True
651,3,2,True
652,3,2,True
653,3,2,True
654,3,2,True
655,3,2,True
656,3,2,True
657,3,2,True
658,3,2,True
659,3,2,True
660,3,2,True
661,3,2,True
662,3,2,True
663,3,2,True
664,3,2,True
665,3,2,True
666,3,2,True
667,3,2,True
668,2,1,True
669,3,2,True
670,3,2,True
671,3,2,True
672,3,2,True
673,3,2,True
674,3,2,True
675,3,2,True
676,3,2,True
677,3,2,True
678,3,2,True
679,3,2,True
680,3,2,True
681,2,1,True
682,3,2,True
683,3,2,True
684,3,2,True
685,3,2,True
686,3,2,True
687,3,2,True
688,3,2,True
689,3,2,True
690,3,2,True
691,3,2,True
692,3,2,True
693,3,2,True
694,1,0,False
695,3,2,True
696,3,2,True
697,3,2,True
698,3,2,True
699,3,2,True
700,3,2,True
701,3,2,True
702,3,2,True
703,3,2,True
704,3,2,True
705,3,2,True
706,3,2,True
707,3,2,True
708,3,2,True
709,3,2,True
710,3,2,True
711,3,2,True
712,3,2,True
713,3,2,True
714,3,2,True
715,3,2,True
716,3,2,True
717,3,2,True
718,3,2,True
719,3,2,True
720,3,2,True
721,3,2,True
722,3,2,True
723,3,2,True
724,3,2,True
725,3,2,True
726,3,2,True
727,3,2,True
728,3,2,True
729,3,2,True
730,3,2,True
731,3,2,True
732,3,2,True
733,3,2,True
734,3,2,True
735,3,2,True
736,3,2,True
737,3,2,True
738,3,2,True
739,3,2,True
740,2,1,True
741,3,2,True
742,3,2,True
743,3,2,True
744,3,2,True
745,3,2,True
746,3,2,True
747,3,2,True
748,3,2,True
749,3,2,True
750,3,2,True
751,3,2,True
752,3,2,True
753,3,2,True
754,3,2,True
755,3,2,True
756,3,2,True
757,3,2,True
758,3,2,True
759,3,2,True
760,3,2,True
761,3,2,True
762,3,2,True
763,3,2,True
764,3,2,True
765,3,2,True
766,3,2,True
767,3,2,True
768,3,2,True
769,3,2,True
770,3,2,True
771,3,2,True
772,3,2,True
773,3,2,True
774,3,2,True
775,3,2,True
776,3,2,True
777,3,2,True
778,3,2,True
779,3,2,True
780,3,2,True
781,3,2,True
782,3,2,True
783,3,2,True
784,3,2,True
785,3,2,True
786,3,2,True
787,3,2,True
788,3,2,True
789,3,2,True
790,3,2,True
791,3,2,True
792,3,2,True
793,3,2,True
794,3,2,True
795,3,2,True
796,3,2,True
797,3,2,True
798,3,2,True
799,2,1,True
800,3,2,True
801,3,2,True
802,3,2,True
803,3,2,True
804,3,2,True
805,3,2,True
806,2,1,True
807,3,2,True
808,3,2,True
809,3,2,True
810,3,2,True
811,3,2,True
812,3,2,True
813,3,2,True
814,3,2,True
815,3,2,True
816,3,2,True
817,3,2,True
818,3,2,True
819,3,2,True
820,3,2,True
821,3,2,True
822,3,2,True
823,3,2,True
824,3,2,True
825,3,2,True
826,3,2,True
827,3,2,True
828,3,2,True
829,3,2,True
830,3,2,True
831,3,2,True
832,3,2,True
833,3,2,True
834,3,2,True
835,3,2,True
836,3,2,True
837,3,2,True
838,3,2,True
839,3,2,True
840,3,2,True
841,3,2,True
842,3,2,True
843,3,2,True
844,3,2,True
845,3,2,True
846,3,2,True
847,3,2,True
848,3,2,True
849,3,2,True
850,3,2,True
851,3,2,True
852,3,2,True
853,3,2,True
854,3,2,True
855,3,2,True
856,3,2,True
857,3,2,True
858,3,2,True
859,3,2,True
860,3,2,True
861,3,2,True
862,3,2,True
863,3,2,True
864,3,2,True
865,3,2,True
866,3,2,True
867,3,2,True
868,3,2,True
869,3,2,True
870,3,2,True
871,1,0,False
872,3,2,True
873,3,2,True
874,3,2,True
875,3,2,True
876,3,2,True
877,3,2,True
878,3,2,True
879,3,2,True
880,3,2,True
881,3,2,True
882,3,2,True
883,3,2,True
884,3,2,True
885,3,2,True
886,3,2,True
887,3,2,True
888,3,2,True
889,3,2,True
890,3,2,True
891,3,2,True
892,3,2,True
893,3,2,True
894,3,2,True
895,3,2,True
896,3,2,True
897,3,2,True
898,3,2,True
899,3,2,True
900,3,2,True
901,3,2,True
902,3,2,True
903,3,2,True
904,3,2,True
905,3,2,True
906,3,2,True
907,3,2,True
908,3,2,True
909,3,2,True
910,3,2,True
911,3,2,True
912,3,2,True
913,3,2,True
914,3,2,True
915,3,2,True
916,3,2,True
917,3,2,True
918,3,2,True
919,3,2,True
920,3,2,True
921,3,2,True
922,3,2,True
923,3,2,True
924,2,1,True
925,3,2,True
926,3,2,True
927,3,2,True
928,3,2,True
929,3,2,True
930,3,2,True
931,3,2,True
932,3,2,True
933,3,2,True
934,3,2,True
935,3,2,True
936,3,2,True
937,3,2,True
938,3,2,True
939,3,2,True
940,3,2,True
941,3,2,True
942,3,2,True
943,3,2,True
944,3,2,True
945,3,2,True
946,3,2,True
947,3,2,True
948,3,2,True
949,3,2,True
950,3,2,True
951,3,2,True
952,3,2,True
953,3,2,True
954,3,2,True
955,3,2,True
956,3,2,True
957,3,2,True
958,3,2,True
959,3,2,True
960,3,2,True
961,3,2,True
962,3,2,True
963,3,2,True
964,3,2,True
965,3,2,True
966,3,2,True
967,3,2,True
968,3,2,True
969,3,2,True
970,3,2,True
971,3,2,True
972,3,2,True
973,3,2,True
974,3,2,True
975,3,2,True
976,1,0,False
977,3,2,True
978,3,2,True
979,3,2,True
980,3,2,True
981,3,2,True
982,3,2,True
983,3,2,True
984,3,2,True
985,3,2,True
986,3,2,True
987,3,2,True
988,3,2,True
989,3,2,True
990,3,2,True
991,3,2,True
992,3,2,True
993,3,2,True
994,3,2,True
995,3,2,True
996,3,2,True
997,3,2,True
998,3,2,True
999,3,2,True
1000,3,2,True
1001,3,2,True
1002,3,2,True
1003,3,2,True
1004,3,2,True
1005,3,2,True
1006,3,2,True
1007,3,2,True
1008,3,2,True
1009,2,1,True
1010,3,2,True
1011,3,2,True
1012,3,2,True
1013,3,2,True
1014,3,2,True
1015,3,2,True
1016,3,2,True
1017,3,2,True
1018,3,2,True
1019,3,2,True
1020,3,2,True
1021,3,2,True
1022,1,0,False
1023,3,2,True
1024,3,2,True
1025,3,2,True
1026,3,2,True
1027,3,2,True
1028,3,2,True
1029,3,2,True
1030,3,2,True
1031,3,2,True
1032,3,2,True
1033,3,2,True
1034,3,2,True
1035,3,2,True
1036,3,2,True
1037,3,2,True
1038,3,2,True
1039,3,2,True
1040,3,2,True
1041,3,2,True
1042,2,1,True
1043,3,2,True
1044,3,2,True
1045,3,2,True
1046,3,2,True
1047,3,2,True
1048,3,2,True
1049,3,2,True
1050,3,2,True
1051,3,2,True
1052,3,2,True
1053,3,2,True
1054,3,2,True
1055,3,2,True
1056,3,2,True
1057,3,2,True
1058,3,2,True
1059,3,2,True
1060,3,2,True
1061,3,2,True
1062,3,2,True
1063,3,2,True
1064,3,2,True
1065,3,2,True
1066,3,2,True
1067,3,2,True
1068,3,2,True
1069,3,2,True
1070,3,2,True
1071,3,2,True
1072,3,2,True
1073,3,2,True
1074,3,2,True
1075,3,2,True
1076,3,2,True
1077,3,2,True
1078,3,2,True
1079,3,2,True
1080,3,2,True
1081,3,2,True
1082,3,2,True
1083,3,2,True
1084,3,2,True
1085,3,2,True
1086,3,2,True
1087,3,2,True
1088,3,2,True
1089,3,2,True
1090,3,2,True
1091,3,2,True
1092,3,2,True
1093,3,2,True
1094,3,2,True
1095,3,2,True
1096,3,2,True
1097,3,2,True
1098,3,2,True
1099,3,2,True
1100,3,2,True
1101,2,1,True
1102,3,2,True
1103,3,2,True
1104,3,2,True
1105,3,2,True
1106,3,2,True
1107,3,2,True
1108,3,2,True
1109,3,2,True
1110,3,2,True
1111,3,2,True
1112,3,2,True
1113,3,2,True
1114,3,2,True
1115,3,2,True
1116,3,2,True
1117,3,2,True
1118,3,2,True
1119,3,2,True
1120,3,2,True
1121,3,2,True
1122,3,2,True
1123,3,2,True
1124,3,2,True
1125,3,2,True
1126,3,2,True
1127,2,1,True
1128,3,2,True
1129,3,2,True
1130,3,2,True
1131,3,2,True
1132,3,2,True
1133,3,2,True
1134,3,2,True
1135,3,2,True
1136,3,2,True
1137,3,2,True
1138,3,2,True
1139,3,2,True
1140,3,2,True
1141,3,2,True
1142,3,2,True
1143,3,2,True
1144,3,2,True
1145,3,2,True
1146,3,2,True
1147,3,2,True
1148,3,2,True
1149,3,2,True
1150,3,2,True
1151,3,2,True
1152,3,2,True
1153,3,2,True
1154,3,2,True
1155,3,2,True
1156,3,2,True
1157,3,2,True
1158,3,2,True
1159,3,2,True
1160,3,2,True
1161,3,2,True
1162,3,2,True
1163,3,2,True
1164,3,2,True
1165,3,2,True
1166,3,2,True
1167,3,2,True
1168,3,2,True
1169,3,2,True
1170,3,2,True
1171,3,2,True
1172,3,2,True
1173,3,2,True
1174,3,2,True
1175,3,2,True
1176,3,2,True
1177,3,2,True
1178,3,2,True
1179,3,2,True
1180,3,2,True
1181,3,2,True
1182,3,2,True
1183,3,2,True
1184,3,2,True
1185,3,2,True
1186,1,0,False
1187,3,2,True
1188,3,2,True
1189,3,2,True
1190,3,2,True
1191,3,2,True
1192,3,2,True
1193,3,2,True
1194,3,2,True
1195,3,2,True
1196,3,2,True
1197,3,2,True
1198,3,2,True
1199,3,2,True
1200,3,2,True
1201,3,2,True
1202,3,2,True
1203,3,2,True
1204,3,2,True
1205,3,2,True
1206,3,2,True
1207,3,2,True
1208,3,2,True
1209,3,2,True
1210,3,2,True
1211,3,2,True
1212,3,2,True
1213,3,2,True
1214,3,2,True
1215,3,2,True
1216,3,2,True
1217,3,2,True
1218,3,2,True
1219,3,2,True
1220,3,2,True
1221,3,2,True
1222,3,2,True
1223,3,2,True
1224,3,2,True
1225,3,2,True
1226,3,2,True
1227,3,2,True
1228,3,2,True
1229,3,2,True
1230,3,2,True
1231,3,2,True
1232,2,1,True
1233,3,2,True
1234,3,2,True
1235,3,2,True
1236,3,2,True
1237,3,2,True
1238,3,2,True
1239,3,2,True
1240,3,2,True
1241,3,2,True
1242,3,2,True
1243,3,2,True
1244,3,2,True
1245,3,2,True
1246,3,2,True
1247,3,2,True
1248,3,2,True
1249,3,2,True
1250,3,2,True
1251,3,2,True
1252,3,2,True
1253,3,2,True
1254,3,2,True
1255,3,2,True
1256,3,2,True
1257,3,2,True
1258,3,2,True
1259,3,2,True
1260,3,2,True
1261,3,2,True
1262,3,2,True
1263,3,2,True
1264,3,2,True
1265,3,2,True
1266,3,2,True
1267,3,2,True
1268,3,2,True
1269,3,2,True
1270,3,2,True
1271,3,2,True
1272,3,2,True
1273,3,2,True
1274,3,2,True
1275,3,2,True
1276,3,2,True
1277,3,2,True
1278,3,2,True
1279,3,2,True
1280,3,2,True
1281,3,2,True
1282,3,2,True
1283,3,2,True
1284,3,2,True
1285,3,2,True
1286,3,2,True
1287,3,2,True
1288,3,2,True
1289,3,2,True
1290,3,2,True
1291,3,2,True
1292,3,2,True
1293,3,2,True
1294,3,2,True
1295,3,2,True
1296,3,2,True
1297,3,2,True
1298,3,2,True
1299,3,2,True
1300,3,2,True
1301,3,2,True
1302,3,2,True
1303,3,2,True
1304,1,0,False
1305,3,2,True
1306,3,2,True
1307,3,2,True
1308,3,2,True
1309,3,2,True
1310,3,2,True
1311,2,1,True
1312,3,2,True
1313,3,2,True
1314,3,2,True
1315,3,2,True
1316,3,2,True
1317,1,0,False
1318,3,2,True
1319,3,2,True
1320,3,2,True
1321,3,2,True
1322,3,2,True
1323,3,2,True
1324,3,2,True
1325,3,2,True
1326,3,2,True
1327,3,2,True
1328,3,2,True
1329,3,2,True
1330,3,2,True
1331,3,2,True
1332,3,2,True
1333,3,2,True
1334,3,2,True
1335,3,2,True
1336,3,2,True
1337,3,2,True
1338,3,2,True
1339,3,2,True
1340,3,2,True
1341,3,2,True
1342,3,2,True
1343,3,2,True
1344,3,2,True
1345,3,2,True
1346,3,2,True
1347,3,2,True
1348,3,2,True
1349,3,2,True
1350,2,1,True
1351,3,2,True
1352,3,2,True
1353,3,2,True
1354,3,2,True
1355,3,2,True
1356,3,2,True
1357,3,2,True
1358,3,2,True
1359,3,2,True
1360,3,2,True
1361,3,2,True
1362,3,2,True
1363,3,2,True
1364,3,2,True
1365,3,2,True
1366,3,2,True
1367,3,2,True
1368,3,2,True
1369,3,2,True
1370,2,1,True
1371,3,2,True
1372,3,2,True
1373,3,2,True
1374,3,2,True
1375,3,2,True
1376,3,2,True
1377,3,2,True
1378,3,2,True
1379,3,2,True
1380,3,2,True
1381,3,2,True
1382,3,2,True
1383,2,1,True
1384,3,2,True
1385,3,2,True
1386,3,2,True
1387,3,2,True
1388,3,2,True
1389,3,2,True
1390,3,2,True
1391,3,2,True
1392,3,2,True
1393,3,2,True
1394,3,2,True
1395,3,2,True
1396,3,2,True
1397,3,2,True
1398,3,2,True
1399,3,2,True
1400,3,2,True
1401,3,2,True
1402,3,2,True
1403,3,2,True
1404,3,2,True
1405,3,2,True
1406,3,2,True
1407,3,2,True
1408,3,2,True
1409,3,2,True
1410,3,2,True
1411,3,2,True
1412,3,2,True
1413,3,2,True
1414,3,2,True
1415,3,2,True
1416,3,2,True
1417,3,2,True
1418,3,2,True
1419,3,2,True
1420,3,2,True
1421,3,2,True
1422,1,0,False
1423,3,2,True
1424,3,2,True
1425,3,2,True
1426,3,2,True
1427,3,2,True
1428,3,2,True
1429,2,1,True
1430,3,2,True
1431,3,2,True
1432,3,2,True
1433,3,2,True
1434,3,2,True
1435,3,2,True
1436,3,2,True
1437,3,2,True
1438,3,2,True
1439,3,2,True
1440,3,2,True
1441,3,2,True
1442,3,2,True
1443,3,2,True
1444,3,2,True
1445,3,2,True
1446,3,2,True
1447,3,2,True
1448,3,2,True
1449,3,2,True
1450,3,2,True
1451,3,2,True
1452,3,2,True
1453,3,2,True
1454,3,2,True
1455,3,2,True
1456,3,2,True
1457,3,2,True
1458,3,2,True
1459,3,2,True
1460,3,2,True
1461,3,2,True
1462,3,2,True
1463,3,2,True
1464,3,2,True
1465,3,2,True
1466,3,2,True
1467,3,2,True
1468,1,0,False
1469,3,2,True
1470,3,2,True
1471,3,2,True
1472,3,2,True
1473,3,2,True
1474,3,2,True
1475,2,1,True
1476,3,2,True
1477,3,2,True
1478,3,2,True
1479,3,2,True
1480,3,2,True
1481,3,2,True
1482,3,2,True
1483,3,2,True
1484,3,2,True
1485,3,2,True
1486,3,2,True
1487,3,2,True
1488,3,2,True
1489,3,2,True
1490,3,2,True
1491,3,2,True
1492,3,2,True
1493,3,2,True
1494,3,2,True
1495,3,2,True
1496,3,2,True
1497,3,2,True
1498,3,2,True
1499,3,2,True
1500,3,2,True
1501,3,2,True
1502,3,2,True
1503,3,2,True
1504,3,2,True
1505,3,2,True
1506,3,2,True
1507,3,2,True
1508,3,2,True
1509,3,2,True
1510,3,2,True
1511,3,2,True
1512,3,2,True
1513,3,2,True
1514,2,1,True
1515,3,2,True
1516,3,2,True
1517,3,2,True
1518,3,2,True
1519,3,2,True
1520,3,2,True
1521,3,2,True
1522,3,2,True
1523,3,2,True
1524,3,2,True
1525,3,2,True
1526,3,2,True
1527,3,2,True
1528,3,2,True
1529,3,2,True
1530,3,2,True
1531,3,2,True
1532,3,2,True
1533,3,2,True
1534,3,2,True
1535,3,2,True
1536,3,2,True
1537,3,2,True
1538,3,2,True
1539,3,2,True
1540,3,2,True
1541,3,2,True
1542,3,2,True
1543,3,2,True
1544,3,2,True
1545,3,2,True
1546,3,2,True
1547,2,1,True
1548,3,2,True
1549,3,2,True
1550,3,2,True
1551,3,2,True
1552,3,2,True
1553,3,2,True
1554,3,2,True
1555,3,2,True
1556,3,2,True
1557,3,2,True
1558,3,2,True
1559,3,2,True
1560,3,2,True
1561,3,2,True
1562,3,2,True
1563,3,2,True
1564,3,2,True
1565,3,2,True
1566,3,2,True
1567,3,2,True
1568,3,2,True
1569,3,2,True
1570,3,2,True
1571,3,2,True
1572,3,2,True
1573,3,2,True
1574,3,2,True
1575,3,2,True
1576,3,2,True
1577,3,2,True
1578,3,2,True
1579,3,2,True
1580,2,1,True
1581,3,2,True
1582,3,2,True
1583,3,2,True
1584,3,2,True
1585,3,2,True
1586,3,2,True
1587,3,2,True
1588,3,2,True
1589,3,2,True
1590,3,2,True
1591,3,2,True
1592,3,2,True
1593,2,1,True
1594,3,2,True
1595,3,2,True
1596,3,2,True
1597,3,2,True
1598,3,2,True
1599,3,2,True
1600,3,2,True
1601,3,2,True
1602,3,2,True
1603,3,2,True
1604,3,2,True
1605,3,2,True
1606,3,2,True
1607,3,2,True
1608,3,2,True
1609,3,2,True
1610,3,2,True
1611,3,2,True
1612,3,2,True
1613,3,2,True
1614,3,2,True
1615,3,2,True
1616,3,2,True
1617,3,2,True
1618,3,2,True
1619,3,2,True
1620,3,2,True
1621,3,2,True
1622,3,2,True
1623,3,2,True
1624,3,2,True
1625,3,2,True
1626,3,2,True
1627,3,2,True
1628,3,2,True
1629,3,2,True
1630,3,2,True
1631,3,2,True
1632,3,2,True
1633,3,2,True
1634,3,2,True
1635,3,2,True
1636,3,2,True
1637,3,2,True
1638,3,2,True
1639,2,1,True
1640,3,2,True
1641,3,2,True
1642,3,2,True
1643,3,2,True
1644,3,2,True
1645,3,2,True
1646,3,2,True
1647,3,2,True
1648,3,2,True
1649,3,2,True
1650,3,2,True
1651,3,2,True
1652,2,1,True
1653,3,2,True
1654,3,2,True
1655,3,2,True
1656,3,2,True
