Region,Hour,FacilityLoad_MW,AvailableRenewable_MW,SOC_MWh,GridExportLimit_MW,Price,SellPrice,CarbonIntensity,RenewableDirectUse_MW,RenewableCharge_MW,GridCharge_MW,Charge_MW,Discharge_MW,StorageToLoad_MW,RenewableSell_MW,StorageSell_MW,GridPurchaseForLoad_MW,GridPurchase_MW,GridSell_MW,RenewableCurtailment_MW,NetGrid_MW,RenewableUse_MW,Curtailment_MW
RegionA,10,560.19150045,1100.0,157.5,0.0,724.61,0.0,0.5917,560.19150045,0.0,0.0,0.0,-0.0,0.0,0.0,-0.0,0.0,0.0,0.0,539.80849955,0.0,560.19150045,539.80849955
RegionA,11,534.4245000000001,1089.78,157.5,0.0,725.04,0.0,0.5845,534.4245000000001,0.0,0.0,0.0,-0.0,0.0,0.0,-0.0,0.0,0.0,0.0,555.3554999999999,0.0,534.4245000000001,555.3554999999999
RegionA,12,499.68719954999995,1059.81,157.5,0.0,725.48,0.0,0.5802,499.68719954999995,0.0,0.0,0.0,-0.0,0.0,0.0,-0.0,0.0,0.0,0.0,560.12280045,0.0,499.68719954999995,560.12280045
RegionA,13,477.80145000000005,1012.13,157.5,0.0,725.9,0.0,0.5791,477.80145000000005,0.0,0.0,0.0,-0.0,0.0,0.0,-0.0,0.0,0.0,0.0,534.32855,0.0,477.80145000000005,534.32855
RegionA,14,481.18049955000004,950.0,157.5,0.0,726.32,0.0,0.5814,481.18049955000004,0.0,0.0,0.0,-0.0,0.0,0.0,-0.0,0.0,0.0,0.0,468.81950044999996,0.0,481.18049955000004,468.81950044999996
RegionA,15,428.7969,877.65,157.5,0.0,726.74,0.0,0.5869,428.7969,0.0,0.0,0.0,-0.0,0.0,0.0,-0.0,0.0,0.0,0.0,448.8531,0.0,428.7969,448.8531
RegionA,16,388.31579955,800.0,157.5,0.0,727.14,0.0,0.5954,388.31579955,0.0,0.0,0.0,-0.0,0.0,0.0,-0.0,0.0,0.0,0.0,411.68420045,0.0,388.31579955,411.68420045
RegionA,17,371.61449955,722.35,157.5,0.0,1054.92,0.0,0.6062,371.61449955,0.0,0.0,0.0,-0.0,0.0,0.0,-0.0,0.0,0.0,0.0,350.73550045,0.0,371.61449955,350.73550045
RegionA,18,327.11309955,650.0,157.5,0.0,1055.49,0.0,0.6188,327.11309955,0.0,0.0,0.0,-0.0,0.0,0.0,-0.0,0.0,0.0,0.0,322.88690045,0.0,327.11309955,322.88690045
RegionA,19,419.64209955,587.87,157.5,0.0,1056.03,0.0,0.6321,419.64209955,0.0,0.0,0.0,-0.0,0.0,0.0,-0.0,0.0,0.0,0.0,168.22790045,0.0,419.64209955,168.22790045
RegionA,20,352.21679954999996,540.19,157.5,0.0,1056.56,0.0,0.6455,352.21679954999996,0.0,0.0,0.0,-0.0,0.0,0.0,-0.0,0.0,0.0,0.0,187.9732004500001,0.0,352.21679954999996,187.9732004500001
RegionA,21,385.4353500000001,510.22,157.5,0.0,1057.08,0.0,0.658,385.4353500000001,0.0,0.0,0.0,-0.0,0.0,0.0,-0.0,0.0,0.0,0.0,124.78464999999994,0.0,385.4353500000001,124.78464999999994
RegionA,22,385.24949955000005,500.0,157.5,0.0,656.43,0.0,0.6687,385.24949955000005,0.0,0.0,0.0,-0.0,0.0,0.0,-0.0,0.0,0.0,0.0,114.75050044999995,0.0,385.24949955000005,114.75050044999995
RegionA,23,408.34799955000005,510.22,157.5,0.0,656.73,0.0,0.6771,408.34799955000005,0.0,0.0,0.0,-0.0,0.0,0.0,-0.0,0.0,0.0,0.0,101.87200044999997,0.0,408.34799955000005,101.87200044999997
RegionA,24,477.30870045000006,540.19,157.5,0.0,474.52,0.0,0.6825,477.30870045000006,0.0,0.0,0.0,-0.0,0.0,0.0,-0.0,0.0,0.0,0.0,62.881299549999994,0.0,477.30870045000006,62.881299549999994
RegionA,25,497.34089955,587.87,157.5,0.0,474.72,0.0,0.6846,497.34089955,0.0,0.0,0.0,-0.0,0.0,0.0,-0.0,0.0,0.0,0.0,90.52910044999999,0.0,497.34089955,90.52910044999999
RegionA,26,565.04025045,650.0,157.5,0.0,474.91,0.0,0.6833,565.04025045,0.0,0.0,0.0,-0.0,0.0,0.0,-0.0,0.0,0.0,0.0,84.95974954999997,0.0,565.04025045,84.95974954999997
RegionA,27,562.0428,722.35,157.5,0.0,475.1,0.0,0.6787,562.0428,0.0,0.0,0.0,-0.0,0.0,0.0,-0.0,0.0,0.0,0.0,160.30719999999997,0.0,562.0428,160.30719999999997
RegionA,28,542.349,800.0,157.5,0.0,475.28,0.0,0.6712,542.349,0.0,0.0,0.0,-0.0,0.0,0.0,-0.0,0.0,0.0,0.0,257.65099999999995,0.0,542.349,257.65099999999995
RegionA,29,542.3939995500001,877.65,157.5,0.0,475.45,0.0,0.6612,542.3939995500001,0.0,0.0,0.0,-0.0,0.0,0.0,-0.0,0.0,0.0,0.0,335.2560004499999,0.0,542.3939995500001,335.2560004499999
RegionA,30,551.52360045,950.0,157.5,0.0,475.61,0.0,0.6496,551.52360045,0.0,0.0,0.0,-0.0,0.0,0.0,-0.0,0.0,0.0,0.0,398.47639955,0.0,551.52360045,398.47639955
RegionA,31,542.34719955,1012.13,157.5,0.0,731.94,0.0,0.637,542.34719955,0.0,0.0,0.0,-0.0,0.0,0.0,-0.0,0.0,0.0,0.0,469.78280044999997,0.0,542.34719955,469.78280044999997
RegionA,32,545.29200045,1059.81,157.5,0.0,732.16,0.0,0.6245,545.29200045,0.0,0.0,0.0,-0.0,0.0,0.0,-0.0,0.0,0.0,0.0,514.5179995499999,0.0,545.29200045,514.5179995499999
RegionA,33,544.1292,1089.78,157.5,0.0,732.37,0.0,0.6128,544.1292,0.0,0.0,0.0,-0.0,0.0,0.0,-0.0,0.0,0.0,0.0,545.6508,0.0,544.1292,545.6508
RegionA,34,555.61949955,1100.0,157.5,0.0,732.56,0.0,0.6027,555.61949955,0.0,0.0,0.0,-0.0,0.0,0.0,-0.0,0.0,0.0,0.0,544.38050045,0.0,555.61949955,544.38050045
RegionA,35,554.1606004500001,1089.78,157.5,0.0,732.74,0.0,0.595,554.1606004500001,0.0,0.0,0.0,-0.0,0.0,0.0,-0.0,0.0,0.0,0.0,535.6193995499999,0.0,554.1606004500001,535.6193995499999
RegionA,36,522.2817,1059.81,157.5,0.0,732.9,0.0,0.5902,522.2817,0.0,0.0,0.0,-0.0,0.0,0.0,-0.0,0.0,0.0,0.0,537.5283,0.0,522.2817,537.5283
RegionA,37,501.1704004500001,1012.13,157.5,0.0,733.05,0.0,0.5887,501.1704004500001,0.0,0.0,0.0,-0.0,0.0,0.0,-0.0,0.0,0.0,0.0,510.9595995499999,0.0,501.1704004500001,510.9595995499999
RegionA,38,460.872,950.0,157.5,0.0,733.18,0.0,0.5905,460.872,0.0,0.0,0.0,-0.0,0.0,0.0,-0.0,0.0,0.0,0.0,489.128,0.0,460.872,489.128
RegionA,39,446.79600045,877.65,157.5,0.0,733.3,0.0,0.5955,446.79600045,0.0,0.0,0.0,-0.0,0.0,0.0,-0.0,0.0,0.0,0.0,430.85399954999997,0.0,446.79600045,430.85399954999997
RegionA,40,404.24669955,800.0,157.5,0.0,733.4,0.0,0.6035,404.24669955,0.0,0.0,0.0,-0.0,0.0,0.0,-0.0,0.0,0.0,0.0,395.75330045,0.0,404.24669955,395.75330045
RegionA,41,392.13630045,722.35,157.5,0.0,1063.56,0.0,0.6138,392.13630045,0.0,0.0,0.0,-0.0,0.0,0.0,-0.0,0.0,0.0,0.0,330.21369955,0.0,392.13630045,330.21369955
RegionA,42,335.70270045,650.0,157.5,0.0,1063.67,0.0,0.6258,335.70270045,0.0,0.0,0.0,-0.0,0.0,0.0,-0.0,0.0,0.0,0.0,314.29729955,0.0,335.70270045,314.29729955
RegionA,43,338.68080000000003,587.87,157.5,0.0,1063.75,0.0,0.6386,338.68080000000003,0.0,0.0,0.0,-0.0,0.0,0.0,-0.0,0.0,0.0,0.0,249.18919999999997,0.0,338.68080000000003,249.18919999999997
RegionA,44,406.7019,540.19,157.5,0.0,1063.82,0.0,0.6514,406.7019,0.0,0.0,0.0,-0.0,0.0,0.0,-0.0,0.0,0.0,0.0,133.48810000000003,0.0,406.7019,133.48810000000003
RegionA,45,355.27590045,510.22,157.5,0.0,1063.86,0.0,0.6633,355.27590045,0.0,0.0,0.0,-0.0,0.0,0.0,-0.0,0.0,0.0,0.0,154.94409955000003,0.0,355.27590045,154.94409955000003
RegionA,46,431.85239955000014,500.0,157.5,0.0,660.34,0.0,0.6735,431.85239955000014,0.0,0.0,0.0,-0.0,0.0,0.0,-0.0,0.0,0.0,0.0,68.14760044999986,0.0,431.85239955000014,68.14760044999986
RegionA,47,458.83439999999996,510.22,157.5,0.0,660.33,0.0,0.6812,458.83439999999996,0.0,0.0,0.0,-0.0,0.0,0.0,-0.0,0.0,0.0,0.0,51.38560000000007,0.0,458.83439999999996,51.38560000000007
RegionA,48,475.90200045,540.19,157.5,0.0,476.9,0.0,0.686,475.90200045,0.0,0.0,0.0,-0.0,0.0,0.0,-0.0,0.0,0.0,0.0,64.28799955000005,0.0,475.90200045,64.28799955000005
RegionA,49,529.59690045,587.87,157.5,0.0,476.88,0.0,0.6876,529.59690045,0.0,0.0,0.0,-0.0,0.0,0.0,-0.0,0.0,0.0,0.0,58.27309954999998,0.0,529.59690045,58.27309954999998
RegionA,50,543.456,650.0,157.5,0.0,476.85,0.0,0.6857,543.456,0.0,0.0,0.0,-0.0,0.0,0.0,-0.0,0.0,0.0,0.0,106.54399999999998,0.0,543.456,106.54399999999998
RegionA,51,527.0886,722.35,157.5,0.0,476.81,0.0,0.6805,527.0886,0.0,0.0,0.0,-0.0,0.0,0.0,-0.0,0.0,0.0,0.0,195.26139999999998,0.0,527.0886,195.26139999999998
RegionA,52,528.32700045,800.0,157.5,0.0,476.76,0.0,0.6724,528.32700045,0.0,0.0,0.0,-0.0,0.0,0.0,-0.0,0.0,0.0,0.0,271.67299955,0.0,528.32700045,271.67299955
RegionA,53,525.618,877.65,157.5,0.0,476.7,0.0,0.6618,525.618,0.0,0.0,0.0,-0.0,0.0,0.0,-0.0,0.0,0.0,0.0,352.0319999999999,0.0,525.618,352.0319999999999
RegionA,54,525.74399955,950.0,157.5,0.0,476.63,0.0,0.6496,525.74399955,0.0,0.0,0.0,-0.0,0.0,0.0,-0.0,0.0,0.0,0.0,424.25600045,0.0,525.74399955,424.25600045
RegionA,55,544.4712004500001,1012.13,157.5,0.0,733.16,0.0,0.6364,544.4712004500001,0.0,0.0,0.0,-0.0,0.0,0.0,-0.0,0.0,0.0,0.0,467.6587995499999,0.0,544.4712004500001,467.6587995499999
RegionA,56,554.1552,1059.81,157.5,0.0,733.03,0.0,0.6233,554.1552,0.0,0.0,0.0,-0.0,0.0,0.0,-0.0,0.0,0.0,0.0,505.6547999999999,0.0,554.1552,505.6547999999999
RegionA,57,546.0822000000001,1089.78,157.5,0.0,732.89,0.0,0.6109,546.0822000000001,0.0,0.0,0.0,-0.0,0.0,0.0,-0.0,0.0,0.0,0.0,543.6977999999999,0.0,546.0822000000001,543.6977999999999
RegionA,58,554.8644,1100.0,157.5,0.0,732.74,0.0,0.6003,554.8644,0.0,0.0,0.0,-0.0,0.0,0.0,-0.0,0.0,0.0,0.0,545.1356,0.0,554.8644,545.1356
RegionA,59,486.94500045,1089.78,157.5,0.0,732.57,0.0,0.592,486.94500045,0.0,0.0,0.0,-0.0,0.0,0.0,-0.0,0.0,0.0,0.0,602.83499955,0.0,486.94500045,602.83499955
RegionA,60,469.70549955,1059.81,157.5,0.0,732.39,0.0,0.5866,469.70549955,0.0,0.0,0.0,-0.0,0.0,0.0,-0.0,0.0,0.0,0.0,590.1045004499999,0.0,469.70549955,590.1045004499999
RegionA,61,483.63480045,1012.13,157.5,0.0,732.19,0.0,0.5845,483.63480045,0.0,0.0,0.0,-0.0,0.0,0.0,-0.0,0.0,0.0,0.0,528.49519955,0.0,483.63480045,528.49519955
RegionA,62,421.83135000000004,950.0,157.5,0.0,731.99,0.0,0.5857,421.83135000000004,0.0,0.0,0.0,-0.0,0.0,0.0,-0.0,0.0,0.0,0.0,528.16865,0.0,421.83135000000004,528.16865
RegionA,63,419.5444504500001,877.65,157.5,0.0,731.77,0.0,0.5902,419.5444504500001,0.0,0.0,0.0,-0.0,0.0,0.0,-0.0,0.0,0.0,0.0,458.10554954999986,0.0,419.5444504500001,458.10554954999986
RegionA,64,338.0760000000001,800.0,157.5,0.0,731.55,0.0,0.5976,338.0760000000001,0.0,0.0,0.0,-0.0,0.0,0.0,-0.0,0.0,0.0,0.0,461.9239999999999,0.0,338.0760000000001,461.9239999999999
RegionA,65,341.2620004500001,722.35,157.5,0.0,1060.4,0.0,0.6073,341.2620004500001,0.0,0.0,0.0,-0.0,0.0,0.0,-0.0,0.0,0.0,0.0,381.08799954999995,0.0,341.2620004500001,381.08799954999995
RegionA,66,340.7948995500001,650.0,157.5,0.0,1060.05,0.0,0.6188,340.7948995500001,0.0,0.0,0.0,-0.0,0.0,0.0,-0.0,0.0,0.0,0.0,309.2051004499999,0.0,340.7948995500001,309.2051004499999
RegionA,67,280.67850000000004,587.87,157.5,0.0,1059.68,0.0,0.631,280.67850000000004,0.0,0.0,0.0,-0.0,0.0,0.0,-0.0,0.0,0.0,0.0,307.19149999999996,0.0,280.67850000000004,307.19149999999996
RegionA,68,383.76000045,540.19,157.5,0.0,1059.29,0.0,0.6433,383.76000045,0.0,0.0,0.0,-0.0,0.0,0.0,-0.0,0.0,0.0,0.0,156.42999955000005,0.0,383.76000045,156.42999955000005
RegionA,69,387.1844999999999,510.22,157.5,0.0,1058.9,0.0,0.6547,387.1844999999999,0.0,0.0,0.0,-0.0,0.0,0.0,-0.0,0.0,0.0,0.0,123.03550000000013,0.0,387.1844999999999,123.03550000000013
RegionA,70,390.8186995500002,500.0,157.5,0.0,656.99,0.0,0.6644,390.8186995500002,0.0,0.0,0.0,-0.0,0.0,0.0,-0.0,0.0,0.0,0.0,109.18130044999981,0.0,390.8186995500002,109.18130044999981
RegionA,71,485.26020045,510.22,157.5,0.0,656.73,0.0,0.6716,485.26020045,0.0,0.0,0.0,-0.0,0.0,0.0,-0.0,0.0,0.0,0.0,24.959799550000014,0.0,485.26020045,24.959799550000014
RegionA,72,480.1032004500002,540.19,157.5,0.0,474.12,0.0,0.676,480.1032004500002,0.0,0.0,0.0,-0.0,0.0,0.0,-0.0,0.0,0.0,0.0,60.08679954999985,0.0,480.1032004500002,60.08679954999985
RegionA,73,549.6246,587.87,157.5,0.0,473.92,0.0,0.677,549.6246,0.0,0.0,0.0,-0.0,0.0,0.0,-0.0,0.0,0.0,0.0,38.24540000000002,0.0,549.6246,38.24540000000002
RegionA,74,563.7654004500001,650.0,157.5,0.0,473.72,0.0,0.6747,563.7654004500001,0.0,0.0,0.0,-0.0,0.0,0.0,-0.0,0.0,0.0,0.0,86.23459954999987,0.0,563.7654004500001,86.23459954999987
RegionA,75,543.5145000000001,722.35,157.5,0.0,473.51,0.0,0.6691,543.5145000000001,0.0,0.0,0.0,-0.0,0.0,0.0,-0.0,0.0,0.0,0.0,178.8354999999999,0.0,543.5145000000001,178.8354999999999
RegionA,76,551.8710000000001,800.0,157.5,0.0,473.31,0.0,0.6606,551.8710000000001,0.0,0.0,0.0,-0.0,0.0,0.0,-0.0,0.0,0.0,0.0,248.1289999999999,0.0,551.8710000000001,248.1289999999999
RegionA,77,549.3978,877.65,157.5,0.0,473.1,0.0,0.6496,549.3978,0.0,0.0,0.0,-0.0,0.0,0.0,-0.0,0.0,0.0,0.0,328.2522,0.0,549.3978,328.2522
RegionA,78,543.3390004500001,950.0,157.5,0.0,472.88,0.0,0.637,543.3390004500001,0.0,0.0,0.0,-0.0,0.0,0.0,-0.0,0.0,0.0,0.0,406.66099954999993,0.0,543.3390004500001,406.66099954999993
RegionA,79,545.71859955,1012.13,157.5,0.0,727.18,0.0,0.6235,545.71859955,0.0,0.0,0.0,-0.0,0.0,0.0,-0.0,0.0,0.0,0.0,466.41140045,0.0,545.71859955,466.41140045
RegionA,80,553.7412004500002,1059.81,157.5,0.0,726.85,0.0,0.6099,553.7412004500002,0.0,0.0,0.0,-0.0,0.0,0.0,-0.0,0.0,0.0,0.0,506.06879954999977,0.0,553.7412004500002,506.06879954999977
RegionA,81,563.1335995500001,1089.78,157.5,0.0,726.51,0.0,0.5973,563.1335995500001,0.0,0.0,0.0,-0.0,0.0,0.0,-0.0,0.0,0.0,0.0,526.6464004499999,0.0,563.1335995500001,526.6464004499999
RegionA,82,558.6570000000002,1100.0,157.5,0.0,726.18,0.0,0.5863,558.6570000000002,0.0,0.0,0.0,-0.0,0.0,0.0,-0.0,0.0,0.0,0.0,541.3429999999998,0.0,558.6570000000002,541.3429999999998
RegionA,83,538.4268,1089.78,157.5,0.0,725.84,0.0,0.5777,538.4268,0.0,0.0,0.0,-0.0,0.0,0.0,-0.0,0.0,0.0,0.0,551.3532,0.0,538.4268,551.3532
RegionA,84,508.15619955000005,1059.81,157.5,0.0,725.5,0.0,0.5721,508.15619955000005,0.0,0.0,0.0,-0.0,0.0,0.0,-0.0,0.0,0.0,0.0,551.6538004499998,0.0,508.15619955000005,551.6538004499998
RegionA,85,459.81720045,1012.13,157.5,0.0,725.16,0.0,0.5697,459.81720045,0.0,0.0,0.0,-0.0,0.0,0.0,-0.0,0.0,0.0,0.0,552.31279955,0.0,459.81720045,552.31279955
RegionA,86,407.8215,950.0,157.5,0.0,724.82,0.0,0.5707,407.8215,0.0,0.0,0.0,-0.0,0.0,0.0,-0.0,0.0,0.0,0.0,542.1785,0.0,407.8215,542.1785
RegionA,87,392.77440000000007,877.65,157.5,0.0,724.48,0.0,0.575,392.77440000000007,0.0,0.0,0.0,-0.0,0.0,0.0,-0.0,0.0,0.0,0.0,484.8755999999999,0.0,392.77440000000007,484.8755999999999
RegionA,88,355.57649954999994,800.0,157.5,0.0,724.14,0.0,0.5822,355.57649954999994,0.0,0.0,0.0,-0.0,0.0,0.0,-0.0,0.0,0.0,0.0,444.42350045000006,0.0,355.57649954999994,444.42350045000006
RegionA,89,318.2013004500001,722.35,157.5,0.0,1049.53,0.0,0.5917,318.2013004500001,0.0,0.0,0.0,-0.0,0.0,0.0,-0.0,0.0,0.0,0.0,404.14869954999995,0.0,318.2013004500001,404.14869954999995
RegionA,90,344.84849955000004,650.0,157.5,0.0,1049.05,0.0,0.603,344.84849955000004,0.0,0.0,0.0,-0.0,0.0,0.0,-0.0,0.0,0.0,0.0,305.15150044999996,0.0,344.84849955000004,305.15150044999996
RegionA,91,345.75750045,587.87,157.5,0.0,1048.57,0.0,0.6152,345.75750045,0.0,0.0,0.0,-0.0,0.0,0.0,-0.0,0.0,0.0,0.0,242.11249955,0.0,345.75750045,242.11249955
RegionA,92,399.02489999999995,540.19,157.5,0.0,1048.1,0.0,0.6274,399.02489999999995,0.0,0.0,0.0,-0.0,0.0,0.0,-0.0,0.0,0.0,0.0,141.1651000000001,0.0,399.02489999999995,141.1651000000001
RegionA,93,418.4235000000001,510.22,157.5,0.0,1047.64,0.0,0.6387,418.4235000000001,0.0,0.0,0.0,-0.0,0.0,0.0,-0.0,0.0,0.0,0.0,91.79649999999992,0.0,418.4235000000001,91.79649999999992
RegionA,94,416.5951500000001,500.0,157.5,0.0,649.97,0.0,0.6483,416.5951500000001,0.0,0.0,0.0,-0.0,0.0,0.0,-0.0,0.0,0.0,0.0,83.4048499999999,0.0,416.5951500000001,83.4048499999999
RegionA,95,464.45985045000003,510.22,157.5,0.0,649.7,0.0,0.6555,464.45985045000003,0.0,0.0,0.0,-0.0,0.0,0.0,-0.0,0.0,0.0,0.0,45.760149549999994,0.0,464.45985045000003,45.760149549999994
RegionA,96,466.0011004500001,540.19,157.5,0.0,469.03,0.0,0.6598,466.0011004500001,0.0,0.0,0.0,-0.0,0.0,0.0,-0.0,0.0,0.0,0.0,74.18889954999997,0.0,466.0011004500001,74.18889954999997
RegionA,97,550.36259955,587.87,157.5,0.0,468.83,0.0,0.6609,550.36259955,0.0,0.0,0.0,-0.0,0.0,0.0,-0.0,0.0,0.0,0.0,37.50740044999998,0.0,550.36259955,37.50740044999998
RegionA,98,530.19764955,650.0,157.5,0.0,468.65,0.0,0.6586,530.19764955,0.0,0.0,0.0,-0.0,0.0,0.0,-0.0,0.0,0.0,0.0,119.80235044999995,0.0,530.19764955,119.80235044999995
RegionA,99,553.9194,722.35,157.5,0.0,468.46,0.0,0.6531,553.9194,0.0,0.0,0.0,-0.0,0.0,0.0,-0.0,0.0,0.0,0.0,168.43060000000003,0.0,553.9194,168.43060000000003
RegionA,100,553.61024955,800.0,157.5,0.0,468.28,0.0,0.6446,553.61024955,0.0,0.0,0.0,-0.0,0.0,0.0,-0.0,0.0,0.0,0.0,246.38975044999995,0.0,553.61024955,246.38975044999995
RegionA,101,554.5349995500001,877.65,157.5,0.0,468.11,0.0,0.6338,554.5349995500001,0.0,0.0,0.0,-0.0,0.0,0.0,-0.0,0.0,0.0,0.0,323.1150004499999,0.0,554.5349995500001,323.1150004499999
RegionA,102,554.5800004500001,950.0,157.5,0.0,467.95,0.0,0.6212,554.5800004500001,0.0,0.0,0.0,-0.0,0.0,0.0,-0.0,0.0,0.0,0.0,395.41999954999994,0.0,554.5800004500001,395.41999954999994
RegionA,103,550.7981995499999,1012.13,157.5,0.0,719.67,0.0,0.6079,550.7981995499999,0.0,0.0,0.0,-0.0,0.0,0.0,-0.0,0.0,0.0,0.0,461.33180045000006,0.0,550.7981995499999,461.33180045000006
RegionA,104,549.729,1059.81,157.5,0.0,719.43,0.0,0.5945,549.729,0.0,0.0,0.0,-0.0,0.0,0.0,-0.0,0.0,0.0,0.0,510.0809999999999,0.0,549.729,510.0809999999999
RegionA,105,546.7247995500002,1089.78,157.5,0.0,719.2,0.0,0.582,546.7247995500002,0.0,0.0,0.0,-0.0,0.0,0.0,-0.0,0.0,0.0,0.0,543.0552004499998,0.0,546.7247995500002,543.0552004499998
RegionA,106,543.44699955,1100.0,157.5,0.0,718.99,0.0,0.5713,543.44699955,0.0,0.0,0.0,-0.0,0.0,0.0,-0.0,0.0,0.0,0.0,556.55300045,0.0,543.44699955,556.55300045
RegionA,107,528.4431004500001,1089.78,157.5,0.0,718.78,0.0,0.5629,528.4431004500001,0.0,0.0,0.0,-0.0,0.0,0.0,-0.0,0.0,0.0,0.0,561.3368995499999,0.0,528.4431004500001,561.3368995499999
RegionA,108,475.2288000000001,1059.81,157.5,0.0,718.59,0.0,0.5575,475.2288000000001,0.0,0.0,0.0,-0.0,0.0,0.0,-0.0,0.0,0.0,0.0,584.5811999999999,0.0,475.2288000000001,584.5811999999999
RegionA,109,465.88995045,1012.13,157.5,0.0,718.4,0.0,0.5554,465.88995045,0.0,0.0,0.0,-0.0,0.0,0.0,-0.0,0.0,0.0,0.0,546.24004955,0.0,465.88995045,546.24004955
RegionA,110,407.5920000000001,950.0,157.5,0.0,718.23,0.0,0.5567,407.5920000000001,0.0,0.0,0.0,-0.0,0.0,0.0,-0.0,0.0,0.0,0.0,542.4079999999999,0.0,407.5920000000001,542.4079999999999
RegionA,111,391.15169955000005,877.65,157.5,0.0,718.08,0.0,0.5613,391.15169955000005,0.0,0.0,0.0,-0.0,0.0,0.0,-0.0,0.0,0.0,0.0,486.49830044999993,0.0,391.15169955000005,486.49830044999993
RegionA,112,320.59575044999997,800.0,157.5,0.0,717.93,0.0,0.5688,320.59575044999997,0.0,0.0,0.0,-0.0,0.0,0.0,-0.0,0.0,0.0,0.0,479.40424955000003,0.0,320.59575044999997,479.40424955000003
RegionA,113,311.32349955,722.35,157.5,0.0,1040.81,0.0,0.5788,311.32349955,0.0,0.0,0.0,-0.0,0.0,0.0,-0.0,0.0,0.0,0.0,411.02650045,0.0,311.32349955,411.02650045
RegionA,114,317.34449955,650.0,157.5,0.0,1040.64,0.0,0.5904,317.34449955,0.0,0.0,0.0,-0.0,0.0,0.0,-0.0,0.0,0.0,0.0,332.65550045,0.0,317.34449955,332.65550045
RegionA,115,344.84850000000006,587.87,157.5,0.0,1040.48,0.0,0.603,344.84850000000006,0.0,0.0,0.0,-0.0,0.0,0.0,-0.0,0.0,0.0,0.0,243.02149999999995,0.0,344.84850000000006,243.02149999999995
RegionA,116,293.31360045,540.19,157.5,0.0,1040.35,0.0,0.6155,293.31360045,0.0,0.0,0.0,-0.0,0.0,0.0,-0.0,0.0,0.0,0.0,246.87639955000003,0.0,293.31360045,246.87639955000003
RegionA,117,350.8110000000001,510.22,157.5,0.0,1040.24,0.0,0.6272,350.8110000000001,0.0,0.0,0.0,-0.0,0.0,0.0,-0.0,0.0,0.0,0.0,159.40899999999993,0.0,350.8110000000001,159.40899999999993
RegionA,118,438.732,500.0,157.5,0.0,645.61,0.0,0.6373,438.732,0.0,0.0,0.0,-0.0,0.0,0.0,-0.0,0.0,0.0,0.0,61.26799999999997,0.0,438.732,61.26799999999997
