CandidateID,carbon_level,inherited_from_level,origin,storage_policy,schedule_sha256,storage_trajectory_sha256,cost_CNY,carbon_tCO2,renewable_utilization,peak_net_grid_purchase_MW,net_grid_ramp_MW,grid_purchase_ramp_MW,grid_sell_ramp_MW,network_latency_ms,service_quality,mean_wait_h,realtime_sla_rate,on_time_rate,hard_constraints_satisfied,carbon_target_tCO2,feasible_for_current_target,selected,reject_reason,joint_score
9fb3ff568b0b49d74bc9587bfa59f2498cb7e57002cba5f3f3549d2ef257f1aa,0.1,0.0,inherited_looser_level,balanced,f47997c8ca9bba460384a6dbd96215400188a75c058c84b92651d176d0fca7de,6c185c2d9fb7481a5bd6ec2b245988d647057977a5da7e6228812990a2389a66,-408554274.83200914,6597.841341368284,0.8493369711610099,102.32153045000214,132484.14478721732,10991.888128245286,121492.25665897202,17.474293282972564,0.006446873543667487,10.14394,1.0,1.0,True,6687.294766127545,True,False,higher_joint_score,957.9057597895793
7d59bc2466ecc4a2349ae6c66a0a1e6999020e102bcd3f74c52ca2550e5f9594,0.1,0.0,inherited_looser_level,renewable_max,f47997c8ca9bba460384a6dbd96215400188a75c058c84b92651d176d0fca7de,d91b18f9058807739742faa7bd0cd09794831ac35a30f413630ee915d5f8a158,-408763987.9900742,6611.701670368284,0.8493369711610099,187.59113998999712,127405.28465522971,11722.197914445287,115683.08674078443,17.474293282972564,0.006446873543667487,10.14394,1.0,1.0,True,6687.294766127545,True,False,higher_joint_score,972.0343577009947
8fab31b7b97a526e8d327e332d45db19afcb51b60066142484091a595fc6ea80,0.2,,normal_joint_baseline,cost_min,15a813da95bb928ebcad749613c5244fae1f40eb0831119be5fd9bf87ecb0e15,899f4925a928f8b58c3b561afb2cbd8b9f5623903438af761c619cb0c560722a,-407364733.8759143,7450.109168722535,0.8488487334362728,281.1783099899971,136006.26486065675,13117.694221413221,122888.57063924355,16.998674454065213,0.007548541025855424,8.28708,1.0,1.0,True,5944.262014335596,False,False,carbon_target_exceeded,
bd89715e77a13ea47c70b832b2d24168a7f74b3b4d87d9ede18b3f98bd7918de,0.2,,normal_joint_baseline,balanced,15a813da95bb928ebcad749613c5244fae1f40eb0831119be5fd9bf87ecb0e15,e3a4810eee6259b56202237db81cd2eed53325943daac04c068ebbdb73f3aeb4,-406911354.4463504,7409.303300719493,0.8488491407079736,112.30268953999814,134815.69331425324,11946.707823759876,122868.98549049335,16.998674454065213,0.007548541025855424,8.28708,1.0,1.0,True,5944.262014335596,False,False,carbon_target_exceeded,
6c1afa3c6d2bfd204cc3a9c2662efe1afd7991a8d07c6056a7853edbd65d8229,0.2,,normal_joint_baseline,renewable_max,15a813da95bb928ebcad749613c5244fae1f40eb0831119be5fd9bf87ecb0e15,c85a891ee3559ff808c08933a7175ecf26a0fa64bffdf837190e140b5273c8b2,-407255436.2878555,7430.327517919494,0.8488491407079736,240.7119399899979,129646.04853111549,13009.409053899879,116636.63947721562,16.998674454065213,0.007548541025855424,8.28708,1.0,1.0,True,5944.262014335596,False,False,carbon_target_exceeded,
cfd1a5639d3bfcc0f8d9ea3fe6821b5b754df86581a8cb3ccb14dfb5f1b5a1b4,0.2,0.2,current_alternating_search,cost_min,49d43522b56a89e20309437b24f430d09967f275d5b07329dd4acfbfe45825fe,098b784cb845cbaa6811006f45bbecdeff5f05968336fc2901b35d8afdc9ceaf,-409119870.90839434,6551.3853288432265,0.8493565245114558,267.8189066566666,133710.58948738035,11502.519849933295,122208.06963744706,17.466172696264632,0.006373946309776874,10.08878,1.0,1.0,True,5944.262014335596,False,False,carbon_target_exceeded,
5c7d04ae2d69352ed4caaa01bde4985a6ce22bec159d2e3bc61c93c9e92f4555,0.2,0.2,current_alternating_search,balanced,49d43522b56a89e20309437b24f430d09967f275d5b07329dd4acfbfe45825fe,91aa1b24c336492a4632c99b70744cda11b2a01a175a72bec5136b52c0f7be62,-408834244.88329506,6520.108205776,0.8493597368887943,112.12723998999878,132707.33893919986,10631.883758319897,122075.45518087997,17.466172696264632,0.006373946309776874,10.08878,1.0,1.0,True,5944.262014335596,False,False,carbon_target_exceeded,
0a292098b09b9a34c148167c167be569ffb8c5ac3ae8ad86b7e7e0a39bf4a411,0.2,0.2,current_alternating_search,renewable_max,49d43522b56a89e20309437b24f430d09967f275d5b07329dd4acfbfe45825fe,5cbcad8be3f2e74479e5c83050e7732d4e158d2e63a04b239d6f548487650b04,-409014290.07149416,6533.148823976001,0.8493597368887942,240.7119399899979,127074.67685930568,11386.015110039953,115688.66174926572,17.466172696264632,0.006373946309776874,10.08878,1.0,1.0,True,5944.262014335596,False,False,carbon_target_exceeded,
8b6adc9dd35ad24ac0b13428b9e9e38b01ec9daa1d6ea649a39787314590e33f,0.2,0.0,inherited_looser_level,cost_min,f47997c8ca9bba460384a6dbd96215400188a75c058c84b92651d176d0fca7de,6df9323ab979a792eef236b826b6769ca8eb2a1f3706a43a8bbcbdae5595ea77,-408868098.695304,6643.165545325169,0.8493357819305528,228.4903429066631,133174.63690198964,11848.989421180178,121325.64748080946,17.474293282972564,0.006446873543667487,10.14394,1.0,1.0,True,5944.262014335596,False,False,carbon_target_exceeded,
9fb3ff568b0b49d74bc9587bfa59f2498cb7e57002cba5f3f3549d2ef257f1aa,0.2,0.0,inherited_looser_level,balanced,f47997c8ca9bba460384a6dbd96215400188a75c058c84b92651d176d0fca7de,6c185c2d9fb7481a5bd6ec2b245988d647057977a5da7e6228812990a2389a66,-408554274.83200914,6597.841341368284,0.8493369711610099,102.32153045000214,132484.14478721732,10991.888128245286,121492.25665897202,17.474293282972564,0.006446873543667487,10.14394,1.0,1.0,True,5944.262014335596,False,False,carbon_target_exceeded,
7d59bc2466ecc4a2349ae6c66a0a1e6999020e102bcd3f74c52ca2550e5f9594,0.2,0.0,inherited_looser_level,renewable_max,f47997c8ca9bba460384a6dbd96215400188a75c058c84b92651d176d0fca7de,d91b18f9058807739742faa7bd0cd09794831ac35a30f413630ee915d5f8a158,-408763987.9900742,6611.701670368284,0.8493369711610099,187.59113998999712,127405.28465522971,11722.197914445287,115683.08674078443,17.474293282972564,0.006446873543667487,10.14394,1.0,1.0,True,5944.262014335596,False,False,carbon_target_exceeded,
6237bc2228baac6c0ccce130f89ba7eb20e60315cb4473b404190c2a3dae45a6,0.2,0.1,inherited_looser_level,cost_min,959b54f601047846ef06aa652275035fd62daf5bfd748b13ccdc698bb605a5a1,1356aa959493cde5e6806a089914fbc2d8eeae889407be15ee5c05135adc33c9,-409272417.90804964,6518.634836038423,0.8494193662584503,259.55700998999635,133633.85975260014,11419.118645113307,122214.74110748683,17.525687858760797,0.006430218468792148,10.21338,1.0,1.0,True,5944.262014335596,False,False,carbon_target_exceeded,
5c7d246ccd4b3f11f07011a832148fdb67059dad25bed86d8da97ba65727defa,0.2,0.1,inherited_looser_level,balanced,959b54f601047846ef06aa652275035fd62daf5bfd748b13ccdc698bb605a5a1,1ce97335c8c7632e21e6c69fb59df314c96ade6175192e445a196e5926876c4f,-408952823.37762713,6489.852368807048,0.8494202906903685,106.9032804499998,132850.2914720627,10624.12091233995,122226.17055972276,17.525687858760797,0.006430218468792148,10.21338,1.0,1.0,True,5944.262014335596,False,False,carbon_target_exceeded,
3ef04eed028e2908ac72eef2ae6f42bbe41679236af625828c2e973f638d2033,0.2,0.1,inherited_looser_level,renewable_max,959b54f601047846ef06aa652275035fd62daf5bfd748b13ccdc698bb605a5a1,674cae5535387a9f983202ad0cef008ea0e3b4e584fca04cdfbbab33b4dcfde7,-409161008.06753063,6503.790169164764,0.8494203188487172,230.27913998999713,127267.6008000334,11327.041977599976,115940.5588224334,17.525687858760797,0.006430218468792148,10.21338,1.0,1.0,True,5944.262014335596,False,False,carbon_target_exceeded,
8fab31b7b97a526e8d327e332d45db19afcb51b60066142484091a595fc6ea80,0.3,,normal_joint_baseline,cost_min,15a813da95bb928ebcad749613c5244fae1f40eb0831119be5fd9bf87ecb0e15,899f4925a928f8b58c3b561afb2cbd8b9f5623903438af761c619cb0c560722a,-407364733.8759143,7450.109168722535,0.8488487334362728,281.1783099899971,136006.26486065675,13117.694221413221,122888.57063924355,16.998674454065213,0.007548541025855424,8.28708,1.0,1.0,True,5201.229262543646,False,False,carbon_target_exceeded,
bd89715e77a13ea47c70b832b2d24168a7f74b3b4d87d9ede18b3f98bd7918de,0.3,,normal_joint_baseline,balanced,15a813da95bb928ebcad749613c5244fae1f40eb0831119be5fd9bf87ecb0e15,e3a4810eee6259b56202237db81cd2eed53325943daac04c068ebbdb73f3aeb4,-406911354.4463504,7409.303300719493,0.8488491407079736,112.30268953999814,134815.69331425324,11946.707823759876,122868.98549049335,16.998674454065213,0.007548541025855424,8.28708,1.0,1.0,True,5201.229262543646,False,False,carbon_target_exceeded,
6c1afa3c6d2bfd204cc3a9c2662efe1afd7991a8d07c6056a7853edbd65d8229,0.3,,normal_joint_baseline,renewable_max,15a813da95bb928ebcad749613c5244fae1f40eb0831119be5fd9bf87ecb0e15,c85a891ee3559ff808c08933a7175ecf26a0fa64bffdf837190e140b5273c8b2,-407255436.2878555,7430.327517919494,0.8488491407079736,240.7119399899979,129646.04853111549,13009.409053899879,116636.63947721562,16.998674454065213,0.007548541025855424,8.28708,1.0,1.0,True,5201.229262543646,False,False,carbon_target_exceeded,
76287839b7aa5dca25e47da1a455b02230af8d11bd896387a5c76af903f5b704,0.3,0.3,current_alternating_search,cost_min,bfd85388f88aec2855aabf63e29b2bfc26e38c4a4633fe4d3ea9c38172782837,72c9c4e7144b3c10377a22f2fb74caa7c42a4cfce3d9a522b2b20f65ca86a66d,-408806808.1001564,6800.7706160584075,0.8493120633739122,282.4128933233305,134423.81761287458,12156.242005440274,122267.5756074343,17.534081384106077,0.006441139676816843,10.0675,1.0,1.0,True,5201.229262543646,False,False,carbon_target_exceeded,
7b03c34c06fbdeb902a17f2a1a038cc0a5655bd1a923d1becfe63962e97965ee,0.3,0.3,current_alternating_search,balanced,bfd85388f88aec2855aabf63e29b2bfc26e38c4a4633fe4d3ea9c38172782837,8370ef0f3731743a24c6dfa3dff6aa690d092c3025a43ee24d64ef0ced7aa161,-408432279.5101832,6751.80311757186,0.8493133222259772,112.30268953999814,133043.79724813864,11041.194826619952,122002.60242151868,17.534081384106077,0.006441139676816843,10.0675,1.0,1.0,True,5201.229262543646,False,False,carbon_target_exceeded,
7610580d6de4d0cc20db555a9d6616a604d2b267a1dc7445db2e153d22ed2bb6,0.3,0.3,current_alternating_search,renewable_max,bfd85388f88aec2855aabf63e29b2bfc26e38c4a4633fe4d3ea9c38172782837,296fe88e05a586e207fbf9c826ade43130825633c5033b300a53e55f3b5166d3,-408698529.7303057,6768.9552387718595,0.8493133222259772,240.7119399899979,127650.91168390785,11962.628983919994,115688.28269998785,17.534081384106077,0.006441139676816843,10.0675,1.0,1.0,True,5201.229262543646,False,False,carbon_target_exceeded,
8b6adc9dd35ad24ac0b13428b9e9e38b01ec9daa1d6ea649a39787314590e33f,0.3,0.0,inherited_looser_level,cost_min,f47997c8ca9bba460384a6dbd96215400188a75c058c84b92651d176d0fca7de,6df9323ab979a792eef236b826b6769ca8eb2a1f3706a43a8bbcbdae5595ea77,-408868098.695304,6643.165545325169,0.8493357819305528,228.4903429066631,133174.63690198964,11848.989421180178,121325.64748080946,17.474293282972564,0.006446873543667487,10.14394,1.0,1.0,True,5201.229262543646,False,False,carbon_target_exceeded,
9fb3ff568b0b49d74bc9587bfa59f2498cb7e57002cba5f3f3549d2ef257f1aa,0.3,0.0,inherited_looser_level,balanced,f47997c8ca9bba460384a6dbd96215400188a75c058c84b92651d176d0fca7de,6c185c2d9fb7481a5bd6ec2b245988d647057977a5da7e6228812990a2389a66,-408554274.83200914,6597.841341368284,0.8493369711610099,102.32153045000214,132484.14478721732,10991.888128245286,121492.25665897202,17.474293282972564,0.006446873543667487,10.14394,1.0,1.0,True,5201.229262543646,False,False,carbon_target_exceeded,
7d59bc2466ecc4a2349ae6c66a0a1e6999020e102bcd3f74c52ca2550e5f9594,0.3,0.0,inherited_looser_level,renewable_max,f47997c8ca9bba460384a6dbd96215400188a75c058c84b92651d176d0fca7de,d91b18f9058807739742faa7bd0cd09794831ac35a30f413630ee915d5f8a158,-408763987.9900742,6611.701670368284,0.8493369711610099,187.59113998999712,127405.28465522971,11722.197914445287,115683.08674078443,17.474293282972564,0.006446873543667487,10.14394,1.0,1.0,True,5201.229262543646,False,False,carbon_target_exceeded,
6237bc2228baac6c0ccce130f89ba7eb20e60315cb4473b404190c2a3dae45a6,0.3,0.1,inherited_looser_level,cost_min,959b54f601047846ef06aa652275035fd62daf5bfd748b13ccdc698bb605a5a1,1356aa959493cde5e6806a089914fbc2d8eeae889407be15ee5c05135adc33c9,-409272417.90804964,6518.634836038423,0.8494193662584503,259.55700998999635,133633.85975260014,11419.118645113307,122214.74110748683,17.525687858760797,0.006430218468792148,10.21338,1.0,1.0,True,5201.229262543646,False,False,carbon_target_exceeded,
5c7d246ccd4b3f11f07011a832148fdb67059dad25bed86d8da97ba65727defa,0.3,0.1,inherited_looser_level,balanced,959b54f601047846ef06aa652275035fd62daf5bfd748b13ccdc698bb605a5a1,1ce97335c8c7632e21e6c69fb59df314c96ade6175192e445a196e5926876c4f,-408952823.37762713,6489.852368807048,0.8494202906903685,106.9032804499998,132850.2914720627,10624.12091233995,122226.17055972276,17.525687858760797,0.006430218468792148,10.21338,1.0,1.0,True,5201.229262543646,False,False,carbon_target_exceeded,
3ef04eed028e2908ac72eef2ae6f42bbe41679236af625828c2e973f638d2033,0.3,0.1,inherited_looser_level,renewable_max,959b54f601047846ef06aa652275035fd62daf5bfd748b13ccdc698bb605a5a1,674cae5535387a9f983202ad0cef008ea0e3b4e584fca04cdfbbab33b4dcfde7,-409161008.06753063,6503.790169164764,0.8494203188487172,230.27913998999713,127267.6008000334,11327.041977599976,115940.5588224334,17.525687858760797,0.006430218468792148,10.21338,1.0,1.0,True,5201.229262543646,False,False,carbon_target_exceeded,
cfd1a5639d3bfcc0f8d9ea3fe6821b5b754df86581a8cb3ccb14dfb5f1b5a1b4,0.3,0.2,inherited_looser_level,cost_min,49d43522b56a89e20309437b24f430d09967f275d5b07329dd4acfbfe45825fe,098b784cb845cbaa6811006f45bbecdeff5f05968336fc2901b35d8afdc9ceaf,-409119870.90839434,6551.3853288432265,0.8493565245114558,267.8189066566666,133710.58948738035,11502.519849933295,122208.06963744706,17.466172696264632,0.006373946309776874,10.08878,1.0,1.0,True,5201.229262543646,False,False,carbon_target_exceeded,
5c7d04ae2d69352ed4caaa01bde4985a6ce22bec159d2e3bc61c93c9e92f4555,0.3,0.2,inherited_looser_level,balanced,49d43522b56a89e20309437b24f430d09967f275d5b07329dd4acfbfe45825fe,91aa1b24c336492a4632c99b70744cda11b2a01a175a72bec5136b52c0f7be62,-408834244.88329506,6520.108205776,0.8493597368887943,112.12723998999878,132707.33893919986,10631.883758319897,122075.45518087997,17.466172696264632,0.006373946309776874,10.08878,1.0,1.0,True,5201.229262543646,False,False,carbon_target_exceeded,
0a292098b09b9a34c148167c167be569ffb8c5ac3ae8ad86b7e7e0a39bf4a411,0.3,0.2,inherited_looser_level,renewable_max,49d43522b56a89e20309437b24f430d09967f275d5b07329dd4acfbfe45825fe,5cbcad8be3f2e74479e5c83050e7732d4e158d2e63a04b239d6f548487650b04,-409014290.07149416,6533.148823976001,0.8493597368887942,240.7119399899979,127074.67685930568,11386.015110039953,115688.66174926572,17.466172696264632,0.006373946309776874,10.08878,1.0,1.0,True,5201.229262543646,False,False,carbon_target_exceeded,
