TaskID,TaskType,SourceRegion,ExecutionRegion,ArrivalHour,StartHour,FinishHour,WaitHour,NetworkLatency_ms,GPU_Demand
33418,AITraining,RegionE,RegionE,2378,2378,2381.95,0,5.0,122.0
33839,BatchInference,RegionE,RegionE,2378,2378,2378.55,0,5.0,21.0
36260,AITraining,RegionF,RegionF,2378,2378,2381.483333333333,0,5.0,85.0
37236,BatchInference,RegionE,RegionE,2378,2378,2382.8,0,5.0,21.0
39262,AITraining,RegionE,RegionF,2378,2378,2378.4333333333334,0,18.0,103.0
45584,BatchInference,RegionC,RegionC,2378,2378,2380.6833333333334,0,5.0,21.0
46688,AITraining,RegionE,RegionE,2378,2378,2378.4666666666667,0,5.0,50.0
2763,BatchInference,RegionB,RegionB,2379,2379,2382.75,0,5.0,15.0
7973,AITraining,RegionE,RegionE,2379,2379,2380.116666666667,0,5.0,70.0
9845,AITraining,RegionF,RegionF,2379,2379,2379.9166666666665,0,5.0,102.0
10622,BatchInference,RegionC,RegionC,2379,2379,2384.5666666666666,0,5.0,23.0
11216,BatchInference,RegionA,RegionA,2379,2379,2384.116666666667,0,5.0,20.0
14405,BatchInference,RegionA,RegionA,2379,2379,2381.5833333333335,0,5.0,18.0
14419,AITraining,RegionD,RegionD,2379,2379,2385.4333333333334,0,5.0,104.0
23424,RealTimeInference,RegionA,RegionA,2379,2379,2385.616666666667,0,5.0,5.0
30238,RealTimeInference,RegionD,RegionD,2379,2379,2383.85,0,5.0,6.0
30708,RealTimeInference,RegionB,RegionB,2379,2379,2385.4,0,5.0,1.0
31331,BatchInference,RegionC,RegionC,2379,2379,2380.4166666666665,0,5.0,5.0
31539,AITraining,RegionD,RegionD,2379,2379,2380.2833333333333,0,5.0,103.0
31788,AITraining,RegionD,RegionD,2379,2379,2384.8166666666666,0,5.0,81.0
33741,BatchInference,RegionF,RegionF,2379,2379,2383.3,0,5.0,9.0
37078,BatchInference,RegionD,RegionD,2379,2379,2383.5833333333335,0,5.0,14.0
39010,AITraining,RegionD,RegionD,2379,2379,2379.3333333333335,0,5.0,86.0
6052,AITraining,RegionF,RegionF,2380,2380,2384.95,0,5.0,92.0
11383,BatchInference,RegionC,RegionC,2380,2380,2381.85,0,5.0,22.0
17466,BatchInference,RegionE,RegionE,2380,2380,2383.85,0,5.0,20.0
18713,AITraining,RegionF,RegionE,2380,2380,2381.0833333333335,0,18.0,38.0
20964,AITraining,RegionB,RegionB,2380,2380,2383.5,0,5.0,112.0
24714,RealTimeInference,RegionC,RegionC,2380,2380,2385.4166666666665,0,5.0,5.0
24774,BatchInference,RegionF,RegionF,2380,2380,2381.733333333333,0,5.0,16.0
26584,AITraining,RegionF,RegionE,2380,2380,2381.0666666666666,0,18.0,125.0
28667,RealTimeInference,RegionB,RegionB,2380,2380,2381.2,0,5.0,6.0
29758,RealTimeInference,RegionC,RegionC,2380,2380,2386.15,0,5.0,7.0
30207,AITraining,RegionD,RegionD,2380,2380,2381.55,0,5.0,33.0
36438,AITraining,RegionB,RegionB,2380,2380,2381.2166666666667,0,5.0,30.0
40898,AITraining,RegionA,RegionA,2380,2380,2382.866666666667,0,5.0,122.0
43380,AITraining,RegionD,RegionD,2380,2380,2381.2166666666667,0,5.0,50.0
43668,BatchInference,RegionB,RegionB,2380,2380,2382.8333333333335,0,5.0,19.0
45172,AITraining,RegionE,RegionE,2380,2380,2382.3333333333335,0,5.0,73.0
45404,AITraining,RegionF,RegionF,2380,2380,2382.25,0,5.0,74.0
46876,RealTimeInference,RegionB,RegionB,2380,2380,2382.85,0,5.0,3.0
47613,BatchInference,RegionD,RegionD,2380,2380,2385.3333333333335,0,5.0,22.0
9585,RealTimeInference,RegionB,RegionB,2381,2381,2383.0333333333333,0,5.0,7.0
12181,AITraining,RegionC,RegionC,2381,2381,2383.366666666667,0,5.0,68.0
13587,AITraining,RegionD,RegionD,2381,2381,2387.5333333333333,0,5.0,23.0
18720,AITraining,RegionF,RegionE,2381,2381,2381.866666666667,0,18.0,120.0
18905,BatchInference,RegionA,RegionA,2381,2381,2385.1833333333334,0,5.0,12.0
20139,AITraining,RegionD,RegionD,2381,2381,2384.4166666666665,0,5.0,71.0
22462,BatchInference,RegionC,RegionC,2381,2381,2383.3,0,5.0,23.0
22871,BatchInference,RegionE,RegionE,2381,2381,2384.8166666666666,0,5.0,7.0
28161,BatchInference,RegionB,RegionB,2381,2381,2385.2166666666667,0,5.0,4.0
31480,AITraining,RegionD,RegionD,2381,2381,2386.016666666667,0,5.0,84.0
34989,BatchInference,RegionA,RegionA,2381,2381,2384.366666666667,0,5.0,13.0
35202,RealTimeInference,RegionC,RegionC,2381,2381,2383.9333333333334,0,5.0,5.0
35450,BatchInference,RegionC,RegionC,2381,2381,2383.016666666667,0,5.0,14.0
35507,BatchInference,RegionA,RegionA,2381,2381,2382.8,0,5.0,18.0
38738,AITraining,RegionE,RegionE,2381,2381,2386.983333333333,0,5.0,85.0
39748,RealTimeInference,RegionC,RegionC,2381,2381,2384.35,0,5.0,1.0
41513,RealTimeInference,RegionC,RegionC,2381,2381,2383.383333333333,0,5.0,6.0
42499,AITraining,RegionB,RegionB,2381,2381,2387.1,0,5.0,71.0
43240,RealTimeInference,RegionA,RegionA,2381,2381,2387.5833333333335,0,5.0,7.0
46280,AITraining,RegionE,RegionE,2381,2381,2386.8,0,5.0,76.0
47509,AITraining,RegionF,RegionF,2381,2381,2383.633333333333,0,5.0,71.0
403,BatchInference,RegionD,RegionD,2382,2382,2384.116666666667,0,5.0,13.0
3948,RealTimeInference,RegionF,RegionF,2382,2382,2387.5,0,5.0,1.0
4590,RealTimeInference,RegionC,RegionC,2382,2382,2385.45,0,5.0,5.0
5845,AITraining,RegionD,RegionD,2382,2382,2383.516666666667,0,5.0,26.0
7542,RealTimeInference,RegionD,RegionD,2382,2382,2382.6833333333334,0,5.0,7.0
10704,AITraining,RegionF,RegionF,2382,2382,2383.0833333333335,0,5.0,110.0
11877,RealTimeInference,RegionC,RegionC,2382,2382,2383.383333333333,0,5.0,7.0
11993,BatchInference,RegionC,RegionC,2382,2382,2385.9333333333334,0,5.0,15.0
13505,RealTimeInference,RegionE,RegionE,2382,2382,2386.2833333333333,0,5.0,6.0
14772,BatchInference,RegionA,RegionA,2382,2382,2387.116666666667,0,5.0,12.0
15185,RealTimeInference,RegionA,RegionA,2382,2382,2382.883333333333,0,5.0,1.0
16116,BatchInference,RegionA,RegionA,2382,2382,2387.3333333333335,0,5.0,7.0
19440,BatchInference,RegionE,RegionE,2382,2382,2384.0666666666666,0,5.0,23.0
29651,RealTimeInference,RegionB,RegionB,2382,2382,2386.733333333333,0,5.0,7.0
31191,AITraining,RegionD,RegionD,2382,2382,2384.5833333333335,0,5.0,65.0
32894,AITraining,RegionF,RegionF,2382,2382,2383.5333333333333,0,5.0,70.0
36934,BatchInference,RegionD,RegionD,2382,2382,2384.866666666667,0,5.0,6.0
39924,BatchInference,RegionC,RegionC,2382,2382,2384.6,0,5.0,4.0
42642,RealTimeInference,RegionC,RegionC,2382,2382,2385.5,0,5.0,1.0
47419,AITraining,RegionC,RegionC,2382,2382,2384.25,0,5.0,67.0
49336,BatchInference,RegionB,RegionB,2382,2382,2387.4166666666665,0,5.0,8.0
1664,BatchInference,RegionE,RegionE,2383,2383,2385.1833333333334,0,5.0,14.0
4060,BatchInference,RegionA,RegionA,2383,2383,2385.8,0,5.0,8.0
11304,AITraining,RegionD,RegionD,2383,2383,2384.1666666666665,0,5.0,112.0
12755,AITraining,RegionE,RegionE,2383,2383,2386.05,0,5.0,51.0
12791,BatchInference,RegionA,RegionA,2383,2383,2383.866666666667,0,5.0,4.0
13331,RealTimeInference,RegionB,RegionB,2383,2383,2383.8166666666666,0,5.0,1.0
21103,RealTimeInference,RegionA,RegionA,2383,2383,2384.8,0,5.0,7.0
22175,AITraining,RegionE,RegionE,2383,2383,2389.516666666667,0,5.0,112.0
24641,BatchInference,RegionD,RegionD,2383,2383,2384.4,0,5.0,12.0
30900,AITraining,RegionF,RegionF,2383,2383,2385.1833333333334,0,5.0,36.0
34149,BatchInference,RegionA,RegionA,2383,2383,2384.6666666666665,0,5.0,13.0
34377,AITraining,RegionF,RegionF,2383,2383,2383.733333333333,0,5.0,46.0
34834,AITraining,RegionE,RegionE,2383,2383,2386.616666666667,0,5.0,123.0
35298,RealTimeInference,RegionA,RegionA,2383,2383,2387.3166666666666,0,5.0,6.0
37312,BatchInference,RegionB,RegionB,2383,2383,2389.55,0,5.0,17.0
37918,BatchInference,RegionD,RegionD,2383,2383,2385.366666666667,0,5.0,5.0
40802,BatchInference,RegionB,RegionB,2383,2383,2387.25,0,5.0,16.0
41298,RealTimeInference,RegionA,RegionA,2383,2383,2388.35,0,5.0,4.0
43047,RealTimeInference,RegionB,RegionB,2383,2383,2385.0333333333333,0,5.0,5.0
45061,RealTimeInference,RegionC,RegionC,2383,2383,2387.2,0,5.0,2.0
45771,AITraining,RegionF,RegionF,2383,2383,2387.616666666667,0,5.0,77.0
45879,RealTimeInference,RegionB,RegionB,2383,2383,2387.383333333333,0,5.0,3.0
10306,AITraining,RegionD,RegionD,2384,2384,2388.5333333333333,0,5.0,68.0
11360,RealTimeInference,RegionE,RegionE,2384,2384,2390.5666666666666,0,5.0,3.0
16950,RealTimeInference,RegionA,RegionA,2384,2384,2386.5333333333333,0,5.0,6.0
22890,RealTimeInference,RegionC,RegionC,2384,2384,2385.8,0,5.0,3.0
24748,RealTimeInference,RegionE,RegionE,2384,2384,2387.116666666667,0,5.0,1.0
26569,RealTimeInference,RegionB,RegionB,2384,2384,2385.1,0,5.0,5.0
26779,RealTimeInference,RegionB,RegionB,2384,2384,2385.75,0,5.0,2.0
27109,AITraining,RegionF,RegionF,2384,2384,2389.0,0,5.0,99.0
29402,BatchInference,RegionC,RegionC,2384,2384,2387.133333333333,0,5.0,17.0
32107,RealTimeInference,RegionC,RegionC,2384,2384,2387.0833333333335,0,5.0,3.0
33478,BatchInference,RegionE,RegionE,2384,2384,2386.6,0,5.0,6.0
34201,AITraining,RegionB,RegionB,2384,2384,2385.9333333333334,0,5.0,78.0
37688,BatchInference,RegionD,RegionD,2384,2384,2387.766666666667,0,5.0,6.0
44983,AITraining,RegionF,RegionF,2384,2384,2388.983333333333,0,5.0,80.0
46582,AITraining,RegionE,RegionE,2384,2384,2385.05,0,5.0,33.0
47997,RealTimeInference,RegionA,RegionA,2384,2384,2388.0666666666666,0,5.0,6.0
49968,AITraining,RegionE,RegionE,2384,2384,2387.866666666667,0,5.0,120.0
205,BatchInference,RegionB,RegionB,2385,2385,2389.9166666666665,0,5.0,6.0
1234,BatchInference,RegionB,RegionB,2385,2385,2390.5666666666666,0,5.0,9.0
4599,AITraining,RegionD,RegionD,2385,2385,2387.1666666666665,0,5.0,34.0
5277,AITraining,RegionE,RegionE,2385,2385,2386.4666666666667,0,5.0,64.0
9936,RealTimeInference,RegionC,RegionC,2385,2385,2386.516666666667,0,5.0,5.0
14669,RealTimeInference,RegionB,RegionB,2385,2385,2389.616666666667,0,5.0,6.0
18325,AITraining,RegionF,RegionF,2385,2385,2388.45,0,5.0,58.0
22705,AITraining,RegionE,RegionE,2385,2385,2387.25,0,5.0,80.0
23514,AITraining,RegionF,RegionF,2385,2385,2388.85,0,5.0,76.0
23890,RealTimeInference,RegionA,RegionA,2385,2385,2389.7833333333333,0,5.0,5.0
25467,RealTimeInference,RegionB,RegionB,2385,2385,2387.866666666667,0,5.0,6.0
26590,AITraining,RegionF,RegionF,2385,2385,2389.9166666666665,0,5.0,27.0
28123,AITraining,RegionD,RegionD,2385,2385,2388.116666666667,0,5.0,30.0
28388,AITraining,RegionF,RegionF,2385,2385,2389.8,0,5.0,85.0
31955,BatchInference,RegionD,RegionD,2385,2385,2387.7833333333333,0,5.0,16.0
34369,BatchInference,RegionD,RegionD,2385,2385,2389.9666666666667,0,5.0,18.0
35571,AITraining,RegionF,RegionF,2385,2385,2387.1,0,5.0,111.0
36634,RealTimeInference,RegionF,RegionF,2385,2385,2390.0833333333335,0,5.0,7.0
41891,BatchInference,RegionC,RegionC,2385,2385,2387.65,0,5.0,15.0
43153,AITraining,RegionF,RegionF,2385,2385,2386.3166666666666,0,5.0,36.0
45742,BatchInference,RegionC,RegionC,2385,2385,2391.366666666667,0,5.0,20.0
46875,BatchInference,RegionB,RegionB,2385,2385,2391.1666666666665,0,5.0,18.0
2055,AITraining,RegionD,RegionD,2386,2386,2388.6666666666665,0,5.0,116.0
3455,RealTimeInference,RegionC,RegionC,2386,2386,2388.866666666667,0,5.0,1.0
8353,RealTimeInference,RegionB,RegionB,2386,2386,2387.25,0,5.0,5.0
10275,AITraining,RegionE,RegionE,2386,2386,2388.0833333333335,0,5.0,38.0
11834,BatchInference,RegionB,RegionB,2386,2386,2391.866666666667,0,5.0,19.0
14622,BatchInference,RegionB,RegionB,2386,2386,2389.6666666666665,0,5.0,23.0
15694,AITraining,RegionE,RegionE,2386,2386,2388.866666666667,0,5.0,63.0
18869,BatchInference,RegionD,RegionD,2386,2386,2390.4333333333334,0,5.0,7.0
19264,RealTimeInference,RegionD,RegionD,2386,2386,2389.3333333333335,0,5.0,4.0
19693,RealTimeInference,RegionA,RegionA,2386,2386,2387.2,0,5.0,4.0
20632,BatchInference,RegionC,RegionC,2386,2386,2389.0666666666666,0,5.0,14.0
22852,AITraining,RegionF,RegionF,2386,2386,2391.75,0,5.0,62.0
22937,AITraining,RegionF,RegionE,2386,2386,2388.2833333333333,0,18.0,52.0
23667,BatchInference,RegionA,RegionA,2386,2386,2391.2166666666667,0,5.0,15.0
24949,BatchInference,RegionD,RegionD,2386,2386,2387.016666666667,0,5.0,16.0
26788,BatchInference,RegionF,RegionF,2386,2386,2391.2833333333333,0,5.0,12.0
29239,RealTimeInference,RegionB,RegionB,2386,2386,2390.016666666667,0,5.0,2.0
32465,RealTimeInference,RegionB,RegionB,2386,2386,2388.4,0,5.0,6.0
33605,BatchInference,RegionB,RegionB,2386,2386,2387.5666666666666,0,5.0,9.0
33785,BatchInference,RegionD,RegionD,2386,2386,2387.866666666667,0,5.0,20.0
39597,BatchInference,RegionD,RegionD,2386,2386,2391.5833333333335,0,5.0,17.0
40554,RealTimeInference,RegionB,RegionB,2386,2386,2392.2,0,5.0,5.0
40594,RealTimeInference,RegionC,RegionC,2386,2386,2392.0833333333335,0,5.0,2.0
43953,BatchInference,RegionE,RegionE,2386,2386,2388.7,0,5.0,17.0
46192,AITraining,RegionB,RegionB,2386,2386,2389.3,0,5.0,113.0
48007,RealTimeInference,RegionC,RegionC,2386,2386,2390.266666666667,0,5.0,2.0
48396,RealTimeInference,RegionA,RegionA,2386,2386,2388.6833333333334,0,5.0,2.0
2374,BatchInference,RegionA,RegionA,2387,2387,2387.65,0,5.0,7.0
3113,BatchInference,RegionD,RegionD,2387,2387,2393.233333333333,0,5.0,15.0
9168,RealTimeInference,RegionC,RegionC,2387,2387,2389.35,0,5.0,3.0
9535,AITraining,RegionE,RegionE,2387,2387,2392.633333333333,0,5.0,58.0
9850,BatchInference,RegionE,RegionE,2387,2387,2392.733333333333,0,5.0,13.0
12025,RealTimeInference,RegionA,RegionA,2387,2387,2387.65,0,5.0,2.0
17181,AITraining,RegionD,RegionD,2387,2387,2388.7,0,5.0,82.0
19584,AITraining,RegionE,RegionE,2387,2387,2392.8166666666666,0,5.0,43.0
21428,RealTimeInference,RegionC,RegionC,2387,2387,2389.366666666667,0,5.0,5.0
23146,RealTimeInference,RegionC,RegionC,2387,2387,2392.55,0,5.0,3.0
23708,RealTimeInference,RegionB,RegionB,2387,2387,2388.6666666666665,0,5.0,7.0
25000,RealTimeInference,RegionB,RegionB,2387,2387,2388.65,0,5.0,6.0
27713,AITraining,RegionF,RegionE,2387,2387,2388.5333333333333,0,18.0,87.0
28165,BatchInference,RegionE,RegionE,2387,2387,2387.4166666666665,0,5.0,13.0
28952,RealTimeInference,RegionC,RegionC,2387,2387,2389.05,0,5.0,7.0
29306,BatchInference,RegionE,RegionE,2387,2387,2387.6,0,5.0,20.0
29773,RealTimeInference,RegionA,RegionA,2387,2387,2388.7833333333333,0,5.0,6.0
30583,AITraining,RegionE,RegionE,2387,2387,2390.9,0,5.0,121.0
31709,AITraining,RegionD,RegionD,2387,2387,2389.4666666666667,0,5.0,44.0
31953,BatchInference,RegionB,RegionB,2387,2387,2392.15,0,5.0,19.0
32656,AITraining,RegionE,RegionE,2387,2387,2392.633333333333,0,5.0,76.0
32719,RealTimeInference,RegionA,RegionA,2387,2387,2388.8166666666666,0,5.0,3.0
33356,BatchInference,RegionB,RegionB,2387,2387,2390.366666666667,0,5.0,14.0
33589,BatchInference,RegionE,RegionE,2387,2387,2391.7833333333333,0,5.0,22.0
35544,RealTimeInference,RegionC,RegionC,2387,2387,2390.4333333333334,0,5.0,7.0
36369,AITraining,RegionE,RegionE,2387,2387,2388.633333333333,0,5.0,70.0
36680,AITraining,RegionF,RegionF,2387,2387,2392.983333333333,0,5.0,118.0
36735,RealTimeInference,RegionB,RegionB,2387,2387,2391.5666666666666,0,5.0,2.0
38944,AITraining,RegionC,RegionC,2387,2387,2390.1,0,5.0,91.0
40446,BatchInference,RegionA,RegionA,2387,2387,2387.5333333333333,0,5.0,9.0
41737,AITraining,RegionF,RegionF,2387,2387,2393.0666666666666,0,5.0,21.0
583,BatchInference,RegionA,RegionA,2388,2388,2391.9166666666665,0,5.0,12.0
1264,AITraining,RegionF,RegionF,2388,2388,2392.7,0,5.0,113.0
6323,BatchInference,RegionA,RegionA,2388,2388,2390.366666666667,0,5.0,5.0
16274,BatchInference,RegionA,RegionA,2388,2388,2394.05,0,5.0,21.0
17991,AITraining,RegionF,RegionF,2388,2388,2390.266666666667,0,5.0,26.0
18061,BatchInference,RegionC,RegionC,2388,2388,2393.0666666666666,0,5.0,9.0
20403,BatchInference,RegionD,RegionD,2388,2388,2391.983333333333,0,5.0,14.0
21356,AITraining,RegionF,RegionF,2388,2388,2393.133333333333,0,5.0,125.0
21837,AITraining,RegionD,RegionD,2388,2388,2392.266666666667,0,5.0,59.0
27293,AITraining,RegionF,RegionF,2388,2388,2393.3333333333335,0,5.0,50.0
27636,RealTimeInference,RegionA,RegionA,2388,2388,2392.233333333333,0,5.0,7.0
28692,RealTimeInference,RegionA,RegionA,2388,2388,2392.3,0,5.0,3.0
32420,BatchInference,RegionD,RegionD,2388,2388,2393.7166666666667,0,5.0,19.0
35545,AITraining,RegionF,RegionE,2388,2388,2389.383333333333,0,18.0,31.0
36175,RealTimeInference,RegionA,RegionA,2388,2388,2389.4,0,5.0,5.0
36729,BatchInference,RegionC,RegionC,2388,2388,2394.4166666666665,0,5.0,9.0
40539,BatchInference,RegionB,RegionB,2388,2388,2390.2,0,5.0,10.0
42007,BatchInference,RegionA,RegionA,2388,2388,2390.733333333333,0,5.0,21.0
42663,BatchInference,RegionA,RegionA,2388,2388,2394.233333333333,0,5.0,7.0
43032,RealTimeInference,RegionB,RegionB,2388,2388,2390.2833333333333,0,5.0,1.0
43266,AITraining,RegionA,RegionA,2388,2388,2388.983333333333,0,5.0,103.0
43463,BatchInference,RegionA,RegionA,2388,2388,2389.3333333333335,0,5.0,10.0
45156,BatchInference,RegionA,RegionA,2388,2388,2393.0333333333333,0,5.0,9.0
1096,RealTimeInference,RegionA,RegionA,2389,2389,2393.8333333333335,0,5.0,1.0
5727,AITraining,RegionD,RegionD,2389,2389,2391.3166666666666,0,5.0,82.0
6232,RealTimeInference,RegionA,RegionA,2389,2389,2395.0,0,5.0,5.0
10407,RealTimeInference,RegionC,RegionC,2389,2389,2391.366666666667,0,5.0,7.0
13747,AITraining,RegionF,RegionF,2389,2389,2395.6,0,5.0,41.0
14749,AITraining,RegionE,RegionE,2389,2389,2392.15,0,5.0,97.0
16109,BatchInference,RegionF,RegionF,2389,2389,2391.9166666666665,0,5.0,7.0
17044,BatchInference,RegionC,RegionC,2389,2389,2389.6,0,5.0,6.0
23936,AITraining,RegionD,RegionD,2389,2389,2392.8333333333335,0,5.0,127.0
32162,RealTimeInference,RegionA,RegionA,2389,2389,2390.9166666666665,0,5.0,2.0
33779,AITraining,RegionE,RegionE,2389,2389,2394.1,0,5.0,31.0
34647,AITraining,RegionB,RegionB,2389,2389,2391.3,0,5.0,59.0
36902,BatchInference,RegionE,RegionE,2389,2389,2394.516666666667,0,5.0,22.0
39318,BatchInference,RegionA,RegionA,2389,2389,2391.75,0,5.0,21.0
45583,BatchInference,RegionB,RegionB,2389,2389,2394.5333333333333,0,5.0,13.0
47013,AITraining,RegionD,RegionD,2389,2389,2389.1666666666665,0,5.0,67.0
48004,RealTimeInference,RegionA,RegionA,2389,2389,2389.8333333333335,0,5.0,6.0
57,BatchInference,RegionE,RegionE,2390,2390,2393.0,0,5.0,16.0
165,BatchInference,RegionB,RegionB,2390,2390,2391.75,0,5.0,18.0
1136,BatchInference,RegionB,RegionB,2390,2390,2393.0333333333333,0,5.0,12.0
2167,AITraining,RegionD,RegionD,2390,2390,2394.15,0,5.0,57.0
3782,AITraining,RegionE,RegionE,2390,2390,2395.766666666667,0,5.0,89.0
4354,RealTimeInference,RegionC,RegionC,2390,2390,2395.95,0,5.0,4.0
4851,BatchInference,RegionD,RegionD,2390,2390,2393.8333333333335,0,5.0,8.0
8760,AITraining,RegionE,RegionE,2390,2390,2394.5833333333335,0,5.0,44.0
10184,BatchInference,RegionD,RegionD,2390,2390,2392.7833333333333,0,5.0,15.0
15675,AITraining,RegionF,RegionF,2390,2390,2392.983333333333,0,5.0,87.0
16513,AITraining,RegionE,RegionE,2390,2390,2395.8333333333335,0,5.0,107.0
17233,AITraining,RegionD,RegionD,2390,2390,2393.8,0,5.0,122.0
19682,BatchInference,RegionD,RegionD,2390,2390,2395.233333333333,0,5.0,11.0
21242,RealTimeInference,RegionB,RegionB,2390,2390,2391.1,0,5.0,1.0
24572,BatchInference,RegionA,RegionA,2390,2390,2395.05,0,5.0,9.0
25795,AITraining,RegionE,RegionE,2390,2390,2391.7166666666667,0,5.0,46.0
26136,AITraining,RegionE,RegionE,2390,2390,2390.866666666667,0,5.0,120.0
29364,AITraining,RegionE,RegionF,2390,2390,2391.2833333333333,0,18.0,111.0
30199,BatchInference,RegionF,RegionF,2390,2390,2396.233333333333,0,5.0,15.0
34531,RealTimeInference,RegionB,RegionB,2390,2390,2395.766666666667,0,5.0,7.0
