Region,Hour,FacilityLoad_MW,RenewableUse_MW,Charge_MW,Discharge_MW,SOC_MWh,GridPurchase_MW,GridSell_MW,Curtailment_MW,GridExportLimit_MW,Price,SellPrice,CarbonIntensity,AvailableRenewable_MW
RegionA,30,544.3200004500001,544.3200004500001,0.0,-0.0,35.0,0.0,0.0,405.67999954999993,0.0,475.61,0.0,0.6496,950.0
RegionA,31,544.31999955,544.31999955,0.0,-0.0,35.0,0.0,0.0,467.81000044999996,0.0,731.94,0.0,0.637,1012.13
RegionA,32,544.3200004500001,544.3200004500001,0.0,-0.0,35.0,0.0,0.0,515.4899995499999,0.0,732.16,0.0,0.6245,1059.81
RegionA,33,544.3199999999999,544.3199999999999,0.0,-0.0,35.0,0.0,0.0,545.46,0.0,732.37,0.0,0.6128,1089.78
RegionA,34,535.6124995499999,535.6124995499999,0.0,-0.0,35.0,0.0,0.0,564.3875004500001,0.0,732.56,0.0,0.6027,1100.0
RegionA,35,516.4290004500001,516.4290004500001,0.0,-0.0,35.0,0.0,0.0,573.3509995499999,0.0,732.74,0.0,0.595,1089.78
RegionA,36,464.1975,464.1975,0.0,-0.0,35.0,0.0,0.0,595.6125,0.0,732.9,0.0,0.5902,1059.81
RegionA,37,439.10100045,439.10100045,0.0,-0.0,35.0,0.0,0.0,573.02899955,0.0,733.05,0.0,0.5887,1012.13
RegionA,38,422.42040000000003,422.42040000000003,0.0,-0.0,35.0,0.0,0.0,527.5796,0.0,733.18,0.0,0.5905,950.0
RegionA,39,401.13090045000007,401.13090045000007,0.0,-0.0,35.0,0.0,0.0,476.5190995499999,0.0,733.3,0.0,0.5955,877.65
RegionA,40,375.20549955,375.20549955,0.0,-0.0,35.0,0.0,0.0,424.79450045,0.0,733.4,0.0,0.6035,800.0
RegionA,41,328.90050045000004,328.90050045000004,0.0,-0.0,35.0,0.0,0.0,393.44949955,0.0,1063.56,0.0,0.6138,722.35
RegionA,42,289.99350045,289.99350045,0.0,-0.0,35.0,0.0,0.0,360.00649955,0.0,1063.67,0.0,0.6258,650.0
RegionA,43,297.324,297.324,0.0,-0.0,35.0,0.0,0.0,290.546,0.0,1063.75,0.0,0.6386,587.87
RegionA,44,346.34250000000003,346.34250000000003,0.0,-0.0,35.0,0.0,0.0,193.84750000000003,0.0,1063.82,0.0,0.6514,540.19
RegionA,45,327.84750045000004,327.84750045000004,0.0,-0.0,35.0,0.0,0.0,182.37249955,0.0,1063.86,0.0,0.6633,510.22
RegionA,46,416.9204995500001,416.9204995500001,0.0,-0.0,35.0,0.0,0.0,83.0795004499999,0.0,660.34,0.0,0.6735,500.0
RegionA,47,442.7460000000001,442.7460000000001,0.0,-0.0,35.0,0.0,0.0,67.47399999999993,0.0,660.33,0.0,0.6812,510.22
RegionA,48,472.04100045000007,472.04100045000007,0.0,-0.0,35.0,0.0,0.0,68.14899954999998,0.0,476.9,0.0,0.686,540.19
RegionA,49,530.4015004500001,530.4015004500001,0.0,-0.0,35.0,0.0,0.0,57.46849954999993,0.0,476.88,0.0,0.6876,587.87
RegionA,50,544.32,544.32,0.0,-0.0,35.0,0.0,0.0,105.67999999999995,0.0,476.85,0.0,0.6857,650.0
RegionA,51,525.744,525.744,0.0,-0.0,35.0,0.0,0.0,196.606,0.0,476.81,0.0,0.6805,722.35
RegionA,52,525.74400045,525.74400045,0.0,-0.0,35.0,0.0,0.0,274.25599954999996,0.0,476.76,0.0,0.6724,800.0
RegionA,53,525.744,525.744,0.0,-0.0,35.0,0.0,0.0,351.90599999999995,0.0,476.7,0.0,0.6618,877.65
RegionA,54,525.74399955,525.74399955,0.0,-0.0,35.0,0.0,0.0,424.25600045,0.0,476.63,0.0,0.6496,950.0
RegionA,55,539.98560045,539.98560045,0.0,-0.0,35.0,0.0,0.0,472.14439955,0.0,733.16,0.0,0.6364,1012.13
RegionA,56,544.32,544.32,0.0,-0.0,35.0,0.0,0.0,515.4899999999999,0.0,733.03,0.0,0.6233,1059.81
RegionA,57,544.32,544.32,0.0,-0.0,35.0,0.0,0.0,545.4599999999999,0.0,732.89,0.0,0.6109,1089.78
RegionA,58,544.32,544.32,0.0,-0.0,35.0,0.0,0.0,555.68,0.0,732.74,0.0,0.6003,1100.0
RegionA,59,487.75500045000007,487.75500045000007,0.0,-0.0,35.0,0.0,0.0,602.0249995499998,0.0,732.57,0.0,0.592,1089.78
RegionA,60,469.25999955,469.25999955,0.0,-0.0,35.0,0.0,0.0,590.55000045,0.0,732.39,0.0,0.5866,1059.81
RegionA,61,465.23700045000004,465.23700045000004,0.0,-0.0,35.0,0.0,0.0,546.89299955,0.0,732.19,0.0,0.5845,1012.13
RegionA,62,444.09734999999995,444.09734999999995,0.0,-0.0,35.0,0.0,0.0,505.90265000000005,0.0,731.99,0.0,0.5857,950.0
RegionA,63,414.7159504500001,414.7159504500001,0.0,-0.0,35.0,0.0,0.0,462.9340495499999,0.0,731.77,0.0,0.5902,877.65
RegionA,64,328.71420000000006,328.71420000000006,0.0,-0.0,35.0,0.0,0.0,471.28579999999994,0.0,731.55,0.0,0.5976,800.0
RegionA,65,330.75000045,330.75000045,0.0,-0.0,35.0,0.0,0.0,391.59999955,0.0,1060.4,0.0,0.6073,722.35
RegionA,66,307.13849955000006,307.13849955000006,0.0,-0.0,35.0,0.0,0.0,342.86150044999994,0.0,1060.05,0.0,0.6188,650.0
RegionA,67,262.83150000000006,262.83150000000006,0.0,-0.0,35.0,0.0,0.0,325.03849999999994,0.0,1059.68,0.0,0.631,587.87
RegionA,68,341.46900045,341.46900045,0.0,-0.0,35.0,0.0,0.0,198.72099955000004,0.0,1059.29,0.0,0.6433,540.19
RegionA,69,339.3225,339.3225,0.0,-0.0,35.0,0.0,0.0,170.89750000000004,0.0,1058.9,0.0,0.6547,510.22
RegionA,70,359.9504995500001,359.9504995500001,0.0,-0.0,35.0,0.0,0.0,140.04950044999993,0.0,656.99,0.0,0.6644,500.0
RegionA,71,470.0835004500001,470.0835004500001,0.0,-0.0,35.0,0.0,0.0,40.13649954999994,0.0,656.73,0.0,0.6716,510.22
RegionA,72,459.0000004500002,459.0000004500002,0.0,-0.0,35.0,0.0,0.0,81.18999954999987,0.0,474.12,0.0,0.676,540.19
RegionA,73,531.495,531.495,0.0,-0.0,35.0,0.0,0.0,56.375,0.0,473.92,0.0,0.677,587.87
RegionA,74,544.3200004500001,544.3200004500001,0.0,-0.0,35.0,0.0,0.0,105.67999954999993,0.0,473.72,0.0,0.6747,650.0
RegionA,75,544.32,544.32,0.0,-0.0,35.0,0.0,0.0,178.02999999999997,0.0,473.51,0.0,0.6691,722.35
RegionA,76,544.32,544.32,0.0,-0.0,35.0,0.0,0.0,255.67999999999995,0.0,473.31,0.0,0.6606,800.0
RegionA,77,542.7,542.7,0.0,-0.0,35.0,0.0,0.0,334.94999999999993,0.0,473.1,0.0,0.6496,877.65
RegionA,78,542.7000004500001,542.7000004500001,0.0,-0.0,35.0,0.0,0.0,407.29999954999994,0.0,472.88,0.0,0.637,950.0
RegionA,79,542.69999955,542.69999955,0.0,-0.0,35.0,0.0,0.0,469.43000044999997,0.0,727.18,0.0,0.6235,1012.13
RegionA,80,542.7000004500001,542.7000004500001,0.0,-0.0,35.0,0.0,0.0,517.1099995499999,0.0,726.85,0.0,0.6099,1059.81
RegionA,81,543.96899955,543.96899955,0.0,-0.0,35.0,0.0,0.0,545.8110004499999,0.0,726.51,0.0,0.5973,1089.78
RegionA,82,543.7800000000001,543.7800000000001,0.0,-0.0,35.0,0.0,0.0,556.2199999999999,0.0,726.18,0.0,0.5863,1100.0
RegionA,83,526.8240000000001,526.8240000000001,0.0,-0.0,35.0,0.0,0.0,562.9559999999999,0.0,725.84,0.0,0.5777,1089.78
RegionA,84,498.7169995500001,498.7169995500001,0.0,-0.0,35.0,0.0,0.0,561.0930004499999,0.0,725.5,0.0,0.5721,1059.81
RegionA,85,459.2700004500001,459.2700004500001,0.0,-0.0,35.0,0.0,0.0,552.8599995499999,0.0,725.16,0.0,0.5697,1012.13
RegionA,86,409.98599999999993,409.98599999999993,0.0,-0.0,35.0,0.0,0.0,540.0140000000001,0.0,724.82,0.0,0.5707,950.0
RegionA,87,377.838,377.838,0.0,-0.0,35.0,0.0,0.0,499.81199999999995,0.0,724.48,0.0,0.575,877.65
RegionA,88,333.35549954999993,333.35549954999993,0.0,-0.0,35.0,0.0,0.0,466.64450045000007,0.0,724.14,0.0,0.5822,800.0
RegionA,89,303.35850045,303.35850045,0.0,-0.0,35.0,0.0,0.0,418.99149955,0.0,1049.53,0.0,0.5917,722.35
RegionA,90,307.62449955000005,307.62449955000005,0.0,-0.0,35.0,0.0,0.0,342.37550044999995,0.0,1049.05,0.0,0.603,650.0
RegionA,91,301.88700045,301.88700045,0.0,-0.0,35.0,0.0,0.0,285.98299955,0.0,1048.57,0.0,0.6152,587.87
RegionA,92,339.2955,339.2955,0.0,-0.0,35.0,0.0,0.0,200.89450000000005,0.0,1048.1,0.0,0.6274,540.19
RegionA,93,368.469,368.469,0.0,-0.0,35.0,0.0,0.0,141.75100000000003,0.0,1047.64,0.0,0.6387,510.22
RegionA,94,392.3919,392.3919,0.0,-0.0,35.0,0.0,0.0,107.60809999999998,0.0,649.97,0.0,0.6483,500.0
RegionA,95,452.76300044999994,452.76300044999994,0.0,-0.0,35.0,0.0,0.0,57.45699955000009,0.0,649.7,0.0,0.6555,510.22
RegionA,96,465.62850045000005,465.62850045000005,0.0,-0.0,35.0,0.0,0.0,74.56149955000001,0.0,469.03,0.0,0.6598,540.19
RegionA,97,543.72599955,543.72599955,0.0,-0.0,35.0,0.0,0.0,44.14400045000002,0.0,468.83,0.0,0.6609,587.87
RegionA,98,515.60549955,515.60549955,0.0,-0.0,35.0,0.0,0.0,134.39450045,0.0,468.65,0.0,0.6586,650.0
RegionA,99,544.32,544.32,0.0,-0.0,35.0,0.0,0.0,178.02999999999997,0.0,468.46,0.0,0.6531,722.35
RegionA,100,544.3199995500001,544.3199995500001,0.0,-0.0,35.0,0.0,0.0,255.68000044999985,0.0,468.28,0.0,0.6446,800.0
RegionA,101,544.3199995499999,544.3199995499999,0.0,-0.0,35.0,0.0,0.0,333.33000045000006,0.0,468.11,0.0,0.6338,877.65
RegionA,102,544.3200004500001,544.3200004500001,0.0,-0.0,35.0,0.0,0.0,405.67999954999993,0.0,467.95,0.0,0.6212,950.0
RegionA,103,544.31999955,544.31999955,0.0,-0.0,35.0,0.0,0.0,467.81000044999996,0.0,719.67,0.0,0.6079,1012.13
RegionA,104,544.32,544.32,0.0,-0.0,35.0,0.0,0.0,515.4899999999999,0.0,719.43,0.0,0.5945,1059.81
RegionA,105,544.3199995500001,544.3199995500001,0.0,-0.0,35.0,0.0,0.0,545.4600004499998,0.0,719.2,0.0,0.582,1089.78
RegionA,106,544.2119995500001,544.2119995500001,0.0,-0.0,35.0,0.0,0.0,555.7880004499999,0.0,718.99,0.0,0.5713,1100.0
RegionA,107,530.5599004500001,530.5599004500001,0.0,-0.0,35.0,0.0,0.0,559.2200995499999,0.0,718.78,0.0,0.5629,1089.78
RegionA,108,472.87800000000004,472.87800000000004,0.0,-0.0,35.0,0.0,0.0,586.9319999999999,0.0,718.59,0.0,0.5575,1059.81
RegionA,109,454.20750045,454.20750045,0.0,-0.0,35.0,0.0,0.0,557.92249955,0.0,718.4,0.0,0.5554,1012.13
RegionA,110,396.2655000000001,396.2655000000001,0.0,-0.0,35.0,0.0,0.0,553.7344999999999,0.0,718.23,0.0,0.5567,950.0
RegionA,111,378.32669955000006,378.32669955000006,0.0,-0.0,35.0,0.0,0.0,499.3233004499999,0.0,718.08,0.0,0.5613,877.65
RegionA,112,318.99150045,318.99150045,0.0,-0.0,35.0,0.0,0.0,481.00849955,0.0,717.93,0.0,0.5688,800.0
RegionA,113,309.97349955,309.97349955,0.0,-0.0,35.0,0.0,0.0,412.37650045000004,0.0,1040.81,0.0,0.5788,722.35
RegionA,114,316.64249955,316.64249955,0.0,-0.0,35.0,0.0,0.0,333.35750045,0.0,1040.64,0.0,0.5904,650.0
RegionA,115,343.08900000000006,343.08900000000006,0.0,-0.0,35.0,0.0,0.0,244.78099999999995,0.0,1040.48,0.0,0.603,587.87
RegionA,116,293.08500045000005,293.08500045000005,0.0,-0.0,35.0,0.0,0.0,247.10499955,0.0,1040.35,0.0,0.6155,540.19
RegionA,117,334.395,334.395,0.0,-0.0,35.0,0.0,0.0,175.82500000000005,0.0,1040.24,0.0,0.6272,510.22
RegionA,118,417.582,417.582,0.0,-0.0,35.0,0.0,0.0,82.418,0.0,645.61,0.0,0.6373,500.0
RegionA,119,469.65149955000004,469.65149955000004,0.0,-0.0,35.0,0.0,0.0,40.56850044999999,0.0,645.56,0.0,0.645,510.22
RegionA,120,465.54750000000007,465.54750000000007,0.0,-0.0,35.0,0.0,0.0,74.64249999999998,0.0,466.22,0.0,0.6498,540.19
RegionA,121,532.9800004500001,532.9800004500001,0.0,-0.0,35.0,0.0,0.0,54.88999954999986,0.0,466.2,0.0,0.6513,587.87
RegionA,122,543.24899955,543.24899955,0.0,-0.0,35.0,0.0,0.0,106.75100044999999,0.0,466.2,0.0,0.6495,650.0
RegionA,123,543.6467995500001,543.6467995500001,0.0,-0.0,35.0,0.0,0.0,178.70320044999994,0.0,466.21,0.0,0.6445,722.35
RegionA,124,543.67200045,543.67200045,0.0,-0.0,35.0,0.0,0.0,256.32799954999996,0.0,466.22,0.0,0.6365,800.0
RegionA,125,544.176,544.176,0.0,-0.0,35.0,0.0,0.0,333.47399999999993,0.0,466.25,0.0,0.6262,877.65
RegionA,126,544.21200045,544.21200045,0.0,-0.0,35.0,0.0,0.0,405.78799955,0.0,466.29,0.0,0.6142,950.0
RegionA,127,544.10399955,544.10399955,0.0,-0.0,35.0,0.0,0.0,468.02600044999997,0.0,717.43,0.0,0.6014,1012.13
RegionA,128,543.96,543.96,0.0,-0.0,35.0,0.0,0.0,515.8499999999999,0.0,717.52,0.0,0.5886,1059.81
RegionA,129,543.996,543.996,0.0,-0.0,35.0,0.0,0.0,545.784,0.0,717.62,0.0,0.5767,1089.78
RegionA,130,541.9206,541.9206,0.0,-0.0,35.0,0.0,0.0,558.0794,0.0,717.73,0.0,0.5665,1100.0
RegionA,131,541.0395004500001,541.0395004500001,0.0,-0.0,35.0,0.0,0.0,548.7404995499999,0.0,717.86,0.0,0.5588,1089.78
RegionA,132,488.18699955000005,488.18699955000005,0.0,-0.0,35.0,0.0,0.0,571.6230004499998,0.0,718.01,0.0,0.554,1059.81
RegionA,133,468.69165045,468.69165045,0.0,-0.0,35.0,0.0,0.0,543.43834955,0.0,718.17,0.0,0.5524,1012.13
RegionA,134,419.53679955000007,419.53679955000007,0.0,-0.0,35.0,0.0,0.0,530.4632004499999,0.0,718.34,0.0,0.5543,950.0
RegionA,135,383.44050000000004,383.44050000000004,0.0,-0.0,35.0,0.0,0.0,494.20949999999993,0.0,718.53,0.0,0.5595,877.65
RegionA,136,305.89649955000004,305.89649955000004,0.0,-0.0,35.0,0.0,0.0,494.10350044999996,0.0,718.73,0.0,0.5676,800.0
RegionA,137,307.40850045,307.40850045,0.0,-0.0,35.0,0.0,0.0,414.94149955,0.0,1042.47,0.0,0.5782,722.35
RegionA,138,308.33999955,308.33999955,0.0,-0.0,35.0,0.0,0.0,341.66000045,0.0,1042.81,0.0,0.5904,650.0
RegionA,139,305.03249955,305.03249955,0.0,-0.0,35.0,0.0,0.0,282.83750045,0.0,1043.16,0.0,0.6036,587.87
RegionA,140,307.34099955,307.34099955,0.0,-0.0,35.0,0.0,0.0,232.84900045000006,0.0,1043.53,0.0,0.6167,540.19
RegionA,141,368.5500004500001,368.5500004500001,0.0,-0.0,35.0,0.0,0.0,141.66999954999994,0.0,1043.92,0.0,0.6291,510.22
RegionA,142,406.08000045000006,406.08000045000006,0.0,-0.0,35.0,0.0,0.0,93.91999954999994,0.0,648.21,0.0,0.6397,500.0
RegionA,143,442.66499955000006,442.66499955000006,0.0,-0.0,35.0,0.0,0.0,67.55500044999997,0.0,648.47,0.0,0.648,510.22
RegionA,144,469.78650000000005,469.78650000000005,0.0,-0.0,35.0,0.0,0.0,70.40350000000001,0.0,468.54,0.0,0.6534,540.19
RegionA,145,486.97200045000005,486.97200045000005,0.0,-0.0,35.0,0.0,0.0,100.89799954999995,0.0,468.75,0.0,0.6555,587.87
RegionA,146,544.32,544.32,0.0,-0.0,35.0,0.0,0.0,105.67999999999995,0.0,468.96,0.0,0.6543,650.0
RegionA,147,544.3200004500001,544.3200004500001,0.0,-0.0,35.0,0.0,0.0,178.02999954999996,0.0,469.19,0.0,0.6498,722.35
RegionA,148,519.264,519.264,0.0,-0.0,35.0,0.0,0.0,280.736,0.0,469.41,0.0,0.6424,800.0
RegionA,149,519.264,519.264,0.0,-0.0,35.0,0.0,0.0,358.38599999999997,0.0,469.65,0.0,0.6327,877.65
RegionA,150,530.92799955,530.92799955,0.0,-0.0,35.0,0.0,0.0,419.07200045,0.0,469.89,0.0,0.6212,950.0
RegionA,151,553.2336004500002,553.2336004500002,0.0,-0.0,35.0,0.0,0.0,458.89639954999984,0.0,723.29,0.0,0.609,1012.13
RegionA,152,543.78,543.78,0.0,-0.0,35.0,0.0,0.0,516.03,0.0,723.68,0.0,0.5967,1059.81
RegionA,153,543.7799995500002,543.7799995500002,0.0,-0.0,35.0,0.0,0.0,546.0000004499998,0.0,724.08,0.0,0.5853,1089.78
RegionA,154,543.7800004500001,543.7800004500001,0.0,-0.0,35.0,0.0,0.0,556.2199995499999,0.0,724.49,0.0,0.5756,1100.0
RegionA,155,506.1960000000001,506.1960000000001,0.0,-0.0,35.0,0.0,0.0,583.5839999999998,0.0,724.9,0.0,0.5684,1089.78
RegionA,156,431.2710004499999,431.2710004499999,0.0,-0.0,35.0,0.0,0.0,628.53899955,0.0,725.32,0.0,0.564,1059.81
RegionA,157,455.75189955,455.75189955,0.0,-0.0,35.0,0.0,0.0,556.3781004499999,0.0,725.75,0.0,0.563,1012.13
RegionA,158,435.1693504500002,435.1693504500002,0.0,-0.0,35.0,0.0,0.0,514.8306495499999,0.0,726.18,0.0,0.5653,950.0
RegionA,159,392.607,392.607,0.0,-0.0,35.0,0.0,0.0,485.04299999999995,0.0,726.62,0.0,0.5709,877.65
RegionA,160,387.66599955,387.66599955,0.0,-0.0,35.0,0.0,0.0,412.33400045,0.0,727.07,0.0,0.5794,800.0
RegionA,161,316.87199999999996,316.87199999999996,0.0,-0.0,35.0,0.0,0.0,405.47800000000007,0.0,1054.9,0.0,0.5904,722.35
RegionA,162,345.26250000000005,345.26250000000005,0.0,-0.0,35.0,0.0,0.0,304.73749999999995,0.0,1055.55,0.0,0.603,650.0
RegionA,163,285.5924995500001,285.5924995500001,0.0,-0.0,35.0,0.0,0.0,302.2775004499999,0.0,1056.21,0.0,0.6165,587.87
RegionA,164,315.23850044999995,315.23850044999995,0.0,-0.0,35.0,0.0,0.0,224.9514995500001,0.0,1056.88,0.0,0.6301,540.19
RegionA,165,299.90250000000003,299.90250000000003,0.0,-0.0,35.0,0.0,0.0,210.3175,0.0,1057.54,0.0,0.6427,510.22
RegionA,166,404.8379995499999,404.8379995499999,0.0,-0.0,35.0,0.0,0.0,95.16200045000011,0.0,656.82,0.0,0.6537,500.0
RegionA,167,444.906,444.906,0.0,-0.0,35.0,0.0,0.0,65.31400000000002,0.0,657.24,0.0,0.6623,510.22
RegionA,168,423.56250045,423.56250045,0.0,-0.0,35.0,0.0,0.0,116.62749955000004,0.0,474.97,0.0,0.6679,540.19
RegionA,169,503.96849955000005,503.96849955000005,0.0,-0.0,35.0,0.0,0.0,83.90150044999996,0.0,475.28,0.0,0.6703,587.87
RegionA,170,540.6831004500001,540.6831004500001,0.0,-0.0,35.0,0.0,0.0,109.3168995499999,0.0,475.58,0.0,0.6693,650.0
RegionA,171,544.32,544.32,0.0,-0.0,35.0,0.0,0.0,178.02999999999997,0.0,475.88,0.0,0.665,722.35
RegionA,172,543.77999955,543.77999955,0.0,-0.0,35.0,0.0,0.0,256.22000045000004,0.0,476.18,0.0,0.6578,800.0
RegionA,173,543.78000045,543.78000045,0.0,-0.0,35.0,0.0,0.0,333.86999955,0.0,476.47,0.0,0.6483,877.65
RegionA,174,543.456,543.456,0.0,-0.0,35.0,0.0,0.0,406.544,0.0,476.77,0.0,0.637,950.0
RegionA,175,543.4560004499998,543.4560004499998,0.0,-0.0,35.0,0.0,0.0,468.6739995500002,0.0,733.94,0.0,0.6248,1012.13
RegionA,176,543.76199955,543.76199955,0.0,-0.0,35.0,0.0,0.0,516.0480004499999,0.0,734.39,0.0,0.6126,1059.81
RegionA,177,543.9959999999999,543.9959999999999,0.0,-0.0,35.0,0.0,0.0,545.7840000000001,0.0,734.83,0.0,0.6013,1089.78
RegionA,178,543.99599955,543.99599955,0.0,-0.0,35.0,0.0,0.0,556.00400045,0.0,735.27,0.0,0.5917,1100.0
RegionA,179,535.3424999999999,535.3424999999999,0.0,-0.0,35.0,0.0,0.0,554.4375000000001,0.0,735.7,0.0,0.5845,1089.78
RegionA,180,460.3040999999997,460.3040999999997,0.0,-0.0,35.0,0.0,0.0,599.5059000000002,0.0,736.13,0.0,0.5802,1059.81
RegionA,181,451.0147500000001,451.0147500000001,0.0,-0.0,35.0,0.0,0.0,561.1152499999998,0.0,736.55,0.0,0.5791,1012.13
RegionA,182,428.55749955,428.55749955,0.0,-0.0,35.0,0.0,0.0,521.44250045,0.0,736.96,0.0,0.5814,950.0
RegionA,183,402.3940495500001,402.3940495500001,0.0,-0.0,35.0,0.0,0.0,475.2559504499999,0.0,737.36,0.0,0.5869,877.65
RegionA,184,321.435,321.435,0.0,-0.0,35.0,0.0,0.0,478.565,0.0,737.76,0.0,0.5954,800.0
RegionA,185,312.43050045000007,312.43050045000007,0.0,-0.0,35.0,0.0,0.0,409.91949954999995,0.0,1070.31,0.0,0.6062,722.35
RegionA,186,314.0288995499998,314.0288995499998,0.0,-0.0,35.0,0.0,0.0,335.9711004500002,0.0,1070.86,0.0,0.6188,650.0
RegionA,187,321.07410000000004,321.07410000000004,0.0,-0.0,35.0,0.0,0.0,266.79589999999996,0.0,1071.4,0.0,0.6321,587.87
RegionA,188,334.17899955,334.17899955,0.0,-0.0,35.0,0.0,0.0,206.01100045000004,0.0,1071.92,0.0,0.6455,540.19
RegionA,189,358.91099955000004,358.91099955000004,0.0,-0.0,35.0,0.0,0.0,151.30900044999998,0.0,1072.42,0.0,0.658,510.22
RegionA,190,377.109,377.109,0.0,-0.0,35.0,0.0,0.0,122.89100000000002,0.0,665.95,0.0,0.6687,500.0
RegionA,191,416.79899955,416.79899955,0.0,-0.0,35.0,0.0,0.0,93.42100045000001,0.0,666.24,0.0,0.6771,510.22
RegionA,192,457.4205,457.4205,0.0,-0.0,35.0,0.0,0.0,82.76950000000005,0.0,481.38,0.0,0.6825,540.19
RegionA,193,501.49800000000005,501.49800000000005,0.0,-0.0,35.0,0.0,0.0,86.37199999999996,0.0,481.58,0.0,0.6846,587.87
RegionA,194,542.4435000000001,542.4435000000001,0.0,-0.0,35.0,0.0,0.0,107.55649999999991,0.0,481.77,0.0,0.6833,650.0
RegionA,195,542.4498004500001,542.4498004500001,0.0,-0.0,35.0,0.0,0.0,179.9001995499999,0.0,481.95,0.0,0.6787,722.35
