Region,Hour,FacilityLoad_MW,RenewableUse_MW,Charge_MW,Discharge_MW,SOC_MWh,GridPurchase_MW,GridSell_MW,Curtailment_MW,GridExportLimit_MW,Price,SellPrice,CarbonIntensity,AvailableRenewable_MW
RegionA,126,544.320000449955,544.320000449955,0.0,-0.0,35.0,0.0,0.0,405.67999955004495,0.0,466.29,0.0,0.6142,950.0
RegionA,127,544.319999550045,544.319999550045,0.0,-0.0,35.0,0.0,0.0,467.81000044995494,0.0,717.43,0.0,0.6014,1012.13
RegionA,128,544.32,544.32,0.0,-0.0,35.0,0.0,0.0,515.4899999999999,0.0,717.52,0.0,0.5886,1059.81
RegionA,129,544.32,544.32,0.0,-0.0,35.0,0.0,0.0,545.4599999999999,0.0,717.62,0.0,0.5767,1089.78
RegionA,130,542.538,542.538,0.0,-0.0,35.0,0.0,0.0,557.462,0.0,717.73,0.0,0.5665,1100.0
RegionA,131,541.579500449955,541.579500449955,0.0,-0.0,35.0,0.0,0.0,548.2004995500449,0.0,717.86,0.0,0.5588,1089.78
RegionA,132,488.72699955004504,488.72699955004504,0.0,-0.0,35.0,0.0,0.0,571.0830004499549,0.0,718.01,0.0,0.554,1059.81
RegionA,133,469.11285044995503,469.11285044995503,0.0,-0.0,35.0,0.0,0.0,543.0171495500449,0.0,718.17,0.0,0.5524,1012.13
RegionA,134,419.86079955004504,419.86079955004504,0.0,-0.0,35.0,0.0,0.0,530.139200449955,0.0,718.34,0.0,0.5543,950.0
RegionA,135,383.76450000000006,383.76450000000006,0.0,-0.0,35.0,0.0,0.0,493.8854999999999,0.0,718.53,0.0,0.5595,877.65
RegionA,136,306.031499550045,306.031499550045,0.0,-0.0,35.0,0.0,0.0,493.968500449955,0.0,718.73,0.0,0.5676,800.0
RegionA,137,307.408500449955,307.408500449955,0.0,-0.0,35.0,0.0,0.0,414.941499550045,0.0,1042.47,0.0,0.5782,722.35
RegionA,138,308.339999550045,308.339999550045,0.0,-0.0,35.0,0.0,0.0,341.660000449955,0.0,1042.81,0.0,0.5904,650.0
RegionA,139,305.03249955004503,305.03249955004503,0.0,-0.0,35.0,0.0,0.0,282.837500449955,0.0,1043.16,0.0,0.6036,587.87
RegionA,140,307.340999550045,307.340999550045,0.0,-0.0,35.0,0.0,0.0,232.84900044995504,0.0,1043.53,0.0,0.6167,540.19
RegionA,141,368.55000044995495,368.55000044995495,0.0,-0.0,35.0,0.0,0.0,141.66999955004508,0.0,1043.92,0.0,0.6291,510.22
RegionA,142,406.080000449955,406.080000449955,0.0,-0.0,35.0,0.0,0.0,93.91999955004502,0.0,648.21,0.0,0.6397,500.0
RegionA,143,442.664999550045,442.664999550045,0.0,-0.0,35.0,0.0,0.0,67.555000449955,0.0,648.47,0.0,0.648,510.22
RegionA,144,469.78650000000005,469.78650000000005,0.0,-0.0,35.0,0.0,0.0,70.40350000000001,0.0,468.54,0.0,0.6534,540.19
RegionA,145,486.97200044995503,486.97200044995503,0.0,-0.0,35.0,0.0,0.0,100.89799955004497,0.0,468.75,0.0,0.6555,587.87
RegionA,146,544.32,544.32,0.0,-0.0,35.0,0.0,0.0,105.67999999999995,0.0,468.96,0.0,0.6543,650.0
RegionA,147,544.320000449955,544.320000449955,0.0,-0.0,35.0,0.0,0.0,178.02999955004498,0.0,469.19,0.0,0.6498,722.35
RegionA,148,544.32,544.32,0.0,-0.0,35.0,0.0,0.0,255.67999999999995,0.0,469.41,0.0,0.6424,800.0
RegionA,149,544.32,544.32,0.0,-0.0,35.0,0.0,0.0,333.3299999999999,0.0,469.65,0.0,0.6327,877.65
RegionA,150,544.3199995500449,544.3199995500449,0.0,-0.0,35.0,0.0,0.0,405.68000044995506,0.0,469.89,0.0,0.6212,950.0
RegionA,151,544.320000449955,544.320000449955,0.0,-0.0,35.0,0.0,0.0,467.80999955004495,0.0,723.29,0.0,0.609,1012.13
RegionA,152,544.32,544.32,0.0,-0.0,35.0,0.0,0.0,515.4899999999999,0.0,723.68,0.0,0.5967,1059.81
RegionA,153,544.319999550045,544.319999550045,0.0,-0.0,35.0,0.0,0.0,545.4600004499549,0.0,724.08,0.0,0.5853,1089.78
RegionA,154,544.3200004499549,544.3200004499549,0.0,-0.0,35.0,0.0,0.0,555.6799995500451,0.0,724.49,0.0,0.5756,1100.0
RegionA,155,506.73600000000005,506.73600000000005,0.0,-0.0,35.0,0.0,0.0,583.0439999999999,0.0,724.9,0.0,0.5684,1089.78
RegionA,156,431.811000449955,431.811000449955,0.0,-0.0,35.0,0.0,0.0,627.998999550045,0.0,725.32,0.0,0.564,1059.81
RegionA,157,456.29189955004506,456.29189955004506,0.0,-0.0,35.0,0.0,0.0,555.8381004499549,0.0,725.75,0.0,0.563,1012.13
RegionA,158,435.26835044995505,435.26835044995505,0.0,-0.0,35.0,0.0,0.0,514.731649550045,0.0,726.18,0.0,0.5653,950.0
RegionA,159,392.607,392.607,0.0,-0.0,35.0,0.0,0.0,485.04299999999995,0.0,726.62,0.0,0.5709,877.65
RegionA,160,387.665999550045,387.665999550045,0.0,-0.0,35.0,0.0,0.0,412.334000449955,0.0,727.07,0.0,0.5794,800.0
RegionA,161,316.87199999999996,316.87199999999996,0.0,-0.0,35.0,0.0,0.0,405.47800000000007,0.0,1054.9,0.0,0.5904,722.35
RegionA,162,345.26250000000005,345.26250000000005,0.0,-0.0,35.0,0.0,0.0,304.73749999999995,0.0,1055.55,0.0,0.603,650.0
RegionA,163,285.592499550045,285.592499550045,0.0,-0.0,35.0,0.0,0.0,302.277500449955,0.0,1056.21,0.0,0.6165,587.87
RegionA,164,315.238500449955,315.238500449955,0.0,-0.0,35.0,0.0,0.0,224.95149955004507,0.0,1056.88,0.0,0.6301,540.19
RegionA,165,299.9025,299.9025,0.0,-0.0,35.0,0.0,0.0,210.31750000000005,0.0,1057.54,0.0,0.6427,510.22
RegionA,166,407.80799955004505,407.80799955004505,0.0,-0.0,35.0,0.0,0.0,92.19200044995495,0.0,656.82,0.0,0.6537,500.0
RegionA,167,447.87600000000003,447.87600000000003,0.0,-0.0,35.0,0.0,0.0,62.343999999999994,0.0,657.24,0.0,0.6623,510.22
RegionA,168,449.64450044995505,449.64450044995505,0.0,-0.0,35.0,0.0,0.0,90.54549955004501,0.0,474.97,0.0,0.6679,540.19
RegionA,169,530.050499550045,530.050499550045,0.0,-0.0,35.0,0.0,0.0,57.81950044995506,0.0,475.28,0.0,0.6703,587.87
RegionA,170,544.320000449955,544.320000449955,0.0,-0.0,35.0,0.0,0.0,105.67999955004495,0.0,475.58,0.0,0.6693,650.0
RegionA,171,544.32,544.32,0.0,-0.0,35.0,0.0,0.0,178.02999999999997,0.0,475.88,0.0,0.665,722.35
RegionA,172,544.319999550045,544.319999550045,0.0,-0.0,35.0,0.0,0.0,255.68000044995495,0.0,476.18,0.0,0.6578,800.0
RegionA,173,544.3200004499549,544.3200004499549,0.0,-0.0,35.0,0.0,0.0,333.32999955004504,0.0,476.47,0.0,0.6483,877.65
RegionA,174,544.32,544.32,0.0,-0.0,35.0,0.0,0.0,405.67999999999995,0.0,476.77,0.0,0.637,950.0
RegionA,175,544.320000449955,544.320000449955,0.0,-0.0,35.0,0.0,0.0,467.80999955004495,0.0,733.94,0.0,0.6248,1012.13
RegionA,176,544.319999550045,544.319999550045,0.0,-0.0,35.0,0.0,0.0,515.4900004499549,0.0,734.39,0.0,0.6126,1059.81
RegionA,177,544.32,544.32,0.0,-0.0,35.0,0.0,0.0,545.4599999999999,0.0,734.83,0.0,0.6013,1089.78
RegionA,178,544.3199995500449,544.3199995500449,0.0,-0.0,35.0,0.0,0.0,555.6800004499551,0.0,735.27,0.0,0.5917,1100.0
RegionA,179,535.8825,535.8825,0.0,-0.0,35.0,0.0,0.0,553.8974999999999,0.0,735.7,0.0,0.5845,1089.78
RegionA,180,460.66049999999996,460.66049999999996,0.0,-0.0,35.0,0.0,0.0,599.1495,0.0,736.13,0.0,0.5802,1059.81
RegionA,181,451.23075000000006,451.23075000000006,0.0,-0.0,35.0,0.0,0.0,560.8992499999999,0.0,736.55,0.0,0.5791,1012.13
RegionA,182,429.42149955004504,429.42149955004504,0.0,-0.0,35.0,0.0,0.0,520.578500449955,0.0,736.96,0.0,0.5814,950.0
RegionA,183,403.64864955004504,403.64864955004504,0.0,-0.0,35.0,0.0,0.0,474.00135044995494,0.0,737.36,0.0,0.5869,877.65
RegionA,184,322.083,322.083,0.0,-0.0,35.0,0.0,0.0,477.917,0.0,737.76,0.0,0.5954,800.0
RegionA,185,313.834500449955,313.834500449955,0.0,-0.0,35.0,0.0,0.0,408.51549955004504,0.0,1070.31,0.0,0.6062,722.35
RegionA,186,315.076499550045,315.076499550045,0.0,-0.0,35.0,0.0,0.0,334.923500449955,0.0,1070.86,0.0,0.6188,650.0
RegionA,187,321.50250000000005,321.50250000000005,0.0,-0.0,35.0,0.0,0.0,266.36749999999995,0.0,1071.4,0.0,0.6321,587.87
RegionA,188,334.17899955004503,334.17899955004503,0.0,-0.0,35.0,0.0,0.0,206.01100044995502,0.0,1071.92,0.0,0.6455,540.19
RegionA,189,358.910999550045,358.910999550045,0.0,-0.0,35.0,0.0,0.0,151.30900044995502,0.0,1072.42,0.0,0.658,510.22
RegionA,190,377.109,377.109,0.0,-0.0,35.0,0.0,0.0,122.89100000000002,0.0,665.95,0.0,0.6687,500.0
RegionA,191,419.930999550045,419.930999550045,0.0,-0.0,35.0,0.0,0.0,90.28900044995504,0.0,666.24,0.0,0.6771,510.22
RegionA,192,460.5525,460.5525,0.0,-0.0,35.0,0.0,0.0,79.63750000000005,0.0,481.38,0.0,0.6825,540.19
RegionA,193,500.526,500.526,0.0,-0.0,35.0,0.0,0.0,87.344,0.0,481.58,0.0,0.6846,587.87
RegionA,194,541.4715,541.4715,0.0,-0.0,35.0,0.0,0.0,108.52850000000001,0.0,481.77,0.0,0.6833,650.0
RegionA,195,544.320000449955,544.320000449955,0.0,-0.0,35.0,0.0,0.0,178.02999955004498,0.0,481.95,0.0,0.6787,722.35
