scenario_type,parameter,state_count,storage_policy,level,seed,alternation_round,task_candidate_budget,task_candidates_checked,unique_tasks_visited,local_task_moves_accepted,full_task_audit_passed,incumbent_schedule_before_sha256,candidate_schedule_sha256,storage_trajectory_sha256,joint_score_before,joint_score_candidate,improvement,accepted,incumbent_schedule_after_sha256,neighborhood_rebuilt_from_previous_storage
sell_mechanism,sell_scale,21,cost_min,0.0,,1,600,600,93,93,True,a41cb539165c17886e64db1354c578cabd263ef82ee1872e89cc46738df03888,ca5d86c8ba7705e6a56db78b8c3bdacc56b2663d603bebe2be50d57d9d7066fc,48b1ec4b2eaa414e3f4900783c1a64dc26f0526696bb5c028f47b704efe449f0,0.1473561267079815,0.15017595047823692,-0.002819823770255414,False,a41cb539165c17886e64db1354c578cabd263ef82ee1872e89cc46738df03888,True
sell_mechanism,sell_scale,21,cost_min,0.0,,2,600,600,93,93,True,a41cb539165c17886e64db1354c578cabd263ef82ee1872e89cc46738df03888,ca5d86c8ba7705e6a56db78b8c3bdacc56b2663d603bebe2be50d57d9d7066fc,48b1ec4b2eaa414e3f4900783c1a64dc26f0526696bb5c028f47b704efe449f0,0.1473561267079815,0.15017595047823692,-0.002819823770255414,False,a41cb539165c17886e64db1354c578cabd263ef82ee1872e89cc46738df03888,True
sell_mechanism,sell_scale,21,cost_min,0.5,,1,600,600,93,89,True,a41cb539165c17886e64db1354c578cabd263ef82ee1872e89cc46738df03888,8e7ccf5b5ca028518d5c81ce6cd355da44165411ad7347126b8fa16076e1da93,8d625ed7315e4b99de92fca591c6946da417fc4accc1ef0c4e67d6e24661b444,0.07142857142857142,0.07426911060065455,-0.0028405391720831286,False,a41cb539165c17886e64db1354c578cabd263ef82ee1872e89cc46738df03888,True
sell_mechanism,sell_scale,21,cost_min,0.5,,2,600,600,93,89,True,a41cb539165c17886e64db1354c578cabd263ef82ee1872e89cc46738df03888,8e7ccf5b5ca028518d5c81ce6cd355da44165411ad7347126b8fa16076e1da93,8d625ed7315e4b99de92fca591c6946da417fc4accc1ef0c4e67d6e24661b444,0.07142857142857142,0.07426911060065455,-0.0028405391720831286,False,a41cb539165c17886e64db1354c578cabd263ef82ee1872e89cc46738df03888,True
sell_mechanism,sell_scale,21,cost_min,1.0,,1,600,600,93,89,True,a41cb539165c17886e64db1354c578cabd263ef82ee1872e89cc46738df03888,8e7ccf5b5ca028518d5c81ce6cd355da44165411ad7347126b8fa16076e1da93,8d625ed7315e4b99de92fca591c6946da417fc4accc1ef0c4e67d6e24661b444,0.0,0.002838807871529973,-0.002838807871529973,False,a41cb539165c17886e64db1354c578cabd263ef82ee1872e89cc46738df03888,True
sell_mechanism,sell_scale,21,cost_min,1.0,,2,600,600,93,89,True,a41cb539165c17886e64db1354c578cabd263ef82ee1872e89cc46738df03888,8e7ccf5b5ca028518d5c81ce6cd355da44165411ad7347126b8fa16076e1da93,8d625ed7315e4b99de92fca591c6946da417fc4accc1ef0c4e67d6e24661b444,0.0,0.002838807871529973,-0.002838807871529973,False,a41cb539165c17886e64db1354c578cabd263ef82ee1872e89cc46738df03888,True
renewable_level,renewable_scale,21,cost_min,0.8,,1,600,600,93,99,True,a41cb539165c17886e64db1354c578cabd263ef82ee1872e89cc46738df03888,5ae54fe718ae51d797d28899d78330721fb294da944ce190c27c797fcc2735af,3c299e59f99fc8eb30dca627a7f618817b6e2cb3e6d236b3781e94297591dd12,860.2615981547673,854.3404799580533,5.921118196714019,True,5ae54fe718ae51d797d28899d78330721fb294da944ce190c27c797fcc2735af,True
renewable_level,renewable_scale,21,cost_min,0.8,,2,600,600,93,54,True,5ae54fe718ae51d797d28899d78330721fb294da944ce190c27c797fcc2735af,f420c0107313bc9d9b5ffc6303dfd62a69849f2abbc47b5771f4fd04b9ff6eae,41d8e88010c397c30e878e5204f1ba20aedc3e853e4dd2da4478e843ad7767de,854.3404799580533,851.4527730653282,2.8877068927250775,True,f420c0107313bc9d9b5ffc6303dfd62a69849f2abbc47b5771f4fd04b9ff6eae,True
renewable_level,renewable_scale,21,cost_min,0.8,,3,600,600,93,38,True,f420c0107313bc9d9b5ffc6303dfd62a69849f2abbc47b5771f4fd04b9ff6eae,93313e808b84852ba999c7454fcc3921ce664e4e469e92dc48ab3125c15f0428,c6ce0f719db58b57fd038f94afc87b74ab5163743f7a1cfe3de785f5cfd990bb,851.4527730653282,818.1933976617369,33.25937540359132,True,93313e808b84852ba999c7454fcc3921ce664e4e469e92dc48ab3125c15f0428,True
renewable_level,renewable_scale,21,cost_min,0.8,,4,600,600,93,42,True,93313e808b84852ba999c7454fcc3921ce664e4e469e92dc48ab3125c15f0428,44be702f018fa90d78e3b45aaa81157e1e590c172ed5a8fa3faf6de2c737dca4,0697569d3802d6c73402198f54f748aba26b4d491c3233be99cd3d2ed3b920fc,818.1933976617369,827.7682359828807,-9.57483832114383,False,93313e808b84852ba999c7454fcc3921ce664e4e469e92dc48ab3125c15f0428,True
renewable_level,renewable_scale,21,cost_min,0.8,,5,600,600,93,42,True,93313e808b84852ba999c7454fcc3921ce664e4e469e92dc48ab3125c15f0428,44be702f018fa90d78e3b45aaa81157e1e590c172ed5a8fa3faf6de2c737dca4,0697569d3802d6c73402198f54f748aba26b4d491c3233be99cd3d2ed3b920fc,818.1933976617369,827.7682359828807,-9.57483832114383,False,93313e808b84852ba999c7454fcc3921ce664e4e469e92dc48ab3125c15f0428,True
renewable_level,renewable_scale,21,cost_min,1.0,,1,600,600,93,89,True,a41cb539165c17886e64db1354c578cabd263ef82ee1872e89cc46738df03888,8e7ccf5b5ca028518d5c81ce6cd355da44165411ad7347126b8fa16076e1da93,8d625ed7315e4b99de92fca591c6946da417fc4accc1ef0c4e67d6e24661b444,0.0,0.002838807871529973,-0.002838807871529973,False,a41cb539165c17886e64db1354c578cabd263ef82ee1872e89cc46738df03888,True
renewable_level,renewable_scale,21,cost_min,1.0,,2,600,600,93,89,True,a41cb539165c17886e64db1354c578cabd263ef82ee1872e89cc46738df03888,8e7ccf5b5ca028518d5c81ce6cd355da44165411ad7347126b8fa16076e1da93,8d625ed7315e4b99de92fca591c6946da417fc4accc1ef0c4e67d6e24661b444,0.0,0.002838807871529973,-0.002838807871529973,False,a41cb539165c17886e64db1354c578cabd263ef82ee1872e89cc46738df03888,True
renewable_level,renewable_scale,21,cost_min,1.2,,1,600,600,93,96,True,a41cb539165c17886e64db1354c578cabd263ef82ee1872e89cc46738df03888,e8a856eaf6eaf937cd9b1001918fed4ca9e597620a05339b993df0784894d6f5,8a78e59032db3a4f55c4fa1fd4f8dfd1d43cc65363cf6b7c403281620742ee16,0.01871669455880361,0.02172841833618645,-0.0030117237773828395,False,a41cb539165c17886e64db1354c578cabd263ef82ee1872e89cc46738df03888,True
renewable_level,renewable_scale,21,cost_min,1.2,,2,600,600,93,96,True,a41cb539165c17886e64db1354c578cabd263ef82ee1872e89cc46738df03888,e8a856eaf6eaf937cd9b1001918fed4ca9e597620a05339b993df0784894d6f5,8a78e59032db3a4f55c4fa1fd4f8dfd1d43cc65363cf6b7c403281620742ee16,0.01871669455880361,0.02172841833618645,-0.0030117237773828395,False,a41cb539165c17886e64db1354c578cabd263ef82ee1872e89cc46738df03888,True
renewable_volatility,seed,21,cost_min,2026.0,2026.0,1,600,600,93,95,True,a41cb539165c17886e64db1354c578cabd263ef82ee1872e89cc46738df03888,e7257e813ff9bf986b235776acdfdc3a93649a3b36b82c7a6546298a8e573167,869b5bb10f0328408a7a474e65b4a621d6eb6ee890cf849d7014149c6d7d8b38,395.5729428062891,395.5758149287394,-0.0028721224502987752,False,a41cb539165c17886e64db1354c578cabd263ef82ee1872e89cc46738df03888,True
renewable_volatility,seed,21,cost_min,2026.0,2026.0,2,600,600,93,95,True,a41cb539165c17886e64db1354c578cabd263ef82ee1872e89cc46738df03888,e7257e813ff9bf986b235776acdfdc3a93649a3b36b82c7a6546298a8e573167,869b5bb10f0328408a7a474e65b4a621d6eb6ee890cf849d7014149c6d7d8b38,395.5729428062891,395.5758149287394,-0.0028721224502987752,False,a41cb539165c17886e64db1354c578cabd263ef82ee1872e89cc46738df03888,True
renewable_volatility,seed,21,cost_min,2027.0,2027.0,1,600,600,93,97,True,a41cb539165c17886e64db1354c578cabd263ef82ee1872e89cc46738df03888,780c19cc72979272db5e8a26583091970bd5915b62d07ac3d3f7003272eee0b3,936addc821212416e5810196d73bdc3167a6ef29bccb0a2892b942f88c8f4fb5,426.81823047122305,433.76526450558885,-6.9470340343657995,False,a41cb539165c17886e64db1354c578cabd263ef82ee1872e89cc46738df03888,True
renewable_volatility,seed,21,cost_min,2027.0,2027.0,2,600,600,93,97,True,a41cb539165c17886e64db1354c578cabd263ef82ee1872e89cc46738df03888,780c19cc72979272db5e8a26583091970bd5915b62d07ac3d3f7003272eee0b3,936addc821212416e5810196d73bdc3167a6ef29bccb0a2892b942f88c8f4fb5,426.81823047122305,433.76526450558885,-6.9470340343657995,False,a41cb539165c17886e64db1354c578cabd263ef82ee1872e89cc46738df03888,True
renewable_volatility,seed,21,cost_min,2028.0,2028.0,1,600,600,93,105,True,a41cb539165c17886e64db1354c578cabd263ef82ee1872e89cc46738df03888,cee85a51c50bf94db7ed369c2bae4759bc5bbf604c70cbf6bf8f7c5b4b5c8d84,aee9f67a303c929802f2c516118800a8b585682f03bfe9ce38bb372cf0063f5d,215.66267781975128,215.66565322472044,-0.0029754049691632645,False,a41cb539165c17886e64db1354c578cabd263ef82ee1872e89cc46738df03888,True
renewable_volatility,seed,21,cost_min,2028.0,2028.0,2,600,600,93,105,True,a41cb539165c17886e64db1354c578cabd263ef82ee1872e89cc46738df03888,cee85a51c50bf94db7ed369c2bae4759bc5bbf604c70cbf6bf8f7c5b4b5c8d84,aee9f67a303c929802f2c516118800a8b585682f03bfe9ce38bb372cf0063f5d,215.66267781975128,215.66565322472044,-0.0029754049691632645,False,a41cb539165c17886e64db1354c578cabd263ef82ee1872e89cc46738df03888,True
