Hour,Region,TaskType,Prediction_GPU,Actual_GPU,FeatureUsesTestTruth,SelectedModel
2386,RegionB,BatchInference,15.424458821209848,51.0,False,Huber
2387,RegionB,BatchInference,15.079038808296755,33.0,False,Huber
2388,RegionB,BatchInference,14.525105819711525,10.0,False,Huber
2389,RegionB,BatchInference,14.319196151689715,13.0,False,Huber
2390,RegionB,BatchInference,14.232357458953773,30.0,False,Huber
2391,RegionB,BatchInference,14.239084537377131,29.0,False,Huber
2392,RegionB,BatchInference,13.912300354582815,8.0,False,Huber
2393,RegionB,BatchInference,14.372138322031603,0.0,False,Huber
2394,RegionB,BatchInference,14.157495301438152,61.0,False,Huber
2395,RegionB,BatchInference,14.61597052636655,0.0,False,Huber
2396,RegionB,BatchInference,14.393457745829052,17.0,False,Huber
2397,RegionB,BatchInference,15.214291054739814,19.0,False,Huber
2398,RegionB,BatchInference,15.724488951313264,21.0,False,Huber
2399,RegionB,BatchInference,15.97186482542509,75.0,False,Huber
2376,RegionB,AITraining,18.677710498343004,0.0,False,Huber
2377,RegionB,AITraining,15.681613249617325,0.0,False,Huber
2378,RegionB,AITraining,15.689165654262652,0.0,False,Huber
2379,RegionB,AITraining,17.226862112840845,0.0,False,Huber
2380,RegionB,AITraining,18.532936533752668,142.0,False,Huber
2381,RegionB,AITraining,16.683095409162195,71.0,False,Huber
2382,RegionB,AITraining,15.100432514354502,0.0,False,Huber
2383,RegionB,AITraining,17.90786949197744,0.0,False,Huber
2384,RegionB,AITraining,15.52211212086879,78.0,False,Huber
2385,RegionB,AITraining,9.64192319183379,0.0,False,Huber
2386,RegionB,AITraining,14.948628885140318,113.0,False,Huber
2387,RegionB,AITraining,13.368259248980372,0.0,False,Huber
2388,RegionB,AITraining,15.12293359210088,0.0,False,Huber
2389,RegionB,AITraining,13.253437769581918,59.0,False,Huber
2390,RegionB,AITraining,15.928998842588555,0.0,False,Huber
2391,RegionB,AITraining,13.763183102028538,54.0,False,Huber
2392,RegionB,AITraining,14.288874392987161,0.0,False,Huber
2393,RegionB,AITraining,13.212256282647957,0.0,False,Huber
2394,RegionB,AITraining,19.00165348291334,0.0,False,Huber
2395,RegionB,AITraining,16.34970217294686,110.0,False,Huber
2396,RegionB,AITraining,17.677089445745388,51.0,False,Huber
2397,RegionB,AITraining,16.9132289688735,0.0,False,Huber
2398,RegionB,AITraining,16.624268504009585,44.0,False,Huber
2399,RegionB,AITraining,13.091415817001407,0.0,False,Huber
2376,RegionC,RealTimeInference,12.0,7.0,False,SeasonalNaive168
2377,RegionC,RealTimeInference,12.0,4.0,False,SeasonalNaive168
2378,RegionC,RealTimeInference,9.0,0.0,False,SeasonalNaive168
2379,RegionC,RealTimeInference,6.0,0.0,False,SeasonalNaive168
2380,RegionC,RealTimeInference,7.0,12.0,False,SeasonalNaive168
2381,RegionC,RealTimeInference,5.0,12.0,False,SeasonalNaive168
2382,RegionC,RealTimeInference,10.0,13.0,False,SeasonalNaive168
2383,RegionC,RealTimeInference,0.0,2.0,False,SeasonalNaive168
2384,RegionC,RealTimeInference,21.0,6.0,False,SeasonalNaive168
2385,RegionC,RealTimeInference,7.0,5.0,False,SeasonalNaive168
2386,RegionC,RealTimeInference,7.0,5.0,False,SeasonalNaive168
2387,RegionC,RealTimeInference,1.0,25.0,False,SeasonalNaive168
2388,RegionC,RealTimeInference,6.0,0.0,False,SeasonalNaive168
2389,RegionC,RealTimeInference,6.0,7.0,False,SeasonalNaive168
2390,RegionC,RealTimeInference,9.0,7.0,False,SeasonalNaive168
2391,RegionC,RealTimeInference,4.0,8.0,False,SeasonalNaive168
2392,RegionC,RealTimeInference,7.0,2.0,False,SeasonalNaive168
2393,RegionC,RealTimeInference,11.0,4.0,False,SeasonalNaive168
2394,RegionC,RealTimeInference,13.0,0.0,False,SeasonalNaive168
2395,RegionC,RealTimeInference,7.0,5.0,False,SeasonalNaive168
2396,RegionC,RealTimeInference,6.0,7.0,False,SeasonalNaive168
2397,RegionC,RealTimeInference,9.0,0.0,False,SeasonalNaive168
2398,RegionC,RealTimeInference,22.0,12.0,False,SeasonalNaive168
2399,RegionC,RealTimeInference,7.0,13.0,False,SeasonalNaive168
2376,RegionC,BatchInference,10.814166985823736,0.0,False,Huber
2377,RegionC,BatchInference,10.858203286321293,0.0,False,Huber
2378,RegionC,BatchInference,10.581893794980601,21.0,False,Huber
2379,RegionC,BatchInference,10.887925670889242,28.0,False,Huber
2380,RegionC,BatchInference,10.530418232369495,22.0,False,Huber
2381,RegionC,BatchInference,10.668552429922169,37.0,False,Huber
2382,RegionC,BatchInference,10.525223384054968,19.0,False,Huber
2383,RegionC,BatchInference,10.985231254778753,0.0,False,Huber
2384,RegionC,BatchInference,10.939962944709615,17.0,False,Huber
2385,RegionC,BatchInference,10.86470938578957,35.0,False,Huber
2386,RegionC,BatchInference,11.409788370977605,14.0,False,Huber
2387,RegionC,BatchInference,11.128970475006764,0.0,False,Huber
2388,RegionC,BatchInference,11.434099588894409,18.0,False,Huber
2389,RegionC,BatchInference,11.254000511956127,6.0,False,Huber
2390,RegionC,BatchInference,11.450994789520964,0.0,False,Huber
2391,RegionC,BatchInference,11.262637880300039,0.0,False,Huber
2392,RegionC,BatchInference,11.577929416172157,14.0,False,Huber
2393,RegionC,BatchInference,12.178007081961766,18.0,False,Huber
2394,RegionC,BatchInference,11.198720110029026,0.0,False,Huber
2395,RegionC,BatchInference,11.417449736238774,8.0,False,Huber
2396,RegionC,BatchInference,11.638269656867223,25.0,False,Huber
2397,RegionC,BatchInference,11.351168647498874,16.0,False,Huber
2398,RegionC,BatchInference,11.076461460444094,0.0,False,Huber
2399,RegionC,BatchInference,10.916832275977177,11.0,False,Huber
2376,RegionC,AITraining,14.721275233640599,0.0,False,Huber
2377,RegionC,AITraining,14.260097520932483,110.0,False,Huber
2378,RegionC,AITraining,11.939033689191119,17.0,False,Huber
2379,RegionC,AITraining,14.330485570907033,0.0,False,Huber
2380,RegionC,AITraining,12.354872643693868,0.0,False,Huber
2381,RegionC,AITraining,14.029178164566588,68.0,False,Huber
2382,RegionC,AITraining,14.249216654119985,67.0,False,Huber
2383,RegionC,AITraining,14.005666281365524,0.0,False,Huber
2384,RegionC,AITraining,13.03547723408673,0.0,False,Huber
2385,RegionC,AITraining,13.073879270246351,0.0,False,Huber
2386,RegionC,AITraining,13.846221986161044,0.0,False,Huber
2387,RegionC,AITraining,14.53072030174349,91.0,False,Huber
2388,RegionC,AITraining,12.289757204173172,0.0,False,Huber
2389,RegionC,AITraining,13.989321736144335,0.0,False,Huber
2390,RegionC,AITraining,13.827838252116111,0.0,False,Huber
2391,RegionC,AITraining,13.322068393037862,0.0,False,Huber
2392,RegionC,AITraining,15.2209020008129,18.0,False,Huber
2393,RegionC,AITraining,15.33851008446106,0.0,False,Huber
2394,RegionC,AITraining,15.474536165383455,0.0,False,Huber
2395,RegionC,AITraining,13.288814014462407,0.0,False,Huber
2396,RegionC,AITraining,15.097226850065004,0.0,False,Huber
2397,RegionC,AITraining,13.241503335017576,0.0,False,Huber
2398,RegionC,AITraining,15.015273001137714,16.0,False,Huber
2399,RegionC,AITraining,15.738640127754017,37.0,False,Huber
2376,RegionD,RealTimeInference,0.0,0.0,False,Huber
2377,RegionD,RealTimeInference,0.0,0.0,False,Huber
2378,RegionD,RealTimeInference,0.0,0.0,False,Huber
2379,RegionD,RealTimeInference,0.0,6.0,False,Huber
2380,RegionD,RealTimeInference,0.0,0.0,False,Huber
2381,RegionD,RealTimeInference,0.0,0.0,False,Huber
2382,RegionD,RealTimeInference,0.0,7.0,False,Huber
2383,RegionD,RealTimeInference,0.0,0.0,False,Huber
2384,RegionD,RealTimeInference,0.0,0.0,False,Huber
2385,RegionD,RealTimeInference,0.0,0.0,False,Huber
2386,RegionD,RealTimeInference,0.0,4.0,False,Huber
2387,RegionD,RealTimeInference,0.0,0.0,False,Huber
2388,RegionD,RealTimeInference,0.0,0.0,False,Huber
2389,RegionD,RealTimeInference,1.502648519087187e-08,0.0,False,Huber
2390,RegionD,RealTimeInference,1.8456760512655647e-08,0.0,False,Huber
2391,RegionD,RealTimeInference,2.6770199173167073e-08,2.0,False,Huber
2392,RegionD,RealTimeInference,2.7208244062029063e-08,0.0,False,Huber
2393,RegionD,RealTimeInference,2.938359791553872e-08,0.0,False,Huber
2394,RegionD,RealTimeInference,3.3178884974115946e-08,0.0,False,Huber
2395,RegionD,RealTimeInference,3.175470170493296e-08,3.0,False,Huber
2396,RegionD,RealTimeInference,2.8665849909685226e-08,0.0,False,Huber
2397,RegionD,RealTimeInference,2.4158909355088784e-08,0.0,False,Huber
2398,RegionD,RealTimeInference,1.8578738652610808e-08,8.0,False,Huber
2399,RegionD,RealTimeInference,0.0,0.0,False,Huber
2376,RegionD,BatchInference,17.19950391090722,10.0,False,Huber
2377,RegionD,BatchInference,16.39565211892842,0.0,False,Huber
2378,RegionD,BatchInference,17.087647852768896,23.0,False,Huber
2379,RegionD,BatchInference,16.403442338206617,14.0,False,Huber
2380,RegionD,BatchInference,16.34296747830781,22.0,False,Huber
2381,RegionD,BatchInference,16.567691016122467,0.0,False,Huber
2382,RegionD,BatchInference,16.668927429562213,19.0,False,Huber
2383,RegionD,BatchInference,16.668780380550935,17.0,False,Huber
2384,RegionD,BatchInference,16.994669996890856,6.0,False,Huber
2385,RegionD,BatchInference,17.3489595783391,34.0,False,Huber
2386,RegionD,BatchInference,17.463646647733118,60.0,False,Huber
2387,RegionD,BatchInference,17.343356866704852,15.0,False,Huber
2388,RegionD,BatchInference,17.958090784160657,33.0,False,Huber
2389,RegionD,BatchInference,17.627671836030515,0.0,False,Huber
2390,RegionD,BatchInference,18.61229854493663,54.0,False,Huber
2391,RegionD,BatchInference,18.90203455931267,0.0,False,Huber
2392,RegionD,BatchInference,18.677657702698728,29.0,False,Huber
2393,RegionD,BatchInference,19.007714204946296,21.0,False,Huber
2394,RegionD,BatchInference,18.661525577845918,41.0,False,Huber
2395,RegionD,BatchInference,18.458812836097643,42.0,False,Huber
2396,RegionD,BatchInference,18.44389261590531,59.0,False,Huber
2397,RegionD,BatchInference,18.414854543485735,27.0,False,Huber
2398,RegionD,BatchInference,18.00274583906282,11.0,False,Huber
2399,RegionD,BatchInference,17.85716116335284,0.0,False,Huber
2376,RegionD,AITraining,142.92314560258254,119.0,False,Huber
2377,RegionD,AITraining,152.56803066299398,209.0,False,Huber
2378,RegionD,AITraining,157.83837536821454,147.0,False,Huber
2379,RegionD,AITraining,155.22699635233246,374.0,False,Huber
2380,RegionD,AITraining,156.86781630976253,83.0,False,Huber
2381,RegionD,AITraining,155.62838430881405,178.0,False,Huber
2382,RegionD,AITraining,157.09465574084584,91.0,False,Huber
2383,RegionD,AITraining,158.85679248486286,112.0,False,Huber
2384,RegionD,AITraining,155.20192318954693,68.0,False,Huber
2385,RegionD,AITraining,156.65935597869017,64.0,False,Huber
2386,RegionD,AITraining,152.17819973200534,116.0,False,Huber
2387,RegionD,AITraining,152.91070552330248,126.0,False,Huber
2388,RegionD,AITraining,148.00291734345313,59.0,False,Huber
2389,RegionD,AITraining,147.41088904987043,276.0,False,Huber
2390,RegionD,AITraining,151.1608347866665,299.0,False,Huber
2391,RegionD,AITraining,148.0908813458292,142.0,False,Huber
2392,RegionD,AITraining,152.32665805909713,221.0,False,Huber
2393,RegionD,AITraining,147.43110470720572,22.0,False,Huber
2394,RegionD,AITraining,149.48161586442384,214.0,False,Huber
2395,RegionD,AITraining,151.02369259332076,112.0,False,Huber
2396,RegionD,AITraining,150.98467315413754,176.0,False,Huber
2397,RegionD,AITraining,150.35140388135366,37.0,False,Huber
2398,RegionD,AITraining,147.10037483367094,381.0,False,Huber
2399,RegionD,AITraining,151.66142969136376,0.0,False,Huber
2376,RegionE,RealTimeInference,2.6911762375214384e-07,0.0,False,Huber
2377,RegionE,RealTimeInference,2.762378588302369e-07,5.0,False,Huber
2378,RegionE,RealTimeInference,2.779934491806464e-07,2.0,False,Huber
2379,RegionE,RealTimeInference,2.2144365296803125e-07,0.0,False,Huber
2380,RegionE,RealTimeInference,2.977923797031113e-07,0.0,False,Huber
2381,RegionE,RealTimeInference,1.8190791531286848e-07,0.0,False,Huber
2382,RegionE,RealTimeInference,3.3388577023222365e-07,6.0,False,Huber
2383,RegionE,RealTimeInference,3.0383232525875687e-07,0.0,False,Huber
2384,RegionE,RealTimeInference,3.692789679362102e-07,4.0,False,Huber
2385,RegionE,RealTimeInference,3.342584449377595e-07,0.0,False,Huber
2386,RegionE,RealTimeInference,3.9873971147531004e-07,0.0,False,Huber
2387,RegionE,RealTimeInference,4.246842223217906e-07,0.0,False,Huber
2388,RegionE,RealTimeInference,4.01343676928862e-07,0.0,False,Huber
2389,RegionE,RealTimeInference,4.3359044851646536e-07,0.0,False,Huber
2390,RegionE,RealTimeInference,3.8125425968318966e-07,0.0,False,Huber
2391,RegionE,RealTimeInference,3.717973949652154e-07,5.0,False,Huber
2392,RegionE,RealTimeInference,3.5244897640394726e-07,5.0,False,Huber
2393,RegionE,RealTimeInference,3.429102136262909e-07,0.0,False,Huber
2394,RegionE,RealTimeInference,2.607887120389224e-07,0.0,False,Huber
2395,RegionE,RealTimeInference,3.363297213616338e-07,0.0,False,Huber
2396,RegionE,RealTimeInference,3.1155703005770893e-07,0.0,False,Huber
2397,RegionE,RealTimeInference,2.586664438635536e-07,0.0,False,Huber
2398,RegionE,RealTimeInference,2.6749170248904877e-07,0.0,False,Huber
2399,RegionE,RealTimeInference,2.508770418504456e-07,4.0,False,Huber
2376,RegionE,BatchInference,11.121729097033965,34.0,False,Huber
2377,RegionE,BatchInference,10.916831640226748,55.0,False,Huber
2378,RegionE,BatchInference,11.101240061414448,42.0,False,Huber
2379,RegionE,BatchInference,11.84084281464413,0.0,False,Huber
2380,RegionE,BatchInference,11.266841705750865,20.0,False,Huber
2381,RegionE,BatchInference,11.846859824707208,7.0,False,Huber
2382,RegionE,BatchInference,11.519904999539614,23.0,False,Huber
2383,RegionE,BatchInference,11.347256291359779,14.0,False,Huber
2384,RegionE,BatchInference,11.630667753193984,6.0,False,Huber
2385,RegionE,BatchInference,12.201079512909859,0.0,False,Huber
2386,RegionE,BatchInference,11.95490905070387,17.0,False,Huber
2387,RegionE,BatchInference,12.144402079853652,68.0,False,Huber
2388,RegionE,BatchInference,12.017053227034856,0.0,False,Huber
2389,RegionE,BatchInference,11.927108571820433,22.0,False,Huber
2390,RegionE,BatchInference,11.60443275045845,16.0,False,Huber
2391,RegionE,BatchInference,11.273428400785118,14.0,False,Huber
2392,RegionE,BatchInference,11.336581668261314,9.0,False,Huber
2393,RegionE,BatchInference,11.15317510240406,0.0,False,Huber
2394,RegionE,BatchInference,10.392051194949389,17.0,False,Huber
2395,RegionE,BatchInference,10.986325485924874,0.0,False,Huber
2396,RegionE,BatchInference,10.637782280532566,16.0,False,Huber
2397,RegionE,BatchInference,10.97462147649373,39.0,False,Huber
2398,RegionE,BatchInference,10.952703005746027,30.0,False,Huber
2399,RegionE,BatchInference,10.696440446711474,13.0,False,Huber
2376,RegionE,AITraining,111.16232581639309,111.0,False,Huber
2377,RegionE,AITraining,124.5275261345977,321.0,False,Huber
2378,RegionE,AITraining,135.42894249253067,335.0,False,Huber
2379,RegionE,AITraining,127.18739497437107,70.0,False,Huber
2380,RegionE,AITraining,127.59219731854543,73.0,False,Huber
2381,RegionE,AITraining,126.46451880865921,161.0,False,Huber
2382,RegionE,AITraining,112.78431899940462,0.0,False,Huber
2383,RegionE,AITraining,122.58895258853491,286.0,False,Huber
2384,RegionE,AITraining,107.82299193902514,153.0,False,Huber
2385,RegionE,AITraining,114.6628244794216,144.0,False,Huber
2386,RegionE,AITraining,110.70425435785855,101.0,False,Huber
2387,RegionE,AITraining,115.62078438438903,368.0,False,Huber
2388,RegionE,AITraining,106.1271164444203,0.0,False,Huber
2389,RegionE,AITraining,112.28661042708556,128.0,False,Huber
2390,RegionE,AITraining,114.147776303989,517.0,False,Huber
2391,RegionE,AITraining,109.46350196812851,297.0,False,Huber
2392,RegionE,AITraining,98.10768095339041,104.0,False,Huber
2393,RegionE,AITraining,98.1873443875053,0.0,False,Huber
2394,RegionE,AITraining,107.32129961127399,261.0,False,Huber
2395,RegionE,AITraining,104.13377039785217,269.0,False,Huber
2396,RegionE,AITraining,101.73458256217238,105.0,False,Huber
2397,RegionE,AITraining,107.92768464771932,109.0,False,Huber
2398,RegionE,AITraining,97.16069891437256,161.0,False,Huber
2399,RegionE,AITraining,99.62057693833258,115.0,False,Huber
2376,RegionF,RealTimeInference,6.476646060792388e-08,0.0,False,Huber
2377,RegionF,RealTimeInference,5.0554988447476205e-08,2.0,False,Huber
2378,RegionF,RealTimeInference,4.930100058398364e-08,0.0,False,Huber
2379,RegionF,RealTimeInference,3.902259868333265e-08,0.0,False,Huber
2380,RegionF,RealTimeInference,3.081683046698986e-08,0.0,False,Huber
2381,RegionF,RealTimeInference,2.261061077851371e-08,0.0,False,Huber
2382,RegionF,RealTimeInference,1.4921273622706415e-08,1.0,False,Huber
2383,RegionF,RealTimeInference,8.228795371101103e-09,0.0,False,Huber
2384,RegionF,RealTimeInference,2.943146580298034e-09,0.0,False,Huber
2385,RegionF,RealTimeInference,0.0,7.0,False,Huber
2386,RegionF,RealTimeInference,0.0,0.0,False,Huber
2387,RegionF,RealTimeInference,0.0,0.0,False,Huber
2388,RegionF,RealTimeInference,2.549464399223411e-10,0.0,False,Huber
2389,RegionF,RealTimeInference,1.9536125180285067e-08,0.0,False,Huber
2390,RegionF,RealTimeInference,9.435239702692145e-09,0.0,False,Huber
2391,RegionF,RealTimeInference,1.5658810999072966e-08,0.0,False,Huber
2392,RegionF,RealTimeInference,3.228525271829266e-08,1.0,False,Huber
2393,RegionF,RealTimeInference,2.8984571211734914e-08,0.0,False,Huber
2394,RegionF,RealTimeInference,3.505424702555047e-08,0.0,False,Huber
2395,RegionF,RealTimeInference,5.250095430281582e-08,0.0,False,Huber
2396,RegionF,RealTimeInference,2.7524625563667954e-08,0.0,False,Huber
2397,RegionF,RealTimeInference,4.546130448849548e-08,0.0,False,Huber
2398,RegionF,RealTimeInference,6.022486114423949e-08,3.0,False,Huber
2399,RegionF,RealTimeInference,5.6055167018059475e-08,1.0,False,Huber
2376,RegionF,BatchInference,9.610714980429893,17.0,False,Huber
2377,RegionF,BatchInference,7.1883418176387455,0.0,False,Huber
2378,RegionF,BatchInference,8.570816321162205,9.0,False,Huber
2379,RegionF,BatchInference,9.16013298481165,9.0,False,Huber
2380,RegionF,BatchInference,8.78742394577457,16.0,False,Huber
2381,RegionF,BatchInference,8.720591922146001,0.0,False,Huber
2382,RegionF,BatchInference,7.523612406263225,0.0,False,Huber
2383,RegionF,BatchInference,7.220662554664889,0.0,False,Huber
2384,RegionF,BatchInference,9.203276927850276,0.0,False,Huber
2385,RegionF,BatchInference,9.159839912055546,0.0,False,Huber
2386,RegionF,BatchInference,9.20522762723974,12.0,False,Huber
2387,RegionF,BatchInference,10.366351450297083,0.0,False,Huber
2388,RegionF,BatchInference,9.981403813744912,0.0,False,Huber
2389,RegionF,BatchInference,10.316131876644036,7.0,False,Huber
2390,RegionF,BatchInference,10.226599708010797,15.0,False,Huber
2391,RegionF,BatchInference,9.718517364992007,21.0,False,Huber
2392,RegionF,BatchInference,10.084434748987917,0.0,False,Huber
2393,RegionF,BatchInference,9.516497699948872,23.0,False,Huber
2394,RegionF,BatchInference,10.204627939488901,17.0,False,Huber
2395,RegionF,BatchInference,9.599807026287493,0.0,False,Huber
2396,RegionF,BatchInference,9.887079634539683,14.0,False,Huber
2397,RegionF,BatchInference,9.92882511308854,39.0,False,Huber
2398,RegionF,BatchInference,9.674604322053979,36.0,False,Huber
2399,RegionF,BatchInference,8.349778790575986,0.0,False,Huber
2376,RegionF,AITraining,123.79643202098092,124.0,False,Huber
2377,RegionF,AITraining,120.24084440418603,321.0,False,Huber
2378,RegionF,AITraining,122.10675051748555,296.0,False,Huber
2379,RegionF,AITraining,122.78859764969216,102.0,False,Huber
2380,RegionF,AITraining,123.96170879116045,329.0,False,Huber
2381,RegionF,AITraining,121.55762659021777,191.0,False,Huber
2382,RegionF,AITraining,121.01402564437657,180.0,False,Huber
2383,RegionF,AITraining,121.3884792279227,159.0,False,Huber
2384,RegionF,AITraining,120.09573932848208,179.0,False,Huber
2385,RegionF,AITraining,119.12785503717927,393.0,False,Huber
2386,RegionF,AITraining,117.17611480756713,114.0,False,Huber
2387,RegionF,AITraining,116.19029471123092,226.0,False,Huber
2388,RegionF,AITraining,115.32857967398506,345.0,False,Huber
2389,RegionF,AITraining,114.0898059757696,41.0,False,Huber
2390,RegionF,AITraining,113.57067863491584,87.0,False,Huber
2391,RegionF,AITraining,112.76123557164664,58.0,False,Huber
