TaskID,TaskType,SourceRegion,ExecutionRegion,ArrivalHour,StartHour,FinishHour,GPU_Demand
23708,RealTimeInference,RegionB,RegionB,2387,2387,2388.6666666666665,7.0
33356,BatchInference,RegionB,RegionB,2387,2387,2390.366666666667,14.0
36735,RealTimeInference,RegionB,RegionB,2387,2387,2391.5666666666666,2.0
31953,BatchInference,RegionB,RegionB,2387,2387,2392.15,19.0
40539,BatchInference,RegionB,RegionB,2388,2388,2390.2,10.0
43032,RealTimeInference,RegionB,RegionB,2388,2388,2390.2833333333333,1.0
34647,AITraining,RegionB,RegionB,2389,2389,2391.3,59.0
45583,BatchInference,RegionB,RegionB,2389,2389,2394.5333333333333,13.0
21242,RealTimeInference,RegionB,RegionB,2390,2390,2391.1,1.0
165,BatchInference,RegionB,RegionB,2390,2390,2391.75,18.0
1136,BatchInference,RegionB,RegionB,2390,2390,2393.0333333333333,12.0
34531,RealTimeInference,RegionB,RegionB,2390,2390,2395.766666666667,7.0
39380,RealTimeInference,RegionB,RegionB,2391,2391,2391.733333333333,3.0
33573,BatchInference,RegionB,RegionB,2391,2391,2392.4166666666665,21.0
49684,RealTimeInference,RegionB,RegionB,2391,2391,2392.75,1.0
35181,RealTimeInference,RegionB,RegionB,2391,2391,2395.2,4.0
18847,BatchInference,RegionB,RegionB,2391,2391,2395.516666666667,8.0
38937,AITraining,RegionB,RegionB,2391,2391,2396.266666666667,31.0
41410,AITraining,RegionB,RegionB,2391,2391,2397.5666666666666,23.0
6235,RealTimeInference,RegionB,RegionB,2392,2392,2393.733333333333,1.0
47787,BatchInference,RegionB,RegionB,2392,2392,2395.2166666666667,8.0
44811,RealTimeInference,RegionB,RegionB,2392,2392,2397.5666666666666,2.0
23544,RealTimeInference,RegionB,RegionB,2393,2393,2395.25,1.0
38021,RealTimeInference,RegionB,RegionB,2393,2393,2396.5333333333333,6.0
5663,RealTimeInference,RegionB,RegionB,2393,2393,2397.25,6.0
13174,RealTimeInference,RegionB,RegionB,2394,2394,2394.1666666666665,6.0
16041,RealTimeInference,RegionB,RegionB,2394,2394,2394.9166666666665,5.0
42258,RealTimeInference,RegionB,RegionB,2394,2394,2396.733333333333,6.0
4848,BatchInference,RegionB,RegionB,2394,2394,2397.6,17.0
6508,BatchInference,RegionB,RegionB,2394,2394,2398.983333333333,23.0
14327,BatchInference,RegionB,RegionB,2394,2394,2399.55,21.0
40599,RealTimeInference,RegionB,RegionB,2395,2395,2395.833333333333,4.0
24073,AITraining,RegionB,RegionB,2395,2395,2396.5333333333333,110.0
15175,RealTimeInference,RegionB,RegionB,2396,2396,2398.9166666666665,6.0
12431,BatchInference,RegionB,RegionB,2396,2396,2399.2833333333333,17.0
14844,AITraining,RegionB,RegionB,2396,2396,2400.15,51.0
23682,RealTimeInference,RegionB,RegionB,2396,2396,2400.616666666667,7.0
5138,RealTimeInference,RegionB,RegionB,2396,2396,2401.266666666667,1.0
42220,RealTimeInference,RegionB,RegionB,2397,2397,2397.266666666667,2.0
34117,BatchInference,RegionB,RegionB,2397,2397,2397.6666666666665,19.0
7165,RealTimeInference,RegionB,RegionB,2397,2397,2401.633333333333,5.0
30449,AITraining,RegionB,RegionB,2398,2398,2398.266666666667,44.0
8745,BatchInference,RegionB,RegionB,2398,2398,2400.1,21.0
30610,RealTimeInference,RegionB,RegionB,2398,2398,2400.6833333333334,7.0
21400,RealTimeInference,RegionB,RegionB,2399,2399,2400.6833333333334,1.0
43786,BatchInference,RegionB,RegionB,2399,2399,2401.1,17.0
37062,BatchInference,RegionB,RegionB,2399,2399,2401.4666666666667,12.0
49525,BatchInference,RegionB,RegionB,2399,2399,2402.116666666667,16.0
38165,BatchInference,RegionB,RegionB,2399,2399,2403.75,10.0
40966,BatchInference,RegionB,RegionB,2399,2399,2404.083333333333,20.0
17820,RealTimeInference,RegionC,RegionC,2376,2376,2377.25,1.0
41926,RealTimeInference,RegionC,RegionC,2376,2376,2379.6833333333334,6.0
47993,RealTimeInference,RegionC,RegionC,2377,2377,2378.4666666666667,4.0
21384,AITraining,RegionC,RegionC,2377,2377,2380.633333333333,110.0
45584,BatchInference,RegionC,RegionC,2378,2378,2380.6833333333334,21.0
6507,AITraining,RegionC,RegionC,2378,2378,2383.35,17.0
31331,BatchInference,RegionC,RegionC,2379,2379,2380.4166666666665,5.0
10622,BatchInference,RegionC,RegionC,2379,2379,2384.5666666666666,23.0
11383,BatchInference,RegionC,RegionC,2380,2380,2381.85,22.0
24714,RealTimeInference,RegionC,RegionC,2380,2380,2385.4166666666665,5.0
29758,RealTimeInference,RegionC,RegionC,2380,2380,2386.15,7.0
35450,BatchInference,RegionC,RegionC,2381,2381,2383.016666666667,14.0
22462,BatchInference,RegionC,RegionC,2381,2381,2383.3,23.0
12181,AITraining,RegionC,RegionC,2381,2381,2383.366666666667,68.0
41513,RealTimeInference,RegionC,RegionC,2381,2381,2383.383333333333,6.0
35202,RealTimeInference,RegionC,RegionC,2381,2381,2383.9333333333334,5.0
39748,RealTimeInference,RegionC,RegionC,2381,2381,2384.35,1.0
11877,RealTimeInference,RegionC,RegionC,2382,2382,2383.383333333333,7.0
47419,AITraining,RegionC,RegionC,2382,2382,2384.25,67.0
39924,BatchInference,RegionC,RegionC,2382,2382,2384.6,4.0
4590,RealTimeInference,RegionC,RegionC,2382,2382,2385.45,5.0
42642,RealTimeInference,RegionC,RegionC,2382,2382,2385.5,1.0
11993,BatchInference,RegionC,RegionC,2382,2382,2385.9333333333334,15.0
45061,RealTimeInference,RegionC,RegionC,2383,2383,2387.2,2.0
22890,RealTimeInference,RegionC,RegionC,2384,2384,2385.8,3.0
32107,RealTimeInference,RegionC,RegionC,2384,2384,2387.083333333333,3.0
29402,BatchInference,RegionC,RegionC,2384,2384,2387.133333333333,17.0
9936,RealTimeInference,RegionC,RegionC,2385,2385,2386.516666666667,5.0
41891,BatchInference,RegionC,RegionC,2385,2385,2387.65,15.0
45742,BatchInference,RegionC,RegionC,2385,2385,2391.366666666667,20.0
3455,RealTimeInference,RegionC,RegionC,2386,2386,2388.866666666667,1.0
20632,BatchInference,RegionC,RegionC,2386,2386,2389.0666666666666,14.0
48007,RealTimeInference,RegionC,RegionC,2386,2386,2390.266666666667,2.0
40594,RealTimeInference,RegionC,RegionC,2386,2386,2392.083333333333,2.0
28952,RealTimeInference,RegionC,RegionC,2387,2387,2389.05,7.0
9168,RealTimeInference,RegionC,RegionC,2387,2387,2389.35,3.0
21428,RealTimeInference,RegionC,RegionC,2387,2387,2389.366666666667,5.0
38944,AITraining,RegionC,RegionC,2387,2387,2390.1,91.0
35544,RealTimeInference,RegionC,RegionC,2387,2387,2390.4333333333334,7.0
23146,RealTimeInference,RegionC,RegionC,2387,2387,2392.55,3.0
18061,BatchInference,RegionC,RegionC,2388,2388,2393.0666666666666,9.0
36729,BatchInference,RegionC,RegionC,2388,2388,2394.4166666666665,9.0
17044,BatchInference,RegionC,RegionC,2389,2389,2389.6,6.0
10407,RealTimeInference,RegionC,RegionC,2389,2389,2391.366666666667,7.0
37033,RealTimeInference,RegionC,RegionC,2390,2390,2394.883333333333,3.0
4354,RealTimeInference,RegionC,RegionC,2390,2390,2395.95,4.0
22706,RealTimeInference,RegionC,RegionC,2391,2391,2391.75,2.0
4943,RealTimeInference,RegionC,RegionC,2391,2391,2394.0,4.0
45363,RealTimeInference,RegionC,RegionC,2391,2391,2396.083333333333,2.0
28923,BatchInference,RegionC,RegionC,2392,2392,2393.85,14.0
2412,RealTimeInference,RegionC,RegionC,2392,2392,2396.266666666667,2.0
1371,AITraining,RegionC,RegionC,2392,2392,2397.583333333333,18.0
43531,BatchInference,RegionC,RegionC,2393,2393,2395.4666666666667,18.0
44602,RealTimeInference,RegionC,RegionC,2393,2393,2398.6666666666665,4.0
8294,BatchInference,RegionC,RegionC,2395,2395,2396.0333333333333,8.0
12481,RealTimeInference,RegionC,RegionC,2395,2395,2397.9166666666665,5.0
7874,BatchInference,RegionC,RegionC,2396,2396,2396.45,21.0
10504,BatchInference,RegionC,RegionC,2396,2396,2397.15,4.0
28656,RealTimeInference,RegionC,RegionC,2396,2396,2397.333333333333,4.0
49227,RealTimeInference,RegionC,RegionC,2396,2396,2401.25,3.0
46818,BatchInference,RegionC,RegionC,2397,2397,2399.833333333333,16.0
17052,RealTimeInference,RegionC,RegionC,2398,2398,2398.55,2.0
19172,RealTimeInference,RegionC,RegionC,2398,2398,2401.3166666666666,6.0
5272,RealTimeInference,RegionC,RegionC,2398,2398,2402.35,4.0
2473,AITraining,RegionC,RegionC,2398,2398,2403.833333333333,16.0
9621,RealTimeInference,RegionC,RegionC,2399,2399,2400.333333333333,6.0
42578,AITraining,RegionC,RegionC,2399,2399,2402.9166666666665,37.0
39788,RealTimeInference,RegionC,RegionC,2399,2399,2403.383333333333,7.0
46942,BatchInference,RegionC,RegionC,2399,2399,2404.7,11.0
9415,AITraining,RegionD,RegionD,2376,2376,2377.4666666666667,119.0
7403,BatchInference,RegionD,RegionD,2376,2376,2382.233333333333,10.0
31710,AITraining,RegionD,RegionD,2377,2377,2378.9,64.0
23479,AITraining,RegionD,RegionD,2377,2377,2379.1833333333334,113.0
14780,AITraining,RegionD,RegionD,2377,2377,2381.483333333333,32.0
27016,BatchInference,RegionD,RegionD,2378,2378,2379.1833333333334,23.0
17864,AITraining,RegionD,RegionD,2378,2378,2379.7,120.0
9591,AITraining,RegionD,RegionD,2378,2378,2381.1833333333334,27.0
39010,AITraining,RegionD,RegionD,2379,2379,2379.333333333333,86.0
31539,AITraining,RegionD,RegionD,2379,2379,2380.2833333333333,103.0
37078,BatchInference,RegionD,RegionD,2379,2379,2383.583333333333,14.0
30238,RealTimeInference,RegionD,RegionD,2379,2379,2383.85,6.0
31788,AITraining,RegionD,RegionD,2379,2379,2384.8166666666666,81.0
14419,AITraining,RegionD,RegionD,2379,2379,2385.4333333333334,104.0
43380,AITraining,RegionD,RegionD,2380,2380,2381.2166666666667,50.0
30207,AITraining,RegionD,RegionD,2380,2380,2381.55,33.0
47613,BatchInference,RegionD,RegionD,2380,2380,2385.333333333333,22.0
20139,AITraining,RegionD,RegionD,2381,2381,2384.4166666666665,71.0
31480,AITraining,RegionD,RegionD,2381,2381,2386.016666666667,84.0
13587,AITraining,RegionD,RegionD,2381,2381,2387.5333333333333,23.0
7542,RealTimeInference,RegionD,RegionD,2382,2382,2382.6833333333334,7.0
5845,AITraining,RegionD,RegionD,2382,2382,2383.516666666667,26.0
403,BatchInference,RegionD,RegionD,2382,2382,2384.116666666667,13.0
31191,AITraining,RegionD,RegionD,2382,2382,2384.583333333333,65.0
36934,BatchInference,RegionD,RegionD,2382,2382,2384.866666666667,6.0
11304,AITraining,RegionD,RegionD,2383,2383,2384.1666666666665,112.0
24641,BatchInference,RegionD,RegionD,2383,2383,2384.4,12.0
37918,BatchInference,RegionD,RegionD,2383,2383,2385.366666666667,5.0
37688,BatchInference,RegionD,RegionD,2384,2384,2387.766666666667,6.0
10306,AITraining,RegionD,RegionD,2384,2384,2388.5333333333333,68.0
4599,AITraining,RegionD,RegionD,2385,2385,2387.1666666666665,34.0
31955,BatchInference,RegionD,RegionD,2385,2385,2387.7833333333333,16.0
28123,AITraining,RegionD,RegionD,2385,2385,2388.116666666667,30.0
34369,BatchInference,RegionD,RegionD,2385,2385,2389.9666666666667,18.0
24949,BatchInference,RegionD,RegionD,2386,2386,2387.016666666667,16.0
33785,BatchInference,RegionD,RegionD,2386,2386,2387.866666666667,20.0
2055,AITraining,RegionD,RegionD,2386,2386,2388.6666666666665,116.0
19264,RealTimeInference,RegionD,RegionD,2386,2386,2389.333333333333,4.0
18869,BatchInference,RegionD,RegionD,2386,2386,2390.4333333333334,7.0
39597,BatchInference,RegionD,RegionD,2386,2386,2391.583333333333,17.0
17181,AITraining,RegionD,RegionD,2387,2387,2388.7,82.0
31709,AITraining,RegionD,RegionD,2387,2387,2389.4666666666667,44.0
3113,BatchInference,RegionD,RegionD,2387,2387,2393.233333333333,15.0
20403,BatchInference,RegionD,RegionD,2388,2388,2391.983333333333,14.0
21837,AITraining,RegionD,RegionD,2388,2388,2392.266666666667,59.0
32420,BatchInference,RegionD,RegionD,2388,2388,2393.7166666666667,19.0
47013,AITraining,RegionD,RegionD,2389,2389,2389.1666666666665,67.0
5727,AITraining,RegionD,RegionD,2389,2389,2391.3166666666666,82.0
23936,AITraining,RegionD,RegionD,2389,2389,2392.833333333333,127.0
10184,BatchInference,RegionD,RegionD,2390,2390,2392.7833333333333,15.0
47967,BatchInference,RegionD,RegionD,2390,2390,2393.1833333333334,20.0
17233,AITraining,RegionD,RegionD,2390,2390,2393.8,122.0
4851,BatchInference,RegionD,RegionD,2390,2390,2393.833333333333,8.0
2167,AITraining,RegionD,RegionD,2390,2390,2394.15,57.0
19682,BatchInference,RegionD,RegionD,2390,2390,2395.233333333333,11.0
46424,AITraining,RegionD,RegionD,2390,2390,2396.0666666666666,120.0
27637,AITraining,RegionD,RegionD,2391,2391,2391.516666666667,50.0
14305,RealTimeInference,RegionD,RegionD,2391,2391,2395.6666666666665,2.0
13836,AITraining,RegionD,RegionD,2391,2391,2397.4,40.0
6876,AITraining,RegionD,RegionD,2391,2391,2397.5,52.0
8915,AITraining,RegionD,RegionD,2392,2392,2392.8166666666666,97.0
38208,AITraining,RegionF,RegionD,2392,2392,2393.766666666667,122.0
37668,BatchInference,RegionD,RegionD,2392,2392,2396.116666666667,11.0
25631,BatchInference,RegionD,RegionD,2392,2392,2396.7166666666667,18.0
17673,AITraining,RegionD,RegionD,2392,2392,2398.616666666667,124.0
12184,BatchInference,RegionD,RegionD,2393,2393,2393.25,5.0
41990,AITraining,RegionD,RegionD,2393,2393,2393.4166666666665,22.0
24477,BatchInference,RegionD,RegionD,2393,2393,2394.133333333333,16.0
13376,AITraining,RegionD,RegionD,2394,2394,2396.383333333333,53.0
15921,AITraining,RegionD,RegionD,2394,2394,2397.9166666666665,127.0
23381,BatchInference,RegionD,RegionD,2394,2394,2398.0,15.0
21451,AITraining,RegionD,RegionD,2394,2394,2398.2166666666667,34.0
11351,BatchInference,RegionD,RegionD,2394,2394,2398.35,16.0
45887,BatchInference,RegionD,RegionD,2394,2394,2399.4333333333334,10.0
32241,AITraining,RegionD,RegionD,2395,2395,2395.233333333333,112.0
16494,BatchInference,RegionD,RegionD,2395,2395,2397.6833333333334,22.0
47260,RealTimeInference,RegionD,RegionD,2395,2395,2398.483333333333,3.0
45986,BatchInference,RegionD,RegionD,2395,2395,2399.1833333333334,20.0
36157,AITraining,RegionD,RegionD,2396,2396,2396.7833333333333,86.0
24995,BatchInference,RegionD,RegionD,2396,2396,2397.05,10.0
37857,AITraining,RegionD,RegionD,2396,2396,2397.9166666666665,42.0
48837,AITraining,RegionD,RegionD,2396,2396,2399.85,23.0
20312,BatchInference,RegionD,RegionD,2396,2396,2400.133333333333,16.0
30715,BatchInference,RegionD,RegionD,2396,2396,2401.3166666666666,14.0
27964,AITraining,RegionD,RegionD,2396,2396,2402.4166666666665,25.0
3736,BatchInference,RegionD,RegionD,2396,2396,2402.6,19.0
39629,BatchInference,RegionD,RegionD,2397,2397,2397.3166666666666,5.0
27547,BatchInference,RegionD,RegionD,2397,2397,2397.9666666666667,17.0
38408,AITraining,RegionD,RegionD,2397,2397,2399.2833333333333,37.0
6392,BatchInference,RegionD,RegionD,2397,2397,2401.7833333333333,5.0
22360,RealTimeInference,RegionD,RegionD,2398,2398,2398.1833333333334,6.0
48528,AITraining,RegionD,RegionD,2398,2398,2399.516666666667,36.0
33770,AITraining,RegionD,RegionD,2398,2398,2400.333333333333,88.0
46823,AITraining,RegionD,RegionD,2398,2398,2400.983333333333,109.0
8972,RealTimeInference,RegionD,RegionD,2398,2398,2402.1,2.0
4418,BatchInference,RegionD,RegionD,2398,2398,2402.233333333333,11.0
37758,AITraining,RegionD,RegionD,2398,2398,2402.7833333333333,25.0
9572,AITraining,RegionD,RegionD,2398,2398,2404.0666666666666,123.0
9267,BatchInference,RegionE,RegionE,2376,2376,2376.366666666667,7.0
7902,BatchInference,RegionE,RegionE,2376,2376,2376.4333333333334,11.0
18201,BatchInference,RegionE,RegionE,2376,2376,2376.6666666666665,16.0
11961,AITraining,RegionE,RegionE,2376,2376,2380.1,111.0
29589,RealTimeInference,RegionE,RegionE,2377,2377,2378.016666666667,5.0
36594,BatchInference,RegionE,RegionE,2377,2377,2378.516666666667,12.0
43690,AITraining,RegionE,RegionE,2377,2377,2380.133333333333,102.0
41413,AITraining,RegionE,RegionE,2377,2377,2381.2,54.0
4202,AITraining,RegionE,RegionE,2377,2377,2381.6666666666665,94.0
25757,BatchInference,RegionE,RegionE,2377,2377,2382.366666666667,17.0
29785,BatchInference,RegionE,RegionE,2377,2377,2382.5333333333333,17.0
41348,AITraining,RegionE,RegionE,2377,2377,2382.75,71.0
35013,BatchInference,RegionE,RegionE,2377,2377,2382.766666666667,9.0
16146,AITraining,RegionE,RegionE,2378,2378,2378.3,60.0
235,RealTimeInference,RegionE,RegionE,2378,2378,2378.4666666666667,2.0
46688,AITraining,RegionE,RegionE,2378,2378,2378.4666666666667,50.0
