Region,Hour,FacilityLoad_MW,AvailableRenewable_MW,UsedRenewable_MW,RenewableCharge_MW,GridCharge_MW,ChargePower_MW,DischargePower_MW,GridPurchase_MW,GridSell_MW,Curtailment_MW,NetGridImport_MW,SOC_MWh,Price_CNY_per_MWh,CarbonIntensity_tCO2_per_MWh
RegionA,52,544.320000449955,800.0,544.320000449955,0.0,0.0,0.0,0.0,0.0,0.0,255.67999955004495,0.0,350.0,476.76,0.6724
RegionA,53,544.32,877.65,544.32,0.0,0.0,0.0,0.0,0.0,0.0,333.3299999999999,0.0,350.0,476.7,0.6618
RegionA,54,544.319999550045,950.0,544.319999550045,0.0,0.0,0.0,0.0,0.0,0.0,405.68000044995495,0.0,350.0,476.63,0.6496
RegionA,55,544.320000449955,1012.13,544.320000449955,0.0,0.0,0.0,0.0,0.0,0.0,467.80999955004495,0.0,350.0,733.16,0.6364
RegionA,56,544.32,1059.81,544.32,0.0,0.0,0.0,0.0,0.0,0.0,515.4899999999999,0.0,350.0,733.03,0.6233
RegionA,57,544.32,1089.78,544.32,0.0,0.0,0.0,0.0,0.0,0.0,545.4599999999999,0.0,350.0,732.89,0.6109
RegionA,58,544.32,1100.0,544.32,0.0,0.0,0.0,0.0,0.0,0.0,555.68,0.0,350.0,732.74,0.6003
RegionA,59,487.7550004499551,1089.78,487.7550004499551,0.0,0.0,0.0,0.0,0.0,0.0,602.0249995500449,0.0,350.0,732.57,0.592
RegionA,60,469.25999955004505,1059.81,469.25999955004505,0.0,0.0,0.0,0.0,0.0,0.0,590.550000449955,0.0,350.0,732.39,0.5866
RegionA,61,465.23700044995496,1012.13,465.23700044995496,0.0,0.0,0.0,0.0,0.0,0.0,546.892999550045,0.0,350.0,732.19,0.5845
RegionA,62,444.09735000000006,950.0,444.09735000000006,0.0,0.0,0.0,0.0,0.0,0.0,505.90264999999994,0.0,350.0,731.99,0.5857
RegionA,63,414.7159504499551,877.65,414.7159504499551,0.0,0.0,0.0,0.0,0.0,0.0,462.9340495500449,0.0,350.0,731.77,0.5902
RegionA,64,328.71420000000006,800.0,328.71420000000006,0.0,0.0,0.0,0.0,0.0,0.0,471.28579999999994,0.0,350.0,731.55,0.5976
RegionA,65,330.75000044995505,722.35,330.75000044995505,0.0,0.0,0.0,0.0,0.0,0.0,391.59999955004497,0.0,350.0,1060.4,0.6073
RegionA,66,307.138499550045,650.0,307.138499550045,0.0,0.0,0.0,0.0,0.0,0.0,342.861500449955,0.0,350.0,1060.05,0.6188
RegionA,67,262.8315,587.87,262.8315,0.0,0.0,0.0,0.0,0.0,0.0,325.0385,0.0,350.0,1059.68,0.631
RegionA,68,341.469000449955,540.19,341.469000449955,0.0,0.0,0.0,0.0,0.0,0.0,198.72099955004506,0.0,350.0,1059.29,0.6433
RegionA,69,339.3225,510.22,339.3225,0.0,0.0,0.0,0.0,0.0,0.0,170.89750000000004,0.0,350.0,1058.9,0.6547
RegionA,70,359.950499550045,500.0,359.950499550045,0.0,0.0,0.0,0.0,0.0,0.0,140.04950044995502,0.0,350.0,656.99,0.6644
RegionA,71,470.083500449955,510.22,470.083500449955,0.0,0.0,0.0,0.0,0.0,0.0,40.136499550045016,0.0,350.0,656.73,0.6716
RegionA,72,459.00000044995505,540.19,459.00000044995505,0.0,0.0,0.0,0.0,0.0,0.0,81.189999550045,0.0,350.0,474.12,0.676
RegionA,73,531.495,587.87,531.495,0.0,0.0,0.0,0.0,0.0,0.0,56.375,0.0,350.0,473.92,0.677
RegionA,74,544.320000449955,650.0,544.320000449955,0.0,0.0,0.0,0.0,0.0,0.0,105.67999955004495,0.0,350.0,473.72,0.6747
RegionA,75,544.32,722.35,544.32,0.0,0.0,0.0,0.0,0.0,0.0,178.02999999999997,0.0,350.0,473.51,0.6691
RegionA,76,544.32,800.0,544.32,0.0,0.0,0.0,0.0,0.0,0.0,255.67999999999995,0.0,350.0,473.31,0.6606
RegionA,77,544.32,877.65,544.32,0.0,0.0,0.0,0.0,0.0,0.0,333.3299999999999,0.0,350.0,473.1,0.6496
RegionA,78,544.320000449955,950.0,544.320000449955,0.0,0.0,0.0,0.0,0.0,0.0,405.67999955004495,0.0,350.0,472.88,0.637
RegionA,79,544.319999550045,1012.13,544.319999550045,0.0,0.0,0.0,0.0,0.0,0.0,467.81000044995494,0.0,350.0,727.18,0.6235
RegionA,80,544.320000449955,1059.81,544.320000449955,0.0,0.0,0.0,0.0,0.0,0.0,515.4899995500449,0.0,350.0,726.85,0.6099
RegionA,81,544.319999550045,1089.78,544.319999550045,0.0,0.0,0.0,0.0,0.0,0.0,545.4600004499549,0.0,350.0,726.51,0.5973
RegionA,82,544.32,1100.0,544.32,0.0,0.0,0.0,0.0,0.0,0.0,555.68,0.0,350.0,726.18,0.5863
RegionA,83,527.364,1089.78,527.364,0.0,0.0,0.0,0.0,0.0,0.0,562.4159999999999,0.0,350.0,725.84,0.5777
RegionA,84,499.25699955004507,1059.81,499.25699955004507,0.0,0.0,0.0,0.0,0.0,0.0,560.5530004499549,0.0,350.0,725.5,0.5721
RegionA,85,459.8100004499551,1012.13,459.8100004499551,0.0,0.0,0.0,0.0,0.0,0.0,552.3199995500449,0.0,350.0,725.16,0.5697
RegionA,86,410.238,950.0,410.238,0.0,0.0,0.0,0.0,0.0,0.0,539.762,0.0,350.0,724.82,0.5707
RegionA,87,377.838,877.65,377.838,0.0,0.0,0.0,0.0,0.0,0.0,499.81199999999995,0.0,350.0,724.48,0.575
RegionA,88,333.35549955004507,800.0,333.35549955004507,0.0,0.0,0.0,0.0,0.0,0.0,466.64450044995493,0.0,350.0,724.14,0.5822
RegionA,89,303.35850044995505,722.35,303.35850044995505,0.0,0.0,0.0,0.0,0.0,0.0,418.991499550045,0.0,350.0,1049.53,0.5917
RegionA,90,307.624499550045,650.0,307.624499550045,0.0,0.0,0.0,0.0,0.0,0.0,342.375500449955,0.0,350.0,1049.05,0.603
RegionA,91,301.887000449955,587.87,301.887000449955,0.0,0.0,0.0,0.0,0.0,0.0,285.982999550045,0.0,350.0,1048.57,0.6152
RegionA,92,339.2955,540.19,339.2955,0.0,0.0,0.0,0.0,0.0,0.0,200.89450000000005,0.0,350.0,1048.1,0.6274
RegionA,93,368.469,510.22,368.469,0.0,0.0,0.0,0.0,0.0,0.0,141.75100000000003,0.0,350.0,1047.64,0.6387
RegionA,94,392.7825,500.0,392.7825,0.0,0.0,0.0,0.0,0.0,0.0,107.21749999999997,0.0,350.0,649.97,0.6483
RegionA,95,452.76300044995503,510.22,452.76300044995503,0.0,0.0,0.0,0.0,0.0,0.0,57.456999550045,0.0,350.0,649.7,0.6555
RegionA,96,465.628500449955,540.19,465.628500449955,0.0,0.0,0.0,0.0,0.0,0.0,74.56149955004503,0.0,350.0,469.03,0.6598
RegionA,97,543.725999550045,587.87,543.725999550045,0.0,0.0,0.0,0.0,0.0,0.0,44.144000449955,0.0,350.0,468.83,0.6609
RegionA,98,515.605499550045,650.0,515.605499550045,0.0,0.0,0.0,0.0,0.0,0.0,134.394500449955,0.0,350.0,468.65,0.6586
RegionA,99,544.32,722.35,544.32,0.0,0.0,0.0,0.0,0.0,0.0,178.02999999999997,0.0,350.0,468.46,0.6531
RegionA,100,544.319999550045,800.0,544.319999550045,0.0,0.0,0.0,0.0,0.0,0.0,255.68000044995495,0.0,350.0,468.28,0.6446
RegionA,101,544.3199995500449,877.65,544.3199995500449,0.0,0.0,0.0,0.0,0.0,0.0,333.33000044995504,0.0,350.0,468.11,0.6338
RegionA,102,544.320000449955,950.0,544.320000449955,0.0,0.0,0.0,0.0,0.0,0.0,405.67999955004495,0.0,350.0,467.95,0.6212
RegionA,103,544.319999550045,1012.13,544.319999550045,0.0,0.0,0.0,0.0,0.0,0.0,467.81000044995494,0.0,350.0,719.67,0.6079
RegionA,104,544.32,1059.81,544.32,0.0,0.0,0.0,0.0,0.0,0.0,515.4899999999999,0.0,350.0,719.43,0.5945
RegionA,105,544.319999550045,1089.78,544.319999550045,0.0,0.0,0.0,0.0,0.0,0.0,545.4600004499549,0.0,350.0,719.2,0.582
RegionA,106,544.319999550045,1100.0,544.319999550045,0.0,0.0,0.0,0.0,0.0,0.0,555.680000449955,0.0,350.0,718.99,0.5713
RegionA,107,530.6175004499551,1089.78,530.6175004499551,0.0,0.0,0.0,0.0,0.0,0.0,559.1624995500449,0.0,350.0,718.78,0.5629
RegionA,108,472.87800000000004,1059.81,472.87800000000004,0.0,0.0,0.0,0.0,0.0,0.0,586.9319999999999,0.0,350.0,718.59,0.5575
RegionA,109,454.207500449955,1012.13,454.207500449955,0.0,0.0,0.0,0.0,0.0,0.0,557.922499550045,0.0,350.0,718.4,0.5554
RegionA,110,396.2655000000001,950.0,396.2655000000001,0.0,0.0,0.0,0.0,0.0,0.0,553.7344999999999,0.0,350.0,718.23,0.5567
RegionA,111,378.326699550045,877.65,378.326699550045,0.0,0.0,0.0,0.0,0.0,0.0,499.32330044995496,0.0,350.0,718.08,0.5613
RegionA,112,318.991500449955,800.0,318.991500449955,0.0,0.0,0.0,0.0,0.0,0.0,481.008499550045,0.0,350.0,717.93,0.5688
RegionA,113,309.973499550045,722.35,309.973499550045,0.0,0.0,0.0,0.0,0.0,0.0,412.376500449955,0.0,350.0,1040.81,0.5788
RegionA,114,316.64249955004504,650.0,316.64249955004504,0.0,0.0,0.0,0.0,0.0,0.0,333.35750044995496,0.0,350.0,1040.64,0.5904
RegionA,115,343.08900000000006,587.87,343.08900000000006,0.0,0.0,0.0,0.0,0.0,0.0,244.78099999999995,0.0,350.0,1040.48,0.603
RegionA,116,293.085000449955,540.19,293.085000449955,0.0,0.0,0.0,0.0,0.0,0.0,247.10499955004508,0.0,350.0,1040.35,0.6155
RegionA,117,334.395,510.22,334.395,0.0,0.0,0.0,0.0,0.0,0.0,175.82500000000005,0.0,350.0,1040.24,0.6272
RegionA,118,417.582,500.0,417.582,0.0,0.0,0.0,0.0,0.0,0.0,82.418,0.0,350.0,645.61,0.6373
RegionA,119,469.867499550045,510.22,469.867499550045,0.0,0.0,0.0,0.0,0.0,0.0,40.352500449955016,0.0,350.0,645.56,0.645
RegionA,120,465.7635,540.19,465.7635,0.0,0.0,0.0,0.0,0.0,0.0,74.42650000000003,0.0,350.0,466.22,0.6498
RegionA,121,533.7360004499551,587.87,533.7360004499551,0.0,0.0,0.0,0.0,0.0,0.0,54.133999550044905,0.0,350.0,466.2,0.6513
RegionA,122,544.3199995500449,650.0,544.3199995500449,0.0,0.0,0.0,0.0,0.0,0.0,105.68000044995506,0.0,350.0,466.2,0.6495
RegionA,123,544.319999550045,722.35,544.319999550045,0.0,0.0,0.0,0.0,0.0,0.0,178.03000044995497,0.0,350.0,466.21,0.6445
RegionA,124,544.320000449955,800.0,544.320000449955,0.0,0.0,0.0,0.0,0.0,0.0,255.67999955004495,0.0,350.0,466.22,0.6365
RegionA,125,544.32,877.65,544.32,0.0,0.0,0.0,0.0,0.0,0.0,333.3299999999999,0.0,350.0,466.25,0.6262
RegionA,126,544.320000449955,950.0,544.320000449955,0.0,0.0,0.0,0.0,0.0,0.0,405.67999955004495,0.0,350.0,466.29,0.6142
RegionA,127,544.319999550045,1012.13,544.319999550045,0.0,0.0,0.0,0.0,0.0,0.0,467.81000044995494,0.0,350.0,717.43,0.6014
RegionA,128,544.32,1059.81,544.32,0.0,0.0,0.0,0.0,0.0,0.0,515.4899999999999,0.0,350.0,717.52,0.5886
RegionA,129,544.32,1089.78,544.32,0.0,0.0,0.0,0.0,0.0,0.0,545.4599999999999,0.0,350.0,717.62,0.5767
RegionA,130,542.538,1100.0,542.538,0.0,0.0,0.0,0.0,0.0,0.0,557.462,0.0,350.0,717.73,0.5665
RegionA,131,541.579500449955,1089.78,541.579500449955,0.0,0.0,0.0,0.0,0.0,0.0,548.2004995500449,0.0,350.0,717.86,0.5588
RegionA,132,488.72699955004504,1059.81,488.72699955004504,0.0,0.0,0.0,0.0,0.0,0.0,571.0830004499549,0.0,350.0,718.01,0.554
RegionA,133,469.11285044995503,1012.13,469.11285044995503,0.0,0.0,0.0,0.0,0.0,0.0,543.0171495500449,0.0,350.0,718.17,0.5524
RegionA,134,419.86079955004504,950.0,419.86079955004504,0.0,0.0,0.0,0.0,0.0,0.0,530.139200449955,0.0,350.0,718.34,0.5543
RegionA,135,383.76450000000006,877.65,383.76450000000006,0.0,0.0,0.0,0.0,0.0,0.0,493.8854999999999,0.0,350.0,718.53,0.5595
RegionA,136,306.031499550045,800.0,306.031499550045,0.0,0.0,0.0,0.0,0.0,0.0,493.968500449955,0.0,350.0,718.73,0.5676
RegionA,137,307.408500449955,722.35,307.408500449955,0.0,0.0,0.0,0.0,0.0,0.0,414.941499550045,0.0,350.0,1042.47,0.5782
RegionA,138,308.339999550045,650.0,308.339999550045,0.0,0.0,0.0,0.0,0.0,0.0,341.660000449955,0.0,350.0,1042.81,0.5904
RegionA,139,305.03249955004503,587.87,305.03249955004503,0.0,0.0,0.0,0.0,0.0,0.0,282.837500449955,0.0,350.0,1043.16,0.6036
RegionA,140,307.340999550045,540.19,307.340999550045,0.0,0.0,0.0,0.0,0.0,0.0,232.84900044995504,0.0,350.0,1043.53,0.6167
RegionA,141,368.55000044995495,510.22,368.55000044995495,0.0,0.0,0.0,0.0,0.0,0.0,141.66999955004508,0.0,350.0,1043.92,0.6291
RegionA,142,406.080000449955,500.0,406.080000449955,0.0,0.0,0.0,0.0,0.0,0.0,93.91999955004502,0.0,350.0,648.21,0.6397
RegionA,143,442.664999550045,510.22,442.664999550045,0.0,0.0,0.0,0.0,0.0,0.0,67.555000449955,0.0,350.0,648.47,0.648
RegionA,144,469.78650000000005,540.19,469.78650000000005,0.0,0.0,0.0,0.0,0.0,0.0,70.40350000000001,0.0,350.0,468.54,0.6534
RegionA,145,486.97200044995503,587.87,486.97200044995503,0.0,0.0,0.0,0.0,0.0,0.0,100.89799955004497,0.0,350.0,468.75,0.6555
RegionA,146,544.32,650.0,544.32,0.0,0.0,0.0,0.0,0.0,0.0,105.67999999999995,0.0,350.0,468.96,0.6543
RegionA,147,544.320000449955,722.35,544.320000449955,0.0,0.0,0.0,0.0,0.0,0.0,178.02999955004498,0.0,350.0,469.19,0.6498
RegionA,148,544.32,800.0,544.32,0.0,0.0,0.0,0.0,0.0,0.0,255.67999999999995,0.0,350.0,469.41,0.6424
RegionA,149,544.32,877.65,544.32,0.0,0.0,0.0,0.0,0.0,0.0,333.3299999999999,0.0,350.0,469.65,0.6327
RegionA,150,544.3199995500449,950.0,544.3199995500449,0.0,0.0,0.0,0.0,0.0,0.0,405.68000044995506,0.0,350.0,469.89,0.6212
RegionA,151,544.320000449955,1012.13,544.320000449955,0.0,0.0,0.0,0.0,0.0,0.0,467.80999955004495,0.0,350.0,723.29,0.609
RegionA,152,544.32,1059.81,544.32,0.0,0.0,0.0,0.0,0.0,0.0,515.4899999999999,0.0,350.0,723.68,0.5967
RegionA,153,544.319999550045,1089.78,544.319999550045,0.0,0.0,0.0,0.0,0.0,0.0,545.4600004499549,0.0,350.0,724.08,0.5853
RegionA,154,544.3200004499549,1100.0,544.3200004499549,0.0,0.0,0.0,0.0,0.0,0.0,555.6799995500451,0.0,350.0,724.49,0.5756
RegionA,155,506.73600000000005,1089.78,506.73600000000005,0.0,0.0,0.0,0.0,0.0,0.0,583.0439999999999,0.0,350.0,724.9,0.5684
RegionA,156,431.811000449955,1059.81,431.811000449955,0.0,0.0,0.0,0.0,0.0,0.0,627.998999550045,0.0,350.0,725.32,0.564
RegionA,157,456.29189955004506,1012.13,456.29189955004506,0.0,0.0,0.0,0.0,0.0,0.0,555.8381004499549,0.0,350.0,725.75,0.563
RegionA,158,435.26835044995505,950.0,435.26835044995505,0.0,0.0,0.0,0.0,0.0,0.0,514.731649550045,0.0,350.0,726.18,0.5653
RegionA,159,392.607,877.65,392.607,0.0,0.0,0.0,0.0,0.0,0.0,485.04299999999995,0.0,350.0,726.62,0.5709
RegionA,160,387.665999550045,800.0,387.665999550045,0.0,0.0,0.0,0.0,0.0,0.0,412.334000449955,0.0,350.0,727.07,0.5794
RegionA,161,316.87199999999996,722.35,316.87199999999996,0.0,0.0,0.0,0.0,0.0,0.0,405.47800000000007,0.0,350.0,1054.9,0.5904
RegionA,162,345.26250000000005,650.0,345.26250000000005,0.0,0.0,0.0,0.0,0.0,0.0,304.73749999999995,0.0,350.0,1055.55,0.603
RegionA,163,285.592499550045,587.87,285.592499550045,0.0,0.0,0.0,0.0,0.0,0.0,302.277500449955,0.0,350.0,1056.21,0.6165
RegionA,164,315.238500449955,540.19,315.238500449955,0.0,0.0,0.0,0.0,0.0,0.0,224.95149955004507,0.0,350.0,1056.88,0.6301
RegionA,165,299.9025,510.22,299.9025,0.0,0.0,0.0,0.0,0.0,0.0,210.31750000000005,0.0,350.0,1057.54,0.6427
RegionA,166,407.80799955004505,500.0,407.80799955004505,0.0,0.0,0.0,0.0,0.0,0.0,92.19200044995495,0.0,350.0,656.82,0.6537
RegionA,167,447.87600000000003,510.22,447.87600000000003,0.0,0.0,0.0,0.0,0.0,0.0,62.343999999999994,0.0,350.0,657.24,0.6623
RegionA,168,449.64450044995505,540.19,449.64450044995505,0.0,0.0,0.0,0.0,0.0,0.0,90.54549955004501,0.0,350.0,474.97,0.6679
RegionA,169,530.050499550045,587.87,530.050499550045,0.0,0.0,0.0,0.0,0.0,0.0,57.81950044995506,0.0,350.0,475.28,0.6703
RegionA,170,544.320000449955,650.0,544.320000449955,0.0,0.0,0.0,0.0,0.0,0.0,105.67999955004495,0.0,350.0,475.58,0.6693
RegionA,171,544.32,722.35,544.32,0.0,0.0,0.0,0.0,0.0,0.0,178.02999999999997,0.0,350.0,475.88,0.665
RegionA,172,544.319999550045,800.0,544.319999550045,0.0,0.0,0.0,0.0,0.0,0.0,255.68000044995495,0.0,350.0,476.18,0.6578
RegionA,173,544.3200004499549,877.65,544.3200004499549,0.0,0.0,0.0,0.0,0.0,0.0,333.32999955004504,0.0,350.0,476.47,0.6483
RegionA,174,544.32,950.0,544.32,0.0,0.0,0.0,0.0,0.0,0.0,405.67999999999995,0.0,350.0,476.77,0.637
RegionA,175,544.320000449955,1012.13,544.320000449955,0.0,0.0,0.0,0.0,0.0,0.0,467.80999955004495,0.0,350.0,733.94,0.6248
RegionA,176,544.319999550045,1059.81,544.319999550045,0.0,0.0,0.0,0.0,0.0,0.0,515.4900004499549,0.0,350.0,734.39,0.6126
RegionA,177,544.32,1089.78,544.32,0.0,0.0,0.0,0.0,0.0,0.0,545.4599999999999,0.0,350.0,734.83,0.6013
RegionA,178,544.3199995500449,1100.0,544.3199995500449,0.0,0.0,0.0,0.0,0.0,0.0,555.6800004499551,0.0,350.0,735.27,0.5917
RegionA,179,535.8825,1089.78,535.8825,0.0,0.0,0.0,0.0,0.0,0.0,553.8974999999999,0.0,350.0,735.7,0.5845
RegionA,180,460.66049999999996,1059.81,460.66049999999996,0.0,0.0,0.0,0.0,0.0,0.0,599.1495,0.0,350.0,736.13,0.5802
RegionA,181,451.23075000000006,1012.13,451.23075000000006,0.0,0.0,0.0,0.0,0.0,0.0,560.8992499999999,0.0,350.0,736.55,0.5791
RegionA,182,429.42149955004504,950.0,429.42149955004504,0.0,0.0,0.0,0.0,0.0,0.0,520.578500449955,0.0,350.0,736.96,0.5814
RegionA,183,403.64864955004504,877.65,403.64864955004504,0.0,0.0,0.0,0.0,0.0,0.0,474.00135044995494,0.0,350.0,737.36,0.5869
RegionA,184,322.083,800.0,322.083,0.0,0.0,0.0,0.0,0.0,0.0,477.917,0.0,350.0,737.76,0.5954
RegionA,185,313.834500449955,722.35,313.834500449955,0.0,0.0,0.0,0.0,0.0,0.0,408.51549955004504,0.0,350.0,1070.31,0.6062
