TaskID,TaskType,SourceRegion,ExecutionRegion,ArrivalHour,StartHour,FinishHour,Duration_h,GPU_Demand,WaitingHour,NetworkLatency_ms,LatestFinishHour
9585,RealTimeInference,RegionB,RegionB,2381,2381.0,2383.0333333333333,2.033333333333333,7.0,0.0,5.0,2384.0
41513,RealTimeInference,RegionC,RegionC,2381,2381.0,2383.383333333333,2.3833333333333333,6.0,0.0,5.0,2384.0
35202,RealTimeInference,RegionC,RegionC,2381,2381.0,2383.9333333333334,2.933333333333333,5.0,0.0,5.0,2384.0
30238,RealTimeInference,RegionD,RegionD,2379,2379.0,2383.85,4.85,6.0,0.0,5.0,2384.0
25839,RealTimeInference,RegionA,RegionA,2378,2378.0,2383.483333333333,5.483333333333333,1.0,0.0,5.0,2384.0
6481,RealTimeInference,RegionA,RegionA,2377,2377.0,2383.45,6.45,6.0,0.0,5.0,2384.0
45743,RealTimeInference,RegionB,RegionB,2377,2377.0,2383.5333333333333,6.533333333333333,2.0,0.0,5.0,2384.0
21103,RealTimeInference,RegionA,RegionA,2383,2383.0,2384.8,1.8,7.0,0.0,5.0,2385.0
39748,RealTimeInference,RegionC,RegionC,2381,2381.0,2384.35,3.35,1.0,0.0,5.0,2385.0
26569,RealTimeInference,RegionB,RegionB,2384,2384.0,2385.1,1.1,5.0,0.0,5.0,2386.0
26779,RealTimeInference,RegionB,RegionB,2384,2384.0,2385.75,1.75,2.0,0.0,5.0,2386.0
22890,RealTimeInference,RegionC,RegionC,2384,2384.0,2385.8,1.8,3.0,0.0,5.0,2386.0
43047,RealTimeInference,RegionB,RegionB,2383,2383.0,2385.0333333333333,2.033333333333333,5.0,0.0,5.0,2386.0
4590,RealTimeInference,RegionC,RegionC,2382,2382.0,2385.45,3.45,5.0,0.0,5.0,2386.0
42642,RealTimeInference,RegionC,RegionC,2382,2382.0,2385.5,3.5,1.0,0.0,5.0,2386.0
24714,RealTimeInference,RegionC,RegionC,2380,2380.0,2385.4166666666665,5.416666666666667,5.0,0.0,5.0,2386.0
30708,RealTimeInference,RegionB,RegionB,2379,2379.0,2385.4,6.4,1.0,0.0,5.0,2386.0
23424,RealTimeInference,RegionA,RegionA,2379,2379.0,2385.616666666667,6.616666666666666,5.0,0.0,5.0,2386.0
9936,RealTimeInference,RegionC,RegionC,2385,2385.0,2386.516666666667,1.5166666666666666,5.0,0.0,5.0,2387.0
16950,RealTimeInference,RegionA,RegionA,2384,2384.0,2386.5333333333333,2.533333333333333,6.0,0.0,5.0,2387.0
13505,RealTimeInference,RegionE,RegionE,2382,2382.0,2386.2833333333333,4.283333333333333,6.0,0.0,5.0,2387.0
29651,RealTimeInference,RegionB,RegionB,2382,2382.0,2386.733333333333,4.733333333333333,7.0,0.0,5.0,2387.0
29758,RealTimeInference,RegionC,RegionC,2380,2380.0,2386.15,6.15,7.0,0.0,5.0,2387.0
12025,RealTimeInference,RegionA,RegionA,2387,2387.0,2387.65,0.65,2.0,0.0,5.0,2388.0
19693,RealTimeInference,RegionA,RegionA,2386,2386.0,2387.2,1.2,4.0,0.0,5.0,2388.0
8353,RealTimeInference,RegionB,RegionB,2386,2386.0,2387.25,1.25,5.0,0.0,5.0,2388.0
25467,RealTimeInference,RegionB,RegionB,2385,2385.0,2387.866666666667,2.8666666666666667,6.0,0.0,5.0,2388.0
32107,RealTimeInference,RegionC,RegionC,2384,2384.0,2387.0833333333335,3.0833333333333335,3.0,0.0,5.0,2388.0
24748,RealTimeInference,RegionE,RegionE,2384,2384.0,2387.116666666667,3.1166666666666667,1.0,0.0,5.0,2388.0
45061,RealTimeInference,RegionC,RegionC,2383,2383.0,2387.2,4.2,2.0,0.0,5.0,2388.0
35298,RealTimeInference,RegionA,RegionA,2383,2383.0,2387.3166666666666,4.316666666666666,6.0,0.0,5.0,2388.0
45879,RealTimeInference,RegionB,RegionB,2383,2383.0,2387.383333333333,4.383333333333334,3.0,0.0,5.0,2388.0
3948,RealTimeInference,RegionF,RegionF,2382,2382.0,2387.5,5.5,1.0,0.0,5.0,2388.0
43240,RealTimeInference,RegionA,RegionA,2381,2381.0,2387.5833333333335,6.583333333333333,7.0,0.0,5.0,2388.0
25000,RealTimeInference,RegionB,RegionB,2387,2387.0,2388.65,1.65,6.0,0.0,5.0,2389.0
23708,RealTimeInference,RegionB,RegionB,2387,2387.0,2388.6666666666665,1.6666666666666667,7.0,0.0,5.0,2389.0
29773,RealTimeInference,RegionA,RegionA,2387,2387.0,2388.7833333333333,1.7833333333333334,6.0,0.0,5.0,2389.0
32719,RealTimeInference,RegionA,RegionA,2387,2387.0,2388.8166666666666,1.8166666666666667,3.0,0.0,5.0,2389.0
32465,RealTimeInference,RegionB,RegionB,2386,2386.0,2388.4,2.4,6.0,0.0,5.0,2389.0
48396,RealTimeInference,RegionA,RegionA,2386,2386.0,2388.6833333333334,2.683333333333333,2.0,0.0,5.0,2389.0
3455,RealTimeInference,RegionC,RegionC,2386,2386.0,2388.866666666667,2.8666666666666667,1.0,0.0,5.0,2389.0
47997,RealTimeInference,RegionA,RegionA,2384,2384.0,2388.0666666666666,4.066666666666666,6.0,0.0,5.0,2389.0
41298,RealTimeInference,RegionA,RegionA,2383,2383.0,2388.35,5.35,4.0,0.0,5.0,2389.0
48004,RealTimeInference,RegionA,RegionA,2389,2389.0,2389.8333333333335,0.8333333333333334,6.0,0.0,5.0,2390.0
36175,RealTimeInference,RegionA,RegionA,2388,2388.0,2389.4,1.4,5.0,0.0,5.0,2390.0
28952,RealTimeInference,RegionC,RegionC,2387,2387.0,2389.05,2.05,7.0,0.0,5.0,2390.0
9168,RealTimeInference,RegionC,RegionC,2387,2387.0,2389.35,2.35,3.0,0.0,5.0,2390.0
21428,RealTimeInference,RegionC,RegionC,2387,2387.0,2389.366666666667,2.3666666666666667,5.0,0.0,5.0,2390.0
19264,RealTimeInference,RegionD,RegionD,2386,2386.0,2389.3333333333335,3.3333333333333335,4.0,0.0,5.0,2390.0
14669,RealTimeInference,RegionB,RegionB,2385,2385.0,2389.616666666667,4.616666666666666,6.0,0.0,5.0,2390.0
23890,RealTimeInference,RegionA,RegionA,2385,2385.0,2389.7833333333333,4.783333333333333,5.0,0.0,5.0,2390.0
32162,RealTimeInference,RegionA,RegionA,2389,2389.0,2390.9166666666665,1.9166666666666667,2.0,0.0,5.0,2391.0
43032,RealTimeInference,RegionB,RegionB,2388,2388.0,2390.2833333333333,2.283333333333333,1.0,0.0,5.0,2391.0
35544,RealTimeInference,RegionC,RegionC,2387,2387.0,2390.4333333333334,3.433333333333333,7.0,0.0,5.0,2391.0
29239,RealTimeInference,RegionB,RegionB,2386,2386.0,2390.016666666667,4.016666666666667,2.0,0.0,5.0,2391.0
48007,RealTimeInference,RegionC,RegionC,2386,2386.0,2390.266666666667,4.266666666666667,2.0,0.0,5.0,2391.0
36634,RealTimeInference,RegionF,RegionF,2385,2385.0,2390.0833333333335,5.083333333333333,7.0,0.0,5.0,2391.0
11360,RealTimeInference,RegionE,RegionE,2384,2384.0,2390.5666666666666,6.566666666666666,3.0,0.0,5.0,2391.0
39380,RealTimeInference,RegionB,RegionB,2391,2391.0,2391.733333333333,0.7333333333333333,3.0,0.0,5.0,2392.0
22706,RealTimeInference,RegionC,RegionC,2391,2391.0,2391.75,0.75,2.0,0.0,5.0,2392.0
21242,RealTimeInference,RegionB,RegionB,2390,2390.0,2391.1,1.1,1.0,0.0,5.0,2392.0
10407,RealTimeInference,RegionC,RegionC,2389,2389.0,2391.366666666667,2.3666666666666667,7.0,0.0,5.0,2392.0
36735,RealTimeInference,RegionB,RegionB,2387,2387.0,2391.5666666666666,4.566666666666666,2.0,0.0,5.0,2392.0
18687,RealTimeInference,RegionE,RegionE,2391,2391.0,2392.45,1.45,5.0,0.0,5.0,2393.0
49684,RealTimeInference,RegionB,RegionB,2391,2391.0,2392.75,1.75,1.0,0.0,5.0,2393.0
27636,RealTimeInference,RegionA,RegionA,2388,2388.0,2392.233333333333,4.233333333333333,7.0,0.0,5.0,2393.0
28692,RealTimeInference,RegionA,RegionA,2388,2388.0,2392.3,4.3,3.0,0.0,5.0,2393.0
23146,RealTimeInference,RegionC,RegionC,2387,2387.0,2392.55,5.55,3.0,0.0,5.0,2393.0
40594,RealTimeInference,RegionC,RegionC,2386,2386.0,2392.0833333333335,6.083333333333333,2.0,0.0,5.0,2393.0
40554,RealTimeInference,RegionB,RegionB,2386,2386.0,2392.2,6.2,5.0,0.0,5.0,2393.0
6235,RealTimeInference,RegionB,RegionB,2392,2392.0,2393.733333333333,1.7333333333333334,1.0,0.0,5.0,2394.0
23364,RealTimeInference,RegionE,RegionE,2392,2392.0,2393.9166666666665,1.9166666666666667,5.0,0.0,5.0,2394.0
4943,RealTimeInference,RegionC,RegionC,2391,2391.0,2394.0,3.0,4.0,0.0,5.0,2394.0
1096,RealTimeInference,RegionA,RegionA,2389,2389.0,2393.8333333333335,4.833333333333333,1.0,0.0,5.0,2394.0
13174,RealTimeInference,RegionB,RegionB,2394,2394.0,2394.1666666666665,0.16666666666666666,6.0,0.0,5.0,2395.0
1843,RealTimeInference,RegionA,RegionA,2394,2394.0,2394.8166666666666,0.8166666666666667,1.0,0.0,5.0,2395.0
16041,RealTimeInference,RegionB,RegionB,2394,2394.0,2394.9166666666665,0.9166666666666666,5.0,0.0,5.0,2395.0
21897,RealTimeInference,RegionA,RegionA,2393,2393.0,2394.5333333333333,1.5333333333333334,3.0,0.0,5.0,2395.0
32917,RealTimeInference,RegionA,RegionA,2392,2392.0,2394.883333333333,2.8833333333333333,2.0,0.0,5.0,2395.0
25215,RealTimeInference,RegionA,RegionA,2391,2391.0,2394.4333333333334,3.433333333333333,5.0,0.0,5.0,2395.0
37033,RealTimeInference,RegionC,RegionC,2390,2390.0,2394.883333333333,4.883333333333334,3.0,0.0,5.0,2395.0
6232,RealTimeInference,RegionA,RegionA,2389,2389.0,2395.0,6.0,5.0,0.0,5.0,2395.0
13251,RealTimeInference,RegionA,RegionA,2395,2395.0,2395.7833333333333,0.7833333333333333,6.0,0.0,5.0,2396.0
40599,RealTimeInference,RegionB,RegionB,2395,2395.0,2395.8333333333335,0.8333333333333334,4.0,0.0,5.0,2396.0
23544,RealTimeInference,RegionB,RegionB,2393,2393.0,2395.25,2.25,1.0,0.0,5.0,2396.0
27485,RealTimeInference,RegionA,RegionA,2393,2393.0,2395.4333333333334,2.433333333333333,5.0,0.0,5.0,2396.0
16024,RealTimeInference,RegionF,RegionF,2392,2392.0,2395.35,3.35,1.0,0.0,5.0,2396.0
35181,RealTimeInference,RegionB,RegionB,2391,2391.0,2395.2,4.2,4.0,0.0,5.0,2396.0
35783,RealTimeInference,RegionA,RegionA,2391,2391.0,2395.616666666667,4.616666666666666,3.0,0.0,5.0,2396.0
14305,RealTimeInference,RegionD,RegionD,2391,2391.0,2395.6666666666665,4.666666666666667,2.0,0.0,5.0,2396.0
34531,RealTimeInference,RegionB,RegionB,2390,2390.0,2395.766666666667,5.766666666666667,7.0,0.0,5.0,2396.0
4354,RealTimeInference,RegionC,RegionC,2390,2390.0,2395.95,5.95,4.0,0.0,5.0,2396.0
38774,RealTimeInference,RegionA,RegionA,2396,2396.0,2396.55,0.55,4.0,0.0,5.0,2397.0
42258,RealTimeInference,RegionB,RegionB,2394,2394.0,2396.733333333333,2.7333333333333334,6.0,0.0,5.0,2397.0
38021,RealTimeInference,RegionB,RegionB,2393,2393.0,2396.5333333333333,3.533333333333333,6.0,0.0,5.0,2397.0
7484,RealTimeInference,RegionA,RegionA,2393,2393.0,2396.95,3.95,3.0,0.0,5.0,2397.0
2412,RealTimeInference,RegionC,RegionC,2392,2392.0,2396.266666666667,4.266666666666667,2.0,0.0,5.0,2397.0
45363,RealTimeInference,RegionC,RegionC,2391,2391.0,2396.0833333333335,5.083333333333333,2.0,0.0,5.0,2397.0
42220,RealTimeInference,RegionB,RegionB,2397,2397.0,2397.266666666667,0.26666666666666666,2.0,0.0,5.0,2398.0
28656,RealTimeInference,RegionC,RegionC,2396,2396.0,2397.3333333333335,1.3333333333333333,4.0,0.0,5.0,2398.0
41247,RealTimeInference,RegionA,RegionA,2395,2395.0,2397.0666666666666,2.066666666666667,3.0,0.0,5.0,2398.0
12481,RealTimeInference,RegionC,RegionC,2395,2395.0,2397.9166666666665,2.9166666666666665,5.0,0.0,5.0,2398.0
5663,RealTimeInference,RegionB,RegionB,2393,2393.0,2397.25,4.25,6.0,0.0,5.0,2398.0
21792,RealTimeInference,RegionA,RegionA,2392,2392.0,2397.266666666667,5.266666666666667,4.0,0.0,5.0,2398.0
44811,RealTimeInference,RegionB,RegionB,2392,2392.0,2397.5666666666666,5.566666666666666,2.0,0.0,5.0,2398.0
22360,RealTimeInference,RegionD,RegionD,2398,2398.0,2398.1833333333334,0.18333333333333332,6.0,0.0,5.0,2399.0
17052,RealTimeInference,RegionC,RegionC,2398,2398.0,2398.55,0.55,2.0,0.0,5.0,2399.0
15175,RealTimeInference,RegionB,RegionB,2396,2396.0,2398.9166666666665,2.9166666666666665,6.0,0.0,5.0,2399.0
47260,RealTimeInference,RegionD,RegionD,2395,2395.0,2398.483333333333,3.4833333333333334,3.0,0.0,5.0,2399.0
12444,RealTimeInference,RegionA,RegionA,2394,2394.0,2398.483333333333,4.483333333333333,1.0,0.0,5.0,2399.0
31748,RealTimeInference,RegionA,RegionA,2393,2393.0,2398.5333333333333,5.533333333333333,4.0,0.0,5.0,2399.0
44602,RealTimeInference,RegionC,RegionC,2393,2393.0,2398.6666666666665,5.666666666666667,4.0,0.0,5.0,2399.0
16844,RealTimeInference,RegionF,RegionF,2399,2399.0,2399.85,0.85,1.0,0.0,5.0,2400.0
7530,RealTimeInference,RegionA,RegionA,2398,2398.0,2399.1666666666665,1.1666666666666667,5.0,0.0,5.0,2400.0
40375,RealTimeInference,RegionA,RegionA,2398,2398.0,2399.3333333333335,1.3333333333333333,4.0,0.0,5.0,2400.0
49617,RealTimeInference,RegionA,RegionA,2395,2395.0,2399.266666666667,4.266666666666667,3.0,0.0,5.0,2400.0
34439,RealTimeInference,RegionA,RegionA,2394,2394.0,2399.0666666666666,5.066666666666666,2.0,0.0,5.0,2400.0
45529,RealTimeInference,RegionA,RegionA,2393,2393.0,2399.1,6.1,4.0,0.0,5.0,2400.0
9621,RealTimeInference,RegionC,RegionC,2399,2399.0,2400.3333333333335,1.3333333333333333,6.0,0.0,5.0,2401.0
21400,RealTimeInference,RegionB,RegionB,2399,2399.0,2400.6833333333334,1.6833333333333333,1.0,0.0,5.0,2401.0
13381,RealTimeInference,RegionA,RegionA,2398,2398.0,2400.0833333333335,2.0833333333333335,6.0,0.0,5.0,2401.0
30610,RealTimeInference,RegionB,RegionB,2398,2398.0,2400.6833333333334,2.683333333333333,7.0,0.0,5.0,2401.0
26836,RealTimeInference,RegionA,RegionA,2396,2396.0,2400.5333333333333,4.533333333333333,7.0,0.0,5.0,2401.0
23682,RealTimeInference,RegionB,RegionB,2396,2396.0,2400.616666666667,4.616666666666666,7.0,0.0,5.0,2401.0
19172,RealTimeInference,RegionC,RegionC,2398,2398.0,2401.3166666666666,3.316666666666667,6.0,0.0,5.0,2402.0
4886,RealTimeInference,RegionF,RegionF,2398,2398.0,2401.3333333333335,3.3333333333333335,3.0,0.0,5.0,2402.0
7165,RealTimeInference,RegionB,RegionB,2397,2397.0,2401.633333333333,4.633333333333334,5.0,0.0,5.0,2402.0
49227,RealTimeInference,RegionC,RegionC,2396,2396.0,2401.25,5.25,3.0,0.0,5.0,2402.0
5138,RealTimeInference,RegionB,RegionB,2396,2396.0,2401.266666666667,5.266666666666667,1.0,0.0,5.0,2402.0
18394,RealTimeInference,RegionA,RegionA,2396,2396.0,2401.4333333333334,5.433333333333334,3.0,0.0,5.0,2402.0
8972,RealTimeInference,RegionD,RegionD,2398,2398.0,2402.1,4.1,2.0,0.0,5.0,2403.0
5272,RealTimeInference,RegionC,RegionC,2398,2398.0,2402.35,4.35,4.0,0.0,5.0,2403.0
40341,RealTimeInference,RegionA,RegionA,2396,2396.0,2402.4333333333334,6.433333333333334,2.0,0.0,5.0,2403.0
39788,RealTimeInference,RegionC,RegionC,2399,2399.0,2403.383333333333,4.383333333333334,7.0,0.0,5.0,2404.0
7890,RealTimeInference,RegionE,RegionE,2399,2399.0,2403.4166666666665,4.416666666666667,4.0,0.0,5.0,2404.0
41451,RealTimeInference,RegionA,RegionA,2399,2399.0,2405.6,6.6,4.0,0.0,5.0,2406.0
12184,BatchInference,RegionD,RegionD,2393,2393.0,2393.25,0.25,5.0,0.0,5.0,2406.0
39629,BatchInference,RegionD,RegionD,2397,2397.0,2397.3166666666666,0.31666666666666665,5.0,0.0,5.0,2406.0
9267,BatchInference,RegionE,RegionE,2376,2376.0,2376.366666666667,0.36666666666666664,7.0,0.0,5.0,2406.0
28165,BatchInference,RegionE,RegionE,2387,2387.0,2387.4166666666665,0.4166666666666667,13.0,0.0,5.0,2406.0
7902,BatchInference,RegionE,RegionE,2376,2376.0,2376.4333333333334,0.43333333333333335,11.0,0.0,5.0,2406.0
7874,BatchInference,RegionC,RegionC,2396,2396.0,2396.45,0.45,21.0,0.0,5.0,2406.0
40446,BatchInference,RegionA,RegionA,2387,2387.0,2387.5333333333333,0.5333333333333333,9.0,0.0,5.0,2406.0
33839,BatchInference,RegionE,RegionE,2378,2378.0,2378.55,0.55,21.0,0.0,5.0,2406.0
11780,BatchInference,RegionF,RegionF,2398,2398.0,2398.5833333333335,0.5833333333333334,21.0,0.0,5.0,2406.0
17044,BatchInference,RegionC,RegionC,2389,2389.0,2389.6,0.6,6.0,0.0,5.0,2406.0
29306,BatchInference,RegionE,RegionE,2387,2387.0,2387.6,0.6,20.0,0.0,5.0,2406.0
2374,BatchInference,RegionA,RegionA,2387,2387.0,2387.65,0.65,7.0,0.0,5.0,2406.0
28488,BatchInference,RegionA,RegionA,2392,2392.0,2392.65,0.65,14.0,0.0,5.0,2406.0
18201,BatchInference,RegionE,RegionE,2376,2376.0,2376.6666666666665,0.6666666666666666,16.0,0.0,5.0,2406.0
34117,BatchInference,RegionB,RegionB,2397,2397.0,2397.6666666666665,0.6666666666666666,19.0,0.0,5.0,2406.0
12791,BatchInference,RegionA,RegionA,2383,2383.0,2383.866666666667,0.8666666666666667,4.0,0.0,5.0,2406.0
3566,BatchInference,RegionE,RegionE,2392,2392.0,2392.9,0.9,9.0,0.0,5.0,2406.0
27547,BatchInference,RegionD,RegionD,2397,2397.0,2397.9666666666667,0.9666666666666667,17.0,0.0,5.0,2406.0
24949,BatchInference,RegionD,RegionD,2386,2386.0,2387.016666666667,1.0166666666666666,16.0,0.0,5.0,2406.0
8294,BatchInference,RegionC,RegionC,2395,2395.0,2396.0333333333333,1.0333333333333334,8.0,0.0,5.0,2406.0
24995,BatchInference,RegionD,RegionD,2396,2396.0,2397.05,1.05,10.0,0.0,5.0,2406.0
39468,BatchInference,RegionA,RegionA,2394,2394.0,2395.116666666667,1.1166666666666667,16.0,0.0,5.0,2406.0
46028,BatchInference,RegionA,RegionA,2397,2397.0,2398.116666666667,1.1166666666666667,22.0,0.0,5.0,2406.0
24477,BatchInference,RegionD,RegionD,2393,2393.0,2394.133333333333,1.1333333333333333,16.0,0.0,5.0,2406.0
10504,BatchInference,RegionC,RegionC,2396,2396.0,2397.15,1.15,4.0,0.0,5.0,2406.0
27016,BatchInference,RegionD,RegionD,2378,2378.0,2379.1833333333334,1.1833333333333333,23.0,0.0,5.0,2406.0
14647,BatchInference,RegionA,RegionA,2376,2376.0,2377.233333333333,1.2333333333333334,11.0,0.0,5.0,2406.0
48651,BatchInference,RegionF,RegionF,2393,2393.0,2394.233333333333,1.2333333333333334,14.0,0.0,5.0,2406.0
22136,BatchInference,RegionE,RegionE,2398,2398.0,2399.3166666666666,1.3166666666666667,7.0,0.0,5.0,2406.0
43463,BatchInference,RegionA,RegionA,2388,2388.0,2389.3333333333335,1.3333333333333333,10.0,0.0,5.0,2406.0
24641,BatchInference,RegionD,RegionD,2383,2383.0,2384.4,1.4,12.0,0.0,5.0,2406.0
31331,BatchInference,RegionC,RegionC,2379,2379.0,2380.4166666666665,1.4166666666666667,5.0,0.0,5.0,2406.0
33573,BatchInference,RegionB,RegionB,2391,2391.0,2392.4166666666665,1.4166666666666667,21.0,0.0,5.0,2406.0
315,BatchInference,RegionA,RegionA,2392,2392.0,2393.45,1.45,17.0,0.0,5.0,2406.0
36594,BatchInference,RegionE,RegionE,2377,2377.0,2378.516666666667,1.5166666666666666,12.0,0.0,5.0,2406.0
33605,BatchInference,RegionB,RegionB,2386,2386.0,2387.5666666666666,1.5666666666666667,9.0,0.0,5.0,2406.0
34149,BatchInference,RegionA,RegionA,2383,2383.0,2384.6666666666665,1.6666666666666667,13.0,0.0,5.0,2406.0
24774,BatchInference,RegionF,RegionF,2380,2380.0,2381.733333333333,1.7333333333333334,16.0,0.0,5.0,2406.0
165,BatchInference,RegionB,RegionB,2390,2390.0,2391.75,1.75,18.0,0.0,5.0,2406.0
701,BatchInference,RegionF,RegionF,2397,2397.0,2398.75,1.75,21.0,0.0,5.0,2406.0
35507,BatchInference,RegionA,RegionA,2381,2381.0,2382.8,1.8,18.0,0.0,5.0,2406.0
11383,BatchInference,RegionC,RegionC,2380,2380.0,2381.85,1.85,22.0,0.0,5.0,2406.0
28923,BatchInference,RegionC,RegionC,2392,2392.0,2393.85,1.85,14.0,0.0,5.0,2406.0
33785,BatchInference,RegionD,RegionD,2386,2386.0,2387.866666666667,1.8666666666666667,20.0,0.0,5.0,2406.0
31688,BatchInference,RegionF,RegionF,2391,2391.0,2392.9666666666667,1.9666666666666666,21.0,0.0,5.0,2406.0
19684,BatchInference,RegionF,RegionF,2378,2378.0,2380.016666666667,2.0166666666666666,9.0,0.0,5.0,2406.0
35450,BatchInference,RegionC,RegionC,2381,2381.0,2383.016666666667,2.0166666666666666,14.0,0.0,5.0,2406.0
4611,BatchInference,RegionA,RegionA,2393,2393.0,2395.05,2.05,15.0,0.0,5.0,2406.0
19440,BatchInference,RegionE,RegionE,2382,2382.0,2384.0666666666666,2.066666666666667,23.0,0.0,5.0,2406.0
8745,BatchInference,RegionB,RegionB,2398,2398.0,2400.1,2.1,21.0,0.0,5.0,2406.0
24255,BatchInference,RegionE,RegionE,2397,2397.0,2399.1,2.1,20.0,0.0,5.0,2406.0
43786,BatchInference,RegionB,RegionB,2399,2399.0,2401.1,2.1,17.0,0.0,5.0,2406.0
403,BatchInference,RegionD,RegionD,2382,2382.0,2384.116666666667,2.1166666666666667,13.0,0.0,5.0,2406.0
1664,BatchInference,RegionE,RegionE,2383,2383.0,2385.1833333333334,2.183333333333333,14.0,0.0,5.0,2406.0
40539,BatchInference,RegionB,RegionB,2388,2388.0,2390.2,2.2,10.0,0.0,5.0,2406.0
10284,BatchInference,RegionF,RegionF,2396,2396.0,2398.2833333333333,2.283333333333333,14.0,0.0,5.0,2406.0
22462,BatchInference,RegionC,RegionC,2381,2381.0,2383.3,2.3,23.0,0.0,5.0,2406.0
26783,BatchInference,RegionA,RegionA,2377,2377.0,2379.3,2.3,16.0,0.0,5.0,2406.0
17421,BatchInference,RegionF,RegionF,2398,2398.0,2400.35,2.35,15.0,0.0,5.0,2406.0
6323,BatchInference,RegionA,RegionA,2388,2388.0,2390.366666666667,2.3666666666666667,5.0,0.0,5.0,2406.0
37918,BatchInference,RegionD,RegionD,2383,2383.0,2385.366666666667,2.3666666666666667,5.0,0.0,5.0,2406.0
37062,BatchInference,RegionB,RegionB,2399,2399.0,2401.4666666666667,2.466666666666667,12.0,0.0,5.0,2406.0
43531,BatchInference,RegionC,RegionC,2393,2393.0,2395.4666666666667,2.466666666666667,18.0,0.0,5.0,2406.0
14405,BatchInference,RegionA,RegionA,2379,2379.0,2381.5833333333335,2.5833333333333335,18.0,0.0,5.0,2406.0
33478,BatchInference,RegionE,RegionE,2384,2384.0,2386.6,2.6,6.0,0.0,5.0,2406.0
39924,BatchInference,RegionC,RegionC,2382,2382.0,2384.6,2.6,4.0,0.0,5.0,2406.0
41891,BatchInference,RegionC,RegionC,2385,2385.0,2387.65,2.65,15.0,0.0,5.0,2406.0
16494,BatchInference,RegionD,RegionD,2395,2395.0,2397.6833333333334,2.683333333333333,22.0,0.0,5.0,2406.0
45584,BatchInference,RegionC,RegionC,2378,2378.0,2380.6833333333334,2.683333333333333,21.0,0.0,5.0,2406.0
43953,BatchInference,RegionE,RegionE,2386,2386.0,2388.7,2.7,17.0,0.0,5.0,2406.0
42007,BatchInference,RegionA,RegionA,2388,2388.0,2390.733333333333,2.7333333333333334,21.0,0.0,5.0,2406.0
