Region,Hour,FacilityLoad_MW,AvailableRenewable_MW,UsedRenewable_MW,RenewableCharge_MW,GridCharge_MW,ChargePower_MW,DischargePower_MW,GridPurchase_MW,GridSell_MW,Curtailment_MW,NetGridImport_MW
RegionA,22,388.00349954999996,500.0,388.00349954999996,0.0,0.0,0.0,0.0,0.0,0.0,111.99650045000004,0.0
RegionA,23,408.92849954999997,510.22,408.92849954999997,0.0,0.0,0.0,0.0,0.0,0.0,101.29150045000006,0.0
RegionA,24,478.15650045,540.19,478.15650045,0.0,0.0,0.0,0.0,0.0,0.0,62.033499550000045,0.0
RegionA,25,495.67949955000006,587.87,495.67949955000006,0.0,0.0,0.0,0.0,0.0,0.0,92.19050044999994,0.0
RegionA,26,544.3200004500001,650.0,544.3200004500001,0.0,0.0,0.0,0.0,0.0,0.0,105.67999954999993,0.0
RegionA,27,544.32,722.35,544.32,0.0,0.0,0.0,0.0,0.0,0.0,178.02999999999997,0.0
RegionA,28,544.32,800.0,544.32,0.0,0.0,0.0,0.0,0.0,0.0,255.67999999999995,0.0
RegionA,29,544.3199995500001,877.65,544.3199995500001,0.0,0.0,0.0,0.0,0.0,0.0,333.33000044999983,0.0
RegionA,30,544.3200004500001,950.0,544.3200004500001,0.0,0.0,0.0,0.0,0.0,0.0,405.67999954999993,0.0
RegionA,31,544.31999955,1012.13,544.31999955,0.0,0.0,0.0,0.0,0.0,0.0,467.81000044999996,0.0
RegionA,32,544.3200004500001,1059.81,544.3200004500001,0.0,0.0,0.0,0.0,0.0,0.0,515.4899995499999,0.0
RegionA,33,544.3199999999999,1089.78,544.3199999999999,0.0,0.0,0.0,0.0,0.0,0.0,545.46,0.0
RegionA,34,535.6124995499999,1100.0,535.6124995499999,0.0,0.0,0.0,0.0,0.0,0.0,564.3875004500001,0.0
RegionA,35,516.4290004500001,1089.78,516.4290004500001,0.0,0.0,0.0,0.0,0.0,0.0,573.3509995499999,0.0
RegionA,36,464.1975,1059.81,464.1975,0.0,0.0,0.0,0.0,0.0,0.0,595.6125,0.0
RegionA,37,439.10100045,1012.13,439.10100045,0.0,0.0,0.0,0.0,0.0,0.0,573.02899955,0.0
RegionA,38,422.42040000000003,950.0,422.42040000000003,0.0,0.0,0.0,0.0,0.0,0.0,527.5796,0.0
RegionA,39,401.13090045000007,877.65,401.13090045000007,0.0,0.0,0.0,0.0,0.0,0.0,476.5190995499999,0.0
RegionA,40,375.20549955,800.0,375.20549955,0.0,0.0,0.0,0.0,0.0,0.0,424.79450045,0.0
RegionA,41,328.90050045000004,722.35,328.90050045000004,0.0,0.0,0.0,0.0,0.0,0.0,393.44949955,0.0
RegionA,42,289.99350045,650.0,289.99350045,0.0,0.0,0.0,0.0,0.0,0.0,360.00649955,0.0
RegionA,43,297.324,587.87,297.324,0.0,0.0,0.0,0.0,0.0,0.0,290.546,0.0
RegionA,44,346.34250000000003,540.19,346.34250000000003,0.0,0.0,0.0,0.0,0.0,0.0,193.84750000000003,0.0
RegionA,45,327.84750045000004,510.22,327.84750045000004,0.0,0.0,0.0,0.0,0.0,0.0,182.37249955,0.0
RegionA,46,416.9204995500001,500.0,416.9204995500001,0.0,0.0,0.0,0.0,0.0,0.0,83.0795004499999,0.0
RegionA,47,442.7460000000001,510.22,442.7460000000001,0.0,0.0,0.0,0.0,0.0,0.0,67.47399999999993,0.0
RegionA,48,472.04100045,540.19,472.04100045,0.0,0.0,0.0,0.0,0.0,0.0,68.14899955000004,0.0
RegionA,49,530.4015004500001,587.87,530.4015004500001,0.0,0.0,0.0,0.0,0.0,0.0,57.46849954999993,0.0
RegionA,50,544.32,650.0,544.32,0.0,0.0,0.0,0.0,0.0,0.0,105.67999999999995,0.0
RegionA,51,544.32,722.35,544.32,0.0,0.0,0.0,0.0,0.0,0.0,178.02999999999997,0.0
RegionA,52,544.3200004500001,800.0,544.3200004500001,0.0,0.0,0.0,0.0,0.0,0.0,255.67999954999993,0.0
RegionA,53,544.32,877.65,544.32,0.0,0.0,0.0,0.0,0.0,0.0,333.3299999999999,0.0
RegionA,54,544.3199995500001,950.0,544.3199995500001,0.0,0.0,0.0,0.0,0.0,0.0,405.68000044999985,0.0
RegionA,55,544.3200004500001,1012.13,544.3200004500001,0.0,0.0,0.0,0.0,0.0,0.0,467.80999954999993,0.0
RegionA,56,544.32,1059.81,544.32,0.0,0.0,0.0,0.0,0.0,0.0,515.4899999999999,0.0
RegionA,57,544.32,1089.78,544.32,0.0,0.0,0.0,0.0,0.0,0.0,545.4599999999999,0.0
RegionA,58,544.32,1100.0,544.32,0.0,0.0,0.0,0.0,0.0,0.0,555.68,0.0
RegionA,59,487.75500045000007,1089.78,487.75500045000007,0.0,0.0,0.0,0.0,0.0,0.0,602.0249995499998,0.0
RegionA,60,469.25999955,1059.81,469.25999955,0.0,0.0,0.0,0.0,0.0,0.0,590.55000045,0.0
RegionA,61,465.23700045000004,1012.13,465.23700045000004,0.0,0.0,0.0,0.0,0.0,0.0,546.89299955,0.0
RegionA,62,444.09734999999995,950.0,444.09734999999995,0.0,0.0,0.0,0.0,0.0,0.0,505.90265000000005,0.0
RegionA,63,414.7159504500001,877.65,414.7159504500001,0.0,0.0,0.0,0.0,0.0,0.0,462.9340495499999,0.0
RegionA,64,328.71420000000006,800.0,328.71420000000006,0.0,0.0,0.0,0.0,0.0,0.0,471.28579999999994,0.0
RegionA,65,330.75000045,722.35,330.75000045,0.0,0.0,0.0,0.0,0.0,0.0,391.59999955,0.0
RegionA,66,307.13849955000006,650.0,307.13849955000006,0.0,0.0,0.0,0.0,0.0,0.0,342.86150044999994,0.0
RegionA,67,262.83150000000006,587.87,262.83150000000006,0.0,0.0,0.0,0.0,0.0,0.0,325.03849999999994,0.0
RegionA,68,341.46900045,540.19,341.46900045,0.0,0.0,0.0,0.0,0.0,0.0,198.72099955000004,0.0
RegionA,69,339.3225,510.22,339.3225,0.0,0.0,0.0,0.0,0.0,0.0,170.89750000000004,0.0
RegionA,70,359.9504995500001,500.0,359.9504995500001,0.0,0.0,0.0,0.0,0.0,0.0,140.04950044999993,0.0
RegionA,71,470.0835004500001,510.22,470.0835004500001,0.0,0.0,0.0,0.0,0.0,0.0,40.13649954999994,0.0
RegionA,72,459.0000004500002,540.19,459.0000004500002,0.0,0.0,0.0,0.0,0.0,0.0,81.18999954999987,0.0
RegionA,73,531.495,587.87,531.495,0.0,0.0,0.0,0.0,0.0,0.0,56.375,0.0
RegionA,74,544.3200004500001,650.0,544.3200004500001,0.0,0.0,0.0,0.0,0.0,0.0,105.67999954999993,0.0
RegionA,75,544.32,722.35,544.32,0.0,0.0,0.0,0.0,0.0,0.0,178.02999999999997,0.0
RegionA,76,544.32,800.0,544.32,0.0,0.0,0.0,0.0,0.0,0.0,255.67999999999995,0.0
RegionA,77,544.32,877.65,544.32,0.0,0.0,0.0,0.0,0.0,0.0,333.3299999999999,0.0
RegionA,78,544.3200004500001,950.0,544.3200004500001,0.0,0.0,0.0,0.0,0.0,0.0,405.67999954999993,0.0
RegionA,79,544.31999955,1012.13,544.31999955,0.0,0.0,0.0,0.0,0.0,0.0,467.81000044999996,0.0
RegionA,80,544.3200004500001,1059.81,544.3200004500001,0.0,0.0,0.0,0.0,0.0,0.0,515.4899995499999,0.0
RegionA,81,544.31999955,1089.78,544.31999955,0.0,0.0,0.0,0.0,0.0,0.0,545.4600004499999,0.0
RegionA,82,544.32,1100.0,544.32,0.0,0.0,0.0,0.0,0.0,0.0,555.68,0.0
RegionA,83,527.364,1089.78,527.364,0.0,0.0,0.0,0.0,0.0,0.0,562.4159999999999,0.0
RegionA,84,499.25699955000005,1059.81,499.25699955000005,0.0,0.0,0.0,0.0,0.0,0.0,560.5530004499999,0.0
RegionA,85,459.8100004500001,1012.13,459.8100004500001,0.0,0.0,0.0,0.0,0.0,0.0,552.3199995499999,0.0
RegionA,86,410.23799999999994,950.0,410.23799999999994,0.0,0.0,0.0,0.0,0.0,0.0,539.7620000000001,0.0
RegionA,87,377.838,877.65,377.838,0.0,0.0,0.0,0.0,0.0,0.0,499.81199999999995,0.0
RegionA,88,333.35549954999993,800.0,333.35549954999993,0.0,0.0,0.0,0.0,0.0,0.0,466.64450045000007,0.0
RegionA,89,303.35850045,722.35,303.35850045,0.0,0.0,0.0,0.0,0.0,0.0,418.99149955,0.0
RegionA,90,307.62449955000005,650.0,307.62449955000005,0.0,0.0,0.0,0.0,0.0,0.0,342.37550044999995,0.0
RegionA,91,301.88700045,587.87,301.88700045,0.0,0.0,0.0,0.0,0.0,0.0,285.98299955,0.0
RegionA,92,339.2955,540.19,339.2955,0.0,0.0,0.0,0.0,0.0,0.0,200.89450000000005,0.0
RegionA,93,368.469,510.22,368.469,0.0,0.0,0.0,0.0,0.0,0.0,141.75100000000003,0.0
RegionA,94,392.7825,500.0,392.7825,0.0,0.0,0.0,0.0,0.0,0.0,107.21749999999997,0.0
RegionA,95,452.76300044999994,510.22,452.76300044999994,0.0,0.0,0.0,0.0,0.0,0.0,57.45699955000009,0.0
RegionA,96,465.62850045000005,540.19,465.62850045000005,0.0,0.0,0.0,0.0,0.0,0.0,74.56149955000001,0.0
RegionA,97,543.72599955,587.87,543.72599955,0.0,0.0,0.0,0.0,0.0,0.0,44.14400045000002,0.0
RegionA,98,515.60549955,650.0,515.60549955,0.0,0.0,0.0,0.0,0.0,0.0,134.39450045,0.0
RegionA,99,544.32,722.35,544.32,0.0,0.0,0.0,0.0,0.0,0.0,178.02999999999997,0.0
RegionA,100,544.3199995500001,800.0,544.3199995500001,0.0,0.0,0.0,0.0,0.0,0.0,255.68000044999985,0.0
RegionA,101,544.3199995499999,877.65,544.3199995499999,0.0,0.0,0.0,0.0,0.0,0.0,333.33000045000006,0.0
RegionA,102,544.3200004500001,950.0,544.3200004500001,0.0,0.0,0.0,0.0,0.0,0.0,405.67999954999993,0.0
RegionA,103,544.31999955,1012.13,544.31999955,0.0,0.0,0.0,0.0,0.0,0.0,467.81000044999996,0.0
RegionA,104,544.32,1059.81,544.32,0.0,0.0,0.0,0.0,0.0,0.0,515.4899999999999,0.0
RegionA,105,544.3199995500001,1089.78,544.3199995500001,0.0,0.0,0.0,0.0,0.0,0.0,545.4600004499998,0.0
RegionA,106,544.31999955,1100.0,544.31999955,0.0,0.0,0.0,0.0,0.0,0.0,555.68000045,0.0
RegionA,107,530.6175004500001,1089.78,530.6175004500001,0.0,0.0,0.0,0.0,0.0,0.0,559.1624995499999,0.0
RegionA,108,472.87800000000004,1059.81,472.87800000000004,0.0,0.0,0.0,0.0,0.0,0.0,586.9319999999999,0.0
RegionA,109,454.20750045,1012.13,454.20750045,0.0,0.0,0.0,0.0,0.0,0.0,557.92249955,0.0
RegionA,110,396.2655000000001,950.0,396.2655000000001,0.0,0.0,0.0,0.0,0.0,0.0,553.7344999999999,0.0
RegionA,111,378.32669955000006,877.65,378.32669955000006,0.0,0.0,0.0,0.0,0.0,0.0,499.3233004499999,0.0
RegionA,112,318.99150045,800.0,318.99150045,0.0,0.0,0.0,0.0,0.0,0.0,481.00849955,0.0
RegionA,113,309.97349955,722.35,309.97349955,0.0,0.0,0.0,0.0,0.0,0.0,412.37650045000004,0.0
RegionA,114,316.64249955,650.0,316.64249955,0.0,0.0,0.0,0.0,0.0,0.0,333.35750045,0.0
RegionA,115,343.08900000000006,587.87,343.08900000000006,0.0,0.0,0.0,0.0,0.0,0.0,244.78099999999995,0.0
RegionA,116,293.08500045000005,540.19,293.08500045000005,0.0,0.0,0.0,0.0,0.0,0.0,247.10499955,0.0
RegionA,117,334.395,510.22,334.395,0.0,0.0,0.0,0.0,0.0,0.0,175.82500000000005,0.0
RegionA,118,417.582,500.0,417.582,0.0,0.0,0.0,0.0,0.0,0.0,82.418,0.0
RegionA,119,469.86749955000005,510.22,469.86749955000005,0.0,0.0,0.0,0.0,0.0,0.0,40.35250044999998,0.0
RegionA,120,465.7635,540.19,465.7635,0.0,0.0,0.0,0.0,0.0,0.0,74.42650000000003,0.0
RegionA,121,533.7360004500001,587.87,533.7360004500001,0.0,0.0,0.0,0.0,0.0,0.0,54.133999549999885,0.0
RegionA,122,544.3199995499999,650.0,544.3199995499999,0.0,0.0,0.0,0.0,0.0,0.0,105.68000045000008,0.0
RegionA,123,544.3199995500001,722.35,544.3199995500001,0.0,0.0,0.0,0.0,0.0,0.0,178.03000044999987,0.0
RegionA,124,544.3200004500001,800.0,544.3200004500001,0.0,0.0,0.0,0.0,0.0,0.0,255.67999954999993,0.0
RegionA,125,544.32,877.65,544.32,0.0,0.0,0.0,0.0,0.0,0.0,333.3299999999999,0.0
RegionA,126,544.3200004500001,950.0,544.3200004500001,0.0,0.0,0.0,0.0,0.0,0.0,405.67999954999993,0.0
RegionA,127,544.3199995500001,1012.13,544.3199995500001,0.0,0.0,0.0,0.0,0.0,0.0,467.81000044999985,0.0
RegionA,128,544.32,1059.81,544.32,0.0,0.0,0.0,0.0,0.0,0.0,515.4899999999999,0.0
RegionA,129,544.32,1089.78,544.32,0.0,0.0,0.0,0.0,0.0,0.0,545.4599999999999,0.0
RegionA,130,542.538,1100.0,542.538,0.0,0.0,0.0,0.0,0.0,0.0,557.462,0.0
RegionA,131,541.5795004500001,1089.78,541.5795004500001,0.0,0.0,0.0,0.0,0.0,0.0,548.2004995499999,0.0
RegionA,132,488.7269995500001,1059.81,488.7269995500001,0.0,0.0,0.0,0.0,0.0,0.0,571.0830004499999,0.0
RegionA,133,469.11285045,1012.13,469.11285045,0.0,0.0,0.0,0.0,0.0,0.0,543.01714955,0.0
RegionA,134,419.8607995500001,950.0,419.8607995500001,0.0,0.0,0.0,0.0,0.0,0.0,530.1392004499999,0.0
RegionA,135,383.76450000000006,877.65,383.76450000000006,0.0,0.0,0.0,0.0,0.0,0.0,493.8854999999999,0.0
RegionA,136,306.03149955000004,800.0,306.03149955000004,0.0,0.0,0.0,0.0,0.0,0.0,493.96850044999996,0.0
RegionA,137,307.40850045,722.35,307.40850045,0.0,0.0,0.0,0.0,0.0,0.0,414.94149955,0.0
RegionA,138,308.33999955,650.0,308.33999955,0.0,0.0,0.0,0.0,0.0,0.0,341.66000045,0.0
RegionA,139,305.03249955,587.87,305.03249955,0.0,0.0,0.0,0.0,0.0,0.0,282.83750045,0.0
RegionA,140,307.34099955,540.19,307.34099955,0.0,0.0,0.0,0.0,0.0,0.0,232.84900045000006,0.0
RegionA,141,368.5500004500001,510.22,368.5500004500001,0.0,0.0,0.0,0.0,0.0,0.0,141.66999954999994,0.0
RegionA,142,406.08000045000006,500.0,406.08000045000006,0.0,0.0,0.0,0.0,0.0,0.0,93.91999954999994,0.0
RegionA,143,442.66499955000006,510.22,442.66499955000006,0.0,0.0,0.0,0.0,0.0,0.0,67.55500044999997,0.0
RegionA,144,469.78650000000005,540.19,469.78650000000005,0.0,0.0,0.0,0.0,0.0,0.0,70.40350000000001,0.0
RegionA,145,486.97200045000005,587.87,486.97200045000005,0.0,0.0,0.0,0.0,0.0,0.0,100.89799954999995,0.0
RegionA,146,544.32,650.0,544.32,0.0,0.0,0.0,0.0,0.0,0.0,105.67999999999995,0.0
RegionA,147,544.3200004500001,722.35,544.3200004500001,0.0,0.0,0.0,0.0,0.0,0.0,178.02999954999996,0.0
RegionA,148,544.32,800.0,544.32,0.0,0.0,0.0,0.0,0.0,0.0,255.67999999999995,0.0
RegionA,149,544.32,877.65,544.32,0.0,0.0,0.0,0.0,0.0,0.0,333.3299999999999,0.0
RegionA,150,544.3199995499999,950.0,544.3199995499999,0.0,0.0,0.0,0.0,0.0,0.0,405.6800004500001,0.0
RegionA,151,544.3200004500004,1012.13,544.3200004500004,0.0,0.0,0.0,0.0,0.0,0.0,467.8099995499996,0.0
RegionA,152,544.3199999999999,1059.81,544.3199999999999,0.0,0.0,0.0,0.0,0.0,0.0,515.49,0.0
RegionA,153,544.3199995500003,1089.78,544.3199995500003,0.0,0.0,0.0,0.0,0.0,0.0,545.4600004499997,0.0
RegionA,154,544.3200004500001,1100.0,544.3200004500001,0.0,0.0,0.0,0.0,0.0,0.0,555.6799995499999,0.0
RegionA,155,506.73600000000005,1089.78,506.73600000000005,0.0,0.0,0.0,0.0,0.0,0.0,583.0439999999999,0.0
RegionA,156,431.81100045,1059.81,431.81100045,0.0,0.0,0.0,0.0,0.0,0.0,627.99899955,0.0
RegionA,157,456.29189955,1012.13,456.29189955,0.0,0.0,0.0,0.0,0.0,0.0,555.83810045,0.0
RegionA,158,435.26835045000024,950.0,435.26835045000024,0.0,0.0,0.0,0.0,0.0,0.0,514.7316495499997,0.0
RegionA,159,392.607,877.65,392.607,0.0,0.0,0.0,0.0,0.0,0.0,485.04299999999995,0.0
RegionA,160,387.66599955,800.0,387.66599955,0.0,0.0,0.0,0.0,0.0,0.0,412.33400045,0.0
RegionA,161,316.87199999999996,722.35,316.87199999999996,0.0,0.0,0.0,0.0,0.0,0.0,405.47800000000007,0.0
RegionA,162,345.26250000000005,650.0,345.26250000000005,0.0,0.0,0.0,0.0,0.0,0.0,304.73749999999995,0.0
RegionA,163,285.5924995500001,587.87,285.5924995500001,0.0,0.0,0.0,0.0,0.0,0.0,302.2775004499999,0.0
RegionA,164,315.23850044999995,540.19,315.23850044999995,0.0,0.0,0.0,0.0,0.0,0.0,224.9514995500001,0.0
RegionA,165,299.90250000000003,510.22,299.90250000000003,0.0,0.0,0.0,0.0,0.0,0.0,210.3175,0.0
RegionA,166,407.80799954999986,500.0,407.80799954999986,0.0,0.0,0.0,0.0,0.0,0.0,92.19200045000014,0.0
RegionA,167,447.87600000000003,510.22,447.87600000000003,0.0,0.0,0.0,0.0,0.0,0.0,62.343999999999994,0.0
RegionA,168,449.64450045,540.19,449.64450045,0.0,0.0,0.0,0.0,0.0,0.0,90.54549955000005,0.0
RegionA,169,530.05049955,587.87,530.05049955,0.0,0.0,0.0,0.0,0.0,0.0,57.819500449999964,0.0
RegionA,170,544.3200004500003,650.0,544.3200004500003,0.0,0.0,0.0,0.0,0.0,0.0,105.6799995499997,0.0
RegionA,171,544.32,722.35,544.32,0.0,0.0,0.0,0.0,0.0,0.0,178.02999999999997,0.0
RegionA,172,544.31999955,800.0,544.31999955,0.0,0.0,0.0,0.0,0.0,0.0,255.68000044999997,0.0
RegionA,173,544.32000045,877.65,544.32000045,0.0,0.0,0.0,0.0,0.0,0.0,333.32999955,0.0
RegionA,174,544.32,950.0,544.32,0.0,0.0,0.0,0.0,0.0,0.0,405.67999999999995,0.0
RegionA,175,544.3200004499998,1012.13,544.3200004499998,0.0,0.0,0.0,0.0,0.0,0.0,467.80999955000016,0.0
RegionA,176,544.31999955,1059.81,544.31999955,0.0,0.0,0.0,0.0,0.0,0.0,515.4900004499999,0.0
RegionA,177,544.3199999999998,1089.78,544.3199999999998,0.0,0.0,0.0,0.0,0.0,0.0,545.4600000000002,0.0
RegionA,178,544.31999955,1100.0,544.31999955,0.0,0.0,0.0,0.0,0.0,0.0,555.68000045,0.0
RegionA,179,535.8824999999998,1089.78,535.8824999999998,0.0,0.0,0.0,0.0,0.0,0.0,553.8975000000002,0.0
RegionA,180,460.66049999999973,1059.81,460.66049999999973,0.0,0.0,0.0,0.0,0.0,0.0,599.1495000000002,0.0
RegionA,181,451.23075000000006,1012.13,451.23075000000006,0.0,0.0,0.0,0.0,0.0,0.0,560.8992499999999,0.0
RegionA,182,429.42149955,950.0,429.42149955,0.0,0.0,0.0,0.0,0.0,0.0,520.57850045,0.0
RegionA,183,403.6486495500001,877.65,403.6486495500001,0.0,0.0,0.0,0.0,0.0,0.0,474.0013504499999,0.0
RegionA,184,322.083,800.0,322.083,0.0,0.0,0.0,0.0,0.0,0.0,477.917,0.0
RegionA,185,313.8345004500001,722.35,313.8345004500001,0.0,0.0,0.0,0.0,0.0,0.0,408.5154995499999,0.0
RegionA,186,315.07649954999977,650.0,315.07649954999977,0.0,0.0,0.0,0.0,0.0,0.0,334.92350045000023,0.0
RegionA,187,321.50250000000005,587.87,321.50250000000005,0.0,0.0,0.0,0.0,0.0,0.0,266.36749999999995,0.0
RegionA,188,334.17899955,540.19,334.17899955,0.0,0.0,0.0,0.0,0.0,0.0,206.01100045000004,0.0
RegionA,189,358.91099955000004,510.22,358.91099955000004,0.0,0.0,0.0,0.0,0.0,0.0,151.30900044999998,0.0
RegionA,190,377.109,500.0,377.109,0.0,0.0,0.0,0.0,0.0,0.0,122.89100000000002,0.0
RegionA,191,419.93099955,510.22,419.93099955,0.0,0.0,0.0,0.0,0.0,0.0,90.28900045,0.0
RegionA,192,460.5525,540.19,460.5525,0.0,0.0,0.0,0.0,0.0,0.0,79.63750000000005,0.0
RegionA,193,500.5260000000001,587.87,500.5260000000001,0.0,0.0,0.0,0.0,0.0,0.0,87.34399999999988,0.0
RegionA,194,541.4715000000001,650.0,541.4715000000001,0.0,0.0,0.0,0.0,0.0,0.0,108.5284999999999,0.0
RegionA,195,544.3200004500001,722.35,544.3200004500001,0.0,0.0,0.0,0.0,0.0,0.0,178.02999954999996,0.0
RegionA,196,544.3200004500001,800.0,544.3200004500001,0.0,0.0,0.0,0.0,0.0,0.0,255.67999954999993,0.0
RegionA,197,544.31999955,877.65,544.31999955,0.0,0.0,0.0,0.0,0.0,0.0,333.33000044999994,0.0
RegionA,198,544.3199995500001,950.0,544.3199995500001,0.0,0.0,0.0,0.0,0.0,0.0,405.68000044999985,0.0
RegionA,199,544.3200004500001,1012.13,544.3200004500001,0.0,0.0,0.0,0.0,0.0,0.0,467.80999954999993,0.0
RegionA,200,544.32,1059.81,544.32,0.0,0.0,0.0,0.0,0.0,0.0,515.4899999999999,0.0
RegionA,201,544.32,1089.78,544.32,0.0,0.0,0.0,0.0,0.0,0.0,545.4599999999999,0.0
RegionA,202,538.974,1100.0,538.974,0.0,0.0,0.0,0.0,0.0,0.0,561.026,0.0
RegionA,203,498.79799955000004,1089.78,498.79799955000004,0.0,0.0,0.0,0.0,0.0,0.0,590.98200045,0.0
RegionA,204,510.08399955,1059.81,510.08399955,0.0,0.0,0.0,0.0,0.0,0.0,549.7260004499999,0.0
RegionA,205,431.12250000000006,1012.13,431.12250000000006,0.0,0.0,0.0,0.0,0.0,0.0,581.0074999999999,0.0
RegionA,206,412.40880000000016,950.0,412.40880000000016,0.0,0.0,0.0,0.0,0.0,0.0,537.5911999999998,0.0
RegionA,207,417.9195000000001,877.65,417.9195000000001,0.0,0.0,0.0,0.0,0.0,0.0,459.7304999999999,0.0
RegionA,208,325.52955045000004,800.0,325.52955045000004,0.0,0.0,0.0,0.0,0.0,0.0,474.47044954999996,0.0
RegionA,209,309.44700045,722.35,309.44700045,0.0,0.0,0.0,0.0,0.0,0.0,412.90299955,0.0
RegionA,210,315.5625,650.0,315.5625,0.0,0.0,0.0,0.0,0.0,0.0,334.4375,0.0
RegionA,211,324.74250000000006,587.87,324.74250000000006,0.0,0.0,0.0,0.0,0.0,0.0,263.12749999999994,0.0
RegionA,212,337.4055,540.19,337.4055,0.0,0.0,0.0,0.0,0.0,0.0,202.78450000000004,0.0
RegionA,213,313.05150044999993,510.22,313.05150044999993,0.0,0.0,0.0,0.0,0.0,0.0,197.1684995500001,0.0
RegionA,214,364.20300045000005,500.0,364.20300045000005,0.0,0.0,0.0,0.0,0.0,0.0,135.79699954999995,0.0
RegionA,215,443.1105,510.22,443.1105,0.0,0.0,0.0,0.0,0.0,0.0,67.10950000000003,0.0
RegionA,216,447.48449955000007,540.19,447.48449955000007,0.0,0.0,0.0,0.0,0.0,0.0,92.70550044999999,0.0
RegionA,217,488.03849955000004,587.87,488.03849955000004,0.0,0.0,0.0,0.0,0.0,0.0,99.83150044999996,0.0
RegionA,218,544.3199999999999,650.0,544.3199999999999,0.0,0.0,0.0,0.0,0.0,0.0,105.68000000000006,0.0
RegionA,219,544.3199995500003,722.35,544.3199995500003,0.0,0.0,0.0,0.0,0.0,0.0,178.03000044999976,0.0
RegionA,220,544.32,800.0,544.32,0.0,0.0,0.0,0.0,0.0,0.0,255.67999999999995,0.0
RegionA,221,544.3199999999999,877.65,544.3199999999999,0.0,0.0,0.0,0.0,0.0,0.0,333.33000000000004,0.0
RegionA,222,544.3199995500001,950.0,544.3199995500001,0.0,0.0,0.0,0.0,0.0,0.0,405.68000044999985,0.0
RegionA,223,544.3200004500001,1012.13,544.3200004500001,0.0,0.0,0.0,0.0,0.0,0.0,467.80999954999993,0.0
RegionA,224,544.3200004500001,1059.81,544.3200004500001,0.0,0.0,0.0,0.0,0.0,0.0,515.4899995499999,0.0
RegionA,225,544.3199999999999,1089.78,544.3199999999999,0.0,0.0,0.0,0.0,0.0,0.0,545.46,0.0
RegionA,226,544.3200004500001,1100.0,544.3200004500001,0.0,0.0,0.0,0.0,0.0,0.0,555.6799995499999,0.0
RegionA,227,511.8795004500001,1089.78,511.8795004500001,0.0,0.0,0.0,0.0,0.0,0.0,577.90049955,0.0
RegionA,228,466.00649955,1059.81,466.00649955,0.0,0.0,0.0,0.0,0.0,0.0,593.80350045,0.0
