Region,Hour,SOC_MWh
RegionA,135,350.0
RegionA,136,350.0
RegionA,137,350.0
RegionA,138,350.0
RegionA,139,350.0
RegionA,140,350.0
RegionA,141,350.0
RegionA,142,350.0
RegionA,143,350.0
RegionA,144,350.0
RegionA,145,350.0
RegionA,146,350.0
RegionA,147,350.0
RegionA,148,350.0
RegionA,149,350.0
RegionA,150,350.0
RegionA,151,350.0
RegionA,152,350.0
RegionA,153,350.0
RegionA,154,350.0
RegionA,155,350.0
RegionA,156,350.0
RegionA,157,350.0
RegionA,158,350.0
RegionA,159,350.0
RegionA,160,350.0
RegionA,161,350.0
RegionA,162,350.0
RegionA,163,350.0
RegionA,164,350.0
RegionA,165,350.0
RegionA,166,350.0
RegionA,167,350.0
RegionA,168,350.0
RegionA,169,350.0
RegionA,170,350.0
RegionA,171,350.0
RegionA,172,350.0
RegionA,173,350.0
RegionA,174,350.0
RegionA,175,350.0
RegionA,176,350.0
RegionA,177,350.0
RegionA,178,350.0
RegionA,179,350.0
RegionA,180,350.0
RegionA,181,350.0
RegionA,182,350.0
RegionA,183,350.0
RegionA,184,350.0
RegionA,185,350.0
RegionA,186,350.0
RegionA,187,350.0
RegionA,188,350.0
RegionA,189,350.0
RegionA,190,350.0
RegionA,191,350.0
RegionA,192,350.0
RegionA,193,350.0
RegionA,194,350.0
RegionA,195,350.0
RegionA,196,350.0
RegionA,197,350.0
RegionA,198,350.0
RegionA,199,350.0
RegionA,200,350.0
RegionA,201,350.0
RegionA,202,350.0
RegionA,203,350.0
RegionA,204,350.0
RegionA,205,350.0
RegionA,206,350.0
RegionA,207,350.0
RegionA,208,350.0
RegionA,209,350.0
RegionA,210,350.0
RegionA,211,350.0
RegionA,212,350.0
RegionA,213,350.0
RegionA,214,350.0
RegionA,215,350.0
RegionA,216,350.0
RegionA,217,350.0
RegionA,218,350.0
RegionA,219,350.0
RegionA,220,350.0
RegionA,221,350.0
RegionA,222,350.0
RegionA,223,350.0
RegionA,224,350.0
RegionA,225,350.0
RegionA,226,350.0
RegionA,227,350.0
RegionA,228,350.0
RegionA,229,350.0
RegionA,230,350.0
RegionA,231,350.0
RegionA,232,350.0
RegionA,233,350.0
RegionA,234,350.0
RegionA,235,350.0
RegionA,236,350.0
RegionA,237,350.0
RegionA,238,350.0
RegionA,239,350.0
RegionA,240,350.0
RegionA,241,350.0
RegionA,242,350.0
RegionA,243,350.0
RegionA,244,350.0
RegionA,245,350.0
RegionA,246,350.0
RegionA,247,350.0
RegionA,248,350.0
RegionA,249,350.0
RegionA,250,350.0
RegionA,251,350.0
RegionA,252,350.0
RegionA,253,350.0
RegionA,254,350.0
RegionA,255,350.0
RegionA,256,350.0
RegionA,257,350.0
RegionA,258,350.0
RegionA,259,350.0
RegionA,260,350.0
RegionA,261,350.0
RegionA,262,350.0
RegionA,263,350.0
RegionA,264,350.0
RegionA,265,350.0
RegionA,266,350.0
RegionA,267,350.0
RegionA,268,350.0
RegionA,269,350.0
RegionA,270,350.0
RegionA,271,350.0
RegionA,272,350.0
RegionA,273,350.0
RegionA,274,350.0
RegionA,275,350.0
RegionA,276,350.0
RegionA,277,350.0
RegionA,278,350.0
RegionA,279,350.0
RegionA,280,350.0
RegionA,281,350.0
RegionA,282,350.0
RegionA,283,350.0
RegionA,284,350.0
RegionA,285,350.0
RegionA,286,350.0
RegionA,287,350.0
RegionA,288,350.0
RegionA,289,350.0
RegionA,290,350.0
RegionA,291,350.0
RegionA,292,350.0
RegionA,293,350.0
RegionA,294,350.0
RegionA,295,350.0
RegionA,296,350.0
RegionA,297,350.0
RegionA,298,350.0
RegionA,299,350.0
RegionA,300,350.0
RegionA,301,350.0
RegionA,302,350.0
RegionA,303,350.0
RegionA,304,350.0
RegionA,305,350.0
RegionA,306,350.0
RegionA,307,350.0
RegionA,308,350.0
RegionA,309,350.0
RegionA,310,350.0
RegionA,311,350.0
RegionA,312,350.0
RegionA,313,350.0
RegionA,314,350.0
RegionA,315,350.0
RegionA,316,350.0
RegionA,317,350.0
RegionA,318,350.0
RegionA,319,350.0
RegionA,320,350.0
RegionA,321,350.0
RegionA,322,350.0
RegionA,323,350.0
RegionA,324,350.0
RegionA,325,350.0
RegionA,326,350.0
RegionA,327,350.0
RegionA,328,350.0
RegionA,329,350.0
RegionA,330,350.0
RegionA,331,350.0
RegionA,332,350.0
RegionA,333,350.0
RegionA,334,350.0
RegionA,335,350.0
RegionA,336,350.0
RegionA,337,350.0
RegionA,338,350.0
RegionA,339,350.0
RegionA,340,350.0
RegionA,341,350.0
RegionA,342,350.0
RegionA,343,350.0
RegionA,344,350.0
RegionA,345,350.0
RegionA,346,350.0
RegionA,347,350.0
RegionA,348,350.0
RegionA,349,350.0
RegionA,350,350.0
RegionA,351,350.0
RegionA,352,350.0
RegionA,353,350.0
RegionA,354,350.0
RegionA,355,350.0
RegionA,356,350.0
RegionA,357,350.0
RegionA,358,350.0
RegionA,359,350.0
RegionA,360,350.0
RegionA,361,350.0
RegionA,362,350.0
RegionA,363,350.0
RegionA,364,350.0
RegionA,365,350.0
RegionA,366,350.0
RegionA,367,350.0
RegionA,368,350.0
RegionA,369,350.0
RegionA,370,350.0
RegionA,371,350.0
RegionA,372,350.0
RegionA,373,350.0
RegionA,374,350.0
RegionA,375,350.0
RegionA,376,350.0
RegionA,377,350.0
RegionA,378,350.0
RegionA,379,350.0
RegionA,380,350.0
RegionA,381,350.0
RegionA,382,350.0
RegionA,383,350.0
RegionA,384,350.0
RegionA,385,350.0
RegionA,386,350.0
RegionA,387,350.0
RegionA,388,350.0
RegionA,389,350.0
RegionA,390,350.0
RegionA,391,350.0
RegionA,392,350.0
RegionA,393,350.0
RegionA,394,350.0
RegionA,395,350.0
RegionA,396,350.0
RegionA,397,350.0
RegionA,398,350.0
RegionA,399,350.0
RegionA,400,350.0
RegionA,401,350.0
RegionA,402,350.0
RegionA,403,350.0
RegionA,404,350.0
RegionA,405,350.0
RegionA,406,350.0
RegionA,407,350.0
RegionA,408,350.0
RegionA,409,350.0
RegionA,410,350.0
RegionA,411,350.0
RegionA,412,350.0
RegionA,413,350.0
RegionA,414,350.0
RegionA,415,350.0
RegionA,416,350.0
RegionA,417,350.0
RegionA,418,350.0
RegionA,419,350.0
RegionA,420,350.0
RegionA,421,350.0
RegionA,422,350.0
RegionA,423,350.0
RegionA,424,350.0
RegionA,425,350.0
RegionA,426,350.0
RegionA,427,350.0
RegionA,428,350.0
RegionA,429,350.0
RegionA,430,350.0
RegionA,431,350.0
RegionA,432,350.0
RegionA,433,350.0
RegionA,434,350.0
RegionA,435,350.0
RegionA,436,350.0
RegionA,437,350.0
RegionA,438,350.0
RegionA,439,350.0
RegionA,440,350.0
RegionA,441,350.0
RegionA,442,350.0
RegionA,443,350.0
RegionA,444,350.0
RegionA,445,350.0
RegionA,446,350.0
RegionA,447,350.0
RegionA,448,350.0
RegionA,449,350.0
RegionA,450,350.0
RegionA,451,350.0
RegionA,452,350.0
RegionA,453,350.0
RegionA,454,350.0
RegionA,455,350.0
RegionA,456,350.0
RegionA,457,350.0
RegionA,458,350.0
RegionA,459,350.0
RegionA,460,350.0
RegionA,461,350.0
RegionA,462,350.0
RegionA,463,350.0
RegionA,464,350.0
RegionA,465,350.0
RegionA,466,350.0
RegionA,467,350.0
RegionA,468,350.0
RegionA,469,350.0
RegionA,470,350.0
RegionA,471,350.0
RegionA,472,350.0
RegionA,473,350.0
RegionA,474,350.0
RegionA,475,350.0
RegionA,476,350.0
RegionA,477,350.0
RegionA,478,350.0
RegionA,479,350.0
RegionA,480,350.0
RegionA,481,350.0
RegionA,482,350.0
RegionA,483,350.0
RegionA,484,350.0
RegionA,485,350.0
RegionA,486,350.0
RegionA,487,350.0
RegionA,488,350.0
RegionA,489,350.0
RegionA,490,350.0
RegionA,491,350.0
RegionA,492,350.0
RegionA,493,350.0
RegionA,494,350.0
RegionA,495,350.0
RegionA,496,350.0
RegionA,497,350.0
RegionA,498,350.0
RegionA,499,350.0
RegionA,500,350.0
RegionA,501,350.0
RegionA,502,350.0
RegionA,503,350.0
RegionA,504,350.0
RegionA,505,350.0
RegionA,506,350.0
RegionA,507,350.0
RegionA,508,350.0
RegionA,509,350.0
RegionA,510,350.0
RegionA,511,350.0
RegionA,512,350.0
RegionA,513,350.0
RegionA,514,350.0
RegionA,515,350.0
RegionA,516,350.0
RegionA,517,350.0
RegionA,518,350.0
RegionA,519,350.0
RegionA,520,350.0
RegionA,521,350.0
RegionA,522,350.0
RegionA,523,350.0
RegionA,524,350.0
RegionA,525,350.0
RegionA,526,350.0
RegionA,527,350.0
RegionA,528,350.0
RegionA,529,350.0
RegionA,530,350.0
RegionA,531,350.0
RegionA,532,350.0
RegionA,533,350.0
RegionA,534,350.0
RegionA,535,350.0
RegionA,536,350.0
RegionA,537,350.0
RegionA,538,350.0
RegionA,539,350.0
RegionA,540,350.0
RegionA,541,350.0
RegionA,542,350.0
RegionA,543,350.0
RegionA,544,350.0
RegionA,545,350.0
RegionA,546,350.0
RegionA,547,350.0
RegionA,548,350.0
RegionA,549,350.0
RegionA,550,350.0
RegionA,551,350.0
RegionA,552,350.0
RegionA,553,350.0
RegionA,554,350.0
RegionA,555,350.0
RegionA,556,350.0
RegionA,557,350.0
RegionA,558,350.0
RegionA,559,350.0
RegionA,560,350.0
RegionA,561,350.0
RegionA,562,350.0
RegionA,563,350.0
RegionA,564,350.0
RegionA,565,350.0
RegionA,566,350.0
RegionA,567,350.0
RegionA,568,350.0
RegionA,569,350.0
RegionA,570,350.0
RegionA,571,350.0
RegionA,572,350.0
RegionA,573,350.0
RegionA,574,350.0
RegionA,575,350.0
RegionA,576,350.0
RegionA,577,350.0
RegionA,578,350.0
RegionA,579,350.0
RegionA,580,350.0
RegionA,581,350.0
RegionA,582,350.0
RegionA,583,350.0
RegionA,584,350.0
RegionA,585,350.0
RegionA,586,350.0
RegionA,587,350.0
RegionA,588,350.0
RegionA,589,350.0
RegionA,590,350.0
RegionA,591,350.0
RegionA,592,350.0
RegionA,593,350.0
RegionA,594,350.0
RegionA,595,350.0
RegionA,596,350.0
RegionA,597,350.0
RegionA,598,350.0
RegionA,599,350.0
RegionA,600,350.0
RegionA,601,350.0
RegionA,602,350.0
RegionA,603,350.0
RegionA,604,350.0
RegionA,605,350.0
RegionA,606,350.0
RegionA,607,350.0
RegionA,608,350.0
RegionA,609,350.0
RegionA,610,350.0
RegionA,611,350.0
RegionA,612,350.0
RegionA,613,350.0
RegionA,614,350.0
RegionA,615,350.0
RegionA,616,350.0
RegionA,617,350.0
RegionA,618,350.0
RegionA,619,350.0
RegionA,620,350.0
RegionA,621,350.0
RegionA,622,350.0
RegionA,623,350.0
RegionA,624,350.0
RegionA,625,350.0
RegionA,626,350.0
RegionA,627,350.0
RegionA,628,350.0
RegionA,629,350.0
RegionA,630,350.0
RegionA,631,350.0
RegionA,632,350.0
RegionA,633,350.0
RegionA,634,350.0
RegionA,635,350.0
RegionA,636,350.0
RegionA,637,350.0
RegionA,638,350.0
RegionA,639,350.0
RegionA,640,350.0
RegionA,641,350.0
RegionA,642,350.0
RegionA,643,350.0
RegionA,644,350.0
RegionA,645,350.0
RegionA,646,350.0
RegionA,647,350.0
RegionA,648,350.0
RegionA,649,350.0
RegionA,650,350.0
RegionA,651,350.0
RegionA,652,350.0
RegionA,653,350.0
RegionA,654,350.0
RegionA,655,350.0
RegionA,656,350.0
RegionA,657,350.0
RegionA,658,350.0
RegionA,659,350.0
RegionA,660,350.0
RegionA,661,350.0
RegionA,662,350.0
RegionA,663,350.0
RegionA,664,350.0
RegionA,665,350.0
RegionA,666,350.0
RegionA,667,350.0
RegionA,668,350.0
RegionA,669,350.0
RegionA,670,350.0
RegionA,671,350.0
RegionA,672,350.0
RegionA,673,350.0
RegionA,674,350.0
RegionA,675,350.0
RegionA,676,350.0
RegionA,677,350.0
RegionA,678,350.0
RegionA,679,350.0
RegionA,680,350.0
RegionA,681,350.0
RegionA,682,350.0
RegionA,683,350.0
RegionA,684,350.0
RegionA,685,350.0
RegionA,686,350.0
RegionA,687,350.0
RegionA,688,350.0
RegionA,689,350.0
RegionA,690,350.0
RegionA,691,350.0
RegionA,692,350.0
RegionA,693,350.0
RegionA,694,350.0
RegionA,695,350.0
RegionA,696,350.0
RegionA,697,350.0
RegionA,698,350.0
RegionA,699,350.0
RegionA,700,350.0
RegionA,701,350.0
RegionA,702,350.0
RegionA,703,350.0
RegionA,704,350.0
RegionA,705,350.0
RegionA,706,350.0
RegionA,707,350.0
RegionA,708,350.0
RegionA,709,350.0
RegionA,710,350.0
RegionA,711,350.0
RegionA,712,350.0
RegionA,713,350.0
RegionA,714,350.0
RegionA,715,350.0
RegionA,716,350.0
RegionA,717,350.0
RegionA,718,350.0
RegionA,719,350.0
RegionA,720,350.0
RegionA,721,350.0
RegionA,722,350.0
RegionA,723,350.0
RegionA,724,350.0
RegionA,725,350.0
RegionA,726,350.0
RegionA,727,350.0
RegionA,728,350.0
RegionA,729,350.0
RegionA,730,350.0
RegionA,731,350.0
RegionA,732,350.0
RegionA,733,350.0
RegionA,734,350.0
RegionA,735,350.0
RegionA,736,350.0
RegionA,737,350.0
RegionA,738,350.0
RegionA,739,350.0
RegionA,740,350.0
RegionA,741,350.0
RegionA,742,350.0
RegionA,743,350.0
RegionA,744,350.0
RegionA,745,350.0
RegionA,746,350.0
RegionA,747,350.0
RegionA,748,350.0
RegionA,749,350.0
RegionA,750,350.0
RegionA,751,350.0
RegionA,752,350.0
RegionA,753,350.0
RegionA,754,350.0
RegionA,755,350.0
RegionA,756,350.0
RegionA,757,350.0
RegionA,758,350.0
RegionA,759,350.0
RegionA,760,350.0
RegionA,761,350.0
RegionA,762,350.0
RegionA,763,350.0
RegionA,764,350.0
RegionA,765,350.0
RegionA,766,350.0
RegionA,767,350.0
RegionA,768,350.0
RegionA,769,350.0
RegionA,770,350.0
RegionA,771,350.0
RegionA,772,350.0
RegionA,773,350.0
RegionA,774,350.0
RegionA,775,350.0
RegionA,776,350.0
RegionA,777,350.0
RegionA,778,350.0
RegionA,779,350.0
RegionA,780,350.0
RegionA,781,350.0
RegionA,782,350.0
RegionA,783,350.0
RegionA,784,350.0
RegionA,785,350.0
RegionA,786,350.0
RegionA,787,350.0
RegionA,788,350.0
RegionA,789,350.0
RegionA,790,350.0
RegionA,791,350.0
RegionA,792,350.0
RegionA,793,350.0
RegionA,794,350.0
RegionA,795,350.0
RegionA,796,350.0
RegionA,797,350.0
RegionA,798,350.0
RegionA,799,350.0
RegionA,800,350.0
RegionA,801,350.0
RegionA,802,350.0
RegionA,803,350.0
RegionA,804,350.0
RegionA,805,350.0
RegionA,806,350.0
RegionA,807,350.0
RegionA,808,350.0
RegionA,809,350.0
RegionA,810,350.0
RegionA,811,350.0
RegionA,812,350.0
RegionA,813,350.0
RegionA,814,350.0
RegionA,815,350.0
RegionA,816,350.0
RegionA,817,350.0
RegionA,818,350.0
RegionA,819,350.0
RegionA,820,350.0
RegionA,821,350.0
RegionA,822,350.0
RegionA,823,350.0
RegionA,824,350.0
RegionA,825,350.0
RegionA,826,350.0
RegionA,827,350.0
RegionA,828,350.0
RegionA,829,350.0
RegionA,830,350.0
RegionA,831,350.0
RegionA,832,350.0
RegionA,833,350.0
RegionA,834,350.0
RegionA,835,350.0
RegionA,836,350.0
RegionA,837,350.0
RegionA,838,350.0
RegionA,839,350.0
RegionA,840,350.0
RegionA,841,350.0
RegionA,842,350.0
RegionA,843,350.0
RegionA,844,350.0
RegionA,845,350.0
RegionA,846,350.0
RegionA,847,350.0
RegionA,848,350.0
RegionA,849,350.0
RegionA,850,350.0
RegionA,851,350.0
RegionA,852,350.0
RegionA,853,350.0
RegionA,854,350.0
RegionA,855,350.0
RegionA,856,350.0
RegionA,857,350.0
RegionA,858,350.0
RegionA,859,350.0
RegionA,860,350.0
RegionA,861,350.0
RegionA,862,350.0
RegionA,863,350.0
RegionA,864,350.0
RegionA,865,350.0
RegionA,866,350.0
RegionA,867,350.0
RegionA,868,350.0
RegionA,869,350.0
RegionA,870,350.0
RegionA,871,350.0
RegionA,872,350.0
RegionA,873,350.0
RegionA,874,350.0
RegionA,875,350.0
RegionA,876,350.0
RegionA,877,350.0
RegionA,878,350.0
RegionA,879,350.0
RegionA,880,350.0
RegionA,881,350.0
RegionA,882,350.0
RegionA,883,350.0
RegionA,884,350.0
RegionA,885,350.0
RegionA,886,350.0
RegionA,887,350.0
RegionA,888,350.0
RegionA,889,350.0
RegionA,890,350.0
RegionA,891,350.0
RegionA,892,350.0
RegionA,893,350.0
RegionA,894,350.0
RegionA,895,350.0
RegionA,896,350.0
RegionA,897,350.0
RegionA,898,350.0
RegionA,899,350.0
RegionA,900,350.0
RegionA,901,350.0
RegionA,902,350.0
RegionA,903,350.0
RegionA,904,350.0
RegionA,905,350.0
RegionA,906,350.0
RegionA,907,350.0
RegionA,908,350.0
RegionA,909,350.0
RegionA,910,350.0
RegionA,911,350.0
RegionA,912,350.0
RegionA,913,350.0
RegionA,914,350.0
RegionA,915,350.0
RegionA,916,350.0
RegionA,917,350.0
RegionA,918,350.0
RegionA,919,350.0
RegionA,920,350.0
RegionA,921,350.0
RegionA,922,350.0
RegionA,923,350.0
RegionA,924,350.0
RegionA,925,350.0
RegionA,926,350.0
RegionA,927,350.0
RegionA,928,350.0
RegionA,929,350.0
RegionA,930,350.0
RegionA,931,350.0
RegionA,932,350.0
RegionA,933,350.0
RegionA,934,350.0
RegionA,935,350.0
RegionA,936,350.0
RegionA,937,350.0
RegionA,938,350.0
RegionA,939,350.0
RegionA,940,350.0
RegionA,941,350.0
RegionA,942,350.0
RegionA,943,350.0
RegionA,944,350.0
RegionA,945,350.0
RegionA,946,350.0
RegionA,947,350.0
RegionA,948,350.0
RegionA,949,350.0
RegionA,950,350.0
RegionA,951,350.0
RegionA,952,350.0
RegionA,953,350.0
RegionA,954,350.0
RegionA,955,350.0
RegionA,956,350.0
RegionA,957,350.0
RegionA,958,350.0
RegionA,959,350.0
RegionA,960,350.0
RegionA,961,350.0
RegionA,962,350.0
RegionA,963,350.0
RegionA,964,350.0
RegionA,965,350.0
RegionA,966,350.0
RegionA,967,350.0
RegionA,968,350.0
RegionA,969,350.0
RegionA,970,350.0
RegionA,971,350.0
RegionA,972,350.0
RegionA,973,350.0
RegionA,974,350.0
RegionA,975,350.0
RegionA,976,350.0
RegionA,977,350.0
RegionA,978,350.0
RegionA,979,350.0
RegionA,980,350.0
RegionA,981,350.0
RegionA,982,350.0
RegionA,983,350.0
RegionA,984,350.0
RegionA,985,350.0
RegionA,986,350.0
RegionA,987,350.0
RegionA,988,350.0
RegionA,989,350.0
RegionA,990,350.0
RegionA,991,350.0
RegionA,992,350.0
RegionA,993,350.0
RegionA,994,350.0
RegionA,995,350.0
RegionA,996,350.0
RegionA,997,350.0
RegionA,998,350.0
RegionA,999,350.0
RegionA,1000,350.0
RegionA,1001,350.0
RegionA,1002,350.0
RegionA,1003,350.0
RegionA,1004,350.0
RegionA,1005,350.0
RegionA,1006,350.0
RegionA,1007,350.0
RegionA,1008,350.0
RegionA,1009,350.0
RegionA,1010,350.0
RegionA,1011,350.0
RegionA,1012,350.0
RegionA,1013,350.0
RegionA,1014,350.0
RegionA,1015,350.0
RegionA,1016,350.0
RegionA,1017,350.0
RegionA,1018,350.0
RegionA,1019,350.0
RegionA,1020,350.0
RegionA,1021,350.0
RegionA,1022,350.0
RegionA,1023,350.0
RegionA,1024,350.0
RegionA,1025,350.0
RegionA,1026,350.0
RegionA,1027,350.0
RegionA,1028,350.0
RegionA,1029,350.0
RegionA,1030,350.0
RegionA,1031,350.0
RegionA,1032,350.0
RegionA,1033,350.0
RegionA,1034,350.0
RegionA,1035,350.0
RegionA,1036,350.0
RegionA,1037,350.0
RegionA,1038,350.0
RegionA,1039,350.0
RegionA,1040,350.0
RegionA,1041,350.0
RegionA,1042,350.0
RegionA,1043,350.0
RegionA,1044,350.0
RegionA,1045,350.0
RegionA,1046,350.0
RegionA,1047,350.0
RegionA,1048,350.0
RegionA,1049,350.0
RegionA,1050,350.0
RegionA,1051,350.0
RegionA,1052,350.0
RegionA,1053,350.0
RegionA,1054,350.0
RegionA,1055,350.0
RegionA,1056,350.0
RegionA,1057,350.0
RegionA,1058,350.0
RegionA,1059,350.0
RegionA,1060,350.0
RegionA,1061,350.0
RegionA,1062,350.0
RegionA,1063,350.0
RegionA,1064,350.0
RegionA,1065,350.0
RegionA,1066,350.0
RegionA,1067,350.0
RegionA,1068,350.0
RegionA,1069,350.0
RegionA,1070,350.0
RegionA,1071,350.0
RegionA,1072,350.0
RegionA,1073,350.0
RegionA,1074,350.0
RegionA,1075,350.0
RegionA,1076,350.0
RegionA,1077,350.0
RegionA,1078,350.0
RegionA,1079,350.0
RegionA,1080,350.0
RegionA,1081,350.0
RegionA,1082,350.0
RegionA,1083,350.0
RegionA,1084,350.0
RegionA,1085,350.0
RegionA,1086,350.0
RegionA,1087,350.0
RegionA,1088,350.0
RegionA,1089,350.0
RegionA,1090,350.0
RegionA,1091,350.0
RegionA,1092,350.0
RegionA,1093,350.0
RegionA,1094,350.0
RegionA,1095,350.0
RegionA,1096,350.0
RegionA,1097,350.0
RegionA,1098,350.0
RegionA,1099,350.0
RegionA,1100,350.0
RegionA,1101,350.0
RegionA,1102,350.0
RegionA,1103,350.0
RegionA,1104,350.0
RegionA,1105,350.0
RegionA,1106,350.0
RegionA,1107,350.0
RegionA,1108,350.0
RegionA,1109,350.0
RegionA,1110,350.0
RegionA,1111,350.0
RegionA,1112,350.0
RegionA,1113,350.0
RegionA,1114,350.0
RegionA,1115,350.0
RegionA,1116,350.0
RegionA,1117,350.0
RegionA,1118,350.0
RegionA,1119,350.0
RegionA,1120,350.0
RegionA,1121,350.0
RegionA,1122,350.0
RegionA,1123,350.0
RegionA,1124,350.0
RegionA,1125,350.0
RegionA,1126,350.0
RegionA,1127,350.0
RegionA,1128,350.0
RegionA,1129,350.0
RegionA,1130,350.0
RegionA,1131,350.0
RegionA,1132,350.0
RegionA,1133,350.0
RegionA,1134,350.0
RegionA,1135,350.0
RegionA,1136,350.0
RegionA,1137,350.0
RegionA,1138,350.0
RegionA,1139,350.0
RegionA,1140,350.0
RegionA,1141,350.0
RegionA,1142,350.0
RegionA,1143,350.0
RegionA,1144,350.0
RegionA,1145,350.0
RegionA,1146,350.0
RegionA,1147,350.0
RegionA,1148,350.0
RegionA,1149,350.0
RegionA,1150,350.0
RegionA,1151,350.0
RegionA,1152,350.0
RegionA,1153,350.0
RegionA,1154,350.0
RegionA,1155,350.0
RegionA,1156,350.0
RegionA,1157,350.0
RegionA,1158,350.0
RegionA,1159,350.0
RegionA,1160,350.0
RegionA,1161,350.0
RegionA,1162,350.0
RegionA,1163,350.0
RegionA,1164,350.0
RegionA,1165,350.0
RegionA,1166,350.0
RegionA,1167,350.0
RegionA,1168,350.0
RegionA,1169,350.0
RegionA,1170,350.0
RegionA,1171,350.0
RegionA,1172,350.0
RegionA,1173,350.0
RegionA,1174,350.0
RegionA,1175,350.0
RegionA,1176,350.0
RegionA,1177,350.0
RegionA,1178,350.0
RegionA,1179,350.0
RegionA,1180,350.0
RegionA,1181,350.0
RegionA,1182,350.0
RegionA,1183,350.0
RegionA,1184,350.0
RegionA,1185,350.0
RegionA,1186,350.0
RegionA,1187,350.0
RegionA,1188,350.0
RegionA,1189,350.0
RegionA,1190,350.0
RegionA,1191,350.0
RegionA,1192,350.0
RegionA,1193,350.0
RegionA,1194,350.0
RegionA,1195,350.0
RegionA,1196,350.0
RegionA,1197,350.0
RegionA,1198,350.0
RegionA,1199,350.0
RegionA,1200,350.0
RegionA,1201,350.0
RegionA,1202,350.0
RegionA,1203,350.0
RegionA,1204,350.0
RegionA,1205,350.0
RegionA,1206,350.0
RegionA,1207,350.0
RegionA,1208,350.0
RegionA,1209,350.0
RegionA,1210,350.0
RegionA,1211,350.0
RegionA,1212,350.0
RegionA,1213,350.0
RegionA,1214,350.0
RegionA,1215,350.0
RegionA,1216,350.0
RegionA,1217,350.0
RegionA,1218,350.0
RegionA,1219,350.0
RegionA,1220,350.0
RegionA,1221,350.0
RegionA,1222,350.0
RegionA,1223,350.0
RegionA,1224,350.0
RegionA,1225,350.0
RegionA,1226,350.0
RegionA,1227,350.0
RegionA,1228,350.0
RegionA,1229,350.0
RegionA,1230,350.0
RegionA,1231,350.0
RegionA,1232,350.0
RegionA,1233,350.0
RegionA,1234,350.0
RegionA,1235,350.0
RegionA,1236,350.0
RegionA,1237,350.0
RegionA,1238,350.0
RegionA,1239,350.0
RegionA,1240,350.0
RegionA,1241,350.0
RegionA,1242,350.0
RegionA,1243,350.0
RegionA,1244,350.0
RegionA,1245,350.0
