Region,Hour,FacilityLoad_MW,AvailableRenewable_MW,UsedRenewable_MW,RenewableCharge_MW,GridCharge_MW,ChargePower_MW,DischargePower_MW,GridPurchase_MW,GridSell_MW,Curtailment_MW,NetGridImport_MW,SOC_MWh,Price_CNY_per_MWh,CarbonIntensity_tCO2_per_MWh
RegionA,48,472.04100045,540.19,472.04100045,0.0,0.0,0.0,0.0,0.0,0.0,68.14899955000004,0.0,350.0,476.9,0.686
RegionA,49,530.4015004500001,587.87,530.4015004500001,0.0,0.0,0.0,0.0,0.0,0.0,57.46849954999993,0.0,350.0,476.88,0.6876
RegionA,50,544.32,650.0,544.32,0.0,0.0,0.0,0.0,0.0,0.0,105.67999999999995,0.0,350.0,476.85,0.6857
RegionA,51,544.32,722.35,544.32,0.0,0.0,0.0,0.0,0.0,0.0,178.02999999999997,0.0,350.0,476.81,0.6805
RegionA,52,544.3200004500001,800.0,544.3200004500001,0.0,0.0,0.0,0.0,0.0,0.0,255.67999954999993,0.0,350.0,476.76,0.6724
RegionA,53,544.32,877.65,544.32,0.0,0.0,0.0,0.0,0.0,0.0,333.3299999999999,0.0,350.0,476.7,0.6618
RegionA,54,544.3199995500001,950.0,544.3199995500001,0.0,0.0,0.0,0.0,0.0,0.0,405.68000044999985,0.0,350.0,476.63,0.6496
RegionA,55,544.3200004500001,1012.13,544.3200004500001,0.0,0.0,0.0,0.0,0.0,0.0,467.80999954999993,0.0,350.0,733.16,0.6364
RegionA,56,544.32,1059.81,544.32,0.0,0.0,0.0,0.0,0.0,0.0,515.4899999999999,0.0,350.0,733.03,0.6233
RegionA,57,544.32,1089.78,544.32,0.0,0.0,0.0,0.0,0.0,0.0,545.4599999999999,0.0,350.0,732.89,0.6109
RegionA,58,544.32,1100.0,544.32,0.0,0.0,0.0,0.0,0.0,0.0,555.68,0.0,350.0,732.74,0.6003
RegionA,59,487.75500045000007,1089.78,487.75500045000007,0.0,0.0,0.0,0.0,0.0,0.0,602.0249995499998,0.0,350.0,732.57,0.592
RegionA,60,469.25999955,1059.81,469.25999955,0.0,0.0,0.0,0.0,0.0,0.0,590.55000045,0.0,350.0,732.39,0.5866
RegionA,61,465.23700045000004,1012.13,465.23700045000004,0.0,0.0,0.0,0.0,0.0,0.0,546.89299955,0.0,350.0,732.19,0.5845
RegionA,62,444.09734999999995,950.0,444.09734999999995,0.0,0.0,0.0,0.0,0.0,0.0,505.90265000000005,0.0,350.0,731.99,0.5857
RegionA,63,414.7159504500001,877.65,414.7159504500001,0.0,0.0,0.0,0.0,0.0,0.0,462.9340495499999,0.0,350.0,731.77,0.5902
RegionA,64,328.71420000000006,800.0,328.71420000000006,0.0,0.0,0.0,0.0,0.0,0.0,471.28579999999994,0.0,350.0,731.55,0.5976
RegionA,65,330.75000045,722.35,330.75000045,0.0,0.0,0.0,0.0,0.0,0.0,391.59999955,0.0,350.0,1060.4,0.6073
RegionA,66,307.13849955000006,650.0,307.13849955000006,0.0,0.0,0.0,0.0,0.0,0.0,342.86150044999994,0.0,350.0,1060.05,0.6188
RegionA,67,262.83150000000006,587.87,262.83150000000006,0.0,0.0,0.0,0.0,0.0,0.0,325.03849999999994,0.0,350.0,1059.68,0.631
RegionA,68,341.46900045,540.19,341.46900045,0.0,0.0,0.0,0.0,0.0,0.0,198.72099955000004,0.0,350.0,1059.29,0.6433
RegionA,69,339.3225,510.22,339.3225,0.0,0.0,0.0,0.0,0.0,0.0,170.89750000000004,0.0,350.0,1058.9,0.6547
RegionA,70,359.9504995500001,500.0,359.9504995500001,0.0,0.0,0.0,0.0,0.0,0.0,140.04950044999993,0.0,350.0,656.99,0.6644
RegionA,71,470.0835004500001,510.22,470.0835004500001,0.0,0.0,0.0,0.0,0.0,0.0,40.13649954999994,0.0,350.0,656.73,0.6716
RegionA,72,459.0000004500002,540.19,459.0000004500002,0.0,0.0,0.0,0.0,0.0,0.0,81.18999954999987,0.0,350.0,474.12,0.676
RegionA,73,531.495,587.87,531.495,0.0,0.0,0.0,0.0,0.0,0.0,56.375,0.0,350.0,473.92,0.677
RegionA,74,544.3200004500001,650.0,544.3200004500001,0.0,0.0,0.0,0.0,0.0,0.0,105.67999954999993,0.0,350.0,473.72,0.6747
RegionA,75,544.32,722.35,544.32,0.0,0.0,0.0,0.0,0.0,0.0,178.02999999999997,0.0,350.0,473.51,0.6691
RegionA,76,544.32,800.0,544.32,0.0,0.0,0.0,0.0,0.0,0.0,255.67999999999995,0.0,350.0,473.31,0.6606
RegionA,77,544.32,877.65,544.32,0.0,0.0,0.0,0.0,0.0,0.0,333.3299999999999,0.0,350.0,473.1,0.6496
RegionA,78,544.3200004500001,950.0,544.3200004500001,0.0,0.0,0.0,0.0,0.0,0.0,405.67999954999993,0.0,350.0,472.88,0.637
RegionA,79,544.31999955,1012.13,544.31999955,0.0,0.0,0.0,0.0,0.0,0.0,467.81000044999996,0.0,350.0,727.18,0.6235
RegionA,80,544.3200004500001,1059.81,544.3200004500001,0.0,0.0,0.0,0.0,0.0,0.0,515.4899995499999,0.0,350.0,726.85,0.6099
RegionA,81,544.31999955,1089.78,544.31999955,0.0,0.0,0.0,0.0,0.0,0.0,545.4600004499999,0.0,350.0,726.51,0.5973
RegionA,82,544.32,1100.0,544.32,0.0,0.0,0.0,0.0,0.0,0.0,555.68,0.0,350.0,726.18,0.5863
RegionA,83,527.364,1089.78,527.364,0.0,0.0,0.0,0.0,0.0,0.0,562.4159999999999,0.0,350.0,725.84,0.5777
RegionA,84,499.25699955000005,1059.81,499.25699955000005,0.0,0.0,0.0,0.0,0.0,0.0,560.5530004499999,0.0,350.0,725.5,0.5721
RegionA,85,459.8100004500001,1012.13,459.8100004500001,0.0,0.0,0.0,0.0,0.0,0.0,552.3199995499999,0.0,350.0,725.16,0.5697
RegionA,86,410.23799999999994,950.0,410.23799999999994,0.0,0.0,0.0,0.0,0.0,0.0,539.7620000000001,0.0,350.0,724.82,0.5707
RegionA,87,377.838,877.65,377.838,0.0,0.0,0.0,0.0,0.0,0.0,499.81199999999995,0.0,350.0,724.48,0.575
RegionA,88,333.35549954999993,800.0,333.35549954999993,0.0,0.0,0.0,0.0,0.0,0.0,466.64450045000007,0.0,350.0,724.14,0.5822
RegionA,89,303.35850045,722.35,303.35850045,0.0,0.0,0.0,0.0,0.0,0.0,418.99149955,0.0,350.0,1049.53,0.5917
RegionA,90,307.62449955000005,650.0,307.62449955000005,0.0,0.0,0.0,0.0,0.0,0.0,342.37550044999995,0.0,350.0,1049.05,0.603
RegionA,91,301.88700045,587.87,301.88700045,0.0,0.0,0.0,0.0,0.0,0.0,285.98299955,0.0,350.0,1048.57,0.6152
RegionA,92,339.2955,540.19,339.2955,0.0,0.0,0.0,0.0,0.0,0.0,200.89450000000005,0.0,350.0,1048.1,0.6274
RegionA,93,368.469,510.22,368.469,0.0,0.0,0.0,0.0,0.0,0.0,141.75100000000003,0.0,350.0,1047.64,0.6387
RegionA,94,392.7825,500.0,392.7825,0.0,0.0,0.0,0.0,0.0,0.0,107.21749999999997,0.0,350.0,649.97,0.6483
RegionA,95,452.76300044999994,510.22,452.76300044999994,0.0,0.0,0.0,0.0,0.0,0.0,57.45699955000009,0.0,350.0,649.7,0.6555
RegionA,96,465.62850045000005,540.19,465.62850045000005,0.0,0.0,0.0,0.0,0.0,0.0,74.56149955000001,0.0,350.0,469.03,0.6598
RegionA,97,543.72599955,587.87,543.72599955,0.0,0.0,0.0,0.0,0.0,0.0,44.14400045000002,0.0,350.0,468.83,0.6609
RegionA,98,515.60549955,650.0,515.60549955,0.0,0.0,0.0,0.0,0.0,0.0,134.39450045,0.0,350.0,468.65,0.6586
RegionA,99,544.32,722.35,544.32,0.0,0.0,0.0,0.0,0.0,0.0,178.02999999999997,0.0,350.0,468.46,0.6531
RegionA,100,544.3199995500001,800.0,544.3199995500001,0.0,0.0,0.0,0.0,0.0,0.0,255.68000044999985,0.0,350.0,468.28,0.6446
RegionA,101,544.3199995499999,877.65,544.3199995499999,0.0,0.0,0.0,0.0,0.0,0.0,333.33000045000006,0.0,350.0,468.11,0.6338
RegionA,102,544.3200004500001,950.0,544.3200004500001,0.0,0.0,0.0,0.0,0.0,0.0,405.67999954999993,0.0,350.0,467.95,0.6212
RegionA,103,544.31999955,1012.13,544.31999955,0.0,0.0,0.0,0.0,0.0,0.0,467.81000044999996,0.0,350.0,719.67,0.6079
RegionA,104,544.32,1059.81,544.32,0.0,0.0,0.0,0.0,0.0,0.0,515.4899999999999,0.0,350.0,719.43,0.5945
RegionA,105,544.3199995500001,1089.78,544.3199995500001,0.0,0.0,0.0,0.0,0.0,0.0,545.4600004499998,0.0,350.0,719.2,0.582
RegionA,106,544.31999955,1100.0,544.31999955,0.0,0.0,0.0,0.0,0.0,0.0,555.68000045,0.0,350.0,718.99,0.5713
RegionA,107,530.6175004500001,1089.78,530.6175004500001,0.0,0.0,0.0,0.0,0.0,0.0,559.1624995499999,0.0,350.0,718.78,0.5629
RegionA,108,472.87800000000004,1059.81,472.87800000000004,0.0,0.0,0.0,0.0,0.0,0.0,586.9319999999999,0.0,350.0,718.59,0.5575
RegionA,109,454.20750045,1012.13,454.20750045,0.0,0.0,0.0,0.0,0.0,0.0,557.92249955,0.0,350.0,718.4,0.5554
RegionA,110,396.2655000000001,950.0,396.2655000000001,0.0,0.0,0.0,0.0,0.0,0.0,553.7344999999999,0.0,350.0,718.23,0.5567
RegionA,111,378.32669955000006,877.65,378.32669955000006,0.0,0.0,0.0,0.0,0.0,0.0,499.3233004499999,0.0,350.0,718.08,0.5613
RegionA,112,318.99150045,800.0,318.99150045,0.0,0.0,0.0,0.0,0.0,0.0,481.00849955,0.0,350.0,717.93,0.5688
RegionA,113,309.97349955,722.35,309.97349955,0.0,0.0,0.0,0.0,0.0,0.0,412.37650045000004,0.0,350.0,1040.81,0.5788
RegionA,114,316.64249955,650.0,316.64249955,0.0,0.0,0.0,0.0,0.0,0.0,333.35750045,0.0,350.0,1040.64,0.5904
RegionA,115,343.08900000000006,587.87,343.08900000000006,0.0,0.0,0.0,0.0,0.0,0.0,244.78099999999995,0.0,350.0,1040.48,0.603
RegionA,116,293.08500045000005,540.19,293.08500045000005,0.0,0.0,0.0,0.0,0.0,0.0,247.10499955,0.0,350.0,1040.35,0.6155
RegionA,117,334.395,510.22,334.395,0.0,0.0,0.0,0.0,0.0,0.0,175.82500000000005,0.0,350.0,1040.24,0.6272
RegionA,118,417.582,500.0,417.582,0.0,0.0,0.0,0.0,0.0,0.0,82.418,0.0,350.0,645.61,0.6373
RegionA,119,469.86749955000005,510.22,469.86749955000005,0.0,0.0,0.0,0.0,0.0,0.0,40.35250044999998,0.0,350.0,645.56,0.645
RegionA,120,465.7635,540.19,465.7635,0.0,0.0,0.0,0.0,0.0,0.0,74.42650000000003,0.0,350.0,466.22,0.6498
RegionA,121,533.7360004500001,587.87,533.7360004500001,0.0,0.0,0.0,0.0,0.0,0.0,54.133999549999885,0.0,350.0,466.2,0.6513
RegionA,122,544.3199995499999,650.0,544.3199995499999,0.0,0.0,0.0,0.0,0.0,0.0,105.68000045000008,0.0,350.0,466.2,0.6495
RegionA,123,544.3199995500001,722.35,544.3199995500001,0.0,0.0,0.0,0.0,0.0,0.0,178.03000044999987,0.0,350.0,466.21,0.6445
RegionA,124,544.3200004500001,800.0,544.3200004500001,0.0,0.0,0.0,0.0,0.0,0.0,255.67999954999993,0.0,350.0,466.22,0.6365
RegionA,125,544.32,877.65,544.32,0.0,0.0,0.0,0.0,0.0,0.0,333.3299999999999,0.0,350.0,466.25,0.6262
RegionA,126,544.3200004500001,950.0,544.3200004500001,0.0,0.0,0.0,0.0,0.0,0.0,405.67999954999993,0.0,350.0,466.29,0.6142
RegionA,127,544.3199995500001,1012.13,544.3199995500001,0.0,0.0,0.0,0.0,0.0,0.0,467.81000044999985,0.0,350.0,717.43,0.6014
RegionA,128,544.32,1059.81,544.32,0.0,0.0,0.0,0.0,0.0,0.0,515.4899999999999,0.0,350.0,717.52,0.5886
RegionA,129,544.32,1089.78,544.32,0.0,0.0,0.0,0.0,0.0,0.0,545.4599999999999,0.0,350.0,717.62,0.5767
RegionA,130,542.538,1100.0,542.538,0.0,0.0,0.0,0.0,0.0,0.0,557.462,0.0,350.0,717.73,0.5665
RegionA,131,541.5795004500001,1089.78,541.5795004500001,0.0,0.0,0.0,0.0,0.0,0.0,548.2004995499999,0.0,350.0,717.86,0.5588
RegionA,132,488.7269995500001,1059.81,488.7269995500001,0.0,0.0,0.0,0.0,0.0,0.0,571.0830004499999,0.0,350.0,718.01,0.554
RegionA,133,469.11285045,1012.13,469.11285045,0.0,0.0,0.0,0.0,0.0,0.0,543.01714955,0.0,350.0,718.17,0.5524
RegionA,134,419.8607995500001,950.0,419.8607995500001,0.0,0.0,0.0,0.0,0.0,0.0,530.1392004499999,0.0,350.0,718.34,0.5543
RegionA,135,383.76450000000006,877.65,383.76450000000006,0.0,0.0,0.0,0.0,0.0,0.0,493.8854999999999,0.0,350.0,718.53,0.5595
RegionA,136,306.03149955000004,800.0,306.03149955000004,0.0,0.0,0.0,0.0,0.0,0.0,493.96850044999996,0.0,350.0,718.73,0.5676
RegionA,137,307.40850045,722.35,307.40850045,0.0,0.0,0.0,0.0,0.0,0.0,414.94149955,0.0,350.0,1042.47,0.5782
RegionA,138,308.33999955,650.0,308.33999955,0.0,0.0,0.0,0.0,0.0,0.0,341.66000045,0.0,350.0,1042.81,0.5904
RegionA,139,305.03249955,587.87,305.03249955,0.0,0.0,0.0,0.0,0.0,0.0,282.83750045,0.0,350.0,1043.16,0.6036
RegionA,140,307.34099955,540.19,307.34099955,0.0,0.0,0.0,0.0,0.0,0.0,232.84900045000006,0.0,350.0,1043.53,0.6167
RegionA,141,368.5500004500001,510.22,368.5500004500001,0.0,0.0,0.0,0.0,0.0,0.0,141.66999954999994,0.0,350.0,1043.92,0.6291
RegionA,142,406.08000045000006,500.0,406.08000045000006,0.0,0.0,0.0,0.0,0.0,0.0,93.91999954999994,0.0,350.0,648.21,0.6397
RegionA,143,442.66499955000006,510.22,442.66499955000006,0.0,0.0,0.0,0.0,0.0,0.0,67.55500044999997,0.0,350.0,648.47,0.648
RegionA,144,469.78650000000005,540.19,469.78650000000005,0.0,0.0,0.0,0.0,0.0,0.0,70.40350000000001,0.0,350.0,468.54,0.6534
RegionA,145,486.97200045000005,587.87,486.97200045000005,0.0,0.0,0.0,0.0,0.0,0.0,100.89799954999995,0.0,350.0,468.75,0.6555
RegionA,146,544.32,650.0,544.32,0.0,0.0,0.0,0.0,0.0,0.0,105.67999999999995,0.0,350.0,468.96,0.6543
RegionA,147,544.3200004500001,722.35,544.3200004500001,0.0,0.0,0.0,0.0,0.0,0.0,178.02999954999996,0.0,350.0,469.19,0.6498
RegionA,148,544.32,800.0,544.32,0.0,0.0,0.0,0.0,0.0,0.0,255.67999999999995,0.0,350.0,469.41,0.6424
RegionA,149,544.32,877.65,544.32,0.0,0.0,0.0,0.0,0.0,0.0,333.3299999999999,0.0,350.0,469.65,0.6327
RegionA,150,544.3199995499999,950.0,544.3199995499999,0.0,0.0,0.0,0.0,0.0,0.0,405.6800004500001,0.0,350.0,469.89,0.6212
RegionA,151,544.3200004500004,1012.13,544.3200004500004,0.0,0.0,0.0,0.0,0.0,0.0,467.8099995499996,0.0,350.0,723.29,0.609
RegionA,152,544.3199999999999,1059.81,544.3199999999999,0.0,0.0,0.0,0.0,0.0,0.0,515.49,0.0,350.0,723.68,0.5967
RegionA,153,544.3199995500003,1089.78,544.3199995500003,0.0,0.0,0.0,0.0,0.0,0.0,545.4600004499997,0.0,350.0,724.08,0.5853
RegionA,154,544.3200004500001,1100.0,544.3200004500001,0.0,0.0,0.0,0.0,0.0,0.0,555.6799995499999,0.0,350.0,724.49,0.5756
RegionA,155,506.73600000000005,1089.78,506.73600000000005,0.0,0.0,0.0,0.0,0.0,0.0,583.0439999999999,0.0,350.0,724.9,0.5684
RegionA,156,431.81100045,1059.81,431.81100045,0.0,0.0,0.0,0.0,0.0,0.0,627.99899955,0.0,350.0,725.32,0.564
RegionA,157,456.29189955,1012.13,456.29189955,0.0,0.0,0.0,0.0,0.0,0.0,555.83810045,0.0,350.0,725.75,0.563
RegionA,158,435.26835045000024,950.0,435.26835045000024,0.0,0.0,0.0,0.0,0.0,0.0,514.7316495499997,0.0,350.0,726.18,0.5653
RegionA,159,392.607,877.65,392.607,0.0,0.0,0.0,0.0,0.0,0.0,485.04299999999995,0.0,350.0,726.62,0.5709
RegionA,160,387.66599955,800.0,387.66599955,0.0,0.0,0.0,0.0,0.0,0.0,412.33400045,0.0,350.0,727.07,0.5794
RegionA,161,316.87199999999996,722.35,316.87199999999996,0.0,0.0,0.0,0.0,0.0,0.0,405.47800000000007,0.0,350.0,1054.9,0.5904
RegionA,162,345.26250000000005,650.0,345.26250000000005,0.0,0.0,0.0,0.0,0.0,0.0,304.73749999999995,0.0,350.0,1055.55,0.603
RegionA,163,285.5924995500001,587.87,285.5924995500001,0.0,0.0,0.0,0.0,0.0,0.0,302.2775004499999,0.0,350.0,1056.21,0.6165
RegionA,164,315.23850044999995,540.19,315.23850044999995,0.0,0.0,0.0,0.0,0.0,0.0,224.9514995500001,0.0,350.0,1056.88,0.6301
RegionA,165,299.90250000000003,510.22,299.90250000000003,0.0,0.0,0.0,0.0,0.0,0.0,210.3175,0.0,350.0,1057.54,0.6427
RegionA,166,407.80799954999986,500.0,407.80799954999986,0.0,0.0,0.0,0.0,0.0,0.0,92.19200045000014,0.0,350.0,656.82,0.6537
RegionA,167,447.87600000000003,510.22,447.87600000000003,0.0,0.0,0.0,0.0,0.0,0.0,62.343999999999994,0.0,350.0,657.24,0.6623
RegionA,168,449.64450045,540.19,449.64450045,0.0,0.0,0.0,0.0,0.0,0.0,90.54549955000005,0.0,350.0,474.97,0.6679
RegionA,169,530.05049955,587.87,530.05049955,0.0,0.0,0.0,0.0,0.0,0.0,57.819500449999964,0.0,350.0,475.28,0.6703
RegionA,170,544.3200004500003,650.0,544.3200004500003,0.0,0.0,0.0,0.0,0.0,0.0,105.6799995499997,0.0,350.0,475.58,0.6693
RegionA,171,544.32,722.35,544.32,0.0,0.0,0.0,0.0,0.0,0.0,178.02999999999997,0.0,350.0,475.88,0.665
RegionA,172,544.31999955,800.0,544.31999955,0.0,0.0,0.0,0.0,0.0,0.0,255.68000044999997,0.0,350.0,476.18,0.6578
RegionA,173,544.32000045,877.65,544.32000045,0.0,0.0,0.0,0.0,0.0,0.0,333.32999955,0.0,350.0,476.47,0.6483
RegionA,174,544.32,950.0,544.32,0.0,0.0,0.0,0.0,0.0,0.0,405.67999999999995,0.0,350.0,476.77,0.637
RegionA,175,544.3200004499998,1012.13,544.3200004499998,0.0,0.0,0.0,0.0,0.0,0.0,467.80999955000016,0.0,350.0,733.94,0.6248
RegionA,176,544.31999955,1059.81,544.31999955,0.0,0.0,0.0,0.0,0.0,0.0,515.4900004499999,0.0,350.0,734.39,0.6126
RegionA,177,544.3199999999998,1089.78,544.3199999999998,0.0,0.0,0.0,0.0,0.0,0.0,545.4600000000002,0.0,350.0,734.83,0.6013
RegionA,178,544.31999955,1100.0,544.31999955,0.0,0.0,0.0,0.0,0.0,0.0,555.68000045,0.0,350.0,735.27,0.5917
RegionA,179,535.8824999999998,1089.78,535.8824999999998,0.0,0.0,0.0,0.0,0.0,0.0,553.8975000000002,0.0,350.0,735.7,0.5845
RegionA,180,460.66049999999973,1059.81,460.66049999999973,0.0,0.0,0.0,0.0,0.0,0.0,599.1495000000002,0.0,350.0,736.13,0.5802
RegionA,181,451.23075000000006,1012.13,451.23075000000006,0.0,0.0,0.0,0.0,0.0,0.0,560.8992499999999,0.0,350.0,736.55,0.5791
RegionA,182,429.42149955,950.0,429.42149955,0.0,0.0,0.0,0.0,0.0,0.0,520.57850045,0.0,350.0,736.96,0.5814
RegionA,183,403.6486495500001,877.65,403.6486495500001,0.0,0.0,0.0,0.0,0.0,0.0,474.0013504499999,0.0,350.0,737.36,0.5869
RegionA,184,322.083,800.0,322.083,0.0,0.0,0.0,0.0,0.0,0.0,477.917,0.0,350.0,737.76,0.5954
RegionA,185,313.8345004500001,722.35,313.8345004500001,0.0,0.0,0.0,0.0,0.0,0.0,408.5154995499999,0.0,350.0,1070.31,0.6062
RegionA,186,315.07649954999977,650.0,315.07649954999977,0.0,0.0,0.0,0.0,0.0,0.0,334.92350045000023,0.0,350.0,1070.86,0.6188
