TaskID,TaskType,SourceRegion,ExecutionRegion,ArrivalHour,StartHour,FinishHour,WaitHour,NetworkLatency_ms,GPU_Demand
15020,RealTimeInference,RegionD,RegionD,5,5,7.316666666666666,0,5.0,3.0
30787,RealTimeInference,RegionB,RegionB,6,6,7.766666666666667,0,5.0,4.0
3300,RealTimeInference,RegionA,RegionA,6,6,7.183333333333334,0,5.0,6.0
23962,RealTimeInference,RegionA,RegionA,6,6,7.15,0,5.0,1.0
33849,RealTimeInference,RegionB,RegionB,2,2,8.566666666666666,0,5.0,1.0
9020,RealTimeInference,RegionA,RegionA,2,2,8.016666666666666,0,5.0,5.0
43098,RealTimeInference,RegionB,RegionB,3,3,8.9,0,5.0,4.0
36551,RealTimeInference,RegionA,RegionA,3,3,8.666666666666668,0,5.0,7.0
18195,RealTimeInference,RegionE,RegionE,5,5,8.416666666666666,0,5.0,3.0
44529,RealTimeInference,RegionB,RegionB,6,6,8.366666666666667,0,5.0,5.0
34564,RealTimeInference,RegionB,RegionB,8,8,8.983333333333333,0,5.0,4.0
34725,RealTimeInference,RegionE,RegionE,8,8,8.9,0,5.0,1.0
15383,RealTimeInference,RegionA,RegionA,3,3,9.4,0,5.0,5.0
10404,RealTimeInference,RegionA,RegionA,5,5,9.783333333333333,0,5.0,7.0
29186,RealTimeInference,RegionB,RegionB,6,6,9.05,0,5.0,3.0
11311,RealTimeInference,RegionB,RegionB,4,4,10.533333333333333,0,5.0,2.0
1970,RealTimeInference,RegionB,RegionB,5,5,10.766666666666666,0,5.0,1.0
37945,RealTimeInference,RegionC,RegionC,6,6,10.966666666666667,0,5.0,3.0
22468,RealTimeInference,RegionB,RegionB,6,6,10.416666666666668,0,5.0,6.0
48504,RealTimeInference,RegionB,RegionB,6,6,10.333333333333332,0,5.0,3.0
17660,RealTimeInference,RegionB,RegionB,7,7,10.85,0,5.0,2.0
42488,RealTimeInference,RegionB,RegionB,8,8,10.466666666666667,0,5.0,4.0
10916,RealTimeInference,RegionA,RegionA,8,8,10.083333333333334,0,5.0,2.0
18475,RealTimeInference,RegionB,RegionB,10,10,10.6,0,5.0,7.0
39287,RealTimeInference,RegionB,RegionB,5,5,11.083333333333332,0,5.0,6.0
42068,RealTimeInference,RegionB,RegionB,6,6,11.75,0,5.0,6.0
49057,RealTimeInference,RegionC,RegionC,6,6,11.183333333333334,0,5.0,5.0
26407,RealTimeInference,RegionC,RegionC,8,8,11.983333333333334,0,5.0,2.0
22425,RealTimeInference,RegionC,RegionC,8,8,11.783333333333333,0,5.0,4.0
19256,RealTimeInference,RegionC,RegionC,8,8,11.666666666666666,0,5.0,5.0
29231,RealTimeInference,RegionB,RegionB,9,9,11.716666666666667,0,5.0,5.0
35164,RealTimeInference,RegionC,RegionC,11,11,11.833333333333334,0,5.0,7.0
37127,RealTimeInference,RegionA,RegionA,7,7,12.766666666666666,0,5.0,6.0
9159,RealTimeInference,RegionB,RegionB,8,8,12.85,0,5.0,4.0
26744,RealTimeInference,RegionA,RegionA,8,8,12.666666666666668,0,5.0,4.0
30540,RealTimeInference,RegionE,RegionE,8,8,12.433333333333334,0,5.0,3.0
16550,RealTimeInference,RegionA,RegionA,10,10,12.7,0,5.0,5.0
18177,RealTimeInference,RegionA,RegionA,11,11,12.933333333333334,0,5.0,6.0
11030,RealTimeInference,RegionB,RegionB,11,11,12.916666666666666,0,5.0,6.0
673,RealTimeInference,RegionC,RegionC,11,11,12.916666666666666,0,5.0,2.0
13050,RealTimeInference,RegionB,RegionB,12,12,12.35,0,5.0,7.0
43357,RealTimeInference,RegionC,RegionC,8,8,13.633333333333333,0,5.0,5.0
13615,RealTimeInference,RegionC,RegionC,8,8,13.333333333333332,0,5.0,5.0
14959,RealTimeInference,RegionB,RegionB,8,8,13.316666666666666,0,5.0,6.0
20428,RealTimeInference,RegionB,RegionB,9,9,13.8,0,5.0,3.0
45702,RealTimeInference,RegionB,RegionB,9,9,13.566666666666666,0,5.0,7.0
20030,RealTimeInference,RegionC,RegionC,10,10,13.65,0,5.0,2.0
42842,RealTimeInference,RegionB,RegionB,10,10,13.483333333333334,0,5.0,6.0
13810,RealTimeInference,RegionB,RegionB,11,11,13.883333333333333,0,5.0,5.0
11346,RealTimeInference,RegionC,RegionC,11,11,13.616666666666667,0,5.0,2.0
24987,RealTimeInference,RegionB,RegionB,8,8,14.366666666666667,0,5.0,4.0
30858,RealTimeInference,RegionB,RegionB,9,9,14.383333333333333,0,5.0,4.0
23705,RealTimeInference,RegionE,RegionE,9,9,14.016666666666666,0,5.0,5.0
44470,RealTimeInference,RegionB,RegionB,10,10,14.383333333333333,0,5.0,1.0
25313,RealTimeInference,RegionA,RegionA,13,13,14.233333333333334,0,5.0,4.0
49368,RealTimeInference,RegionA,RegionA,14,14,14.516666666666667,0,5.0,6.0
26769,RealTimeInference,RegionA,RegionA,14,14,14.35,0,5.0,7.0
48596,RealTimeInference,RegionB,RegionB,11,11,15.666666666666668,0,5.0,1.0
47136,RealTimeInference,RegionA,RegionA,11,11,15.6,0,5.0,7.0
29158,RealTimeInference,RegionA,RegionA,12,12,15.883333333333333,0,5.0,4.0
49086,RealTimeInference,RegionA,RegionA,12,12,15.116666666666667,0,5.0,2.0
39586,RealTimeInference,RegionA,RegionA,14,14,15.883333333333333,0,5.0,1.0
26596,RealTimeInference,RegionC,RegionC,14,14,15.8,0,5.0,2.0
12079,RealTimeInference,RegionB,RegionB,15,15,15.933333333333334,0,5.0,5.0
45568,RealTimeInference,RegionE,RegionE,15,15,15.566666666666666,0,5.0,3.0
19878,RealTimeInference,RegionB,RegionB,15,15,15.55,0,5.0,1.0
14355,RealTimeInference,RegionB,RegionB,15,15,15.45,0,5.0,2.0
16083,RealTimeInference,RegionF,RegionF,12,12,16.366666666666667,0,5.0,1.0
48401,RealTimeInference,RegionC,RegionC,13,13,16.416666666666668,0,5.0,4.0
26152,RealTimeInference,RegionF,RegionF,13,13,16.266666666666666,0,5.0,4.0
10943,RealTimeInference,RegionB,RegionB,14,14,16.21666666666667,0,5.0,2.0
33683,RealTimeInference,RegionA,RegionA,14,14,16.183333333333334,0,5.0,3.0
15603,RealTimeInference,RegionC,RegionC,14,14,16.166666666666668,0,5.0,7.0
21961,RealTimeInference,RegionA,RegionA,15,15,16.766666666666666,0,5.0,5.0
14132,RealTimeInference,RegionB,RegionB,15,15,16.683333333333334,0,5.0,6.0
9326,RealTimeInference,RegionC,RegionC,15,15,16.416666666666668,0,5.0,2.0
5291,RealTimeInference,RegionC,RegionC,12,12,17.21666666666667,0,5.0,2.0
29510,RealTimeInference,RegionD,RegionD,14,14,17.75,0,5.0,2.0
10946,RealTimeInference,RegionC,RegionC,14,14,17.733333333333334,0,5.0,6.0
14997,RealTimeInference,RegionB,RegionB,14,14,17.2,0,5.0,5.0
19938,RealTimeInference,RegionC,RegionC,15,15,17.766666666666666,0,5.0,7.0
37404,RealTimeInference,RegionB,RegionB,15,15,17.2,0,5.0,1.0
2196,RealTimeInference,RegionD,RegionD,16,16,17.7,0,5.0,6.0
9378,RealTimeInference,RegionC,RegionC,16,16,17.483333333333334,0,5.0,7.0
25713,RealTimeInference,RegionA,RegionA,17,17,17.55,0,5.0,7.0
11183,RealTimeInference,RegionF,RegionF,12,12,18.583333333333332,0,5.0,7.0
8480,RealTimeInference,RegionC,RegionC,12,12,18.15,0,5.0,5.0
9291,RealTimeInference,RegionB,RegionB,13,13,18.933333333333334,0,5.0,2.0
32717,RealTimeInference,RegionC,RegionC,13,13,18.46666666666667,0,5.0,2.0
38429,RealTimeInference,RegionB,RegionB,14,14,18.4,0,5.0,7.0
31840,RealTimeInference,RegionA,RegionA,15,15,19.0,0,5.0,4.0
18322,RealTimeInference,RegionA,RegionA,16,16,18.2,0,5.0,3.0
15352,RealTimeInference,RegionB,RegionB,17,17,18.116666666666667,0,5.0,7.0
13772,RealTimeInference,RegionC,RegionC,18,18,18.5,0,5.0,1.0
32064,RealTimeInference,RegionA,RegionA,13,13,19.483333333333334,0,5.0,3.0
3249,RealTimeInference,RegionB,RegionB,14,14,19.53333333333333,0,5.0,4.0
3362,RealTimeInference,RegionC,RegionC,16,16,19.95,0,5.0,4.0
14205,RealTimeInference,RegionC,RegionC,16,16,19.25,0,5.0,1.0
45612,RealTimeInference,RegionC,RegionC,16,16,19.183333333333334,0,5.0,1.0
17762,RealTimeInference,RegionE,RegionE,17,17,19.266666666666666,0,5.0,7.0
45357,RealTimeInference,RegionC,RegionC,17,17,19.05,0,5.0,6.0
23535,RealTimeInference,RegionA,RegionA,19,19,19.516666666666666,0,5.0,1.0
36591,RealTimeInference,RegionB,RegionB,14,14,20.2,0,5.0,3.0
27050,RealTimeInference,RegionC,RegionC,15,15,20.96666666666667,0,5.0,6.0
44095,RealTimeInference,RegionB,RegionB,15,15,20.78333333333333,0,5.0,6.0
14243,RealTimeInference,RegionB,RegionB,15,15,20.21666666666667,0,5.0,7.0
37928,RealTimeInference,RegionA,RegionA,16,16,20.416666666666668,0,5.0,6.0
15478,RealTimeInference,RegionC,RegionC,18,18,20.21666666666667,0,5.0,5.0
13021,RealTimeInference,RegionA,RegionA,18,18,20.016666666666666,0,5.0,5.0
34504,RealTimeInference,RegionA,RegionA,19,19,20.816666666666666,0,5.0,1.0
2521,RealTimeInference,RegionB,RegionB,19,19,20.633333333333333,0,5.0,5.0
33214,RealTimeInference,RegionB,RegionB,20,20,20.183333333333334,0,5.0,2.0
47596,RealTimeInference,RegionA,RegionA,15,15,21.266666666666666,0,5.0,4.0
21852,RealTimeInference,RegionB,RegionB,16,16,21.233333333333334,0,5.0,1.0
15705,RealTimeInference,RegionB,RegionB,17,17,21.616666666666667,0,5.0,2.0
5204,RealTimeInference,RegionB,RegionB,17,17,21.333333333333332,0,5.0,7.0
18424,RealTimeInference,RegionC,RegionC,17,17,21.25,0,5.0,3.0
41246,RealTimeInference,RegionA,RegionA,18,18,21.366666666666667,0,5.0,7.0
27584,RealTimeInference,RegionA,RegionA,21,21,21.666666666666668,0,5.0,2.0
45744,RealTimeInference,RegionC,RegionC,16,16,22.5,0,5.0,2.0
25683,RealTimeInference,RegionB,RegionB,18,18,22.833333333333332,0,5.0,5.0
35095,RealTimeInference,RegionB,RegionB,18,18,22.583333333333332,0,5.0,6.0
42385,RealTimeInference,RegionC,RegionC,18,18,22.4,0,5.0,1.0
32867,RealTimeInference,RegionC,RegionC,19,19,22.583333333333332,0,5.0,1.0
33853,RealTimeInference,RegionA,RegionA,19,19,22.016666666666666,0,5.0,1.0
26204,RealTimeInference,RegionD,RegionD,20,20,22.333333333333332,0,5.0,1.0
25241,RealTimeInference,RegionA,RegionA,20,20,22.016666666666666,0,5.0,2.0
35934,RealTimeInference,RegionA,RegionA,22,22,22.533333333333335,0,5.0,7.0
49303,RealTimeInference,RegionB,RegionB,22,22,22.166666666666668,0,5.0,6.0
13807,RealTimeInference,RegionA,RegionA,17,17,23.4,0,5.0,2.0
21662,RealTimeInference,RegionB,RegionB,19,19,23.166666666666668,0,5.0,2.0
43009,RealTimeInference,RegionC,RegionC,21,21,23.21666666666667,0,5.0,1.0
13853,RealTimeInference,RegionA,RegionA,21,21,23.083333333333332,0,5.0,6.0
20103,RealTimeInference,RegionC,RegionC,22,22,24.0,0,5.0,3.0
7092,RealTimeInference,RegionA,RegionA,22,22,23.533333333333335,0,5.0,6.0
7029,RealTimeInference,RegionC,RegionC,22,22,23.45,0,5.0,3.0
28402,RealTimeInference,RegionA,RegionA,23,23,23.916666666666668,0,5.0,5.0
34759,RealTimeInference,RegionA,RegionA,23,23,23.25,0,5.0,3.0
34086,RealTimeInference,RegionB,RegionB,23,23,23.233333333333334,0,5.0,7.0
8048,RealTimeInference,RegionA,RegionA,19,19,24.21666666666667,0,5.0,4.0
2639,RealTimeInference,RegionB,RegionB,22,22,24.46666666666667,0,5.0,4.0
25602,RealTimeInference,RegionA,RegionA,22,22,24.45,0,5.0,7.0
45272,RealTimeInference,RegionC,RegionC,20,20,25.4,0,5.0,5.0
46454,RealTimeInference,RegionA,RegionA,21,21,25.866666666666667,0,5.0,1.0
37313,RealTimeInference,RegionB,RegionB,22,22,25.933333333333334,0,5.0,3.0
25492,RealTimeInference,RegionB,RegionB,23,23,25.816666666666666,0,5.0,5.0
31947,RealTimeInference,RegionB,RegionB,23,23,25.75,0,5.0,4.0
10202,RealTimeInference,RegionB,RegionB,25,25,26.0,0,5.0,5.0
25578,RealTimeInference,RegionB,RegionB,22,22,26.883333333333333,0,5.0,5.0
22173,RealTimeInference,RegionB,RegionB,23,23,26.733333333333334,0,5.0,2.0
33879,RealTimeInference,RegionF,RegionF,23,23,26.566666666666666,0,5.0,6.0
4434,RealTimeInference,RegionA,RegionA,23,23,26.133333333333333,0,5.0,5.0
49874,RealTimeInference,RegionB,RegionB,26,26,26.633333333333333,0,5.0,1.0
9917,RealTimeInference,RegionF,RegionF,26,26,26.533333333333335,0,5.0,2.0
6540,RealTimeInference,RegionA,RegionA,21,21,27.5,0,5.0,6.0
37909,RealTimeInference,RegionB,RegionB,22,22,27.6,0,5.0,1.0
30801,RealTimeInference,RegionC,RegionC,25,25,27.566666666666666,0,5.0,2.0
37669,RealTimeInference,RegionC,RegionC,27,27,27.883333333333333,0,5.0,5.0
44000,RealTimeInference,RegionD,RegionD,27,27,27.85,0,5.0,7.0
39756,RealTimeInference,RegionD,RegionD,27,27,27.616666666666667,0,5.0,2.0
12073,RealTimeInference,RegionC,RegionC,22,22,28.333333333333332,0,5.0,4.0
49353,RealTimeInference,RegionF,RegionF,22,22,28.05,0,5.0,5.0
15952,RealTimeInference,RegionA,RegionA,24,24,29.0,0,5.0,3.0
10786,RealTimeInference,RegionB,RegionB,25,25,28.933333333333334,0,5.0,7.0
48267,RealTimeInference,RegionB,RegionB,26,26,28.866666666666667,0,5.0,4.0
7282,RealTimeInference,RegionA,RegionA,28,28,28.85,0,5.0,5.0
8755,RealTimeInference,RegionC,RegionC,23,23,29.383333333333333,0,5.0,7.0
32974,RealTimeInference,RegionA,RegionA,23,23,29.2,0,5.0,4.0
14085,RealTimeInference,RegionB,RegionB,24,24,30.0,0,5.0,3.0
49177,RealTimeInference,RegionA,RegionA,24,24,29.46666666666667,0,5.0,3.0
18806,RealTimeInference,RegionA,RegionA,25,25,29.333333333333332,0,5.0,1.0
45166,RealTimeInference,RegionC,RegionC,27,27,29.833333333333332,0,5.0,4.0
1230,RealTimeInference,RegionB,RegionB,27,27,29.616666666666667,0,5.0,1.0
1397,RealTimeInference,RegionA,RegionA,27,27,29.4,0,5.0,5.0
33364,RealTimeInference,RegionB,RegionB,27,27,29.083333333333332,0,5.0,1.0
41584,RealTimeInference,RegionB,RegionB,28,28,29.416666666666668,0,5.0,4.0
35147,RealTimeInference,RegionA,RegionA,29,29,29.833333333333332,0,5.0,1.0
3689,RealTimeInference,RegionB,RegionB,29,29,29.766666666666666,0,5.0,4.0
40125,RealTimeInference,RegionA,RegionA,25,25,30.78333333333333,0,5.0,2.0
11611,RealTimeInference,RegionA,RegionA,25,25,30.183333333333334,0,5.0,1.0
18149,RealTimeInference,RegionE,RegionE,26,26,30.75,0,5.0,6.0
49651,RealTimeInference,RegionB,RegionB,27,27,30.4,0,5.0,6.0
4880,RealTimeInference,RegionA,RegionA,27,27,30.166666666666668,0,5.0,7.0
38617,RealTimeInference,RegionA,RegionA,28,28,30.65,0,5.0,5.0
21971,RealTimeInference,RegionB,RegionB,30,30,30.716666666666665,0,5.0,5.0
42341,RealTimeInference,RegionA,RegionA,26,26,31.96666666666667,0,5.0,7.0
10227,RealTimeInference,RegionA,RegionA,26,26,31.53333333333333,0,5.0,7.0
3919,RealTimeInference,RegionB,RegionB,27,27,31.733333333333334,0,5.0,1.0
21672,RealTimeInference,RegionA,RegionA,28,28,31.633333333333333,0,5.0,2.0
12576,RealTimeInference,RegionA,RegionA,29,29,31.166666666666668,0,5.0,6.0
35378,RealTimeInference,RegionB,RegionB,31,31,31.416666666666668,0,5.0,2.0
14266,RealTimeInference,RegionF,RegionF,28,28,32.3,0,5.0,7.0
31183,RealTimeInference,RegionF,RegionF,29,29,32.03333333333333,0,5.0,4.0
44791,RealTimeInference,RegionB,RegionB,30,30,32.78333333333333,0,5.0,6.0
15004,RealTimeInference,RegionB,RegionB,31,31,32.45,0,5.0,5.0
36411,RealTimeInference,RegionF,RegionF,32,32,32.916666666666664,0,5.0,5.0
25455,RealTimeInference,RegionC,RegionC,32,32,32.766666666666666,0,5.0,6.0
35582,RealTimeInference,RegionB,RegionB,32,32,32.25,0,5.0,7.0
23414,RealTimeInference,RegionB,RegionB,27,27,33.46666666666667,0,5.0,5.0
6834,RealTimeInference,RegionE,RegionE,27,27,33.06666666666666,0,5.0,7.0
22261,RealTimeInference,RegionC,RegionC,28,28,33.666666666666664,0,5.0,1.0
44145,RealTimeInference,RegionA,RegionA,28,28,33.06666666666666,0,5.0,7.0
24732,RealTimeInference,RegionB,RegionB,29,29,33.916666666666664,0,5.0,5.0
41814,RealTimeInference,RegionC,RegionC,29,29,33.7,0,5.0,4.0
44031,RealTimeInference,RegionB,RegionB,29,29,33.483333333333334,0,5.0,1.0
35084,RealTimeInference,RegionC,RegionC,30,30,33.5,0,5.0,2.0
36012,RealTimeInference,RegionA,RegionA,30,30,33.1,0,5.0,3.0
18290,RealTimeInference,RegionB,RegionB,31,31,33.3,0,5.0,4.0
47836,RealTimeInference,RegionC,RegionC,28,28,34.2,0,5.0,6.0
33517,RealTimeInference,RegionC,RegionC,29,29,34.583333333333336,0,5.0,2.0
39221,RealTimeInference,RegionB,RegionB,30,30,34.13333333333333,0,5.0,3.0
31796,RealTimeInference,RegionB,RegionB,30,30,34.016666666666666,0,5.0,1.0
20442,RealTimeInference,RegionB,RegionB,32,32,34.3,0,5.0,6.0
12560,RealTimeInference,RegionC,RegionC,34,34,34.85,0,5.0,3.0
13274,RealTimeInference,RegionC,RegionC,29,29,35.03333333333333,0,5.0,6.0
32313,RealTimeInference,RegionA,RegionA,30,30,35.61666666666667,0,5.0,6.0
774,RealTimeInference,RegionA,RegionA,31,31,35.56666666666666,0,5.0,6.0
42513,RealTimeInference,RegionA,RegionA,31,31,35.016666666666666,0,5.0,5.0
16808,RealTimeInference,RegionB,RegionB,32,32,35.833333333333336,0,5.0,7.0
44162,RealTimeInference,RegionB,RegionB,32,32,35.583333333333336,0,5.0,5.0
32371,RealTimeInference,RegionA,RegionA,34,34,35.766666666666666,0,5.0,1.0
12817,RealTimeInference,RegionA,RegionA,34,34,35.733333333333334,0,5.0,6.0
21762,RealTimeInference,RegionC,RegionC,34,34,35.4,0,5.0,6.0
47574,RealTimeInference,RegionC,RegionC,35,35,36.0,0,5.0,5.0
22031,RealTimeInference,RegionC,RegionC,35,35,35.666666666666664,0,5.0,7.0
20614,RealTimeInference,RegionC,RegionC,31,31,36.516666666666666,0,5.0,4.0
1698,RealTimeInference,RegionF,RegionF,33,33,36.81666666666667,0,5.0,4.0
30738,RealTimeInference,RegionA,RegionA,34,34,36.15,0,5.0,3.0
36516,RealTimeInference,RegionF,RegionF,35,35,36.333333333333336,0,5.0,4.0
15480,RealTimeInference,RegionA,RegionA,31,31,37.63333333333333,0,5.0,7.0
14655,RealTimeInference,RegionA,RegionA,33,33,37.583333333333336,0,5.0,1.0
34129,RealTimeInference,RegionA,RegionA,33,33,37.5,0,5.0,1.0
15792,RealTimeInference,RegionB,RegionB,33,33,37.016666666666666,0,5.0,6.0
7670,RealTimeInference,RegionB,RegionB,34,34,37.88333333333333,0,5.0,2.0
31040,RealTimeInference,RegionA,RegionA,34,34,37.333333333333336,0,5.0,1.0
3573,RealTimeInference,RegionC,RegionC,34,34,38.833333333333336,0,5.0,2.0
38643,RealTimeInference,RegionA,RegionA,38,38,38.833333333333336,0,5.0,1.0
46476,RealTimeInference,RegionB,RegionB,38,38,38.233333333333334,0,5.0,3.0
12513,RealTimeInference,RegionC,RegionC,33,33,39.583333333333336,0,5.0,7.0
43117,RealTimeInference,RegionA,RegionA,36,36,39.4,0,5.0,7.0
17614,RealTimeInference,RegionB,RegionB,37,37,39.56666666666667,0,5.0,4.0
11178,RealTimeInference,RegionA,RegionA,39,39,39.68333333333333,0,5.0,3.0
40498,RealTimeInference,RegionA,RegionA,39,39,39.21666666666667,0,5.0,4.0
45885,RealTimeInference,RegionA,RegionA,34,34,40.333333333333336,0,5.0,4.0
8266,RealTimeInference,RegionA,RegionA,35,35,40.15,0,5.0,4.0
13699,RealTimeInference,RegionB,RegionB,36,36,40.3,0,5.0,3.0
43352,RealTimeInference,RegionA,RegionA,36,36,40.25,0,5.0,3.0
45951,RealTimeInference,RegionB,RegionB,37,37,40.166666666666664,0,5.0,6.0
39991,RealTimeInference,RegionC,RegionC,39,39,40.733333333333334,0,5.0,3.0
47696,RealTimeInference,RegionB,RegionB,40,40,40.45,0,5.0,7.0
1208,RealTimeInference,RegionA,RegionA,37,37,41.583333333333336,0,5.0,3.0
14121,RealTimeInference,RegionC,RegionC,37,37,41.4,0,5.0,6.0
173,RealTimeInference,RegionB,RegionB,38,38,41.55,0,5.0,6.0
6321,RealTimeInference,RegionC,RegionC,39,39,41.75,0,5.0,6.0
8349,RealTimeInference,RegionD,RegionD,39,39,41.333333333333336,0,5.0,3.0
43368,RealTimeInference,RegionB,RegionB,38,38,42.53333333333333,0,5.0,1.0
17208,RealTimeInference,RegionB,RegionB,38,38,42.35,0,5.0,4.0
2228,RealTimeInference,RegionC,RegionC,38,38,42.3,0,5.0,6.0
31024,RealTimeInference,RegionC,RegionC,38,38,42.1,0,5.0,7.0
12339,RealTimeInference,RegionA,RegionA,39,39,42.833333333333336,0,5.0,5.0
4744,RealTimeInference,RegionA,RegionA,39,39,42.63333333333333,0,5.0,7.0
12698,RealTimeInference,RegionE,RegionE,39,39,42.45,0,5.0,6.0
44014,RealTimeInference,RegionA,RegionA,40,40,42.85,0,5.0,1.0
8906,RealTimeInference,RegionC,RegionC,40,40,42.36666666666667,0,5.0,4.0
32497,RealTimeInference,RegionA,RegionA,41,41,42.733333333333334,0,5.0,5.0
44553,RealTimeInference,RegionA,RegionA,42,42,42.666666666666664,0,5.0,6.0
15951,RealTimeInference,RegionC,RegionC,42,42,42.5,0,5.0,7.0
1420,RealTimeInference,RegionB,RegionB,38,38,43.28333333333333,0,5.0,5.0
12727,RealTimeInference,RegionB,RegionB,39,39,43.46666666666667,0,5.0,1.0
46220,RealTimeInference,RegionB,RegionB,39,39,43.31666666666666,0,5.0,2.0
32721,RealTimeInference,RegionB,RegionB,39,39,43.13333333333333,0,5.0,1.0
24133,RealTimeInference,RegionA,RegionA,40,40,43.2,0,5.0,3.0
21009,RealTimeInference,RegionE,RegionE,41,41,43.166666666666664,0,5.0,1.0
47267,RealTimeInference,RegionF,RegionF,42,42,43.86666666666667,0,5.0,7.0
12445,RealTimeInference,RegionB,RegionB,42,42,43.71666666666667,0,5.0,1.0
13110,RealTimeInference,RegionC,RegionC,42,42,43.35,0,5.0,3.0
27354,RealTimeInference,RegionA,RegionA,42,42,43.1,0,5.0,3.0
19502,RealTimeInference,RegionA,RegionA,42,42,43.06666666666667,0,5.0,2.0
43613,RealTimeInference,RegionD,RegionD,43,43,43.233333333333334,0,5.0,5.0
37204,RealTimeInference,RegionC,RegionC,38,38,44.083333333333336,0,5.0,6.0
41942,RealTimeInference,RegionA,RegionA,39,39,44.43333333333334,0,5.0,1.0
4546,RealTimeInference,RegionA,RegionA,40,40,44.88333333333333,0,5.0,7.0
37390,RealTimeInference,RegionA,RegionA,40,40,44.483333333333334,0,5.0,5.0
45567,RealTimeInference,RegionC,RegionC,41,41,44.916666666666664,0,5.0,2.0
34411,RealTimeInference,RegionA,RegionA,41,41,44.5,0,5.0,6.0
26768,RealTimeInference,RegionD,RegionD,41,41,44.016666666666666,0,5.0,2.0
44468,RealTimeInference,RegionA,RegionA,42,42,44.266666666666666,0,5.0,7.0
44525,RealTimeInference,RegionE,RegionE,40,40,45.75,0,5.0,1.0
49650,RealTimeInference,RegionA,RegionA,42,42,45.7,0,5.0,3.0
4299,RealTimeInference,RegionB,RegionB,42,42,45.083333333333336,0,5.0,2.0
8736,RealTimeInference,RegionD,RegionD,42,42,45.03333333333333,0,5.0,1.0
9757,RealTimeInference,RegionB,RegionB,43,43,45.86666666666667,0,5.0,6.0
1536,RealTimeInference,RegionA,RegionA,43,43,45.85,0,5.0,1.0
5068,RealTimeInference,RegionC,RegionC,43,43,45.483333333333334,0,5.0,3.0
20581,RealTimeInference,RegionC,RegionC,44,44,45.45,0,5.0,4.0
48437,RealTimeInference,RegionA,RegionA,43,43,46.68333333333333,0,5.0,2.0
10926,RealTimeInference,RegionC,RegionC,45,45,46.083333333333336,0,5.0,7.0
49207,RealTimeInference,RegionC,RegionC,46,46,47.0,0,5.0,5.0
34376,RealTimeInference,RegionC,RegionC,46,46,46.18333333333333,0,5.0,4.0
7145,RealTimeInference,RegionB,RegionB,42,42,47.083333333333336,0,5.0,6.0
4830,RealTimeInference,RegionB,RegionB,43,43,47.766666666666666,0,5.0,7.0
13689,RealTimeInference,RegionA,RegionA,44,44,47.3,0,5.0,1.0
33338,RealTimeInference,RegionB,RegionB,44,44,47.28333333333333,0,5.0,6.0
