Hour,RegionA,RegionB,RegionC,RegionD,RegionE,RegionF
325,35.0,32.0,30.0,90.0,82.0,85.0
326,35.0,32.0,30.0,90.0,82.0,85.0
327,35.0,32.0,30.0,90.0,266.5,276.25
328,35.0,32.0,30.0,130.5,487.9,505.75
329,35.0,32.0,30.0,333.0,672.4,697.0
330,35.0,32.0,30.0,454.5,746.1999999999999,811.75
331,35.0,32.0,30.0,535.5,820.0,850.0
332,35.0,32.0,30.0,535.5,820.0,850.0
333,35.0,32.0,30.0,535.5,783.1,811.75
334,35.0,32.0,30.0,495.0,672.4,735.25
335,35.0,32.0,30.0,405.0,561.7,582.25
336,35.0,32.0,30.0,292.5,414.09999999999997,429.25
337,35.0,32.0,30.0,171.0,266.5,276.25
338,35.0,32.0,30.0,130.5,155.8,161.5
339,35.0,32.0,30.0,90.0,82.0,85.0
340,35.0,32.0,30.0,90.0,82.0,85.0
341,35.0,32.0,30.0,90.0,82.0,85.0
342,35.0,32.0,30.0,90.0,82.0,85.0
343,35.0,32.0,30.0,90.0,82.0,85.0
344,35.0,32.0,30.0,90.0,82.0,85.0
345,35.0,32.0,30.0,90.0,82.0,85.0
346,35.0,32.0,30.0,90.0,82.0,85.0
347,35.0,32.0,30.0,90.0,82.0,85.0
348,35.0,32.0,30.0,90.0,82.0,85.0
349,35.0,32.0,30.0,90.0,82.0,85.0
350,35.0,32.0,30.0,90.0,82.0,85.0
351,35.0,32.0,30.0,90.0,229.6,123.25
352,35.0,32.0,30.0,90.0,451.0,352.75
353,35.0,32.0,30.0,333.0,635.5,505.75
354,35.0,32.0,30.0,495.0,746.1999999999999,620.5
355,35.0,32.0,30.0,576.0,820.0,658.75
356,35.0,32.0,30.0,616.5,783.1,697.0
357,35.0,32.0,30.0,576.0,709.3,658.75
358,35.0,32.0,30.0,495.0,598.6,582.25
359,35.0,32.0,30.0,373.5,451.0,467.5
360,35.0,32.0,30.0,292.5,340.3,314.5
361,35.0,32.0,30.0,211.5,192.7,238.0
362,35.0,32.0,30.0,130.5,118.9,161.5
363,35.0,32.0,30.0,90.0,82.0,123.25
364,35.0,32.0,30.0,90.0,82.0,85.0
365,35.0,32.0,30.0,90.0,82.0,85.0
366,35.0,32.0,30.0,90.0,82.0,85.0
367,35.0,32.0,30.0,90.0,82.0,85.0
368,35.0,32.0,30.0,90.0,82.0,85.0
369,35.0,32.0,30.0,90.0,82.0,85.0
370,35.0,32.0,30.0,90.0,82.0,85.0
371,35.0,32.0,30.0,90.0,82.0,85.0
372,35.0,32.0,30.0,90.0,82.0,85.0
373,35.0,32.0,30.0,90.0,82.0,85.0
374,35.0,32.0,30.0,90.0,82.0,123.25
375,35.0,32.0,30.0,90.0,229.6,352.75
376,35.0,32.0,30.0,90.0,451.0,582.25
377,35.0,32.0,30.0,252.0,635.5,735.25
378,35.0,32.0,30.0,373.5,783.1,811.75
379,35.0,32.0,30.0,454.5,820.0,850.0
380,35.0,32.0,30.0,495.0,783.1,811.75
381,35.0,32.0,30.0,495.0,709.3,773.5
382,35.0,32.0,30.0,454.5,635.5,697.0
383,35.0,32.0,30.0,373.5,524.8,582.25
384,35.0,32.0,30.0,252.0,377.2,429.25
385,35.0,32.0,30.0,130.5,266.5,276.25
386,35.0,32.0,30.0,90.0,118.9,161.5
387,35.0,32.0,30.0,90.0,82.0,123.25
388,35.0,32.0,30.0,90.0,82.0,85.0
389,35.0,32.0,30.0,90.0,82.0,85.0
390,35.0,32.0,30.0,90.0,82.0,85.0
391,35.0,32.0,30.0,90.0,82.0,85.0
392,35.0,32.0,30.0,90.0,82.0,85.0
393,35.0,32.0,30.0,90.0,82.0,85.0
394,35.0,32.0,30.0,90.0,82.0,85.0
395,35.0,32.0,30.0,90.0,82.0,85.0
396,35.0,32.0,30.0,90.0,82.0,85.0
397,35.0,32.0,30.0,90.0,82.0,85.0
398,35.0,32.0,30.0,90.0,82.0,85.0
399,35.0,32.0,30.0,90.0,229.6,238.0
400,35.0,32.0,30.0,171.0,451.0,467.5
401,35.0,32.0,30.0,373.5,672.4,620.5
402,35.0,32.0,30.0,495.0,783.1,773.5
403,35.0,32.0,30.0,576.0,820.0,850.0
404,35.0,32.0,30.0,616.5,820.0,850.0
405,35.0,32.0,30.0,576.0,746.1999999999999,735.25
406,35.0,32.0,30.0,495.0,672.4,620.5
407,35.0,32.0,30.0,373.5,524.8,505.75
408,35.0,32.0,30.0,252.0,414.09999999999997,382.5
409,35.0,32.0,30.0,171.0,303.4,276.25
410,35.0,32.0,30.0,90.0,192.7,161.5
411,35.0,32.0,30.0,90.0,118.9,85.0
412,35.0,32.0,30.0,90.0,82.0,85.0
413,35.0,32.0,30.0,90.0,82.0,85.0
414,35.0,32.0,30.0,90.0,82.0,85.0
415,35.0,32.0,30.0,90.0,82.0,85.0
416,35.0,32.0,30.0,90.0,82.0,85.0
417,35.0,32.0,30.0,90.0,82.0,85.0
418,35.0,32.0,30.0,90.0,82.0,85.0
419,35.0,32.0,30.0,90.0,82.0,85.0
420,35.0,32.0,30.0,90.0,82.0,85.0
421,35.0,32.0,30.0,90.0,82.0,85.0
422,35.0,32.0,30.0,90.0,82.0,85.0
423,35.0,32.0,30.0,90.0,303.4,238.0
424,35.0,32.0,30.0,90.0,524.8,467.5
425,35.0,32.0,30.0,252.0,672.4,658.75
426,35.0,32.0,30.0,373.5,783.1,773.5
427,35.0,32.0,30.0,454.5,820.0,811.75
428,35.0,32.0,30.0,495.0,783.1,773.5
429,35.0,32.0,30.0,454.5,709.3,735.25
430,35.0,32.0,30.0,405.0,561.7,620.5
431,35.0,32.0,30.0,373.5,451.0,505.75
432,35.0,32.0,30.0,292.5,303.4,314.5
433,35.0,32.0,30.0,211.5,192.7,199.75
434,35.0,32.0,30.0,130.5,118.9,123.25
435,35.0,32.0,30.0,90.0,82.0,85.0
436,35.0,32.0,30.0,90.0,82.0,85.0
437,35.0,32.0,30.0,90.0,82.0,85.0
438,35.0,32.0,30.0,90.0,82.0,85.0
439,35.0,32.0,30.0,90.0,82.0,85.0
440,35.0,32.0,30.0,90.0,82.0,85.0
441,35.0,32.0,30.0,90.0,82.0,85.0
442,35.0,32.0,30.0,90.0,82.0,85.0
443,35.0,32.0,30.0,90.0,82.0,85.0
444,35.0,32.0,30.0,90.0,82.0,85.0
445,35.0,32.0,30.0,90.0,82.0,85.0
446,35.0,32.0,30.0,90.0,82.0,85.0
447,35.0,32.0,30.0,90.0,303.4,276.25
448,35.0,32.0,30.0,90.0,524.8,505.75
449,35.0,32.0,30.0,211.5,709.3,658.75
450,35.0,32.0,30.0,373.5,783.1,773.5
451,35.0,32.0,30.0,495.0,820.0,850.0
452,35.0,32.0,30.0,535.5,820.0,811.75
453,35.0,32.0,30.0,535.5,783.1,735.25
454,35.0,32.0,30.0,454.5,672.4,658.75
455,35.0,32.0,30.0,373.5,524.8,505.75
456,35.0,32.0,30.0,292.5,414.09999999999997,352.75
457,35.0,32.0,30.0,171.0,229.6,199.75
458,35.0,32.0,30.0,90.0,155.8,123.25
459,35.0,32.0,30.0,90.0,118.9,85.0
460,35.0,32.0,30.0,90.0,82.0,85.0
461,35.0,32.0,30.0,90.0,82.0,85.0
462,35.0,32.0,30.0,90.0,82.0,85.0
463,35.0,32.0,30.0,90.0,82.0,85.0
464,35.0,32.0,30.0,90.0,82.0,85.0
465,35.0,32.0,30.0,90.0,82.0,85.0
466,35.0,32.0,30.0,90.0,82.0,85.0
467,35.0,32.0,30.0,90.0,82.0,85.0
468,35.0,32.0,30.0,90.0,82.0,85.0
469,35.0,32.0,30.0,90.0,82.0,85.0
470,35.0,32.0,30.0,90.0,82.0,85.0
471,35.0,32.0,30.0,90.0,155.8,276.25
472,35.0,32.0,30.0,171.0,370.0,505.75
473,35.0,32.0,30.0,405.0,561.7,658.75
474,35.0,32.0,30.0,576.0,672.4,773.5
475,35.0,32.0,30.0,657.0,746.1999999999999,850.0
476,35.0,32.0,30.0,657.0,709.3,850.0
477,35.0,32.0,30.0,657.0,672.4,811.75
478,35.0,32.0,30.0,535.5,598.6,697.0
479,35.0,32.0,30.0,405.0,451.0,544.0
480,35.0,32.0,30.0,292.5,303.4,429.25
481,35.0,32.0,30.0,211.5,192.7,276.25
482,35.0,32.0,30.0,130.5,155.8,161.5
483,35.0,32.0,30.0,90.0,82.0,85.0
484,35.0,32.0,30.0,90.0,82.0,85.0
485,35.0,32.0,30.0,90.0,82.0,85.0
486,35.0,32.0,30.0,90.0,82.0,85.0
487,35.0,32.0,30.0,90.0,82.0,85.0
488,35.0,32.0,30.0,90.0,82.0,85.0
489,35.0,32.0,30.0,90.0,82.0,85.0
490,35.0,32.0,30.0,90.0,82.0,85.0
491,35.0,32.0,30.0,90.0,82.0,85.0
492,35.0,32.0,30.0,90.0,82.0,85.0
493,35.0,32.0,30.0,90.0,82.0,85.0
494,35.0,32.0,30.0,90.0,82.0,85.0
495,35.0,32.0,30.0,90.0,155.8,161.5
496,35.0,32.0,30.0,252.0,377.2,382.5
497,35.0,32.0,30.0,454.5,561.7,582.25
498,35.0,32.0,30.0,576.0,672.4,697.0
499,35.0,32.0,30.0,657.0,746.1999999999999,773.5
500,35.0,32.0,30.0,657.0,783.1,773.5
501,35.0,32.0,30.0,616.5,746.1999999999999,697.0
502,35.0,32.0,30.0,535.5,635.5,582.25
503,35.0,46.4,30.0,454.5,487.9,467.5
504,35.0,32.0,30.0,333.0,340.3,352.75
505,35.0,32.0,30.0,211.5,229.6,238.0
506,35.0,32.0,30.0,130.5,118.9,161.5
507,35.0,32.0,30.0,90.0,82.0,123.25
508,35.0,32.0,30.0,90.0,82.0,85.0
509,35.0,32.0,30.0,90.0,82.0,85.0
510,35.0,32.0,30.0,90.0,82.0,85.0
511,35.0,32.0,30.0,90.0,82.0,85.0
512,35.0,32.0,30.0,90.0,82.0,85.0
513,35.0,32.0,30.0,90.0,82.0,85.0
514,35.0,32.0,30.0,90.0,82.0,85.0
515,35.0,32.0,30.0,90.0,82.0,85.0
516,35.0,32.0,30.0,90.0,82.0,85.0
517,35.0,32.0,30.0,90.0,82.0,85.0
518,35.0,32.0,30.0,90.0,82.0,85.0
519,35.0,32.0,30.0,211.5,229.6,238.0
520,35.0,32.0,30.0,454.5,451.0,467.5
521,35.0,32.0,30.0,657.0,635.5,658.75
522,35.0,32.0,30.0,778.5,783.1,773.5
523,35.0,32.0,30.0,819.0,820.0,811.75
524,35.0,32.0,30.0,819.0,820.0,811.75
525,35.0,32.0,30.0,738.0,746.1999999999999,773.5
526,35.0,32.0,30.0,616.5,635.5,697.0
527,35.0,32.0,30.0,495.0,487.9,544.0
528,35.0,32.0,30.0,373.5,370.0,429.25
529,35.0,32.0,30.0,252.0,229.6,276.25
530,35.0,32.0,30.0,171.0,118.9,199.75
531,35.0,32.0,30.0,90.0,82.0,85.0
